scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;specificEpithet;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;huh_name;geo_col;wiki_url
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  10498 , Elmer, ADE  10498 , 10498;Elmer;10498;;0;1.0;5.0;1909.0;Kessler, PJA, Kessler, PJA, nan;1984-03-01T00:00:00;1.0;3.0;1984.0;PH;Philippines;0;Philippines, Todaya (Mt. Apo), District of Davao, Island of Mindanao.;0;125.2697;6.9894;<NA>, <NA>, VT;Botany, Botany, <NA>;U1090688, L1766285, UVMVT102267;U.1090688, L.1766285, UVMVT102267;Elmer;;;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Fissistigma Griff.;Fissistigma;latifolium;(Dunal) Merr.;0;Elmer, ADE;Elmer, ADE  10693 , 10693, 10693;Elmer;10693;;0;1.0;5.0;1909.0;Kessler, PJA, nan, nan;1988-06-01T00:00:00;1.0;6.0;1988.0;PH;Philippines;0;Philippines, Todaya (Mt. Apo), District of Davao, Island of Mindanao.;0;125.2697;6.9894;<NA>, NSW, VT;Botany, NSW, <NA>;L1754949, NSW562438, UVMVT102262;L.1754949, NSW562438, UVMVT102262;Elmer;;;;PHL;ACCEPTED;Fissistigma latifolium;https://ipni.org/n/73030-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Drepananthus apoensis Elmer;Drepananthus;apoensis;Elmer;0;Elmer, ADE;10843, Elmer, ADE  10843 ;;10843;;0;1.0;6.0;1909.0;nan, nan;;;;;PH;Philippines;0;Todaya (Mt. Apo), Island of Mindanao;0;125.269722;6.989444;VT, <NA>;<NA>, Botany;UVMVT102236, L0181321;UVMVT102236, L  0181321;Elmer;;;;PHL;ACCEPTED;Drepananthus apoensis;https://ipni.org/n/72831-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria L.;Uvaria;grandiflora;Hook.f. & Thomson;0;Elmer, ADE;10957, 10957, Elmer, ADE  10957 ;;10957;;0;1.0;6.0;1909.0;nan, nan, nan;;;;;PH;Philippines;0;Todaya (Mount Apo), District of Davao.;0;123.221811;6.474422;NSW, VT, <NA>;NSW, <NA>, Botany;NSW453602, UVMVT102287, L1770663;NSW453602, UVMVT102287, L.1770663;Elmer;;;;PHL;SYNONYM;Uvaria hamiltonii;https://ipni.org/n/75718-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Goniothalamus philippinensis Merr.;Goniothalamus;philippinensis;Merr.;0;Elmer, ADE;10982, Elmer, ADE  10982 ;;10982;;0;1.0;6.0;1909.0;nan, nan;;;;;PH;Philippines;0;Todayo (Mt. Apo), District of Davao, Island of Mindanao;0;125.628333;6.233611;VT, <NA>;<NA>, Botany;UVMVT102244, L2067254;UVMVT102244, L.2067254;Elmer;;;;PHL;ACCEPTED;Goniothalamus philippinensis;https://ipni.org/n/73235-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Drepananthus apoensis Elmer;Drepananthus;apoensis;Elmer;0;Elmer, ADE;11290, Elmer, ADE  11290 ;;11290;;0;1.0;8.0;1909.0;nan, nan;;;;;PH;Philippines;0;Todaya (Mt. Apo);0;125.269722;6.989444;VT, <NA>;<NA>, Botany;UVMVT102237, L0181320;UVMVT102237, L  0181320;Elmer;;;;PHL;ACCEPTED;Drepananthus apoensis;https://ipni.org/n/72831-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Monoon Miq.;Monoon;mindanaense;(Elmer) B.Xue & R.M.K.Saunders;0;Elmer, ADE;11642, 11642, Elmer, ADE  11642 , 11642;;11642;;0;1.0;9.0;1909.0;Sauquet, H, nan, nan, Turner, IM;2018-11-20T00:00:00;20.0;11.0;2018.0;PH;Philippines;0;Todaya (Mount Apo), District of Davao.;0;123.905374;6.645081333333333;NSW, VT, <NA>, NHMUK;NSW, <NA>, Botany, BOT;NSW474408, UVMVT102271, L0182094, BM000754004;NSW474408, UVMVT102271, L  0182094, BM000754004;Elmer;;;;PHL;ACCEPTED;Monoon mindanaense;https://ipni.org/n/77123028-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Dasymaschalon (Hook.f. & Thomson) Dalla Torre & Harms;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Elmer, ADE;11721, Elmer, ADE  11721 , 11721;;11721;;0;1.0;9.0;1909.0;Sauquet, H, Nurmawati, S, nan;2018-11-19T00:00:00;19.0;11.0;2018.0;PH;Philippines;0;Todaya (Mount Apo), District of Davao.;0;123.221811;6.474422;NSW, <NA>, VT;NSW, Botany, <NA>;NSW505128, L1756244, UVMVT102281;NSW505128, L.1756244, UVMVT102281;Elmer;;;;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  11761 , 11761;Elmer;11761;;0;1.0;9.0;1909.0;Kessler, PJA, nan;1985-07-01T00:00:00;1.0;7.0;1985.0;PH;Philippines;0;Philippines, Todaya (Mt. Apo), District of Davao, Island of Mindanao.;0;125.2697;6.9894;<NA>, VT;Botany, <NA>;L1766286, UVMVT102268;L.1766286, UVMVT102268;Elmer;;;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Polyalthia romblonensis Elmer;Haplostichanthus;lanceolata;S.Vidal;0;Elmer, ADE;12170;;12170;;0;;3.0;1910.0;;;;;;PH;Philippines;0;Romblon;0;122.283333;12.533333;VT;;UVMVT102273;UVMVT102273;Elmer;0.0;Elmer, A.D.E.;;PHL;SYNONYM;Polyalthia lanceolata;https://ipni.org/n/979807-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria sibuyanensis Elmer;Goniothalamus;sibuyanensis;(Elmer) Merr.;0;Elmer, ADE;12322, Elmer, ADE  12322 ;;12322;;0;1.0;4.0;1910.0;nan, nan;;;;;PH;Philippines;0;Magallanes (Mt. Giting-giting), Island of Sibuyan;0;122.513512;12.491032;VT, <NA>;<NA>, Botany;UVMVT102290, L1768676;UVMVT102290, L.1768676;Elmer;;;;PHL;ACCEPTED;Goniothalamus sibuyanensis;https://ipni.org/n/73252-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Xylopia densifolia Elmer;Xylopia;densifolia;Elmer;0;Elmer, ADE;12471, Elmer, ADE  12471 ;;12471;;0;1.0;5.0;1910.0;nan, nan;;;;;PH;Philippines;0;Magallanes (Mt. Giting-Giting), Island of Sibuyan;0;122.513512;12.491032;VT, <NA>;<NA>, Botany;UVMVT102299, L1775222;UVMVT102299, L.1775222;Elmer;;;;PHL;ACCEPTED;Xylopia densifolia;https://ipni.org/n/76114-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Goniothalamus amuyon (Blanco) Merr.;Goniothalamus;amuyon;(Blanco) Merr.;0;Elmer, ADE;12507, Elmer, ADE  12507 ;;12507;;0;1.0;5.0;1910.0;Saunders, RMK , Salleh, KM;2014-01-01T00:00:00;1.0;1.0;2014.0;PH;Philippines;0;Magallanes (Mt. Giting-Giting), Island of Sibuyan;0;122.513512;12.491032;VT, <NA>;<NA>, Botany;UVMVT102238, L2067135;UVMVT102238, L.2067135;Elmer;;;;PHL;ACCEPTED;Goniothalamus amuyon;https://ipni.org/n/73152-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Canangium odoratum (Lam.) King;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Elmer, ADE;12546, Elmer, ADE  12546 ;;12546;;0;1.0;5.0;1910.0;nan, nan;;;;;PH;Philippines;0;Magallanes (Mt. Giting-Giting), Island of Sibuyan;0;122.513512;12.491032;VT, <NA>;<NA>, Botany;UVMVT102233, L1753694;UVMVT102233, L.1753694;Elmer;;;;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Monoon klemmei (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;klemmei;(Elmer) B.Xue & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  12565 , 12565;Elmer;12565;;0;1.0;5.0;1910.0;Nurmawati, S, nan;2017-08-01T00:00:00;1.0;8.0;2017.0;PH;Philippines;0;Philippines, Magallanes ( Mt. Giting-Giting ), Province of Capiz, Island of Sibuyan.;0;122.566667;12.416667;<NA>, VT;Botany, <NA>;L1759992, UVMVT102243;L.1759992, UVMVT102243;Elmer;;;;PHL;SYNONYM;Monoon klemmei;https://ipni.org/n/72963-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Monoon klemmei (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;klemmei;(Elmer) B.Xue & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  12644 , Elmer, ADE  12644 ;Elmer;12644;;0;1.0;2.0;1911.0;Xue, B, Xue, B;2012-10-01T00:00:00;1.0;10.0;2012.0;PH;Philippines;0;Philippines, Brooks Point (Addison Peak), Province of palawan, Island of Palawan.;0;117.833333;8.8;<NA>, <NA>;Botany, Botany;U0045599, L0186656;U  0045599, L  0186656;Elmer;;;;PHL;SYNONYM;Monoon klemmei;https://ipni.org/n/72963-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;creaghii;(Ridl.) Leonardía & Kessler;0;Elmer, ADE;Elmer, ADE  12645 , Elmer, ADE  12645 ;Elmer;12645;;0;1.0;2.0;1911.0;nan, nan;1999-07-01T00:00:00;1.0;7.0;1999.0;PH;Philippines;0;Philippines, Brooks Point (Addison Peak), Province of palawan, Island of Palawan.;0;117.833333;8.440000000000001;<NA>, <NA>;Botany, Botany;U0008309, L0047767;U  0008309, L  0047767;Elmer;;;;PHL;ACCEPTED;Orophea creaghii;https://ipni.org/n/1020126-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Miliusa horsfieldii (Benn.) Pierre;Miliusa;horsfieldii;(Benn.) Baill. ex Pierre;0;Elmer, ADE;Elmer, ADE  12677 , Elmer, ADE  12677 ;Elmer;12677;;0;1.0;2.0;1911.0;Mols, JB, Mols, JB;2004-03-01T00:00:00;1.0;3.0;2004.0;PH;Philippines;0;Philippines, Brooks Point (Addison Peak), Province of Palawan, Island of Palawan.;0;117.833333;8.8;<NA>, <NA>;Botany, Botany;U0015811, L0048471;U  0015811, L  0048471;Elmer;;;;PHL;ACCEPTED;Miliusa horsfieldii;https://ipni.org/n/73936-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Polyalthia igniflora D.M.Johnson;Polyalthia;igniflora;D.M.Johnson;0;Elmer, ADE;Elmer, ADE  12718 ;Elmer;12718;;0;1.0;3.0;1911.0;;;;;;PH;Philippines;0;Philippines, Brooks Point (Addison Peak), Province of Palawan, Island of Palawan.;0;117.833333;8.8;;Botany;L0183919;L  0183919;Elmer;0.0;Elmer ADE;"Johnson DM; Murray NA";PHL;ACCEPTED;Polyalthia igniflora;https://ipni.org/n/1008947-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Mitrephora lanotan (Blanco) Merr.;Mitrephora;lanotan;(Blanco) Merr.;0;Elmer, ADE;Elmer, ADE  12787 , Elmer, ADE  12787 ;Elmer;12787;;0;1.0;3.0;1911.0;Weerasooriya, AD, Weerasooriya, AD;2001-03-01T00:00:00;1.0;3.0;2001.0;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>;Botany, Botany;U1073720, L1757259;U.1073720, L.1757259;Elmer;;;;PHL;ACCEPTED;Mitrephora lanotan;https://ipni.org/n/74010-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  12854 , Elmer, ADE  12854 , 12854;Elmer;12854;;0;1.0;3.0;1911.0;nan, nan, Turner, IM;;;;;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U1072776, L0186655, BM000754009;U.1072776, L  0186655, BM000754009;Elmer;;;;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;creaghii;(Ridl.) Leonardía & Kessler;0;Elmer, ADE;Elmer, ADE  12858 , Elmer, ADE  12858 , 12858;Elmer;12858;;0;1.0;3.0;1911.0;nan, nan, nan;1999-07-01T00:00:00;1.0;7.0;1999.0;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0008308, L0047773, BM000547318;U  0008308, L  0047773, BM000547318;Elmer;;;;PHL;ACCEPTED;Orophea creaghii;https://ipni.org/n/1020126-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Pseuduvaria pamattonis (Miq.) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;pamattonis;(Miq.) Y.C.F.Su & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  12936 , Elmer, ADE  12936 ;Elmer;12936;;0;1.0;4.0;1911.0;Turner, IM, Turner, IM;2010-03-05T00:00:00;5.0;3.0;2010.0;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>;Botany, Botany;U0111004, L0038172;U  0111004, L  0038172;Elmer;;;;PHL;ACCEPTED;Pseuduvaria pamattonis;https://ipni.org/n/20002932-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Artabotrys rolfei S.Vidal;Artabotrys;suaveolens;(Blume) Blume;0;Elmer, ADE;Elmer, ADE  12942 , Elmer, ADE  12942 , Elmer, ADE  12942 , Elmer, ADE  12942 , Elmer, ADE  12942 , Elmer, ADE  12942 ;Elmer;12942;;0;1.0;1.0;1911.0;nan, nan, nan, nan, nan, nan;;;;;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>, <NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany, Botany, Botany;U1062656, L1749491, L1088915, L1088912, L1088914, L1088913;U.1062656, L.1749491, L.1088915, L.1088912, L.1088914, L.1088913;Elmer;;;;PHL;ACCEPTED;Artabotrys suaveolens;https://ipni.org/n/72472-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Mitrephora lanotan (Blanco) Merr.;Mitrephora;lanotan;(Blanco) Merr.;0;Elmer, ADE;Elmer, ADE  13012 , Elmer, ADE  13012 ;Elmer;13012;;0;1.0;3.0;1911.0;Weerasooriya, AD, Weerasooriya, AD;2001-03-01T00:00:00;1.0;3.0;2001.0;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>;Botany, Botany;U1073721, L1757260;U.1073721, L.1757260;Elmer;;;;PHL;ACCEPTED;Mitrephora lanotan;https://ipni.org/n/74010-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria nudistellata Elmer;Uvaria;concava;Teijsm. & Binn.;0;Elmer, ADE;Elmer, ADE  13015 , Elmer, ADE  13015 , 13015;Elmer;13015;;0;1.0;4.0;1911.0;nan, nan, Turner, IM;;;;;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000433, L0190867, BM000885795;U  0000433, L  0190867, BM000885795;Elmer;;;;PHL;ACCEPTED;Uvaria concava;https://ipni.org/n/75624-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  13018 , Elmer, ADE  13018 , 13018;Elmer;13018;;0;1.0;4.0;1911.0;Kessler, PJA, Kessler, PJA, Kessler, PJA ;1984-03-01T00:00:00;1.0;3.0;1984.0;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000352, L0038064, BM000885495;U  0000352, L  0038064, BM000885495;Elmer;;;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Polyalthia minutiflora Elmer;Polyalthia;obliqua;Hook.f. & Thomson;0;Elmer, ADE;Elmer, ADE  13055 , Elmer, ADE  13055 , 13055;Elmer;13055;;0;1.0;4.0;1911.0;Heusden, ECH van, Heusden, ECH van, Turner, IM;;;;;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000369, L0189072, BM000754005;U  0000369, L  0189072, BM000754005;Elmer;;;;PHL;ACCEPTED;Polyalthia obliqua;https://ipni.org/n/74673-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Orophea cumingiana S.Vidal;Orophea;cumingiana;S.Vidal;0;Elmer, ADE;Elmer, ADE  13099 , Elmer, ADE  13099 , 13099;Elmer;13099;;0;1.0;4.0;1911.0;Kessler, PJA, Kessler, PJA, Kessler, PJA ;1984-03-01T00:00:00;1.0;3.0;1984.0;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000351, L0038065, BM000553885;U  0000351, L  0038065, BM000553885;Elmer;;;;PHL;ACCEPTED;Orophea cumingiana;https://ipni.org/n/74213-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Polyalthia pulgarense Elmer;Polyalthia;obliqua;Hook.f. & Thomson;0;Elmer, ADE;Elmer, ADE  13100 , Elmer, ADE  13100 , 13100;Elmer;13100;;0;1.0;4.0;1911.0;Heusden, ECH van, Heusden, ECH van, Turner, IM;;;;;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0045614, L0038129, BM000754032;U  0045614, L  0038129, BM000754032;Elmer;;;;PHL;ACCEPTED;Polyalthia obliqua;https://ipni.org/n/74673-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Elmer, ADE;Elmer, ADE  13125 , 13125;Elmer;13125;;0;1.0;4.0;1911.0;Heusden, ECH van, Turner, IM;;;;;PH;Philippines;0;Philippines, Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;0;118.605667;9.798722;<NA>, NHMUK;Botany, BOT;U0045426, BM000632897;U  0045426, BM000632897;Elmer;;;;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria scandens C.B.Rob.;Uvaria;monticola;Miq.;0;Elmer, ADE;Elmer, ADE  13273 , Elmer, ADE  13273 ;Elmer;13273;;0;1.0;7.0;1912.0;nan, nan;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U1074907, L1768711;U.1074907, L.1768711;Elmer;;;;PHL;ACCEPTED;Uvaria monticola;https://ipni.org/n/75839-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Uvaria zschokkei Elmer;Uvaria;zschokkei;Elmer;0;Elmer, ADE;Elmer, ADE  13274 , 13274;Elmer;13274;;0;1.0;7.0;1912.0;Kessler, PJA, Turner, IM;2000-09-01T00:00:00;1.0;9.0;2000.0;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, NHMUK;Botany, BOT;L0195692, BM001121311;L  0195692, BM001121311;Elmer;;;;PHL;ACCEPTED;Uvaria zschokkei;https://ipni.org/n/76003-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Pseuduvaria unguiculata (Elmer) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;unguiculata;(Elmer) Y.C.F.Su & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  13286 , Elmer, ADE  13286 , 13286;Elmer;13286;;0;1.0;7.0;1912.0;Su, YCF, Su, YCF, nan;2001-09-01T00:00:00;1.0;9.0;2001.0;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0000383, L0038171, BM000553998;U  0000383, L  0038171, BM000553998;Elmer;;;;PHL;ACCEPTED;Pseuduvaria unguiculata;https://ipni.org/n/20002933-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;obtusifolia;(Elmer) Steenis;0;Elmer, ADE;Elmer, ADE  13412 ;Elmer;13412;;0;1.0;8.0;1912.0;;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;;Botany;L4345947;L.4345947;Elmer;0.0;Elmer ADE;;PHL;ACCEPTED;Friesodielsia obtusifolia;https://ipni.org/n/73131-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Goniothalamus epiphyticus Elmer;Goniothalamus;epiphyticus;Elmer;0;Elmer, ADE;Elmer, ADE  13535 , Elmer, ADE  13535 ;Elmer;13535;;0;1.0;8.0;1912.0;nan, nan;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U1073513, L2067137;U.1073513, L.2067137;Elmer;;;;PHL;ACCEPTED;Goniothalamus epiphyticus;https://ipni.org/n/73187-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Popowia pisocarpa (Blume) Endl.;Popowia;pisocarpa;(Blume) Endl. ex Walp.;0;Elmer, ADE;Elmer, ADE  13544 , Elmer, ADE  13544 ;Elmer;13544;;0;1.0;10.0;1912.0;nan, nan;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U1080074, L1759058;U.1080074, L.1759058;Elmer;;;;PHL;ACCEPTED;Popowia pisocarpa;https://ipni.org/n/74881-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Friesodielsia auriculata (Elmer) Steenis;Friesodielsia;auriculata;(Elmer) Steenis;0;Elmer, ADE;Elmer, ADE  13586 ;Elmer;13586;;0;1.0;8.0;1912.0;;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;;Botany;L0037934;L  0037934;Elmer;0.0;Elmer ADE;;PHL;ACCEPTED;Friesodielsia auriculata;https://ipni.org/n/73092-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Enicosanthum grandifolium (Elmer) Airy Shaw;Enicosanthum;grandifolium;(Elmer) B.Xue & R.M.K.Saunders;0;Elmer, ADE;Elmer, ADE  13611 , Elmer, ADE  13611 , 13611;Elmer;13611;;0;1.0;8.0;1912.0;nan, nan, nan;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0045631, L0484298, BM000754030;U  0045631, L  0484298, BM000754030;Elmer;;;;PHL;SYNONYM;Monoon grandifolium;https://ipni.org/n/72962-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;obliqua;Hook.f. & Thomson;0;Elmer, ADE;Elmer, ADE  13621 , Elmer, ADE  13621 ;Elmer;13621;;0;1.0;8.0;1912.0;Heusden, ECH van, Heusden, ECH van;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U1090786, L1767282;U.1090786, L.1767282;Elmer;;;;PHL;ACCEPTED;Polyalthia obliqua;https://ipni.org/n/74673-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Cyathocalyx apoensis (Elmer) J.Sinclair;Drepananthus;apoensis;Elmer;0;Elmer, ADE;Elmer, ADE  13625 , Elmer, ADE  13625 ;Elmer;13625;;0;1.0;8.0;1912.0;Wang, R, Wang, R;2001-08-01T00:00:00;1.0;8.0;2001.0;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U1067861, L1753748;U.1067861, L.1753748;Elmer;;;;PHL;ACCEPTED;Drepananthus apoensis;https://ipni.org/n/72831-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Polyalthia agusanensis (Elmer) Merr.;Hubera;jenkinsii;(Hook.f. & Thomson) Chaowasku;0;Elmer, ADE;Elmer, ADE  13654 , Elmer, ADE  13654 ;Elmer;13654;;0;1.0;9.0;1912.0;nan, nan;;;;;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>;Botany, Botany;U0147304, L0038106;U  0147304, L  0038106;Elmer;;;;PHL;SYNONYM;Huberantha jenkinsii;https://ipni.org/n/77123343-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Elmer, ADE;Elmer, ADE  13727 , Elmer, ADE  13727 , 13727;Elmer;13727;;0;1.0;9.0;1912.0;Mols, JB, Mols, JB, nan;1998-04-01T00:00:00;1.0;4.0;1998.0;PH;Philippines;0;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;0;125.534444;9.123611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;U0008086, L0046153, BM000099285;U  0008086, L  0046153, BM000099285;Elmer;;;;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;0
