scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;specificEpithet;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;huh_name;geo_col;wiki_url
Monoon oblongifolium (C.B.Rob.) B.Xue & R.M.K.Saunders;Polyalthia;oblongifolia;(Burck) B.Xue & R.M.K.Saunders;0;Mendoza, DR;"Mendoza, DR; Convocar, P PNH 10359 ";Mendoza;10359;;0;12.0;3.0;1949.0;Nurmawati, S;2017-08-01T00:00:00;1.0;8.0;2017.0;PH;Philippines;0;Tapian, Mainit, Surigao Province, Mindanao;0;125.475833;9.484167;;Botany;L1759968;L.1759968;Mendoza;0.0;"Mendoza DR; Convocar P";Nurmawati S;PHL;SYNONYM;Monoon polycarpum;https://ipni.org/n/74676-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;(Roxb. ex G.Don) J.Sinclair;0;Mendoza, DR;Mendoza, DR PNH 18469 ;Mendoza;18469;;0;;;;Mols, JB;;;;;PH;Philippines;0;"Philippines, Luzon, Province Albay, Mayon Vulcano, c. 12.57 N; 123.51 E.";0;123.85;12.95;;Botany;L1758812;L.1758812;Mendoza;0.0;Mendoza DR;Mols JB;PHL;ACCEPTED;Phaeanthus ophthalmicus;https://ipni.org/n/74450-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Cyathocalyx apoensis (Elmer) J.Sinclair;Drepananthus;apoensis;Elmer;0;Mendoza, DR;Mendoza, DR PNH 41968 , Mendoza, DR PNH 41968 ;Mendoza;41968;;0;2.0;6.0;1962.0;Wang, R, Wang, R;2001-08-01T00:00:00;1.0;8.0;2001.0;PH;Philippines;0;"Philippines, Tungao So., San Mateo Bo.; Butuan, Agusan Province, Mindanao";0;125.583333;8.9;<NA>, <NA>;Botany, Botany;L1754117, L1754116;L.1754117, L.1754116;Mendoza;;;;PHL;ACCEPTED;Drepananthus apoensis;https://ipni.org/n/72831-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Popowia pisocarpa (Blume) Endl.;Popowia;pisocarpa;(Blume) Endl. ex Walp.;0;Mendoza, DR;Mendoza, DR PNH 42152 ;Mendoza;42152;;0;30.0;5.0;1961.0;Moeljono, S;2002-10-12T00:00:00;12.0;10.0;2002.0;PH;Philippines;0;Tungao So., San Mateo Bo., Butuan, Agusan Province, Mindanao.;0;125.583333;8.9;;Botany;L1759053;L.1759053;Mendoza;0.0;Mendoza DR;Moeljono S;PHL;ACCEPTED;Popowia pisocarpa;https://ipni.org/n/74881-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Mendoza, DR;Mendoza, DR 61/ 223 ;Mendoza;61;;0;5.0;6.0;1961.0;;;;;;PH;Philippines;0;Agusan, Tungao, San Mateo, Butuan.;0;125.583333;8.9;;Botany;L1753695;L.1753695;Mendoza;0.0;Mendoza DR;;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Friesodielsia bakeri (Merr.) Steenis;Friesodielsia;bakeri;(Merr.) Steenis;0;Mendoza, DR;Mendoza, DR PNH 97749 ;Mendoza;97749;;0;31.0;3.0;1967.0;Mendoza, DR;;;;;PH;Philippines;0;Katimo, Tagkawayan, Quezon Province, Philippines;0;122.448056;13.94;;Botany;L4346012;L.4346012;Mendoza;0.0;Mendoza DR;Mendoza DR;PHL;ACCEPTED;Friesodielsia bakeri;https://ipni.org/n/73093-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Polyalthia luzonensis B.Xue & R.M.K.Saunders;Haplostichanthus;heteropetala;B.Xue & R.M.K.Saunders;0;Mendoza, DR;Mendoza, DR PNH 97759 ;Mendoza;97759;;0;23.0;6.0;1965.0;Xue, B;2012-10-01T00:00:00;1.0;10.0;2012.0;PH;Philippines;0;Philippines, Salakan, Guinayangan, Quezon;0;122.454;13.8971;;Botany;L1767238;L.1767238;Mendoza;0.0;Mendoza DR;Xue B;PHL;SYNONYM;Polyalthia luzonensis;https://ipni.org/n/979806-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;(Blume) Blume;0;Mendoza, DR;Mendoza, DR PNH 97779 ;Mendoza;97779;;0;24.0;6.0;1965.0;Mendoza, DR;1967-09-01T00:00:00;1.0;9.0;1967.0;PH;Philippines;0;Santa Cruz, Guinayangan, Quezon.;0;122.454;13.8971;;Botany;L1768680;L.1768680;Mendoza;0.0;Mendoza DR;Mendoza DR;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Mendoza, DR;Mendoza, DR PNH 97824 ;Mendoza;97824;;0;16.0;6.0;1965.0;Heusden, ECH van;;;;;PH;Philippines;0;Hinabaan, Guinayangan, Quezon. Bank of Hinabaan River, in forest.;0;122.4009;13.9486;;Botany;L1757045;L.1757045;Mendoza;0.0;Mendoza DR;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Mendoza, DR;Mendoza, DR PNH 97887 ;Mendoza;97887;;0;16.0;6.0;1965.0;Heusden, ECH van;;;;;PH;Philippines;0;Hinabaan, Guinayangan, Quezon.;0;122.4009;13.9486;;Botany;L1757047;L.1757047;Mendoza;0.0;Mendoza DR;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;mindorensis;(Merr.) Heusden;0;Mendoza, DR;Mendoza, DR PNH 97932 ;Mendoza;97932;;0;27.0;10.0;1967.0;Heusden, ECH van;;;;;PH;Philippines;0;Santa Cruz, Guinayangan, Quezon.;0;122.454;13.8971;;Botany;L1757052;L.1757052;Mendoza;0.0;Mendoza DR;Heusden ECH van;PHL;ACCEPTED;Meiogyne mindorensis;https://ipni.org/n/977588-1;Mendoza, Demetrio R.;Indonesia, Philippines;0
Miliusa velutina (Dunal) Hook.f. & Thomson;Miliusa;velutina;(DC.) Hook.f. & Thomson;0;Merrill;2965;;2965;;0;;;;Mols, JB ;;;;;PH;Philippines;0;;0;120.8786;15.2628;NHMUK;BOT;BM000595534;BM000595534;Merrill;0.0;Merrill;J. B. Mols;PHL;ACCEPTED;Miliusa velutina;https://ipni.org/n/73961-1;<NA>;<NA>;<NA>
Uvaria sorzogonensis C.Presl;Uvaria;littoralis;(Blume) Blume;0;Merrill, ED;Merrill, ED Sp. Blanc. 1057 , 1057;Merrill;1057;;0;1.0;12.0;1916.0;nan, Turner, IM;;;;;PH;Philippines;0;Philippines, Alabat Island.;0;122.031546;14.142456;<NA>, NHMUK;Botany, BOT;L1768682, BM001121310;L.1768682, BM001121310;Merrill;;;;PHL;ACCEPTED;Uvaria littoralis;https://ipni.org/n/75784-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Uvaria goloensis Merr.;Uvaria;goloensis;Merr.;0;Merrill, ED;Merrill, ED  11551 , Merrill, ED  11551 , 11551;Merrill;11551;;0;1.0;8.0;1922.0;nan, nan, Turner, IM;;;;;PH;Philippines;0;Philippines, Golo.;0;120.371944;13.653611;<NA>, <NA>, NHMUK;Botany, Botany, BOT;L1770699, L1770698, BM001121309;L.1770699, L.1770698, BM001121309;Merrill;;;;PHL;ACCEPTED;Uvaria goloensis;https://ipni.org/n/75713-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Annona muricata L.;Annona;muricata;L.;0;Merrill, ED;Merrill, ED Sp. Blanc. 198 ;Merrill;198;;0;1.0;5.0;1914.0;;;;;;PH;Philippines;0;Philippines, Luzon, Pangasinan Province, Umingan.;0;120.8437;15.9273;;Botany;L1755333;L.1755333;Merrill;0.0;Merrill ED;;PHL;ACCEPTED;Annona muricata;https://ipni.org/n/14308-2;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Uvaria rufa (Dunal) Blume;Uvaria;rufa;(Hook.f. & Thomson) Merr.;0;Merrill, ED;Merrill, ED Sp. Blanc. 199 ;Merrill;199;;0;1.0;5.0;1914.0;Meade, CV;2000-07-01T00:00:00;1.0;7.0;2000.0;PH;Philippines;0;Philippines, Luzon, Pangasinan Province, Umingan.;0;120.8437;15.9273;;Botany;L1768719;L.1768719;Merrill;0.0;Merrill ED;Meade CV;PHL;SYNONYM;Pyramidanthe prismatica;https://ipni.org/n/75912-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Polyalthia suberosa (Roxb.) Thwaites;Polyalthia;suberosa;(Roxb.) Thwaites;0;Merrill, ED;Merrill, ED  2016 ;Merrill;2016;;0;1.0;4.0;1914.0;;;;;;PH;Philippines;0;Philippines, Luzon, Manila.;0;120.9822;14.6042;;Botany;L1768044;L.1768044;Merrill;0.0;Merrill ED;;PHL;ACCEPTED;Polyalthia suberosa;https://ipni.org/n/74734-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Merrill, ED;2521;;2521;;0;;6.0;1903.0;Turner, IM;;;;;PH;Philippines;0;Lamao;0;120.5942;14.5136;NHMUK;BOT;BM000632871;BM000632871;Merrill;0.0;Elmer Drew Merrill;Ian Mark Turner;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Polyalthia suberosa (Roxb.) Thwaites;Polyalthia;suberosa;(Roxb.) Thwaites;0;Merrill, ED;Merrill, ED  3096 ;Merrill;3096;;0;1.0;10.0;1903.0;;;;;;PH;Philippines;0;Philippines, Luzon, Province of Bataan, Mt. Mariveles, Lamao River.;0;120.4667;14.5331;;Botany;L1768043;L.1768043;Merrill;0.0;Merrill ED;;PHL;ACCEPTED;Polyalthia suberosa;https://ipni.org/n/74734-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Neo-uvaria merrillii (C.B.Rob.) Chaowasku;Neo-Uvaria;acuminatissima;(Miq.) Airy Shaw;0;Merrill, ED;3728;;3728;;0;1.0;1.0;1904.0;Chaowasku, T;;;;;PH;Philippines;0;Mount Mariveles;0;120.4928;14.5139;NHMUK;BOT;BM000759446;BM000759446;Merrill;0.0;Elmer Drew Merrill;Tanawat Chaowasku;PHL;ACCEPTED;Neo-Uvaria acuminatissima;https://ipni.org/n/74172-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Uvaria alba Merr.;Uvaria;alba;Merr.;0;Merrill, ED;Merrill, ED  3859 , Merrill, ED  3859 ;Merrill;3859;;0;1.0;8.0;1904.0;nan, nan;;;;;PH;Philippines;0;Philippines, Luzon, Bataan Province, Mt. Mariveles.;0;120.4667;14.5331;<NA>, <NA>;Botany, Botany;L1770571, L1770569;L.1770571, L.1770569;Merrill;;;;PHL;ACCEPTED;Uvaria alba;https://ipni.org/n/75556-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Sageraea lanceolata Miq.;Sageraea;lanceolata;Miq.;0;Merrill, ED;Merrill, ED  4021 ;Merrill;4021;;0;1.0;3.0;1905.0;Heusden, ECH van;;;;;PH;Philippines;0;Philippines, Luzon, Tayabas Province, Laguimanoc.;0;121.833333;13.916667;;Botany;L0333180;L  0333180;Merrill;0.0;Merrill ED;Heusden ECH van;PHL;ACCEPTED;Sageraea lanceolata;https://ipni.org/n/75133-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Anaxagorea luzonensis A.Gray;Anaxagorea;luzonensis;A.Gray;0;Merrill, ED;Merrill, ED  426 ;Merrill;426;;0;1.0;9.0;1910.0;Benthem, FDJ van;;;;;PH;Philippines;0;Philippines, Luzon, Province of Laguna, Mount Maquiling.;0;121.19;14.135833;;Botany;U1071441;U.1071441;Merrill;0.0;Merrill ED;Benthem FDJ van;PHL;ACCEPTED;Anaxagorea luzonensis;https://ipni.org/n/72039-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Merrill, ED;Merrill, ED Sp. Blanc. 466 ;Merrill;466;;0;1.0;1.0;1914.0;;;;;;PH;Philippines;0;Philippines, Luzon, Rizal Province, Antipolo.;0;121.1757;14.5886;;Botany;L0181064;L  0181064;Merrill;0.0;Merrill ED;;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Artabotrys hexapetalus (L.f.) Bhandari;Artabotrys;hexapetalus;(L.f.) Bhandari;0;Merrill, ED;Merrill, ED Sp. Blanc. 784 ;Merrill;784;;0;1.0;1.0;1915.0;;;;;;PH;Philippines;0;Philippines, Luzon, Rizal Province, Antipolo.;0;121.1757;14.5886;;Botany;L1744868;L.1744868;Merrill;0.0;Merrill ED;;PHL;ACCEPTED;Artabotrys hexapetalus;https://ipni.org/n/72395-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Goniothalamus amuyon (Blanco) Merr.;Goniothalamus;amuyon;(Blanco) Merr.;0;Merrill, ED;Merrill, ED Sp. Blanc. 803 ;Merrill;803;;0;1.0;2.0;1915.0;;;;;;PH;Philippines;0;Philippines, Luzon, Batangas Province, San José.;0;121.094296;13.880457;;Botany;L2067218;L.2067218;Merrill;0.0;Merrill ED;;PHL;ACCEPTED;Goniothalamus amuyon;https://ipni.org/n/73152-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Platymitra arborea (Blanco) Kessler;Platymitra;arborea;(Blanco) Kessler;0;Merrill, ED;Merrill, ED Sp. Blanc. 838 , 838;Merrill;838;;0;1.0;3.0;1915.0;nan, nan;2003-09-25T00:00:00;25.0;9.0;2003.0;PH;Philippines;0;Philippines, Luzon, Laguna Province, Mount Maquiling.;0;121.19;14.135833;<NA>, NHMUK;Botany, BOT;L0038104, BM000553962;L  0038104, BM000553962;Merrill;;;;PHL;ACCEPTED;Platymitra arborea;https://ipni.org/n/945814-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Orophea Blume;Orophea;merrillii;Kessler;0;Merrill, ED;9212, Merrill, ED  9212 , Merrill, ED  9212 , Merrill, ED  9212 , 9212;;9212;;0;1.0;4.0;1913.0;nan, nan, nan, nan, nan;;;;;PH;Philippines;0;Taytay, Palawan;0;119.4638525;10.8751295;VT, <NA>, <NA>, <NA>, NHMUK;<NA>, Botany, Botany, Botany, BOT;UVMVT102269, L1766641, L1766642, L0188240, BM000553938;UVMVT102269, L.1766641, L.1766642, L  0188240, BM000553938;Merrill;;;;PHL;ACCEPTED;Orophea merrillii;https://ipni.org/n/934850-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Pseuduvaria philippinensis Merr.;Pseuduvaria;philippinensis;Merr.;0;Merrill, ED;Merrill, ED  9213 , 9213;Merrill;9213;;0;1.0;4.0;1913.0;Su, YCF, nan;2001-09-01T00:00:00;1.0;9.0;2001.0;PH;Philippines;0;Philippines, Palawan, Taytay.;0;119.517778;10.825;<NA>, VT;Botany, <NA>;L1764265, UVMVT102300;L.1764265, UVMVT102300;Merrill;;;;PHL;ACCEPTED;Pseuduvaria philippinensis;https://ipni.org/n/74961-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Goniothalamus obtusifolius Merr.;Goniothalamus;obtusifolius;Merr.;0;Merrill, ED;9215, Merrill, ED  9215 ;;9215;;0;1.0;4.0;1913.0;Saunders, RMK , nan;2014-01-01T00:00:00;1.0;1.0;2014.0;PH;Philippines;0;Taytay, Palawan;0;119.516905;10.825259;VT, <NA>;<NA>, Botany;UVMVT102242, L2067237;UVMVT102242, L.2067237;Merrill;;;;PHL;ACCEPTED;Goniothalamus obtusifolius;https://ipni.org/n/73228-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Mitrephora fragrans Merr.;Mitrephora;fragrans;Merr.;0;Merrill, ED;Merrill, ED  9217 , 9217;Merrill;9217;;0;1.0;4.0;1913.0;Kessler, PJA, Kessler, P;1988-10-01T00:00:00;1.0;10.0;1988.0;PH;Philippines;0;Philippines, Palawan, Taytay.;0;119.517778;10.825;<NA>, NHMUK;Botany, BOT;L0038020, BM000560277;L  0038020, BM000560277;Merrill;;;;PHL;ACCEPTED;Mitrephora fragrans;https://ipni.org/n/73998-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;creaghii;(Ridl.) Leonardía & Kessler;0;Merrill, ED;Merrill, ED  9227 , 9227;Merrill;9227;;0;1.0;4.0;1913.0;nan, nan;1999-07-01T00:00:00;1.0;7.0;1999.0;PH;Philippines;0;Philippines, Palawan, Taytay.;0;119.517778;10.825;<NA>, VT;Botany, <NA>;L1766272, UVMVT102301;L.1766272, UVMVT102301;Merrill;;;;PHL;ACCEPTED;Orophea creaghii;https://ipni.org/n/1020126-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Uvaria L.;Uvaria;micrantha;(A.DC.) Hook.f. & Thomson;0;Merrill, ED;9271, Merrill, ED  9271 ;;9271;;0;1.0;5.0;1913.0;nan, nan;;;;;PH;Philippines;0;Taytay, Palawan;0;119.516905;10.825259;VT, <NA>;<NA>, Botany;UVMVT102292, L1768502;UVMVT102292, L.1768502;Merrill;;;;PHL;ACCEPTED;Uvaria micrantha;https://ipni.org/n/75821-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Desmos chinensis Lour.;Desmos;chinensis;Lour.;0;Merrill, ED;Merrill, ED  9279 , Merrill, ED  9279 , 9279;Merrill;9279;;0;1.0;5.0;1913.0;Merrill, ED, Merrill, ED, Wun, ANK;1950-08-01T00:00:00;1.0;8.0;1950.0;PH;Philippines;0;Philippines, Palawan, Taytay.;0;119.517778;10.825;<NA>, <NA>, NHMUK;Botany, Botany, BOT;L1760341, L1760342, BM000632919;L.1760341, L.1760342, BM000632919;Merrill;;;;PHL;ACCEPTED;Desmos chinensis;https://ipni.org/n/72771-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Annona reticulata L.;Annona;reticulata;Jacq.;0;Merrill, ED;Merrill, ED Sp. Blanc. 93 ;Merrill;93;;0;1.0;5.0;1914.0;;;;;;PH;Philippines;0;Philippines, Luzon, Pangasinan Province, Umingan.;0;120.8437;15.9273;;Botany;L1755255;L.1755255;Merrill;0.0;Merrill ED;;PHL;SYNONYM;Annona mucosa;https://ipni.org/n/72293-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Polyalthia palawanensis Merr.;Polyalthia;palawanensis;(Merr.) I.M.Turner;0;Merrill, ED;Merrill, ED  9469 , Merrill, ED  9469 , 9469;Merrill;9469;;0;1.0;4.0;1913.0;nan, nan, Turner, IM;;;;;PH;Philippines;0;Philippines, Palawan, Lake Manguao.;0;119.548055;10.765833;<NA>, <NA>, NHMUK;Botany, Botany, BOT;L2067095, L0038130, BM001191940;L.2067095, L  0038130, BM001191940;Merrill;;;;PHL;SYNONYM;Huberantha palawanensis;https://ipni.org/n/74684-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Uvaria rufa (Dunal) Blume;Uvaria;rufa;(Hook.f. & Thomson) Merr.;0;Merrill, ED;Merrill, ED  9605 , 9605;Merrill;9605;;0;1.0;5.0;1913.0;nan, nan;2002-05-22T00:00:00;22.0;5.0;2002.0;PH;Philippines;0;Philippines, Palawan, Silanga.;0;119.5558;11.0378;<NA>, VT;Botany, <NA>;L1768774, UVMVT102288;L.1768774, UVMVT102288;Merrill;;;;PHL;SYNONYM;Pyramidanthe prismatica;https://ipni.org/n/75912-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Artabotrys hexapetalus (L.f.) Bhandari;Artabotrys;hexapetalus;(L.f.) Bhandari;0;Merrill, ED;Merrill, ED Sp. Blanc. 964 ;Merrill;964;;0;1.0;1.0;1915.0;Veldkamp, JF;2009-03-01T00:00:00;1.0;3.0;2009.0;PH;Philippines;0;Philippines, Luzon, Rizal Province, Antipolo.;0;121.1757;14.5886;;Botany;L0185526;L  0185526;Merrill;0.0;Merrill ED;Veldkamp JF;PHL;ACCEPTED;Artabotrys hexapetalus;https://ipni.org/n/72395-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;clusiflorum;(Merr.) Merr.;0;Merrill, ED;Merrill, ED  9703 , 9703, 9703;Merrill;9703;;0;1.0;5.0;1914.0;Kessler, PJA, nan, Turner, IM;2000-09-01T00:00:00;1.0;9.0;2000.0;PH;Philippines;0;Philippines, Luzon, Benguet Subprovince.;0;120.666667;16.5;<NA>, VT, NHMUK;Botany, <NA>, BOT;L0186541, UVMVT102284, BM001121305;L  0186541, UVMVT102284, BM001121305;Merrill;;;;PHL;ACCEPTED;Dasymaschalon clusiflorum;https://ipni.org/n/72729-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;(Lam.) Hook.f. & Thomson;0;Merrill, ED;s.n.;s;;;0;;1.0;1914.0;;;;;;PH;Philippines;0;Antipolo, Province of Rizal.;0;120.62;16.42;NSW;NSW;NSW460005;NSW460005;Merrill;0.0;Merrill, E.D.;;PHL;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;creaghii;(Ridl.) Leonardía & Kessler;0;Merrill, ED;Merrill, ED  9227 ;Merrill;9227;;0;1.0;4.0;1913.0;Leonardía, AAP;1999-07-01T00:00:00;1.0;7.0;1999.0;PH;Philippines;0;Philippines, Palawan, Taytay.;0;119.517778;10.825;;Botany;L1766272;L.1766272;;0.0;Merrill ED;Leonardía, AAP;PHL;ACCEPTED;Orophea creaghii;https://ipni.org/n/1020126-1;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill
Annona muricata L.;Annona;muricata;L.;0;Militante, PJ;Militante, PJ  78 ;Militante;78;;0;17.0;1.0;1953.0;Rainer, HGR;1993-07-01T00:00:00;1.0;7.0;1993.0;PH;Philippines;0;Philippines, Nueva Ecija, Cabanatuan.;0;120.966476;15.485863;;Botany;L1755334;L.1755334;Militante;0.0;Militante PJ;Rainer HGR;PHL;ACCEPTED;Annona muricata;https://ipni.org/n/14308-2;Militante, P. J.;Philippines;0
Mitrephora basilanensis Merr.;Mitrephora;basilanensis;Merr.;0;Miranda, DP;Miranda, DP FB 20060 ;Miranda;20060;;0;1.0;10.0;1912.0;Weerasooriya, AD;2001-03-01T00:00:00;1.0;3.0;2001.0;PH;Philippines;0;Basilan;0;121.966667;6.7;;Botany;L0064574;L  0064574;Miranda;0.0;Miranda DP;Weerasooriya AD;PHL;ACCEPTED;Mitrephora basilanensis;https://ipni.org/n/73980-1;Miranda, Donato P.;Philippines;0
Mitrephora merrillii C.B.Rob.;Neo-Uvaria;acuminatissima;(Miq.) Airy Shaw;0;Miranda, DP ;11894;;11894;;0;;;1913.0;;;;;;PH;Philippines;0;;0;125.1544;7.8181;NHMUK;BOT;BM000560281;BM000560281;Miranda;0.0;Donato P. Miranda;;PHL;ACCEPTED;Neo-Uvaria acuminatissima;https://ipni.org/n/74172-1;Miranda, Donato P.;Philippines;0
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;rumphii;(Blume ex Hensch.) Chaowasku;0;Ordon Jr;Ordon Jr. PNH 33510 ;Ordon;33510;;0;23.0;1.0;1955.0;;;;;;PH;Philippines;0;Mt. Makiling, Laguna Province, Luzon.;0;121.19;14.135833;;Botany;L1767407;L.1767407;;0.0;Ordon Jr.;;PHL;SYNONYM;Huberantha rumphii;https://ipni.org/n/77123353-1;<NA>;<NA>;<NA>
