"scientific_name";"genus";"specific_epithet";"species_author";"collector_id";"recorded_by";"colnum_full";"prefix";"colnum";"sufix";"col_date";"col_day";"col_month";"col_year";"det_by";"det_date";"det_day";"det_month";"det_year";"country_id";"country";"continent";"locality";"coordinate_id";"ddlong";"ddlat";"institute";"herbarium_code";"barcode";"orig_bc";"coll_surname";"specificEpithet";"orig_recby";"orig_detby";"country_iso3";"global_id";"childData_id";"accSpecies_id";"colnum_fullprefix";"status";"accepted_name";"ipni_no";".val";".equ";".zer";".cap";".cen";".con";".gbf";".inst";".summary"
"Cyathocalyx Champ. ex Hook.f. & Thomson";"Cyathocalyx";"nan";0;0;"Polak, AM";"Polak, AM  989 ";"Polak";989;"";0;15;1;1996;"Kessler, PJA";"2003-02-01T00:00:00";1;2;2003;"ID";"Indonesia";0;"Indonesia,  Irian Jaya, Bird's Head, SW of Ayawasi, Amos, near plot 8.";0;132.483333;-1.15;"<NA>";"Botany";"L1756068";"L.1756068";"Polak";0;"Polak AM";"Kessler PJA";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Annona reticulata L.";"Annona";"reticulata";0;0;"Popta, SM";"Popta, SM 441 70 ";"Popta";441;"";0;30;6;1948;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Java, Bandoeng.";0;107.620556;-6.912778;"<NA>";"Botany";"L1755226";"L.1755226";"Popta";0;"Popta SM";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Annona muricata L.";"Annona";"muricata";0;0;"Popta, SM";"Popta, SM 640 139 ";"Popta";640;"";0;14;11;1948;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Java, Boeahbatoe.";0;107.612778;-6.957778;"<NA>";"Botany";"L1755317";"L.1755317";"Popta";0;"Popta SM";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Artabotrys suaveolens (Blume) Blume";"Artabotrys";"suaveolens";0;0;"Posthumus, O";"Posthumus, O  1069 ";"Posthumus";1069;"";0;1;10;1925;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Archipel. Ind. Sumatra, Djambi, Pahoe.";0;102.816667;-2.066667;"<NA>";"Botany";"L1749905";"L.1749905";"Posthumus";0;"Posthumus O";"Beumée JGB";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Xylopia L.";"Xylopia";"nan";0;0;"Posthumus, O";"Posthumus, O  714 ";"Posthumus";714;"";0;18;8;1925;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Archipel. Ind. Sumatra, Djambi Bangko.";0;102.283333;-2.083333;"<NA>";"Botany";"L0191401";"L  0191401";"Posthumus";0;"Posthumus O";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Sageraea glabra Merr.";"Sageraea";"lanceolata";0;0;"Potter, D";"Potter, D; et al.  90803 -04";"Potter";90803;"";0;3;8;2009;"nan";"2009-09-03T00:00:00";3;9;2009;"ID";"Indonesia";0;"Kolaka Utara District, Wawo Subdistrict, Tinukari village. Along trail to camp #2.";0;121.07935;-3.637867;"<NA>";"Botany";"L3994467";"L.3994467";"Potter";0;"Potter D; et al.";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria grandiflora Roxb. ex Hornem.";"Uvaria";"grandiflora";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Maskuri  1387 ";"Prawiroatmodjo";1387;"";0;21;10;1978;"Setten, AK van";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Southeast Celebes, Poli-Polia, Tirawuta, Kolaka.";0;121.833333;-4.13333;"<NA>";"Botany";"L1770672";"L.1770672";"Prawiroatmodjo";0;"Prawiroatmodjo S; Maskuri";"Setten AK van";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria L.";"Uvaria";"nan";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Maskuri  1456 ";"Prawiroatmodjo";1456;"";0;22;10;1978;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Southeast Celebes, Tawanggo- Poli-polia- Kolaka";0;121.833333;-4.13333;"<NA>";"Botany";"L1768206";"L.1768206";"Prawiroatmodjo";0;"Prawiroatmodjo S; Maskuri";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria grandiflora Roxb. ex Hornem.";"Uvaria";"grandiflora";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Maskuri  1459 ";"Prawiroatmodjo";1459;"";0;22;10;1978;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Southeast Celebes, Poli-Polia, Tirawuta, Kolaka.";0;121.833333;-4.13333;"<NA>";"Botany";"L1770673";"L.1770673";"Prawiroatmodjo";0;"Prawiroatmodjo S; Maskuri";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Monoon lateriflorum (Blume) Miq.";"Polyalthia";"lateriflora";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Maskuri  1497 ";"Prawiroatmodjo";1497;"";0;23;10;1978;"Xue, B";"2012-10-01T00:00:00";1;10;2012;"ID";"Indonesia";0;"Southeast Celebes, Ponggalia. Mt - Poli-polia _ Kolaka";0;121.833333;-4.13333;"<NA>";"Botany";"L1757673";"L.1757673";"Prawiroatmodjo";0;"Prawiroatmodjo S; Maskuri";"Xue B";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Cananga odorata (Lam.) Hook.f. & Thomson";"Cananga";"odorata";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Soewoko, S  1737 ";"Prawiroatmodjo";1737;"";0;14;11;1978;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"SE.Celebes (=Sulawesi Tenggara),Mt. Makaleo.";0;122;-4.083333;"<NA>";"Botany";"L1753658";"L.1753658";"Prawiroatmodjo";0;"Prawiroatmodjo S; Soewoko S";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Monoon lateriflorum (Blume) Miq.";"Polyalthia";"lateriflora";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Soewoko, S  1774 ";"Prawiroatmodjo";1774;"";0;16;11;1978;"Nurmawati, S";"2017-08-01T00:00:00";1;8;2017;"ID";"Indonesia";0;"SE. Celebes (=Sulawesi Tenggara).";0;122;-4.083333;"<NA>";"Botany";"L1759913";"L.1759913";"Prawiroatmodjo";0;"Prawiroatmodjo S; Soewoko S";"Nurmawati S";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Desmos Lour.";"Desmos";"None";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Soewoko, S  1781 , Prawiroatmodjo, S; Soewoko, S  1781 ";"Prawiroatmodjo";1781;"";0;17;11;1978;"nan, nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Malesia, SE Celebes in Opa Swamp, bij Mt. Makaleo";0;122;-4.083333;"<NA>, <NA>";"Botany, Botany";"L1760497, L1760498";"L.1760497, L.1760498";"Prawiroatmodjo";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria L.";"Uvaria";"None";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Soewoko, S  1882 , Prawiroatmodjo, S; Soewoko, S  1882 ";"Prawiroatmodjo";1882;"";0;22;11;1978;"Setten, AK van, Setten, AK van";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"SE Celebes (=Sulawesi Tenggara), around Opa swamp";0;122;-4.083333;"<NA>, <NA>";"Botany, Botany";"L1768204, L1768205";"L.1768204, L.1768205";"Prawiroatmodjo";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria L.";"Uvaria";"None";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Soewoko, S  1910 , Prawiroatmodjo, S; Soewoko, S  1910 , Prawiroatmodjo, S; Soewoko, S  1910 ";"Prawiroatmodjo";1910;"";0;23;11;1978;"Kessler, PJA, Kessler, PJA, Kessler, PJA";"1988-04-01T00:00:00";1;4;1988;"ID";"Indonesia";0;"SE Celebes (=Sulawesi Tenggara) around Opa Swamp";0;121.833333;-4.13333;"<NA>, <NA>, <NA>";"Botany, Botany, Botany";"L1768211, L1768210, L1768212";"L.1768211, L.1768210, L.1768212";"Prawiroatmodjo";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Artabotrys R.Br.";"Artabotrys";"nan";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Soewoko, S  1930 ";"Prawiroatmodjo";1930;"";0;23;11;1978;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"SE. Celesbes (= Sulawesi Tenggara).";0;122;-4.083333;"<NA>";"Botany";"L1753470";"L.1753470";"Prawiroatmodjo";0;"Prawiroatmodjo S; Soewoko S";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Desmos Lour.";"Desmos";"None";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Soewoko, S  1947 , Prawiroatmodjo, S; Soewoko, S  1947 ";"Prawiroatmodjo";1947;"";0;25;11;1978;"Kessler, PJA, Kessler, PJA";"2002-07-01T00:00:00";1;7;2002;"ID";"Indonesia";0;"SE. Celebes (=Sulawesi Tenggara).";0;122;-4.083333;"<NA>, <NA>";"Botany, Botany";"L1760496, L1760495";"L.1760496, L.1760495";"Prawiroatmodjo";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Annonaceae";"<NA>";"odorata";0;0;"Prawiroatmodjo, S";"Prawiroatmodjo, S; Soewoko, S  s.n. , Prawiroatmodjo, S; Soewoko, S  s.n. ";"Prawiroatmodjo";NA;"";0;21;11;1978;"nan, nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"SE. Celebes (=Sulawesi Tenggara).";0;122;-4.083333;"<NA>, <NA>";"Botany, Botany";"L1768848, L1753657";"L.1768848, L.1753657";"Prawiroatmodjo";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Maasia glauca (Hassk.) Mols, Kessler & Rogstad";"Maasia";"glauca";0;0;"Prijanto, B";"Prijanto, B; Tantra, IGM bb 50 ";"Prijanto";50;"";0;9;1;1969;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"S. Sumatra, NE Lampung, Djapara,";0;110.7569;-6.442;"<NA>";"Botany";"L1760984";"L.1760984";"Prijanto";0;"Prijanto B; Tantra IGM";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE
"Cananga odorata (Lam.) Hook.f. & Thomson";"Cananga";"odorata";0;0;"Pulle, AA";"Pulle, AA  s.n. ";"Pulle";NA;"";0;1;1;1906;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Cultivated in Hort Bog, Java, Indonesia";0;106.7913;-6.5897;"<NA>";"Botany";"U1062871";"U.1062871";"Pulle";0;"Pulle AA";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Anaxagorea A.St.-Hil.";"Anaxagorea";"nan";0;0;"Puradyatmika, P";"Puradyatmika, P; Tekege, D; Mirapuru, M  10378 ";"Puradyatmika";10378;"";0;16;11;1998;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Along Main Road between Camp at Mile 38 and bridge over the Otomona River.";0;136.916667;-4.416667;"<NA>";"Botany";"L3728215";"L.3728215";"Puradyatmika";0;"Puradyatmika P; Tekege D; Mirapuru M";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Pseuduvaria Miq.";"Pseuduvaria";"nan";0;0;"Puradyatmika, P";"Puradyatmika, P; et al.  10439 ";"Puradyatmika";10439;"";0;12;3;1999;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT- Freeport Indonesia Concession Area: Rimba Irian Golf Course, on outskirts of Kuala Kencena.";0;136.866667;-4.4;"<NA>";"Botany";"L3728197";"L.3728197";"Puradyatmika";0;"Puradyatmika P; et al.";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Popowia Endl.";"Popowia";"nan";0;0;"Puradyatmika, P";"Puradyatmika, P; et al.  10444 ";"Puradyatmika";10444;"";0;15;3;1999;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Rimba Irian Golf Course, on outskirts of Kuala Kencena.";0;136.866667;-4.4;"<NA>";"Botany";"L3728219";"L.3728219";"Puradyatmika";0;"Puradyatmika P; et al.";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Annonaceae";"<NA>";"nan";0;0;"Puradyatmika, P";"Collector Number: 10444";"Collector";10444;"";0;15;3;1998;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Mt. Jaya, PT-Freeport Indonesia Concession Area, Kuala Kencana, Rimba Irian GC";0;136.867;-4.4;"BPBM";"BISH";"BISH721638";"721638";"Puradyatmika";0;"Puradyatmika, P. et al.";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Annonaceae";"<NA>";"nan";0;0;"Puradyatmika, P";"Collector Number: 10448";"Collector";10448;"";0;15;3;1998;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Mt. Jaya, PT-Freeport Indonesia Concession Area, Kuala Kencana, Rimba Irian GC";0;136.867;-4.4;"BPBM";"BISH";"BISH721639";"721639";"Puradyatmika";0;"Puradyatmika, P. et al.";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Annonaceae";"<NA>";"nan";0;0;"Puradyatmika, P";"Puradyatmika, P; et al.  10449 ";"Puradyatmika";10449;"";0;15;3;1999;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Rimba Irian Golf Course, on outskirts of Kuala Kencena.";0;136.866667;-4.4;"<NA>";"Botany";"L3728218";"L.3728218";"Puradyatmika";0;"Puradyatmika P; et al.";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Annonaceae";"<NA>";"nan";0;0;"Puradyatmika, P";"Puradyatmika, P; et al.  10457 ";"Puradyatmika";10457;"";0;15;3;1999;"nan";"<NA>";NA;NA;NA;"ID";"Indonesia";0;"Flora of Mount Jaya, Papua, Indonesia (New Guinea). Mimika Regency, PT-Freeport Indonesia Concession Area: Rimba Irian Golf Course, on outskirts of Kuala Kencena.";0;136.866667;-4.4;"<NA>";"Botany";"L3728220";"L.3728220";"Puradyatmika";0;"Puradyatmika P; et al.";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria rufa (Dunal) Blume";"Uvaria";"rufa";0;0;"Raadt, EAP de";"Raadt, EAP de  24 ";"Raadt";24;"";0;2;9;1947;"nan";"2002-05-22T00:00:00";22;5;2002;"ID";"Indonesia";0;"Palembang.";0;104.75;-2.916667;"<NA>";"Botany";"L0190885";"L  0190885";"Raadt";0;"Raadt EAP de";"<NA>";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia subcordata (Blume) Blume";"Polyalthia";"subcordata";0;0;"Raap, H";"Raap, H  320 ";"Raap";320;"";0;NA;NA;NA;"Turner, IM";"2008-10-01T00:00:00";1;10;2008;"ID";"Indonesia";0;"Berg Tjibodas";0;107.005205;-6.738088;"<NA>";"Botany";"L1767726";"L.1767726";"Raap";0;"Raap H";"Turner IM";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Goniothalamus macrophyllus (Blume) Hook.f. & Thomson";"Goniothalamus";"macrophyllus";0;0;"Raap, H";"Raap, H  611 ";"Raap";611;"";0;22;6;1894;"Saunders, RMK";"2001-11-01T00:00:00";1;11;2001;"ID";"Indonesia";0;"G. Salak.";0;106.5547;-6.4247;"<NA>";"Botany";"L3965909";"L.3965909";"Raap";0;"Raap H";"Saunders RMK";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Polyalthia Blume";"Polyalthia";"nan";0;0;"Rachman, IA ";"Rachman 1044";"Rachman";1044;"";0;12;9;2015;"nan";"2016-01-01T00:00:00";1;1;2016;"ID";"Indonesia";0;"Central Halmahera. Weda Bay. ORR.";0;127.928422;0.4788;"MO";"MO";"MO100888860";"100888860";"Rachman";0;"Ismail A. Rachman;Tjut Bangun;Bilal Sau";"I. Rachman (BO);";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Artabotrys suaveolens (Blume) Blume";"Artabotrys";"suaveolens";0;0;"Rachman, IA ";"Rachman 1055";"Rachman";1055;"";0;13;9;2015;"nan";"2016-01-01T00:00:00";1;1;2016;"ID";"Indonesia";0;"Central Halmahera. Weda Bay. Bukit Limber KM 7.";0;128.01075;0.504194;"MO";"MO";"MO100888871";"100888871";"Rachman";0;"Ismail A. Rachman;Tjut Bangun;Bilal Sau";"I. Rachman (BO);";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Dasymaschalon (Hook.f. & Thomson) Dalla Torre & Harms";"Dasymaschalon";"None";0;0;"Raes, N";"Raes, N; Slik, JWF; Hovenkamp, PH; Nieukerken, EJ van  501 , Raes, N; Slik, JWF; Hovenkamp, PH; Nieukerken, EJ van  501 , Raes, N; Slik, JWF; Hovenkamp, PH; Nieukerken, EJ van  501 ";"Raes";501;"";0;9;11;2005;"nan, nan, nan";"2006-04-01T00:00:00";1;4;2006;"ID";"Indonesia";0;"Roadside Wartono Kadri.";0;116.94685;-0.9907;"<NA>, <NA>, <NA>";"Botany, Botany, Botany";"L1756203, L1756204, L1756202";"L.1756203, L.1756204, L.1756202";"Raes";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Artabotrys suaveolens (Blume) Blume";"Artabotrys";"suaveolens";0;0;"Raes, N";"Raes, N; Risasmoko, A; Slik, JWF; Hovenkamp, PH  505 , Raes, N; Risasmoko, A; Slik, JWF; Hovenkamp, PH  505 ";"Raes";505;"";0;12;11;2005;"Raes, N, Raes, N";"2006-05-01T00:00:00";1;5;2006;"ID";"Indonesia";0;"Along logging road close to base camp Mului.";0;115.996528;-1.45025;"<NA>, <NA>";"Botany, Botany";"L3724649, L3724650";"L.3724649, L.3724650";"Raes";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Enicosanthum paradoxum Becc.";"Enicosanthum";"paradoxum";0;0;"Raes, N";"Raes, N; Risasmoko, A; Harley, RM; Jidan; Slik, JWF; Hovenkamp, PH  546 ";"Raes";546;"";0;14;11;2005;"Kessler, PJA";"2006-04-01T00:00:00";1;4;2006;"ID";"Indonesia";0;"Along creek NW of base camp Mului.";0;115.97625;-1.437083;"<NA>";"Botany";"L3724652";"L.3724652";"Raes";0;"Raes N; Risasmoko A; Harley RM; Jidan; Slik JWF; Hovenkamp PH";"Kessler PJA";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Popowia pisocarpa (Blume) Endl.";"Popowia";"pisocarpa";0;0;"Raes, N";"Raes, N; Risasmoko, A; Harley, RM; Jidan; Slik, JWF; Hovenkamp, PH; Wiriadinata,  551 ";"Raes";551;"";0;15;11;2005;"Raes, N";"2005-12-20T00:00:00";20;12;2005;"ID";"Indonesia";0;"Hills 3 km W of base camp Mului.";0;115.971778;-1.440583;"<NA>";"Botany";"L3728379";"L.3728379";"Raes";0;"Raes N; Risasmoko A; Harley RM; Jidan; Slik JWF; Hovenkamp PH; Wiriadinata";"Raes N";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Uvaria L.";"Uvaria";"None";0;0;"Raes, N";"Raes, N; Risasmoko, A; Harley, RM; Jidan; Slik, JWF; Hovenkamp, PH  577 , Raes, N; Risasmoko, A; Harley, RM; Jidan; Slik, JWF; Hovenkamp, PH  577 ";"Raes";577;"";0;16;11;2005;"Raes, N, Raes, N";"2006-05-01T00:00:00";1;5;2006;"ID";"Indonesia";0;"Along creek W from Mului base camp.";0;115.992917;-1.450806;"<NA>, <NA>";"Botany, Botany";"L1768279, L1768280";"L.1768279, L.1768280";"Raes";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Enicosanthum fuscum (King) Airy Shaw";"Enicosanthum";"fuscum";0;0;"Raes, N";"Raes, N; Risasmoko, A; Harley, RM; Jidan; Slik, JWF; Hovenkamp, PH  592 ";"Raes";592;"";0;19;11;2005;"Raes, N";"2005-12-22T00:00:00";22;12;2005;"ID";"Indonesia";0;"Slope of Gunung Lumut.";0;115.976417;-1.412361;"<NA>";"Botany";"L3724655";"L.3724655";"Raes";0;"Raes N; Risasmoko A; Harley RM; Jidan; Slik JWF; Hovenkamp PH";"Raes N";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Orophea Blume";"Orophea";"nan";0;0;"Raes, N";"Raes, N; Risasmoko, A; Harley, RM; Jidan; Slik, JWF; Hovenkamp, PH  618 ";"Raes";618;"";0;22;11;2005;"Raes, N";"2005-12-23T00:00:00";23;12;2005;"ID";"Indonesia";0;"Ridge close to Prayan camp approx. 3 km west of Rantau Layung.";0;115.978833;-1.61125;"<NA>";"Botany";"L3724651";"L.3724651";"Raes";0;"Raes N; Risasmoko A; Harley RM; Jidan; Slik JWF; Hovenkamp PH";"Raes N";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
"Friesodielsia Steenis";"Friesodielsia";"None";0;0;"Raes, N";"Raes, N; Risasmoko, A; Harley, RM; Slik, JWF; Hovenkamp, PH  651 , Raes, N; Risasmoko, A; Harley, RM; Slik, JWF; Hovenkamp, PH  651 , Raes, N; Risasmoko, A; Harley, RM; Slik, JWF; Hovenkamp, PH  651 , Raes, N; Risasmoko, A; Harley, RM; Slik, JWF; Hovenkamp, PH  651 ";"Raes";651;"";0;23;11;2005;"Kessler, PJA, Kessler, PJA, Kessler, PJA, Kessler, PJA";"2006-04-01T00:00:00";1;4;2006;"ID";"Indonesia";0;"Along sungai Prayan.";0;115.979472;-1.609861;"<NA>, <NA>, <NA>, <NA>";"Botany, Botany, Botany, Botany";"L1765151, L1765150, L1765152, L1765153";"L.1765151, L.1765150, L.1765152, L.1765153";"Raes";NA;"nan";"";"IDN";"<NA>";"<NA>";"<NA>";NA;"<NA>";"<NA>";"<NA>";TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE
