genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;tmp_det_date;expert_det;orig_recby;orig_detby;recby_regex;country_iso3;sp_idx;status;accepted_name;ipni_species_author;ipni_no;geo_issues;.summary;tmp_det_date.1;expert_det.1;recby_regex.1;modified;scientific_name;colnum_fullprefix;region;Unnamed: 0
Marsypopetalum;sp.;0.0;0.0;Lau, SK;2843;nan;2843;nan;16/12/1933 - 16/12/1933;16;12;1933;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Chine;0.0;Hai. Ka Chik Shan and vicinity (Ch'ang-kiang District);0.0;108.988;19.279;0;0;P00404572;P00404572;Lau;Lau, S. K.;China, United States of America;0;0.0;;nan;Lau, S.K.;Kessler, P.;;not found;Marsypopetalum sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Polyalthia;sp.;0.0;0.0;Lau, SK;3521;nan;3521;nan;22/03/1934 - 22/03/1934;22;3;1934;Merrill, ED;nan;;;;not found;Chine;0.0;Hai. Chim Fung Ling. Sam Mo Watt village (Kan-en District);0.0;108.83;18.707;0;0;P02006015;P02006015;Lau;Lau, S. K.;China, United States of America;0;0.0;;nan;Lau, S.K.;Merrill, E.D.;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Marsypopetalum;sp.;0.0;0.0;Lau, SK;3533;nan;3533;nan;23/03/1934 - 23/03/1934;23;3;1934;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Chine;0.0;Hai. Chim Fung Ling near Sam Mo Watt village (Kan-en District);0.0;108.83;18.707;0;0;P00404567;P00404567;Lau;Lau, S. K.;China, United States of America;0;0.0;;nan;Lau, S.K.;Kessler, P.;;not found;Marsypopetalum sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Mitrephora;sp.;0.0;0.0;Lau, SK;3738;nan;3738;nan;11/04/1934 - 11/04/1934;11;4;1934;Merrill, ED;nan;;;;not found;Chine;0.0;Hai. Chim Fung Ling near Sam Mo Watt village (Kan-en District);0.0;108.83;18.707;0;0;P02005354;P02005354;Lau;Lau, S. K.;China, United States of America;0;0.0;;nan;Lau, S.K.;Merrill, E.D.;;not found;Mitrephora sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Desmos;sp.;0.0;0.0;Law;nan;nan;nan;nan;nan;;;;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Inde;0.0;Ind. Or. Mont. Concan. Regio Trop.;0.0;73.6;17.65;0;0;P01753453;P01753453;Law;Law;nan;nan;0.0;;nan;Law;Kessler, P.;;not found;Desmos sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Maharashtra;
Polyalthia;sp.;0.0;0.0;Leeuwenberg, AJM;14485;nan;14485;nan;15/11/1994 - 15/11/1994;15;11;1994;nan;nan;;;;not found;Indonésie;0.0;Indonesia, Kalimantan Timur, Wanariset-Semoi Rd., off km 1.5. Alt. 70 m;0.0;117.0;-1.1166666666666667;0;0;P02132574;P02132574;Leeuwenberg;Leeuwenberg, Anthonius Josephus Maria;0;0;0.0;;nan;Leeuwenberg, A.J.M.;;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;East Kalimantan;
Artabotrys;sp.;0.0;0.0;Leeuwenberg, AJM;14504;nan;14504;nan;21/11/1994 - 21/11/1994;21;11;1994;nan;nan;;;;not found;Indonésie;0.0;Indonesia, Kalimantan Timur, N of Sangata R., Unit of Sangata, SW of Sepasu. Alt. 100 m;0.0;117.26666666666668;0.65;0;0;P01984473;P01984473;Leeuwenberg;Leeuwenberg, Anthonius Josephus Maria;0;0;0.0;;nan;Leeuwenberg, A.J.M.;;;not found;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;East Kalimantan;
Fissistigma;sp.;0.0;0.0;Lei, CI;407;nan;407;nan;25/02/1933 - 25/02/1933;25;2;1933;Merrill, ED;nan;;;;not found;Chine;0.0;Hai. Pak Shik Ling and vicinity. Ku Tung Village (Ching Mai District);0.0;110.0066;19.738;0;0;P02032258;P02032258;Lei;Lei, C. I.;China;0;0.0;;nan;Lei, C.I.;Merrill, E.D.;;not found;Fissistigma sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Polyalthia;sp.;0.0;0.0;Lesaux;31928, 31928;nan;31928;nan;10/03/1914 - 10/03/1914;10;3;1914;Kessler, P, ;06/09/1985 - 06/09/1985;6;9;1985;not found;Cambodge;0.0;Cambodege : Rives du Mékong : Kompong-Cham;0.0;105.4613173;11.99109275;0, 0;0, 0;P02005999, P01988829;P02005999, P01988829;Lesaux;Lesaux;nan;nan;;;nan;nan;;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Goniothalamus;sp.;0.0;0.0;Liang, HY;62285;nan;62285;nan;27/07/1933 - 27/07/1933;27;7;1933;nan;nan;;;;not found;Chine;0.0;Yaichow, Hai;0.0;109.163;18.372;0;0;P01967805;P01967805;Liang;Liang, H. Y.;China;0;0.0;;nan;Liang, H.Y.;;;not found;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Polyalthia;subrosa;0.0;0.0;Lin, JY;36;nan;36;nan;26/07/2009 - 26/07/2009;26;7;2009;Hou, XL;01/03/2011 - 01/03/2011;1;3;2011;not found;Chine;0.0;Hai. Wenchang, Tongguling Nature Reserve. Alt. 20 m;0.0;111.0157;19.671;0;0;P06901004;P06901004;Lin;Lin, Jia Yi;0;0;0.0;;nan;Lin, J.Y.;Hou, X.L.;;not found;Polyalthia subrosa;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Polyalthia;subrosa;0.0;0.0;Lin, JY;39;nan;39;nan;26/07/2009 - 26/07/2009;26;7;2009;Hou, XL;01/03/2011 - 01/03/2011;1;3;2011;not found;Chine;0.0;Hai. Wenchang, Tongguling Nature Reserve. Alt. 20 m;0.0;111.0186;19.6701;0;0;P06901007;P06901007;Lin;Lin, Jia Yi;0;0;0.0;;nan;Lin, J.Y.;Hou, X.L.;;not found;Polyalthia subrosa;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Polyalthia;subrosa;0.0;0.0;Lin, JY;43;nan;43;nan;26/07/2009 - 26/07/2009;26;7;2009;Hou, XL;01/03/2011 - 01/03/2011;1;3;2011;not found;Chine;0.0;Hai. Wenchang. Tongguling Nature Reserve. Alt. 20 m;0.0;111.0186;19.6701;0;0;P06901001;P06901001;Lin;Lin, Jia Yi;0;0;0.0;;nan;Lin, J.Y.;Hou, X.L.;;not found;Polyalthia subrosa;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Polyalthia;subrosa;0.0;0.0;Lin, JY;44;nan;44;nan;26/07/2009 - 26/07/2009;26;7;2009;Hou, XL;01/03/2011 - 01/03/2011;1;3;2011;not found;Chine;0.0;Hai. Wenchang, Tongguling Nature Reserve. Alt. 20 m;0.0;111.0186;19.6701;0;0;P06901003;P06901003;Lin;Lin, Jia Yi;0;0;0.0;;nan;Lin, J.Y.;Hou, X.L.;;not found;Polyalthia subrosa;nan;nan;nan;nan;nan;;;;;nan;0.0;;Hai(海南);
Fissistigma;sp.;0.0;0.0;Loc, PK;CBL 1379;CBL;1379;nan;15/04/1999 - 15/04/1999;15;4;1999;Chaowasku, T;05/05/2006 - 05/05/2006;5;5;2006;VN;Viet Nam;0.0;Vietnam. Cao Bang. Distr. Bao Lac, municipality Dinh Phung, Nam Linh Mt. 1350-1400 m;0.0;105.81666666666666;22.78333333333333;0;0;P02032243;P02032243;Loc;Phan Ke Loc;Vietnam;0;0.0;;nan;Loc, P.K.;Chaowasku, T.;;VNM;Fissistigma sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Cao Bằng;
Meiogyne;sp.;0.0;0.0;Loher, A;12231;nan;12231;nan;01/12/1910 - 31/12/1910;1;12;1910;nan;nan;;;;PH;Philippines;0.0;Philippines. Rizal Province;0.0;121.25;14.65;0;0;P02008534;P02008534;Loher;Loher, August;Madagascar, Philippines;0;0.0;;nan;Loher, A.;;;PHL;Meiogyne sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Rizal;
Polyalthia;sp.;0.0;0.0;Loher, A;14777;nan;14777;nan;01/09/1913 - 30/09/1913;1;9;1913;nan;nan;;;;PH;Philippines;0.0;Rizal province, Luzon. Philippines;0.0;121.25;14.65;0;0;P02005321;P02005321;Loher;Loher, August;Madagascar, Philippines;0;0.0;;nan;Loher, A.;;;PHL;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Rizal;
Artabotrys;sp.;0.0;0.0;Loher, A;34;nan;34;nan;nan;;;;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;PH;Philippines;0.0;Rio Puray junto del sitio Jabaciuhan malaqui. Luzon central;0.0;121.155;14.749;0;0;P02029196;P02029196;Loher;Loher, August;Madagascar, Philippines;0;0.0;;nan;Loher, A.;Kessler, P.;;PHL;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Rizal;
Goniothalamus;sp.;0.0;0.0;Loher, A;35;nan;35;nan;05/11/1891 - 05/11/1891;5;11;1891;Loher, A;nan;;;;PH;Philippines;0.0;Mariveles, Luzon central;0.0;120.4903545;14.4356104;0;0;P02034804;P02034804;Loher;Loher, August;Madagascar, Philippines;0;0.0;;nan;Loher, A.;Loher, A.;;PHL;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Bataan;
Polyalthia;sp.;0.0;0.0;Loher, A;49;nan;49;nan;nan;;;;nan;nan;;;;PH;Philippines;0.0;Herbarium Philippinense. Bosoboso (Morong) Luzon central;0.0;121.237;14.642;0;0;P01983400;P01983400;Loher;Loher, August;Madagascar, Philippines;0;0.0;;nan;Loher, A.;;;PHL;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Rizal;
Uvaria;sp.;0.0;0.0;Loher, A;55;nan;55;nan;30/11/1896 - 30/11/1896;30;11;1896;nan;nan;;;;PH;Philippines;0.0;Herbarium Philippinense. Manila. Luzon central;0.0;120.9809674;14.5907332;0;0;P01964276;P01964276;Loher;Loher, August;Madagascar, Philippines;0;0.0;;nan;Loher, A.;;;PHL;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;National Capital Region (NCR);
Desmos;lomentaceum;0.0;0.0;Long, C;217;nan;217;nan;29/06/2006 - 29/06/2006;29;6;2006;nan;nan;;;;not found;Cambodge;0.0;Cambodge. Siem Reap (Bord du Tonle Sap). Alt : 71 m;0.0;103.76361111111112;13.429444444444444;0;0;P00626061;P00626061;Long;Long, C;nan;nan;0.0;;nan;Long, C.;;;not found;Desmos lomentaceum;nan;nan;nan;nan;nan;;;;;nan;0.0;;Siem Reap;
Uvaria;sp.;0.0;0.0;Long, C;220;nan;220;nan;29/06/2006 - 29/06/2006;29;6;2006;nan;nan;;;;not found;Cambodge;0.0;Cambodge. Siem Reap (Bord du Tonle Sap). Alt: 71 m;0.0;103.76361111111112;13.429444444444444;0;0;P00626064;P00626064;Long;Long, C;nan;nan;0.0;;nan;Long, C.;;;not found;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Siem Reap;
Polyalthia;sp.;0.0;0.0;Long, C;56;nan;56;nan;16/10/2005 - 16/10/2005;16;10;2005;nan;nan;;;;not found;Cambodge;0.0;Cambodge. Kampong Speu. Alt : 100 m;0.0;104.24833333333332;11.157222222222222;0;0;P00606891;P00606891;Long;Long, C;nan;nan;0.0;;nan;Long, C.;;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kampong Speu;
Meiogyne;mindorensis;nan;nan;Mabesa, Calixto;25388;nan;25388;nan;nan;;;;nan;nan;;;;PH;Philippines;nan;Province of Laguna, Luzon;nan;121.33;14.17;K;Herbarium;K000691920;K000691920;Mabesa;Mabesa, Calixto;Philippines;nan;;;nan;Mabesa, C.;;Mabesa, C;PHL;Meiogyne mindorensis;ACCEPTED;Meiogyne mindorensis;(Merr.) Heusden;https://ipni.org/n/977588-1;nan;True;;;;sef_2023-04-28_08-15-00;nan;;;
nan;indet.;0.0;0.0;Madulid, DA;7184;nan;7184;nan;10/11/1989 - 10/11/1989;10;11;1989;nan;nan;;;;PH;Philippines;0.0;Philippines. Barangay Lipata, Nagpana, Barotac Viejo, Iloilo. 100-150 m;0.0;122.25;11.033333333333331;0;0;P01963750;P01963750;Madulid;Madulid, Domingo Allado;Philippines;0;0.0;;nan;Madulid, D.A.;;;PHL;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Iloilo;
nan;indet.;0.0;0.0;Marche, A;159;nan;159;nan;01/06/1884 - 30/06/1884;1;6;1884;nan;nan;;;;PH;Philippines;0.0;Busuanga. Ile Busuanga. Philippines;0.0;119.9361357;12.1332076;0;0;P02001250;P02001250;Marche;Marche, Alfred;Philippines;0;0.0;;nan;Marche, A.;;;PHL;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Palawan;
nan;indet.;0.0;0.0;Marche, A;197 Bis;nan;197;Bis;nan;;;;nan;nan;;;;PH;Philippines;0.0;ile Culion, Philippines;0.0;119.97;11.82;0;0;P02001251;P02001251;Marche;Marche, Alfred;Philippines;0;0.0;;nan;Marche, A.;;;PHL;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Palawan;
nan;indet.;0.0;0.0;Marche, A;257;nan;257;nan;01/07/1884 - 31/07/1884;1;7;1884;nan;nan;;;;PH;Philippines;0.0;Malbato. Ile Busuanga. Philippines;0.0;120.1143268004296;12.0289032;0;0;P01956193;P01956193;Marche;Marche, Alfred;Philippines;0;0.0;;nan;Marche, A.;;;PHL;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Palawan;
Xanthophyllum;sp.;0.0;0.0;Marche, A;322, 322;nan;322;nan;01/07/1884 - 31/07/1884;1;7;1884;, ;nan;;;;PH;Philippines;0.0;Malbato. Ile Busuanga. Philippines;0.0;120.1175;12.029;0, 0;0, 0;P04180329, P04180330;P04180329, P04180330;Marche;Marche, Alfred;Philippines;0;;;nan;nan;;;PHL;Xanthophyllum sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
Melodorum;mesnyi;0.0;0.0;Martin, M;282;nan;282;nan;24/12/1968 - 24/12/1968;24;12;1968;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Cambodge;0.0;O Tarang, prov. Pursat, Cambodge;0.0;103.89;12.542;0;0;P00557045;P00557045;Martin;Martin, M;nan;nan;0.0;;nan;Martin, M.;Kessler, P.;;not found;Melodorum mesnyi;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Rauwenhoffia;sp.;0.0;0.0;Martin, M;374;nan;374;nan;10/01/1969 - 10/01/1969;10;1;1969;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Cambodge;0.0;forêt dense secondaire. plantation. Prov.: Ratanakiri. Cambodge. Alt.: 240 m;0.0;107.04;13.93;0;0;P00520764;P00520764;Martin;Martin, M;nan;nan;0.0;;nan;Martin, M.;Kessler, P.;;not found;Rauwenhoffia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;RatanaKiri;
Goniothalamus;sp.;0.0;0.0;Martin, M;nan;nan;nan;nan;05/03/1966 - 05/03/1966;5;3;1966;Martin, M;nan;;;;not found;Cambodge;0.0;Phnom Dei Krehem. Prov. Keg Kong. Cambodge. Alt.: ? 300 m;0.0;104.089;11.328;0;0;P01954558;P01954558;Martin;Martin, M;nan;nan;0.0;;nan;Martin, M.;Martin, M.;;not found;Goniothalamus sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Koh Kong;
Cyathostemma;sp.;0.0;0.0;Martin, MA;1179;nan;1179;nan;06/12/1968 - 06/12/1968;6;12;1968;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Cambodge;0.0;Reserve de Veal Renh. Veal Renh. Prov.: Kampot. Cambodge;0.0;103.816;10.717;0;0;P02005995;P02005995;Martin;Martin, MA;nan;nan;0.0;;nan;Martin, M.A.;Kessler, P.;;not found;Cyathostemma sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Krong Preah Sihanouk;
Polyalthia;sp.;0.0;0.0;Martin, MA;195 D;nan;195;D;23/01/1966 - 23/01/1966;23;1;1966;Martin, MA;nan;;;;not found;Cambodge;0.0;Bord de la rivière. Prei Klong. Kompong Luong. Cambodge;0.0;104.208;12.573;0;0;P02030941;P02030941;Martin;Martin, MA;nan;nan;0.0;;nan;Martin, M.A.;Martin, M.A.;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Uvaria;sp.;0.0;0.0;Martin, MA;234;nan;234;nan;06/07/1966 - 06/07/1966;6;7;1966;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Cambodge;0.0;Svay Pak (Leach). Prov.: Pursat. Cambodge;0.0;103.821;12.412;0;0;P02001654;P02001654;Martin;Martin, MA;nan;nan;0.0;;nan;Martin, M.A.;Kessler, P.;;not found;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Uvaria;sp.;0.0;0.0;Martin, MA;335 bis;nan;335;bis;29/06/1965 - 29/06/1965;29;6;1965;Martin, MA;nan;;;;not found;Cambodge;0.0;Roleap. Prov.: Pursat. Cambodge;0.0;103.917;12.4855;0;0;P02001699;P02001699;Martin;Martin, MA;nan;nan;0.0;;nan;Martin, M.A.;Martin, M.A.;;not found;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Artabotrys;sp.;0.0;0.0;Martin, MA;420;nan;420;nan;17/02/1966 - 17/02/1966;17;2;1966;Martin, MA;nan;;;;not found;Cambodge;0.0;vers Rovieng. Prov.: Pursat. Cambodge;0.0;103.55;12.319;0;0;P01984434;P01984434;Martin;Martin, MA;nan;nan;0.0;;nan;Martin, M.A.;Martin, M.A.;;not found;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Uvaria;sp.;0.0;0.0;Martin, MA;499;nan;499;nan;10/04/1966 - 10/04/1966;10;4;1966;Martin, MA;nan;;;;not found;Cambodge;0.0;Mont Kulen. Prov.: Siem Reap. Cambodge. Alt.: 350 m;0.0;104.07;13.583;0;0;P02001700;P02001700;Martin;Martin, MA;nan;nan;0.0;;nan;Martin, M.A.;Martin, M.A.;;not found;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Siem Reap;
Orophea;sp.;0.0;0.0;Martin, MA;535;nan;535;nan;20/04/1966 - 20/04/1966;20;4;1966;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Cambodge;0.0;Mont Krapang. Prov.: Pursat. Cambodge;0.0;103.067;12.3847;0;0;P01967227;P01967227;Martin;Martin, MA;nan;nan;0.0;;nan;Martin, M.A.;Kessler, P.;;not found;Orophea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Pursat;
Melodorum;mesnyi;0.0;0.0;Martin, MA;745;nan;745;nan;11/12/1965 - 11/12/1965;11;12;1965;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Cambodge;0.0;pied du mont Bokor. Prov.: Kampot. Cambodge;0.0;104.024;10.627;0;0;P00556987;P00556987;Martin;Martin, MA;nan;nan;0.0;;nan;Martin, M.A.;Kessler, P.;;not found;Melodorum mesnyi;nan;nan;nan;nan;nan;;;;;nan;0.0;;Kampot;
Artabotrys;sp.;0.0;0.0;Martin, MA;981;nan;981;nan;28/03/1966 - 28/03/1966;28;3;1966;Martin, MA;nan;;;;not found;Cambodge;0.0;Beng Mealea. Prov.: Siem Reap. Cambodge;0.0;104.229;13.47;0;0;P01984451;P01984451;Martin;Martin, MA;nan;nan;0.0;;nan;Martin, M.A.;Martin, M.A.;;not found;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Siem Reap;
Polyalthia;sp.;0.0;0.0;Masters;nan;nan;nan;nan;nan;;;;nan;nan;;;;not found;Inde;0.0;Upper Assam, Naga Hills. banks of Dickho;0.0;94.8;26.762;0;0;P02132590;P02132590;Masters;Masters;nan;nan;0.0;;nan;Masters;;;not found;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Nagaland;
Uvaria;sp.;0.0;0.0;Matras, J;19;nan;19;nan;01/01/1967 - 31/12/1967;1;1;1967;Matras, J;nan;;;;not found;Cambodge;0.0;Environs de Labansiek. Prov. : Ratanakiri. Cambodge. Alt. 200 m;0.0;106.972;13.722;0;0;P01964143;P01964143;Matras;Matras, J;nan;nan;0.0;;nan;Matras, J.;Matras, J.;;not found;Uvaria sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;RatanaKiri;
nan;nan;0.0;0.0;Maxwell, JF;09-183;nan;09;nan;20/07/2009 - 20/07/2009;20;7;2009;nan;nan;;;;not found;Cambodge;0.0;Cambodia. Province: Sien Reap. District: Banteay Spe. c. 6 km north of Khna Rongvas village, Khun Ream Commune. Elevation 125;0.0;103.992;13.632;0;0;P00990222;P00990222;Maxwell;Maxwell, James F.;Thailand;0;0.0;;nan;Maxwell, J.F.;;;not found;;nan;nan;nan;nan;nan;;;;;nan;0.0;;Siem Reap;
nan;nan;0.0;0.0;Maxwell, JF;11 47, 11 78;nan;11;nan;25/05/2011 - 25/05/2011;25;5;2011;, ;nan;;;;LA;Laos, République démocratique populaire;0.0;Laos. Khammouan. Muang Xebangfai. Kok Tong village. 75 m.;0.0;104.76827777777778;17.50102777777778;0, 0;0, 0;P00990220, P00990223;P00990220, P00990223;Maxwell;Maxwell, James F.;Thailand;0;;;nan;nan;;;LAO;;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;nan;0.0;0.0;Maxwell, JF;12 168, 12 109, 12 109;nan;12;nan;30/04/2012 - 30/04/2012;30;4;2012;, , ;nan;;;;LA;Laos, République démocratique populaire;0.0;"Laos. Province: Sayaburi. District: Sayaburi. Mekong River; Na Konken village sacred forest, Huay Bah Hieo (stream). Elevation: 350 m.";0.0;101.76;19.34;0, 0, 0;0, 0, 0;P00990230, P00990231, P00990232;P00990230, P00990231, P00990232;Maxwell;Maxwell, James F.;Thailand;0;;;nan;nan;;;LAO;;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;nan;0.0;0.0;Maxwell, JF;8 210, 8 190;nan;8;nan;15/11/2008 - 15/11/2008;15;11;2008;, ;nan;;;;not found;Thaïlande;0.0;Thailand. Province: Chiang Rai. District: Mae Sai. Doi Tung (Dtung), slopes above Mawn Rusee valley, north of and below Wat Pra Taht Doi Dtung (temple), Huay Cry subdistrict. Elevation: 1375 m.;0.0;99.833;20.3;0, 0;0, 0;P00790299, P00990226;P00790299, P00990226;Maxwell;Maxwell, James F.;Thailand;0;;;nan;nan;;;not found;;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;nan;0.0;0.0;Maxwell, JF;9 193, 9 182, 9 189, 9 231;nan;9;nan;21/07/2009 - 21/07/2009;21;7;2009;, , , ;nan;;;;not found;Cambodge;0.0;Cambodia. Province : Siem Reap. District : Banteay Spey. c. 6 km north of Khna Rongvas village, Khun Ream Commune. 125 m.;0.0;104.034;13.765;0, 0, 0, 0;0, 0, 0, 0;P00990225, P00990227, P00990228, P00990229;P00990225, P00990227, P00990228, P00990229;Maxwell;Maxwell, James F.;Thailand;0;;;nan;nan;;;not found;;nan;nan;nan;nan;nan;;;;;nan;0.0;;;
nan;indet.;0.0;0.0;Meijer, W;19302;nan;19302;nan;25/06/1959 - 25/06/1959;25;6;1959;nan;nan;;;;not found;Malaisie;0.0;North Borneo. District Tawau. Mile 12 3/4 Apas Road Tawau. Altitude 150 ft.;0.0;118.037;4.274;0;0;P01956197;P01956197;Meijer;Meijer, W;nan;nan;0.0;;nan;Meijer, W.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Sabah;
nan;indet.;0.0;0.0;Meijer, W;2224;nan;2224;nan;01/11/1953 - 30/11/1953;1;11;1953;nan;nan;;;;not found;Indonésie;0.0;Nunukan, N. of Tarakan, East Borneo. Inner forests in Northern part of the Island. alt. low;0.0;117.58;3.414;0;0;P02001253;P02001253;Meijer;Meijer, W;nan;nan;0.0;;nan;Meijer, W.;;;not found;<NA> indet.;nan;nan;nan;nan;nan;;;;;nan;0.0;;East Kalimantan;
Alphonsea;sp.;0.0;0.0;Merrill, ED;2767;nan;2767;nan;01/06/1903 - 30/06/1903;1;6;1903;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;PH;Philippines;0.0;Philippines. Island of Masbate;0.0;123.5;12.25;0;0;P01956357;P01956357;Merrill;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;0.0;;nan;Merrill, E.D.;Kessler, P.;;PHL;Alphonsea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Masbate;
Orophea;sp.;0.0;0.0;Merrill, ED;4037;nan;4037;nan;01/03/1905 - 31/03/1905;1;3;1905;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;PH;Philippines;0.0;Philippines. Baco River. Mindoro;0.0;121.101;13.399;0;0;P01987551;P01987551;Merrill;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;0.0;;nan;Merrill, E.D.;Kessler, P.;;PHL;Orophea sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Oriental Mindoro;
Polyalthia;sp.;0.0;0.0;Merrill, ED;4050;nan;4050;nan;01/03/1905 - 31/03/1905;1;3;1905;Kessler, P;01/04/1998 - 30/04/1998;1;4;1998;PH;Philippines;0.0;Philippines. Baco River, Mindoro;0.0;121.101;13.399;0;0;P01983375;P01983375;Merrill;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;0.0;;nan;Merrill, E.D.;Kessler, P.;;PHL;Polyalthia sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Oriental Mindoro;
Melodorum;sp.;0.0;0.0;Merrill, ED;9277;nan;9277;nan;01/05/1913 - 31/05/1913;1;5;1913;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;PH;Philippines;0.0;Philippines. Taytay. Palawan;0.0;119.5159199;10.8264031;0;0;P00557073;P00557073;Merrill;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;0.0;;nan;Merrill, E.D.;Kessler, P.;;PHL;Melodorum sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Palawan;
Artabotrys;sp.;0.0;0.0;Merrill, ED;9632;nan;9632;nan;01/05/1913 - 31/05/1913;1;5;1913;Merrill, ED;nan;;;;PH;Philippines;0.0;Philippines. Palawan. Malampaya Bay;0.0;119.412;10.799;0;0;P02029192;P02029192;Merrill;Merrill, Elmer Drew;China, Indonesia, Malaysia, New Caledonia, Papua New Guinea, Philippines, United States of America;http://en.wikipedia.org/wiki/Elmer_Drew_Merrill;0.0;;nan;Merrill, E.D.;Merrill, E.D.;;PHL;Artabotrys sp.;nan;nan;nan;nan;nan;;;;;nan;0.0;;Palawan;
