scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Luzon, Cagayan, Claveria, Brgy. Kilkiling, Taggat Watershed Area.;18.611667;121.045;Garcia, HG;"Garcia, HG; et al. PPI 18268 ";2;8;1995;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.2067098;0;0;0;Garcia;;0;1;8;2000;0;0;0;L2067098;18268;;"Garcia HG; et al.";Kessler PJA
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Barangan Bundog, Municipality of Quezon. Near Sumindap river, tributary of Kinlugan river;9.033333;117.8;Pipoly, JJ;"Pipoly, JJ; Romero, EM; et al. PPI 38151 ";21;8;1996;Kessler, PJA;<NA>;<NA>;Botany;L.2067184;0;0;0;Pipoly;;0;;;;0;0;0;L2067184;38151;;"Pipoly JJ; Romero EM; et al.";Kessler PJA
Goniothalamus mindorensis Merr.;Goniothalamus;PH;Pinamalayan, Mindoro.;13.035555;121.488611;Ramos, M;Ramos, M BS 41017 ;1;6;1922;nan;<NA>;<NA>;Botany;L.2067232;0;0;0;Ramos;;0;;;;0;0;0;L2067232;41017;mindorensis;Ramos M;<NA>
Goniothalamus elmeri Merr.;Goniothalamus;PH;Luzon, Sorsogon, Mt. Bulusan National Park, Brgy. Inlagadian, Casiguran.;14.933333;120.733333;Garcia, HG;"Garcia, HG; et al. PPI 22747 ";25;1;1996;nan;<NA>;<NA>;Botany;L.2067133;0;0;0;Garcia;;0;;;;0;0;0;L2067133;22747;elmeri;"Garcia HG; et al.";<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Real, Quezon.;14.666667;121.6;Rojo, JP;Rojo, JP  140 ;18;5;1972;Tang, CC;2014-10-01T00:00:00;<NA>;Botany;L.2067241;0;0;0;Rojo;;0;1;10;2014;0;0;0;L2067241;140;;Rojo JP;Tang CC
Goniothalamus elmeri Merr.;Goniothalamus;PH;Visayas, Samar, Paranas, Campo Uno, Central Samar.;11.97;124.716667;Reynoso, EJ;"Reynoso, EJ; et al. PPI 21968 ";1;5;1996;Tang, CC;2014-10-01T00:00:00;<NA>;Botany;L.2067128;0;0;0;Reynoso;;0;1;10;2014;0;0;0;L2067128;21968;elmeri;"Reynoso EJ; et al.";Tang CC
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Barangan Bundog, Municipality of Quezon. Near Sumindap river, tributary of Kinlugan river;9.033333;117.8;Pipoly, JJ;"Pipoly, JJ; Romero, EM; et al. PPI 38163 ";21;8;1996;Kessler, PJA;<NA>;<NA>;Botany;L.2067106;0;0;0;Pipoly;;0;;;;0;0;0;L2067106;38163;;"Pipoly JJ; Romero EM; et al.";Kessler PJA
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Luzon, Masbate, 7-R Ranch, Sitio Kalunakan, Brgy.Matipuron, Milagros.;12.218333;123.508333;Barbon, EB;"Barbon, EB; et al. PPI 12705 ";12;2;1994;nan;<NA>;<NA>;Botany;L.2067188;0;0;0;Barbon;;0;;;;0;0;0;L2067188;12705;;"Barbon EB; et al.";<NA>
Goniothalamus obtusifolius Merr.;Goniothalamus;PH;Palawan.;10.0;118.75;Curran, HM;Curran, HM FB 4139 ;1;4;1906;Tang, CC;2014-10-01T00:00:00;<NA>;Botany;L.2067235;0;0;0;Curran;;0;1;10;2014;0;0;0;L2067235;4139;obtusifolius;Curran HM;Tang CC
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Mt. Halcon, Mindoro.;13.266111;121.004722;Ramos, M;"Ramos, M; Edaño, GE BS 40638 ";1;3;1922;nan;<NA>;<NA>;Botany;L.2067136;0;0;0;Ramos;;0;;;;0;0;0;L2067136;40638;epiphyticus;"Ramos M; Edaño GE";<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Philippines, Palawan Province, Aborlan, Iraan Mountains (SE slope).;9.528612;118.48546;Sulit, MD;Sulit, MD PNH 12516 ;3;6;1950;nan;<NA>;<NA>;Botany;L.2067206;0;0;0;Sulit;;0;;;;0;0;0;L2067206;12516;;Sulit MD;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Philippines, Palawan: Pto. Princesa, Irawan, Tananarom at the northen foot of Mt. Beaufort.;9.85;118.616667;Soejarto, DD;"Soejarto, DD; Fernando, O  7619 ";15;6;1992;Kessler, PJA;1998-02-01T00:00:00;<NA>;Botany;L.2067198;0;0;0;Soejarto;;0;1;2;1998;0;0;0;L2067198;7619;;"Soejarto DD; Fernando O";Kessler PJA
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Philippines, Island Siargao, Province Surigao del Norte, Mahayyahoy, Pangawaan.;9.886667;126.041667;Stone, BC;"Stone, BC; Barbon, EB; Garcia, HG PPI 12047 ";29;5;1993;Kessler, PJA;1999-05-01T00:00:00;<NA>;Botany;L.2067183;0;0;0;Stone;;0;1;5;1999;0;0;0;L2067183;12047;;"Stone BC; Barbon EB; Garcia HG";Kessler PJA
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Philippines, Island Luzon, Province Aurora, W. of Baler, Diteki & Villa Aurora.;16.0;121.466667;Stone, BC;"Stone, BC; Fuentes, RE; Fernando, LS PPI 9817 ";5;5;1992;nan;<NA>;<NA>;Botany;L.2067099;0;0;0;Stone;;0;;;;0;0;0;L2067099;9817;;"Stone BC; Fuentes RE; Fernando LS";<NA>
Goniothalamus elmeri Merr.;Goniothalamus;PH;Mindanao (Basilan), Basilan, Udiongan, Ayala.;6.96;121.944333;Gaerlan, FJM;"Gaerlan, FJM; et al. PPI 26201 ";23;6;1996;Tang, CC;2014-10-01T00:00:00;<NA>;Botany;L.2067132;0;0;0;Gaerlan;;0;1;10;2014;0;0;0;L2067132;26201;elmeri;"Gaerlan FJM; et al.";Tang CC
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Philippines, Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao.;9.123611;125.534444;Elmer, ADE;Elmer, ADE  13535 ;1;8;1912;nan;<NA>;<NA>;Botany;L.2067137;0;0;0;Elmer;;0;;;;0;0;0;L2067137;13535;epiphyticus;Elmer ADE;<NA>
Hubera Chaowasku;Hubera;PH;Philippines, Palawan, Palawan, Mt. Cleopatra Ranges, So. Calabyog, Brgy. Tanabag, Puerto Princesa.;10.116667;118.983333;Reynoso, EJ;"Reynoso, EJ; Majaducon, RS PPI 24352 ";28;6;1996;Chaowasku, T;<NA>;<NA>;Botany;L.2105998;0;0;0;Reynoso;;0;;;;0;0;0;L2105998;24352;;"Reynoso EJ; Majaducon RS";Chaowasku T
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Puerto Princesa municipality, Mt. Beaufort, north spur, west side, old track.;9.739167;118.735278;Ridsdale, CE;Ridsdale, CE SMHI 1684 ;14;5;1984;nan;1985-01-01T00:00:00;<NA>;Botany;L.2067193;0;0;0;Ridsdale;;0;1;1;1985;0;0;0;L2067193;1684;;Ridsdale CE;"; Bakhuizen van den Brink Jr RC"
Goniothalamus magnificus Elmer;Goniothalamus;PH;Philippines, Lucban, Province Tayabas, Island Luzon.;14.113333;121.556944;Elmer, ADE;Elmer, ADE  9387 ;1;5;1907;nan;<NA>;<NA>;Botany;L.2067230;0;0;0;Elmer;;0;;;;0;0;0;L2067230;9387;philippinensis;Elmer ADE;<NA>
Goniothalamus puncticulifolius Merr.;Goniothalamus;PH;"Philippines, Palawan, Balabac Island, Danglis trail from village to water tank.07.59 N; 117.02 E; 90 - 150 m alt.";7.983333;117.033333;Soejarto, DD;"Soejarto, DD; et al.  8641 ";30;6;1994;Tang, CC;2014-10-01T00:00:00;<NA>;Botany;L.2067146;0;0;0;Soejarto;;0;1;10;2014;0;0;0;L2067146;8641;puncticulifolius;"Soejarto DD; et al.";Tang CC
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Luzon, Palanan, Dimapnat;17.15;122.4;Ridsdale, CE;"Ridsdale, CE; et al. ISU 518 ";14;4;1992;Tang, CC;2014-10-01T00:00:00;<NA>;Botany;L.2067226;0;0;0;Ridsdale;;0;1;10;2014;0;0;0;L2067226;518;elmeri;"Ridsdale CE; et al.";Tang CC
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;North coast, Mindoro. Subaan River headwaters, inland from San Teodoro.;13.433333;121.016667;Coode, MJE;Coode, MJE  5680 ;2;5;1986;nan;<NA>;<NA>;Botany;L.2067211;0;0;0;Coode;;0;;;;0;0;0;L2067211;5680;;Coode MJE;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Philippines, Mt. Naapug, Mansalay, Mindoro.;12.520435;121.438514;Conklin, HC;Conklin, HC PNH 17509 ;4;5;1953;Merrill, ED;<NA>;<NA>;Botany;L.2067112;0;0;0;Conklin;;0;;;;0;0;0;L2067112;17509;;Conklin HC;Merrill ED
Goniothalamus elmeri Merr.;Goniothalamus;PH;Bo. Guinmajohan. Balangiga, E.Samar.;11.225065;125.378659;Madulid, DA;Madulid, DA PNH 118316 ;1;5;1971;Tang, CC;2014-10-01T00:00:00;<NA>;Botany;L.2067228;0;0;0;Madulid;;0;1;10;2014;0;0;0;L2067228;118316;elmeri;Madulid DA;Tang CC
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Impalutao, Sukidnon.;8.126944;124.557222;Cid, FA;Cid, FA  47 ;30;12;1952;Setten, AK van;<NA>;<NA>;Botany;L.2067190;0;0;0;Cid;;0;;;;0;0;0;L2067190;47;;Cid FA;Setten AK van
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Philippines, Mt. Yagaw, Mansalay, Mindoro;12.516667;121.4;Conklin, HC;Conklin, HC PNH 17457 ;5;4;1953;Merrill, ED;<NA>;<NA>;Botany;L.2067107;0;0;0;Conklin;;0;;;;0;0;0;L2067107;17457;;Conklin HC;Merrill ED
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Visayas, Samar, Paranas, Campo Uno, Central Samar.;11.97;124.716667;Reynoso, EJ;"Reynoso, EJ; et al. PPI 21913 ";1;5;1996;nan;<NA>;<NA>;Botany;L.2067187;0;0;0;Reynoso;;0;;;;0;0;0;L2067187;21913;;"Reynoso EJ; et al.";<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Real, Quezon.;14.666667;121.6;Rojo, JP;Rojo, JP  140 ;18;5;1972;Tang, CC;2014-10-01T00:00:00;<NA>;Botany;L.2067242;0;0;0;Rojo;;0;1;10;2014;0;0;0;L2067242;140;;Rojo JP;Tang CC
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Marigondodn Sur, San Andres.;12.521667;122.115;Reynoso, EJ;"Reynoso, EJ; Fuentes, RE PPI 24799 ";2;10;1996;Kessler, PJA;2001-01-01T00:00:00;<NA>;Botany;L.2067121;0;0;0;Reynoso;;0;1;1;2001;0;0;0;L2067121;24799;;"Reynoso EJ; Fuentes RE";Kessler PJA
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;"Luzon; Zambales, Acoje Mine concession area, Santa Cruz.";15.766667;120.0;Ridsdale, CE;Ridsdale, CE  1371 ;21;5;1986;nan;<NA>;<NA>;Botany;L.2067215;0;0;0;Ridsdale;;0;;;;0;0;0;L2067215;1371;;Ridsdale CE;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Tabunan, Fuente, Central Cebu.;10.61;124.025;Gaerlan, FJM;"Gaerlan, FJM; Reynoso, EJ PPI 20352 ";13;6;1997;Kessler, PJA;2001-01-01T00:00:00;<NA>;Botany;L.2067200;0;0;0;Gaerlan;;0;1;1;2001;0;0;0;L2067200;20352;;"Gaerlan FJM; Reynoso EJ";Kessler PJA
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Pagdanan Range, Ibangley Brookside Hill.;10.3;119.216667;Podzorski, AC;Podzorski, AC SMHI 926 ;22;4;1984;nan;<NA>;<NA>;Botany;L.2067116;0;0;0;Podzorski;;0;;;;0;0;0;L2067116;926;;Podzorski AC;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Palawan, Palawan, Barangay Bundog, Municipality of Quezon.;9.033333;117.8;Pipoly, JJ;"Pipoly, JJ; Romero, EM; et al. PPI 38178 ";21;8;1996;nan;<NA>;<NA>;Botany;L.2067101;0;0;0;Pipoly;;0;;;;0;0;0;L2067101;38178;;"Pipoly JJ; Romero EM; et al.";<NA>
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Maasin Falls, La Rido Hill, Lambunao, Iloilo.;11.053333;122.475;Reynoso, EJ;"Reynoso, EJ; Sagcal, E; Fernando, L PPI 17972 ";24;7;1995;nan;<NA>;<NA>;Botany;L.2067163;0;0;0;Reynoso;;0;;;;0;0;0;L2067163;17972;ophthalmicus;"Reynoso EJ; Sagcal E; Fernando L";<NA>
Xylopia dehiscens (Blanco) Merr.;Xylopia;PH;Philippines, Luzon, Province of Laguna, Mt. Maquiling.;14.135833;121.19;Whitford, HN;Whitford, HN FB 11696 ;1;8;1910;nan;<NA>;<NA>;Botany;L.1775203;0;0;0;Whitford;;0;;;;0;0;0;L1775203;11696;blancoi;Whitford HN;<NA>
Xylopia L.;Xylopia;PH;Philippines. Visayas, Eastern Samar, Sitio Cantino, Brgy. 1., Balangiga.;11.116667;125.383333;Gaerlan, FJM;"Gaerlan, FJM; Chavez, RV PPI 26402 ";21;8;1996;Kessler, PJA;2002-04-01T00:00:00;<NA>;Botany;L.1775679;0;0;0;Gaerlan;;0;1;4;2002;0;0;0;L1775679;26402;;"Gaerlan FJM; Chavez RV";Kessler PJA
Xylopia dehiscens (Blanco) Merr.;Xylopia;PH;Palawan: Balabac island, Danglis trail from village to water tank.;7.983333;117.033333;Soejarto, DD;"Soejarto, DD; Madulid, DA; Gaerlan, FJM; Sagcal, E; Fernando, O  8640 ";30;6;1994;nan;<NA>;<NA>;Botany;L.1775199;0;0;0;Soejarto;;0;;;;0;0;0;L1775199;8640;blancoi;"Soejarto DD; Madulid DA; Gaerlan FJM; Sagcal E; Fernando O";<NA>
Xylopia densifolia Elmer;Xylopia;PH;Philippines, Magallanes (Mt. Giting-Giting), Province of Capiz, Island of Sibuyan.;12.416667;122.566667;Elmer, ADE;Elmer, ADE  12471 ;1;5;1910;nan;<NA>;<NA>;Botany;L.1775222;0;0;0;Elmer;;0;;;;0;0;0;L1775222;12471;densifolia;Elmer ADE;<NA>
Xylopia densifolia Elmer;Xylopia;PH;Luzon: isabela prov., Divilacan Municipality, Aubarede peninsula, Lanay Spring, ca 17 km NNW of Palanan Point.;17.267778;122.434167;Co, L;Co, L  3590 ;25;5;1991;nan;<NA>;<NA>;Botany;L.1775221;0;0;0;Co;;0;;;;0;0;0;L1775221;3590;densifolia;Co L;<NA>
Xylopia densifolia Elmer;Xylopia;PH;Libacao, Capiz province, Panay.;11.481944;122.303888;Martelino, A;"Martelino, A; Edaño, GE BS 35553 ";1;5;1919;nan;<NA>;<NA>;Botany;L.1775223;0;0;0;Martelino;;0;;;;0;0;0;L1775223;35553;densifolia;"Martelino A; Edaño GE";<NA>
Xylopia dehiscens (Blanco) Merr.;Xylopia;PH;Luzon: Isabela prov., Divilacan Municipality, Barangay Bicobian, slope of Tan-awan ridge, ca 15 km NW of Palalan Point.;17.235833;122.401389;Co, L;Co, L  3563 ;24;5;1991;nan;<NA>;<NA>;Botany;L.1775200;0;0;0;Co;;0;;;;0;0;0;L1775200;3563;blancoi;Co L;<NA>
Sageraea lanceolata Miq.;Sageraea;PH;Philippines, Luzon, Province of Tayabas, Guinayangan.;13.8971;122.454;Escritor, L;Escritor, L BS 20808 ;1;3;1913;Heusden, ECH van;<NA>;<NA>;Botany;L.1770359;0;0;0;Escritor;;0;;;;0;0;0;L1770359;20808;lanceolata;Escritor L;Heusden ECH van
Uvaria ovalifolia Blume;Uvaria;PH;Philippines, Luzon, Province of Laguna, Mt. Maquiling.;14.135833;121.19;Whitford, HN;Whitford, HN FB 19707 ;1;9;1912;nan;<NA>;<NA>;Botany;L.1768475;0;0;0;Whitford;;0;;;;0;0;0;L1768475;19707;littoralis;Whitford HN;<NA>
Uvaria sorzogonensis C.Presl;Uvaria;PH;Santa Cruz, Guinayangan, Quezon.;13.8971;122.454;Mendoza, DR;Mendoza, DR PNH 97779 ;24;6;1965;Mendoza, DR;1967-09-01T00:00:00;<NA>;Botany;L.1768680;0;0;0;Mendoza;;0;1;9;1967;0;0;0;L1768680;97779;littoralis;Mendoza DR;Mendoza DR
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;PH;Philippines, Mindanao, Davao Province, Coronon valley near Santa Cruz.;7.018304;126.092983;Unknown;Unknown ANU 1574 ;1;3;1964;Meade, CV;2000-07-01T00:00:00;<NA>;Botany;L.1770657;0;0;0;Unknown;;0;1;7;2000;0;0;0;L1770657;1574;grandiflora;Unknown;Meade CV
Annonaceae;<NA>;PH;Tungao So., San Mateo Bo., Butuan, Agusan Province, Mindanao;8.777222;125.571944;Mendoza, DR;Mendoza, DR PNH 42244 ;9;6;1961;nan;<NA>;<NA>;Botany;L.1768888;0;0;0;Mendoza;;0;;;;0;0;0;L1768888;42244;;Mendoza DR;<NA>
Uvaria L.;Uvaria;PH;Visayas, Iloilo, Maasin Falls, La Rido Hill, Lambunao, Iloilo.;11.05;122.466667;Reynoso, EJ;"Reynoso, EJ; et al. PPI 17947 ";24;7;1995;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1768246;0;0;0;Reynoso;;0;1;8;2000;0;0;0;L1768246;17947;;"Reynoso EJ; et al.";Kessler PJA
Sageraea Dalzell;Sageraea;PH;Luzon, Isabela, So. Kapuntian, Brgy. San Jose, San Mariano.;16.983333;122.033333;Barbon, EB;"Barbon, EB; et al. PPI 13095 ";10;7;1994;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1770332;0;0;0;Barbon;;0;1;8;2000;0;0;0;L1770332;13095;;"Barbon EB; et al.";Kessler PJA
Meiogyne Miq.;Meiogyne;PH;Philippines, Los Baños (Mt. Maquiling), Province of Laguna, Island of Luzon.;14.1789;121.2256;Elmer, ADE;Elmer, ADE  17834 ;1;6;1917;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;L.1768872;0;0;0;Elmer;;0;1;3;2014;0;0;0;L1768872;17834;;Elmer ADE;Johnson DM
Polyalthia suberosa (Roxb.) Thwaites;Polyalthia;PH;Philippines, Luzon, Province of Bataan, Mt. Mariveles, Lamao River.;14.5331;120.4667;Merrill, ED;Merrill, ED  3096 ;1;10;1903;nan;<NA>;<NA>;Botany;L.1768043;0;0;0;Merrill;;0;;;;0;0;0;L1768043;3096;suberosa;Merrill ED;<NA>
Uvaria alba Merr.;Uvaria;PH;Limay, Bataan Prov. Luzon.;14.561944;120.598333;Robinson, CB;Robinson, CB BS 6155 ;11;8;1908;nan;<NA>;<NA>;Botany;L.1770568;0;0;0;Robinson;;0;;;;0;0;0;L1770568;6155;alba;Robinson CB;<NA>
Polyalthia Blume;Polyalthia;PH;Luzon, Abra, Banglas River, Gangal, Municipality of Sallapadan.;17.466667;120.816667;Fuentes, RE;"Fuentes, RE; Rosa de la PPI 38664 ";20;11;1996;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1770011;0;0;0;Fuentes;;0;1;8;2000;0;0;0;L1770011;38664;;"Fuentes RE; Rosa de la";Kessler PJA
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;PH;E Samar, Guinmaayohan, Bolangige;11.225065;125.378659;Madulid, DA;"Madulid, DA; et al. PNH 118197 ";1;5;1971;nan;<NA>;<NA>;Botany;L.1770667;0;0;0;Madulid;;0;;;;0;0;0;L1770667;118197;grandiflora;"Madulid DA; et al.";<NA>
Polyalthia Blume;Polyalthia;PH;Palawan, Palawan, Irawan Forest, Puerto Princesa.;9.766667;118.683333;Romero, EM;"Romero, EM; et al. PPI 38438 ";27;8;1996;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1770030;0;0;0;Romero;;0;1;8;2000;0;0;0;L1770030;38438;;"Romero EM; et al.";Kessler PJA
Uvaria rufa (Dunal) Blume;Uvaria;PH;Philippines, Dumaguete (Cuernos Mts.), Province of Negros Oriental, Island of Negros.;9.3;123.3;Elmer, ADE;Elmer, ADE  10313 ;1;6;1908;nan;2002-05-22T00:00:00;<NA>;Botany;L.1768772;0;0;0;Elmer;;0;22;5;2002;0;0;0;L1768772;10313;rufa;Elmer ADE;<NA>
Polyalthia mindorensis Merr.;Polyalthia;PH;Pinamalayan, Mindoro;13.035555;121.488611;Ramos, M;Ramos, M BS 41081 ;1;6;1922;nan;<NA>;<NA>;Botany;L.1767140;0;0;0;Ramos;;0;;;;0;0;0;L1767140;41081;mindorensis;Ramos M;<NA>
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;PH;Philippines, Todaya ( Mt. Apo), District of Davao. Island of Mindanao.;6.9894;125.2697;Elmer, ADE;Elmer, ADE  10957 ;1;6;1909;nan;<NA>;<NA>;Botany;L.1770663;0;0;0;Elmer;;0;;;;0;0;0;L1770663;10957;grandiflora;Elmer ADE;<NA>
Polyalthia Blume;Polyalthia;PH;Luzon, Cagayan, Brgy. San Vicente, Palaui Island, Sta.Ana.;18.55;122.133333;Barbon, EB;"Barbon, EB; et al. PPI 18850 ";11;12;1995;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1770033;0;0;0;Barbon;;0;1;8;2000;0;0;0;L1770033;18850;;"Barbon EB; et al.";Kessler PJA
Uvaria grandiflora Roxb. ex Hornem.;Uvaria;PH;E Samar, Guinmaayohan, Bolangige;11.225065;125.378659;Madulid, DA;"Madulid, DA; et al. PNH 118197 ";1;5;1971;nan;<NA>;<NA>;Botany;L.1770668;0;0;0;Madulid;;0;;;;0;0;0;L1770668;118197;grandiflora;"Madulid DA; et al.";<NA>
Polyalthia Blume;Polyalthia;PH;Palawan, Palawan, Barangay Bundog, Municipality of Quezon.;9.033333;117.8;Pipoly, JJ;"Pipoly, JJ; et al. PPI 38186 ";21;8;1996;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1770031;0;0;0;Pipoly;;0;1;8;2000;0;0;0;L1770031;38186;;"Pipoly JJ; et al.";Kessler PJA
Annonaceae;<NA>;PH;Mindanao, Agusan del Sur, near Talacogon, bank and hillside by the Tutu-an Creek, by the Casilayan River;8.456111;125.784167;Podzorski, AC;Podzorski, AC  771 ;28;8;1981;nan;<NA>;<NA>;Botany;L.1768883;0;0;0;Podzorski;;0;;;;0;0;0;L1768883;771;;Podzorski AC;<NA>
Uvaria elliptifolia Merr.;Uvaria;PH;Philippines, Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;12.701388;124.038611;Elmer, ADE;Elmer, ADE  16039 ;1;5;1916;nan;<NA>;<NA>;Botany;L.1770457;0;0;0;Elmer;;0;;;;0;0;0;L1770457;16039;elliptifolia;Elmer ADE;<NA>
Uvaria sorzogonensis C.Presl;Uvaria;PH;Palawan: Bataraza Municip., Bgy Rio Tuba, Bulanjao Range, at Gamayon, on road Rio Tuba - Sumbiling.;8.616667;117.383333;Soejarto, DD;"Soejarto, DD; et al.  8556 ";24;6;1994;nan;<NA>;<NA>;Botany;L.1768685;0;0;0;Soejarto;;0;;;;0;0;0;L1768685;8556;littoralis;"Soejarto DD; et al.";<NA>
Polyalthia Blume;Polyalthia;PH;Luzon, Cagayan, Brgy. San Vicente, Palaui Island, Sta.Ana.;18.55;122.133333;Barbon, EB;"Barbon, EB; et al. PPI 18920 ";14;12;1995;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1770022;0;0;0;Barbon;;0;1;8;2000;0;0;0;L1770022;18920;;"Barbon EB; et al.";Kessler PJA
Uvaria L.;Uvaria;PH;Pulot, massin River 12km N Brooks Point;8.933333;118.016666;Ridsdale, CE;Ridsdale, CE  1037 ;24;10;1985;Kessler, PJA;1989-03-01T00:00:00;<NA>;Botany;L.1768194;0;0;0;Ridsdale;;0;1;3;1989;0;0;0;L1768194;1037;;Ridsdale CE;Kessler PJA
Polyalthia Blume;Polyalthia;PH;Quezon, Palawan;14.666667;121.5;Mendoza, DR;Mendoza, DR PNH 91569 ;9;10;1964;nan;<NA>;<NA>;Botany;L.1770009;0;0;0;Mendoza;;0;;;;0;0;0;L1770009;91569;;Mendoza DR;<NA>
Sageraea lanceolata Miq.;Sageraea;PH;Philippines. E. Samar, Bo Sta Rasa, Balangiga.;11.109722;125.3875;Madulid, DA;"Madulid, DA; et al. PNH 118435 ";1;5;1971;Heusden, ECH van;<NA>;<NA>;Botany;L.1770361;0;0;0;Madulid;;0;;;;0;0;0;L1770361;118435;lanceolata;"Madulid DA; et al.";Heusden ECH van
Uvaria goloensis Merr.;Uvaria;PH;Philippines, Golo.;13.653611;120.371944;Merrill, ED;Merrill, ED  11551 ;1;8;1922;nan;<NA>;<NA>;Botany;L.1770699;0;0;0;Merrill;;0;;;;0;0;0;L1770699;11551;goloensis;Merrill ED;<NA>
Polyalthia suberosa (Roxb.) Thwaites;Polyalthia;PH;Philippines, Luzon, Manila.;14.6042;120.9822;Merrill, ED;Merrill, ED  2016 ;1;4;1914;nan;<NA>;<NA>;Botany;L.1768044;0;0;0;Merrill;;0;;;;0;0;0;L1768044;2016;suberosa;Merrill ED;<NA>
Uvaria L.;Uvaria;PH;Luzon. Rizal. Sitio Dayapa. Brgy. Sampaloe. Tanay.;14.483667;121.268;Romero, EM;"Romero, EM; Chavez, R PPI 29418 ";16;12;1996;nan;<NA>;<NA>;Botany;L.1768224;0;0;0;Romero;;0;;;;0;0;0;L1768224;29418;;"Romero EM; Chavez R";<NA>
Uvaria L.;Uvaria;PH;Claveria, Brgy. Kilkiling, Taggat Watershed Area;18.6;121.033333;Garcia, HG;"Garcia, HG; Fuentes, RE; Romero, EM PPI 18302 ";3;8;1995;Kessler, PJA;2000-10-01T00:00:00;<NA>;Botany;L.1768256;0;0;0;Garcia;;0;1;10;2000;0;0;0;L1768256;18302;;"Garcia HG; Fuentes RE; Romero EM";Kessler PJA
Polyalthia Blume;Polyalthia;PH;Palawan, Palawan, Municipality of Quezon, Brgy Bundog near Sumindap river.;9.033333;117.8;Pipoly, JJ;"Pipoly, JJ; Romero, EM; et al. PPI 38100 ";21;8;1996;Kessler, PJA;2000-08-01T00:00:00;<NA>;Botany;L.1770034;0;0;0;Pipoly;;0;1;8;2000;0;0;0;L1770034;38100;;"Pipoly JJ; Romero EM; et al.";Kessler PJA
Sageraea lanceolata Miq.;Sageraea;PH;Philippines. Jamindan,  Capiz Province, Panay.;11.416667;122.5;Ramos, M;"Ramos, M; Edaño, GE BS 31045 ";1;4;1918;Heusden, ECH van;<NA>;<NA>;Botany;L.1770360;0;0;0;Ramos;;0;;;;0;0;0;L1770360;31045;lanceolata;"Ramos M; Edaño GE";Heusden ECH van
Uvaria micrantha (A.DC.) Hook.f. & Thomson;Uvaria;PH;"Philippines, Palawan: Municipality Puerto Princesa, Irawan river valley, base of Mt. Beaufort, Tatanarom9.51N; 118.37E";9.85;118.616667;Soejarto, DD;"Soejarto, DD; et al.  6407 ";4;4;1989;nan;<NA>;<NA>;Botany;L.1768562;0;0;0;Soejarto;;0;;;;0;0;0;L1768562;6407;micrantha;"Soejarto DD; et al.";<NA>
