scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;huh_name;geo_col;wiki_url;barcode;colnum;specific_epithet;orig_recby;orig_detby
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Southern part of the reserves, Alas River valleu, near the mouth of the Bengkong/river, c. 50 km S. of Kutcane.;3.0;97.833333;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  18881 ";18;7;1979;nan;<NA>;<NA>;Botany;L.1760987;0;0;0;Wilde;;0;;;;0;0;0;0;0;0;L1760987;18881;glauca;"Wilde WJJO de; Wilde-Duyfjes BEE de";<NA>
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;Sibual-buali via Bulumario, Sipirok, S. Sumatra;1.616667;99.266667;Afriastini, JJ;Afriastini, JJ  2503 ;24;5;1993;nan;<NA>;<NA>;Botany;L.1758187;0;0;0;Afriastini;;0;;;;0;0;0;0;0;0;L1758187;2503;cauliflora;Afriastini JJ;<NA>
Mezzettia parviflora Becc.;Mezzettia;ID;Ternate, Tidore en Batjan, A. Kasina, Eil. Obi;-0.636562;127.371968;Haan, GAL de;Haan, GAL de bb 23803 ;11;11;1937;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1761703;0;0;0;Haan;;0;1;6;1989;0;0;0;0;0;0;L1761703;23803;parviflora;Haan GAL de;Kessler PJA
Artabotrys R.Br.;Artabotrys;ID;"Gunung Leuser Nature Reserve, Atjeh, North Sumatra, Climbing Gunung Bandahara; c. 8 km NE of kampung Seldok (Alas Valley), c. 25 km N of Kutatjane.";4.410556;97.670833;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  15119 ";20;2;1975;nan;<NA>;<NA>;Botany;L.1760130;0;0;0;Wilde;;0;;;;0;0;0;0;0;0;L1760130;15119;;"Wilde WJJO de; Wilde-Duyfjes BEE de";<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kalimantan, Semoi road Km 2 from Wanariset Samboja.;-1.033333;117.033333;Arbainsyah;"Arbainsyah; et al. AA 2012 ";24;9;1996;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759158;0;0;0;Arbainsyah;;0;1;10;2011;0;0;0;0;0;0;L1759158;2012;pisocarpa;"Arbainsyah; et al.";Ganesan SK
Popowia pisocarpa (Blume) Endl.;Popowia;ID;"Indonesia, Borneo, C. Kalimantan. Plot 11. km 92 from Sangai (S. Mentaya), Kab. Kotawaringin Timur.1.29 S; 112.31 E; 50 m alt.";-1.483333;112.516667;Tuke, ID;Tuke, ID P 1111 ;1;11;1993;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759319;0;0;0;Tuke;;0;1;10;2011;0;0;0;0;0;0;L1759319;1111;pisocarpa;Tuke ID;Ganesan SK
Mezzettia parviflora Becc.;Mezzettia;ID;N. Moluccas, Obi Isl., W. part, Jikodolong.;-1.466667;127.5;Vogel, EF de;Vogel, EF de  4300 ;25;11;1974;Kessler, PJA;1989-06-01T00:00:00;<NA>;Botany;L.1761699;0;0;0;Vogel;;0;1;6;1989;0;0;0;0;0;0;L1761699;4300;parviflora;Vogel EF de;Kessler PJA
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Archipel. Ind. Sumatra, Lampong helling G. Raté Berenong.;-5.51338;105.09337;Iboet;Iboet 1921/ 231 ;26;11;1921;Hildebrand, FHG;1965-04-01T00:00:00;<NA>;Botany;L.1759367;0;0;0;Iboet;;0;1;4;1965;0;0;0;0;0;0;L1759367;1921;pisocarpa;Iboet;Hildebrand FHG
Monoon lateriflorum (Blume) Miq.;Polyalthia;ID;Molukken, Tanimber-eilanden, Otimmer;-7.583333;131.4;Buwalda, P;Buwalda, P bb 24237 ;14;3;1938;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1759878;0;0;0;Buwalda;;0;1;8;2017;0;0;0;0;0;0;L1759878;24237;lateriflora;Buwalda P;Nurmawati S
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Indonesia, Kalimantan Selatan, Tabalong distr., near Tanjung, PT Aya Yayang logging concession, near plot 1;-1.7;115.483333;Kessler, PJA;"Kessler, PJA; Arifin, Z  2763 ";24;2;2000;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759198;0;0;0;Kessler;;0;1;10;2011;0;0;0;0;0;0;L1759198;2763;pisocarpa;"Kessler PJA; Arifin Z";Ganesan SK
Mitrella Miq.;Mitrella;ID;Borneo, Batu Badinding, KTC km 47.;-1.25;112.833333;Veldkamp, JF;Veldkamp, JF  8470 ;2;2;1983;Kessler, PJA;2002-05-01T00:00:00;<NA>;Botany;L.1757590;0;0;0;Veldkamp;;0;1;5;2002;0;0;0;0;0;0;L1757590;8470;;Veldkamp JF;Kessler PJA
Phaeanthus splendens Miq.;Phaeanthus;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  134 ;4;4;1978;Mols, JB;<NA>;<NA>;Botany;L.1758658;0;0;0;Leighton;;0;;;;0;0;0;0;0;0;L1758658;134;splendens;Leighton M;Mols JB
Artabotrys trichopetalus Merr.;Artabotrys;ID;Sulawesi Selatan, N. shore of Lake Matano, Bonemaitu.;-2.333333;121.45;Vogel, EF de;Vogel, EF de  6252 ;14;7;1979;nan;<NA>;<NA>;Botany;L.1760049;0;0;0;Vogel;;0;;;;0;0;0;0;0;0;L1760049;6252;hirtipes;Vogel EF de;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kalimantan, P.T. ITCI concession, jalan 5824.;-0.866667;116.35;Slik, JWF;"Slik, JWF; et al.  26 ";23;11;1998;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759341;0;0;0;Slik;;0;1;10;2011;0;0;0;0;0;0;L1759341;26;pisocarpa;"Slik JWF; et al.";Ganesan SK
Polyalthia Blume;Polyalthia;ID;"Archipel. Ind.: Nw. Guinea; Misool. Sorong. Fakal. bank of Kasim river.";-1.866667;130.166667;Pleyte, DR;Pleyte, DR 1948/ 859 ;15;9;1948;nan;<NA>;<NA>;Botany;L.1759824;0;0;0;Pleyte;;0;;;;0;0;0;0;0;0;L1759824;1948;;Pleyte DR;<NA>
Popowia beccarii Scheff.;Popowia;ID;Sidai, 65km west of Manokwari, Div. West N. Guinea;-0.721791;133.578255;Koster, C;Koster, C BW(Ind.) 4402 ;21;9;1957;Moeljono, S;2002-10-12T00:00:00;<NA>;Botany;L.1759554;0;0;0;Koster;;0;12;10;2002;0;0;0;0;0;0;L1759554;4402;beccarii;Koster C;Moeljono S
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;"Archipel. Ind.: Nw. Guinea; sub. distr. Manokwari Warnapi (15 km north of Ransiki).";-1.133333;134.916667;Kostermans, AJGH;Kostermans, AJGH  451 a;25;9;1948;nan;<NA>;<NA>;Botany;L.1761177;0;0;0;Kostermans;a;0;;;;0;0;0;0;0;0;L1761177;451;glauca;Kostermans AJGH;<NA>
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;"borneo; Kutei, River Tiram";-0.783333;117.2;Schut, HW;Schut, HW K 23 ;24;2;1954;nan;<NA>;<NA>;Botany;L.1761240;0;0;0;Schut;;0;;;;0;0;0;0;0;0;L1761240;23;glauca;Schut HW;<NA>
Polyalthia Blume;Polyalthia;ID;Kebar Valley, Div. West N. Guinea.;-0.8474;133.1457;Koster, C;Koster, C BW(Ind.) 7159 ;22;10;1958;nan;<NA>;<NA>;Botany;L.1759719;0;0;0;Koster;;0;;;;0;0;0;0;0;0;L1759719;7159;;Koster C;<NA>
Desmos chinensis Lour.;Desmos;ID;Archip. Ind. Madoera. Bangkalan bij Djadih-barat.;-7.0455;112.7351;Bremekamp, CEB;Bremekamp, CEB  s.n. ;8;5;1917;Steenis, CGGJ van;<NA>;<NA>;Botany;L.1760376;0;0;0;Bremekamp;;0;;;;0;0;0;0;0;0;L1760376;nan;chinensis;Bremekamp CEB;Steenis CGGJ van
Popowia odoardi Diels;Popowia;ID;"Indonesia, Kalimantan, headwaters of S. Kahayan; 5 km NW of Tumbang Sian logging camp; Sikatan Wana Raya logging concession.";-0.583333;113.416667;Burley, JS;"Burley, JS; et al.  748 ";21;4;1988;Moeljono, S;2002-10-12T00:00:00;<NA>;Botany;L.1759413;0;0;0;Burley;;0;12;10;2002;0;0;0;0;0;0;L1759413;748;odoardi;"Burley JS; et al.";Moeljono S
Desmos teysmannii (Boerl.) Merr.;Desmos;ID;"N Borneo; Commisi Kap. Genderen Stort. Pembliangan";4.0;117.05;Amdjah;Amdjah 1912/ 878 ;1;11;1912;Turner, IM;2010-03-02T00:00:00;<NA>;Botany;L.1760657;0;0;0;Amdjah;;0;2;3;2010;0;0;0;0;0;0;L1760657;1912;acutus;Amdjah;Turner IM
Polyalthia amischocarpa I.M.Turner;Polyalthia;ID;West Kalimantan, Bukit Baka forest research area.;-0.633333;112.283333;Sidiyasa, K;Sidiyasa, K  1000 ;16;2;1992;Turner, IM;2010-10-01T00:00:00;<NA>;Botany;L.1758517;0;0;0;Sidiyasa;;0;1;10;2010;0;0;0;0;0;0;L1758517;1000;amischocarpa;Sidiyasa K;Turner IM
Popowia odoardi Diels;Popowia;ID;Upper Samba river, 60-80 km NNW of Tumbang Samba.;-0.833333;112.833333;Mogea, JP;Mogea, JP  3596 ;23;11;1982;Moeljono, S;2002-10-12T00:00:00;<NA>;Botany;L.1759489;0;0;0;Mogea;;0;12;10;2002;0;0;0;0;0;0;L1759489;3596;odoardi;Mogea JP;Moeljono S
Artabotrys R.Br.;Artabotrys;ID;Palembang, Praitorius.;-2.916667;104.75;Praetorius, CFE;Praetorius, CFE  s.n. ;;;;nan;<NA>;<NA>;Botany;L.1760128;0;0;0;Praetorius;;0;;;;0;0;0;0;0;0;L1760128;nan;;Praetorius CFE;<NA>
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;ID;"Indonesia, Borneo, Kalimantan Tengah, km. 92 from Sangai (S. Mentaya), Kab. Kotawaringin Timur.1.29 S; 112.31 E; 50 m. alt.";-1.483333;112.516667;Tuke, ID;Tuke, ID P 13513 ;1;11;1993;nan;<NA>;<NA>;Botany;L.1758325;0;0;0;Tuke;;0;;;;0;0;0;0;0;0;L1758325;13513;cauliflora;Tuke ID;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Waoboe, Napan District.;-3.25147;134.86655;Satake, Y;Satake, Y  973 ;17;4;1943;nan;<NA>;<NA>;Botany;L.1761437;0;0;0;Satake;;0;;;;0;0;0;0;0;0;L1761437;973;;Satake Y;<NA>
Phaeanthus nutans Hook.f. & Thomson;Phaeanthus;ID;Hochankola, Waldregion.;2.85;98.266667;Junghuhn, FW;Junghuhn, FW  s.n. ;1;1;1800;Mols, JB;<NA>;<NA>;Botany;L.1758672;0;0;0;Junghuhn;;0;;;;0;0;0;0;0;0;L1758672;nan;ophthalmicus;Junghuhn FW;Mols JB
Desmos chinensis Lour.;Desmos;ID;Java, Batavia;-6.174444;106.829444;Backer, CA;Backer, CA  s.n. ;1;11;1903;nan;<NA>;<NA>;Botany;L.1760361;0;0;0;Backer;;0;;;;0;0;0;0;0;0;L1760361;nan;chinensis;Backer CA;<NA>
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Wariki (c. 50 km west of Manokwari) Div. West N. Guinea.;-0.833333;133.5;Koster, C;Koster, C BW(Ind.) 6985 ;7;8;1958;nan;<NA>;<NA>;Botany;L.1761158;0;0;0;Koster;;0;;;;0;0;0;0;0;0;L1761158;6985;glauca;Koster C;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;"Indonesia, Borneo, W. Kalimantan, Sintang. Bukit Baka National Park. Panjung butung, 250 m north of camp down Sungai Ella; along bank and near environs.0.38 S; 112.17 E; 315 m alt.";-0.633333;112.283333;Church, AC;"Church, AC; et al.  100 ";15;10;1993;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759300;0;0;0;Church;;0;1;10;2011;0;0;0;0;0;0;L1759300;100;pisocarpa;"Church AC; et al.";Ganesan SK
Mitrephora glabra Scheff.;Mitrephora;ID;"Indonesia, Borneo, Kalimantan Tengah, Km. 92 from Sangai, S Mentaya 0.5 km from Pondok, c. 1.29 S;112.31 E.";-1.483333;112.516667;Wilkie, P;Wilkie, P  93342 ;20;7;1993;nan;<NA>;<NA>;Botany;L.1757375;0;0;0;Wilkie;;0;;;;0;0;0;0;0;0;L1757375;93342;glabra;Wilkie P;<NA>
Popowia beccarii Scheff.;Popowia;ID;W Irian, Polima I, limestone hills E of Sukarnapura (=Hollandia);-2.5267;140.7143;Kostermans, AJGH;"Kostermans, AJGH; Soegeng-Reksodihardjo, W  333 ";13;8;1966;Moeljono, S;2002-10-12T00:00:00;<NA>;Botany;L.1759552;0;0;0;Kostermans;;0;12;10;2002;0;0;0;0;0;0;L1759552;333;beccarii;"Kostermans AJGH; Soegeng-Reksodihardjo W";Moeljono S
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Borneo, Sg. Wain near Balikpapan.;-1.205555;116.811111;Kostermans, AJGH;Kostermans, AJGH  4029 ;25;8;1950;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759268;0;0;0;Kostermans;;0;1;10;2011;0;0;0;0;0;0;L1759268;4029;pisocarpa;Kostermans AJGH;Ganesan SK
Polyalthia Blume;Polyalthia;ID;"Indonesia, Aru islands, Pulau Maikor, Lorang6.16 S; 134.16 E; 10 m alt.";-6.266667;134.266667;Balgooy, MMJ van;Balgooy, MMJ van  6885 ;7;11;1994;Kessler, PJA;1997-06-01T00:00:00;<NA>;Botany;L.1759822;0;0;0;Balgooy;;0;1;6;1997;0;0;0;0;0;0;L1759822;6885;;Balgooy MMJ van;Kessler PJA
Phaeanthus splendens Miq.;Phaeanthus;ID;"Malesia, Indonesia, Kalimantan Timur, Sepaku Area, PT. ITCI, Kenangan, Balikpapan, c. 1.03 S; 116.21 E.";-1.05;116.35;Sidiyasa, K;Sidiyasa, K  485 ;10;11;1990;Mols, JB;<NA>;<NA>;Botany;L.1758622;0;0;0;Sidiyasa;;0;;;;0;0;0;0;0;0;L1758622;485;splendens;Sidiyasa K;Mols JB
Platymitra macrocarpa Boerl.;Platymitra;ID;Archipel. Ind. Java. Preanger, Pelaboenratoe.;-6.9875;106.551389;Koorders, SH;Koorders, SH  12354 ;10;5;1893;Kessler, PJA;1988-04-01T00:00:00;<NA>;Botany;L.1758564;0;0;0;Koorders;;0;1;4;1988;0;0;0;0;0;0;L1758564;12354;macrocarpa;Koorders SH;Kessler PJA
Polyalthia Blume;Polyalthia;ID;Warmare valley, c.20km SW. of Manokwari.;-0.983333;133.906433;Kokkelink, MC;Kokkelink, MC BW(Ind.) 15561 ;21;6;1962;nan;<NA>;<NA>;Botany;L.1759777;0;0;0;Kokkelink;;0;;;;0;0;0;0;0;0;L1759777;15561;;Kokkelink MC;<NA>
Monoon elongatum (Merr.) B.Xue & R.M.K.Saunders;Polyalthia;ID;Indonesia, Borneo, Kalimantan Timur, Berau, P.T. Inhutani I logging area, near km 28, plot 9;1.75;117.5;Arifin, Z;Arifin, Z Berau 1406 ;17;10;1998;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1760871;0;0;0;Arifin;;0;1;8;2017;0;0;0;0;0;0;L1760871;1406;elongata;Arifin Z;Nurmawati S
Popowia hirta Miq.;Popowia;ID;East Kalimantan, Sungai Wain P.F.;-1.090517;116.8222;Slik, JWF;Slik, JWF SWPRI/ 449 ;14;12;2004;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759450;0;0;0;Slik;;0;1;10;2011;0;0;0;0;0;0;L1759450;449;hirta;Slik JWF;Ganesan SK
Mitrephora ferruginea Boerl. ex Koord.;Mitrephora;ID;"Indonesia, Celebes, Sulawesi Utera, Bolaang Mongondow, Dumoga Bone National Park, Toraut Dam, c. 0.34 N; 123.54 E.";0.566667;123.9;Vogel, EF de;"Vogel, EF de; Vermeulen, JJ  6512 ";14;3;1985;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1757433;0;0;0;Vogel;;0;1;3;2001;0;0;0;0;0;0;L1757433;6512;ferruginea;"Vogel EF de; Vermeulen JJ";Weerasooriya AD
Desmos chinensis Lour.;Desmos;ID;Java, Santiang;-6.709444;107.456389;Unknown;Unknown  s.n. ;;;;nan;<NA>;<NA>;Botany;L.1760380;0;0;0;Unknown;;0;;;;0;0;0;0;0;0;L1760380;nan;chinensis;Unknown;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kutai Reserve, vicinity of Sengat and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  320 ;13;10;1978;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759269;0;0;0;Leighton;;0;1;10;2011;0;0;0;0;0;0;L1759269;320;pisocarpa;Leighton M;Ganesan SK
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;Djaro Dam, c. 10km NE of Muara Uja, Kalimantan Selatan, Borneo;-1.833333;115.666667;Vogel, EF de;Vogel, EF de  2133 ;10;11;1972;nan;<NA>;<NA>;Botany;L.1756596;0;0;0;Vogel;;0;;;;0;0;0;0;0;0;L1756596;2133;sumatrana;Vogel EF de;<NA>
Mitrephora maingayi Hook.f. & Thomson;Mitrephora;ID;Indonesia. Gunung Leuser Nature Reserve, c.75 Km. WNW of Medan. Besitang River.;3.916667;98.083333;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19588 ";8;8;1979;Weerasooriya, AD;2001-03-01T00:00:00;<NA>;Botany;L.1757200;0;0;0;Wilde;;0;1;3;2001;0;0;0;0;0;0;L1757200;19588;teysmannii;"Wilde WJJO de; Wilde-Duyfjes BEE de";Weerasooriya AD
Platymitra macrocarpa Boerl.;Platymitra;ID;S.W. Java, Lower slope of Mt. Hondje near Tamandjaja.;-6.716667;105.566667;Kostermans, AJGH;Kostermans, AJGH  19372 ;3;1;1962;Kessler, PJA;1988-04-01T00:00:00;<NA>;Botany;L.1758558;0;0;0;Kostermans;;0;1;4;1988;0;0;0;0;0;0;L1758558;19372;macrocarpa;Kostermans AJGH;Kessler PJA
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Borneo, Central Kutei, Balajan R. region;-0.221323;116.604279;Kostermans, AJGH;Kostermans, AJGH  10261 ;27;3;1955;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759177;0;0;0;Kostermans;;0;1;10;2011;0;0;0;0;0;0;L1759177;10261;pisocarpa;Kostermans AJGH;Ganesan SK
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;ID;Celebes, Minahassa;1.0;124.583333;Koorders, SH;Koorders, SH  16006 ;;;;nan;<NA>;<NA>;Botany;L.1761235;0;0;0;Koorders;;0;;;;0;0;0;0;0;0;L1761235;16006;glauca;Koorders SH;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Central Celebes, Tinombala, Mt. Toli-Toli;1.0392;120.8169;Ramlanto;"Ramlanto; Fanani, Z  618 ";5;3;1985;nan;<NA>;<NA>;Botany;L.1759085;0;0;0;Ramlanto;;0;;;;0;0;0;0;0;0;L1759085;618;pisocarpa;"Ramlanto; Fanani Z";"Ramlanto; Ondidi S"
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Indonesia, Borneo, W. Kalimantan, Gunung Palung nature reserve, c. 100 km S of Pontianak.;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy, MMJ van; Setten, AK van  5382 A";10;6;1986;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759261;0;0;0;Balgooy;A;0;1;10;2011;0;0;0;0;0;0;L1759261;5382;pisocarpa;"Balgooy MMJ van; Setten AK van";Ganesan SK
Polyalthia celebica Miq.;Polyalthia;ID;"Indonesia, Sulawesi, Sulawesi Utara, 220 km W. of Manado; 50 km inland from Pangi, on tributary of Sungai Ilanga.0.41 N; 123.40 E; 350-750 m. alt.";0.683333;123.666667;Burley, JS;"Burley, JS; et al.  3881 ";14;3;1990;nan;<NA>;<NA>;Botany;L.1758039;0;0;0;Burley;;0;;;;0;0;0;0;0;0;L1758039;3881;celebica;"Burley JS; et al.";<NA>
Popowia bancana Scheff.;Popowia;ID;SE Bangka, Lobok-besar;-2.6;106.55;Kostermans, AJGH;"Kostermans, AJGH; Anta  422 ";5;9;1949;Kostermans, AJGH;<NA>;<NA>;Botany;L.1759605;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1759605;422;bancana;"Kostermans AJGH; Anta";Kostermans AJGH
Ellipeia Hook.f. & Thomson;Uvaria;ID;Indonesia. Java, We? .i.. Kesegan, Grobogan, ... mmende heerta.;-7.016667;110.916667;Vogel, CNA de;Vogel, CNA de  38 ;14;11;1924;Meade, CV;2000-07-01T00:00:00;<NA>;Botany;L.1760796;0;0;0;Vogel;;0;1;7;2000;0;0;0;0;0;0;L1760796;38;;Vogel CNA de;Meade CV
Orophea celebica (Blume) Miq.;Orophea;ID;"Indonesia, North Sulawesi, c. 220km W of Manado; km 50 inland from Pangi on Sungai Ilanga";0.683333;123.666667;Burley, JS;"Burley, JS; et al.  3578 ";1;3;1990;nan;<NA>;<NA>;Botany;L.1757833;0;0;0;Burley;;0;;;;0;0;0;0;0;0;L1757833;3578;celebica;"Burley JS; et al.";<NA>
Mitrephora celebica Scheff.;Mitrephora;ID;Indonesia, Java, Kebun Raya Bogor.;-6.583333;106.783333;Kessler, PJA;Kessler, PJA IV.H.51/ 51 a;1;1;1999;nan;<NA>;<NA>;Botany;L.1757452;0;0;0;Kessler;a;0;;;;0;0;0;0;0;0;L1757452;51;celebica;Kessler PJA;<NA>
Popowia pisocarpa (Blume) Endl.;Popowia;ID;SO Borneo, Hayup;-1.957288;115.500314;Winkler, HJP;Winkler, HJP  2334 ;8;6;1908;Moeljono, S;2002-10-12T00:00:00;<NA>;Botany;L.1759137;0;0;0;Winkler;;0;12;10;2002;0;0;0;0;0;0;L1759137;2334;pisocarpa;Winkler HJP;Moeljono S
Artabotrys R.Br.;Artabotrys;ID;Vicinity of Aek Salabat, Asahan (northast of Tomoean Dolok, west of Contract Salabat);3.03;99.866667;Boeea, RS;Rahmat Si Boeea  9588 ;15;7;1936;nan;<NA>;<NA>;Botany;L.1760124;0;0;0;Rahmat;;0;;;;0;0;0;0;0;0;L1760124;9588;;Rahmat Si Boeea;<NA>
Popowia hirta Miq.;Popowia;ID;East Kalimantan, Berau district, km 2 along Labanan-Tanjung Redeb road.;2.091183;117.295617;Slik, JWF;Slik, JWF BE4/ 1097 ;2;5;1997;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759463;0;0;0;Slik;;0;1;10;2011;0;0;0;0;0;0;L1759463;4;hirta;Slik JWF;Ganesan SK
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Borneo, Sg. Wain region, N of Balikpapan;-1.205555;116.811111;Kostermans, AJGH;Kostermans, AJGH  4579 ;1;10;1950;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759327;0;0;0;Kostermans;;0;1;10;2011;0;0;0;0;0;0;L1759327;4579;pisocarpa;Kostermans AJGH;Ganesan SK
Polyalthia Blume;Polyalthia;ID;Archipel. Ind.: N. guinea, Manokwari.;-1.133333;134.916667;Kostermans, AJGH;Kostermans, AJGH bb 33555 ;10;9;1948;nan;<NA>;<NA>;Botany;L.1759795;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1759795;33555;;Kostermans AJGH;<NA>
Orophea trigyna Miq.;Orophea;ID;Archipel. Ind. Borneo. Liang gagang.;-3.533333;114.716667;Hallier, JG;Hallier, JG  3011 ;1;1;1893;Kessler, PJA;1985-08-01T00:00:00;<NA>;Botany;L.1759051;0;0;0;Hallier;;0;1;8;1985;0;0;0;0;0;0;L1759051;3011;trigyna;Hallier JG;Kessler PJA
Desmos chinensis Lour.;Desmos;ID;Java, Moenoeng;-7.4907;112.1631;Voogd, CNA de;Voogd, CNA de  37 ;1;2;1926;nan;<NA>;<NA>;Botany;L.1760358;0;0;0;Voogd;;0;;;;0;0;0;0;0;0;L1760358;37;chinensis;Voogd CNA de;<NA>
Monoon Miq.;Monoon;ID;Wondiwoi Mountains, Wandammen Peninsula;-2.727;134.5811;Schram, FAW;Schram, FAW BW(Ind.) 13456 ;14;3;1962;Nurmawati, S;2017-08-01T00:00:00;<NA>;Botany;L.1759839;0;0;0;Schram;;0;1;8;2017;0;0;0;0;0;0;L1759839;13456;;Schram FAW;Nurmawati S
Orophea Blume;Orophea;ID;East Borneo, Loa Haur region near Samarinda;-0.5;117.15;Kostermans, AJGH;Kostermans, AJGH  9511 ;27;5;1954;Kessler, PJA;1984-09-01T00:00:00;<NA>;Botany;L.1758975;0;0;0;Kostermans;;0;1;9;1984;0;0;0;0;0;0;L1758975;9511;;Kostermans AJGH;Kessler PJA
Popowia pisocarpa (Blume) Endl.;Popowia;ID;Indonesia, East Kalimantan, Sungai Tulus, base of Gunung Meratus.;-0.966667;116.333333;Kessler, PJA;"Kessler, PJA; et al.  2800 ";6;4;2000;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759199;0;0;0;Kessler;;0;1;10;2011;0;0;0;0;0;0;L1759199;2800;pisocarpa;"Kessler PJA; et al.";Ganesan SK
Artabotrys R.Br.;Artabotrys;ID;Gunung Leuser Nature Reserves, Atjeh, North Sumatra, Sikundur Forest Reserve, c. 75 km. WNW. of Medan. Besitang R., km. 14 to Aceh.;3.916667;98.083333;Wilde, WJJO de;"Wilde, WJJO de; Wilde-Duyfjes, BEE de  19436 ";5;8;1979;nan;<NA>;<NA>;Botany;L.1760137;0;0;0;Wilde;;0;;;;0;0;0;0;0;0;L1760137;19436;;"Wilde WJJO de; Wilde-Duyfjes BEE de";<NA>
Popowia alata S.K.Ganesan;Popowia;ID;Borneo, Kalteng. Samba. Sungai Samba.;-0.7;112.766667;Jarvie, JK;"Jarvie, JK; Ruskandi, A  6060 ";12;2;1995;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759593;0;0;0;Jarvie;;0;1;10;2011;0;0;0;0;0;0;L1759593;6060;alata;"Jarvie JK; Ruskandi A";Ganesan SK
Orophea Blume;Orophea;ID;Indonesia, East Kalimantan, ITCI-consession, PUP plot 1993/94.;-0.8;116.383333;Slik, JWF;Slik, JWF IT93/ 2890 ;13;1;2002;Kessler, PJA;2002-01-01T00:00:00;<NA>;Botany;L.1758872;0;0;0;Slik;;0;1;1;2002;0;0;0;0;0;0;L1758872;93;;Slik JWF;Kessler PJA
Popowia hirta Miq.;Popowia;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  136 ;4;4;1978;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759531;0;0;0;Leighton;;0;1;10;2011;0;0;0;0;0;0;L1759531;136;hirta;Leighton M;Ganesan SK
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;ID;East Indonesian Borneo, Berau, near Teluk Bajur;2.807177;116.875833;Kostermans, AJGH;Kostermans, AJGH  21560 ;2;11;1963;nan;<NA>;<NA>;Botany;L.1756906;0;0;0;Kostermans;;0;;;;0;0;0;0;0;0;L1756906;21560;sumatrana;Kostermans AJGH;<NA>
