scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;to_check
Orophea Blume;Orophea;ID;Mt. Tanggamus;-5.43333;104.683;Jacobs, M.;Collector Number: 8184;1;5;1968;<NA>;<NA>;BPBM;BISH;40959;0;0;0;Collector;;0;;;;0;0;0;BISH40959;8184;;Jacobs, M.;<NA>;<NA>
Cananga (DC.) Hook.f. & Thomson;Cananga;ID;"W Kalimantan, G. Bentuang area: 5 - 10 km N of Masa village; 150 km NE of Pont ianak, W Kalimantan province. Sasi River and environs";0.933333;100.433;Burley, J.S. Tukirin;Collector Number: 2987;28;6;1989;<NA>;<NA>;BPBM;BISH;632897;0;0;0;Collector;;0;;;;0;0;0;BISH632897;2987;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;"Kabaena; Kabaena, Gunung Sabampolulu, 1 km S-SE of Tangkeno";-5.26667;121.933;McDonald, J.A. Ismail;Collector Number: 3896;26;7;1993;McDonald, J.A.;1993-01-01T00:00:00;BPBM;BISH;638274;0;0;0;Collector;;0;1;1;1993;0;0;0;BISH638274;3896;;McDonald, J.A. Ismail;McDonald, J.A.;McDonald, J.A.
Annonaceae;<NA>;ID;"W. Kalimantan, G. Bentuang area: 5-10 km N of Masa Village; 150 Km NE of Pontianak, W. Kalimantan province. E side of G. Bentuang";0.933333;100.433;Burley, J.S. Tukirin;Collector Number: 3167;28;6;1989;<NA>;<NA>;BPBM;BISH;632696;0;0;0;Collector;;0;;;;0;0;0;BISH632696;3167;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Xylopia L.;Xylopia;ID;G. Bentuang, 5-10 km N of Masa, 150 km NE of Pontianak, Semanwang to Ngarisi rivers;0.866667;110.433;Burley, J.S.;Collector Number: 2393;9;6;1989;<NA>;<NA>;BPBM;BISH;615514;0;0;0;Collector;;0;;;;0;0;0;BISH615514;2393;;Burley, J.S. et al.;<NA>;<NA>
Polyalthia Blume;Polyalthia;ID;Borneo. W. Kalimantan. Serawai. S of Uut Labang 1 km;-0.601694;112.649;Church, A.C.;Collector Number: 2317;8;10;1995;<NA>;<NA>;BPBM;BISH;649667;0;0;0;Collector;;0;;;;0;0;0;BISH649667;2317;;Church, A.C. et al.;<NA>;<NA>
Uvaria L.;Uvaria;ID;"Borneo. C Kalimantan. Sintang. HPH Km 70, W of camp off main road; along new log road and surround environs towards Km 71";-0.864889;112.225;Church, A.C. Mahyar;Collector Number: 821;11;4;1994;<NA>;<NA>;BPBM;BISH;647992;0;0;0;Collector;;0;;;;0;0;0;BISH647992;821;;"Church, A.C. Mahyar; et al.";<NA>;<NA>
Uvaria L.;Uvaria;ID;Sumatra, Prov. Lampung, NW of Koita Agugn;-5.38333;104.417;Jacobs, M.;Collector Number: 8310;10;5;1968;<NA>;<NA>;BPBM;BISH;40937;0;0;0;Collector;;0;;;;0;0;0;BISH40937;8310;;Jacobs, M.;<NA>;<NA>
Annonaceae;<NA>;ID;Mt. Jaya, PT-Freeport Indonesia Concession Area, Ecological Plot 5 near Kuala Kencana;-4.4;136.833;Johns, R.J. Puradyatmika, P.;Collector Number: 8760;14;1;1998;<NA>;<NA>;BPBM;BISH;721633;0;0;0;Collector;;0;;;;0;0;0;BISH721633;8760;;"Johns, R.J. Puradyatmika, P.; Sadili, A.";<NA>;<NA>
Goniothalamus clemensii Bân;Goniothalamus;ID;"Borneo; W Kalimantan, Sint ang. Bukit Baka Nat'l Park. SW of camp, ridge and environs above Batu Bertanam";-0.616667;112.25;Church, A.C. Mahyar;Collector Number: 627;7;11;1993;<NA>;<NA>;BPBM;BISH;641562;0;0;0;Collector;;0;;;;0;0;0;BISH641562;627;clemensii;"Church, A.C. Mahyar; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;"E Kalimantan, Pujungan Distr. Kayan Mentarang Reserve: In Puak River Valley N of ""Batu Mayo"" Mt, ca. 8 km NW of Puak Village";2.66667;115.617;McDonald, J.A. Ismail;Collector Number: 3620;25;7;1992;J.A.McDonald;1993-01-01T00:00:00;BPBM;BISH;429488;0;0;0;Collector;;0;1;1;1993;0;0;0;BISH429488;3620;;McDonald, J.A. Ismail;J.A.McDonald;Donald
Xylopia L.;Xylopia;ID;Hungayono, 8 km NE of Desa Tulabolo;0.516667;123.3;Church, A.C. Ismail;Collector Number: 19;11;8;1991;<NA>;<NA>;BPBM;BISH;621166;0;0;0;Collector;;0;;;;0;0;0;BISH621166;19;;Church, A.C. Ismail;<NA>;<NA>
Phaeanthus macropodus (Miq.) Diels;Phaeanthus;ID;Kecamatan Manokwari. Arfak Mts., Mupi Dessa, trail from Mupi viallage to G. Humibou, near Sungai. Mupi ca 3 km upstream from Kali Umera, between Kali Ureda and the confluence of Kali Ngwes and S. Mupi;-1.1;134.017;Sands, M.J.S. Wally, E.;Collector Number: 6839;16;4;1995;<NA>;<NA>;BPBM;BISH;771967;0;0;0;Collector;;0;;;;0;0;0;BISH771967;6839;ophthalmicus;Sands, M.J.S. Wally, E.;<NA>;<NA>
Desmos chinensis Lour.;Desmos;ID;Gunung Sabampolulu, 1 km SSE of Tangkeno;-5.26667;121.933;McDonald, J.A. Ismail;Collector Number: 4164;6;8;1993;<NA>;<NA>;BPBM;BISH;637134;0;0;0;Collector;;0;;;;0;0;0;BISH637134;4164;chinensis;McDonald, J.A. Ismail;<NA>;<NA>
Polyalthia Blume;Polyalthia;ID;"W Kalimantan, G. Bentuang area - 5-10 km N of Masa village; 150 km NE of Pontianak, W. Kalimantan province - E of upper sungai Sembawang";0.866667;110.433;Burley, J.S. Tukirin;Collector Number: 2744;21;6;1989;<NA>;<NA>;BPBM;BISH;632735;0;0;0;Collector;;0;;;;0;0;0;BISH632735;2744;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Polyalthia Blume;Polyalthia;ID;Sarmi, Coastal plain, 1-3 Km N of Sewan on the Waske River;-2.06667;138.767;McDonald, J.A. Ismail;Collector Number: 3757;31;5;1993;McDonald, J.A.;1993-01-01T00:00:00;BPBM;BISH;641809;0;0;0;Collector;;0;1;1;1993;0;0;0;BISH641809;3757;;McDonald, J.A. Ismail;McDonald, J.A.;McDonald, J.A.
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;~40 km E of Masohi, Wae Ruatan, Wae Ruwata catchment areas;-3.18333;129.25;Burley, J.S. Tukirin;Collector Number: 4341;4;12;1990;<NA>;<NA>;BPBM;BISH;612999;0;0;0;Collector;;0;;;;0;0;0;BISH612999;4341;rumphii;"Burley, J.S. Tukirin; Ismail";<NA>;<NA>
Polyalthia Blume;Polyalthia;ID;"Borneo; W. Kalimantan, Sintang. Bukit Baka Nat'l Park. N of camp along ridge of lower Bukit Simat";-0.616667;112.25;Church, A.C.;Collector Number: 436;30;10;1993;<NA>;<NA>;BPBM;BISH;640820;0;0;0;Collector;;0;;;;0;0;0;BISH640820;436;;Church, A.C. et al.;<NA>;<NA>
Popowia fusca King;Popowia;ID;"Kalimantan: Headwaters of S Kahayan; 5 km NE of Haruwu village, W side of Nyoohay tributary of S Miri";-0.466667;113.733;Burley, J.S. Tukirin;Collector Number: 452;27;3;1988;<NA>;<NA>;BPBM;BISH;599883;0;0;0;Collector;;0;;;;0;0;0;BISH599883;452;fusca;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Orophea Blume;Orophea;ID;NW of Kota Agung;-5.38333;104.417;Jacobs, M.;Collector Number: 8289;9;5;1968;<NA>;<NA>;BPBM;BISH;41610;0;0;0;Collector;;0;;;;0;0;0;BISH41610;8289;;Jacobs, M.;<NA>;<NA>
Xylopia L.;Xylopia;PG;Ingembit, Kiunga;-5.63333;141.0;Ridsdale, C.E. Galore, M.;Collector Number: NGF 33347;4;8;1967;<NA>;<NA>;BPBM;BISH;19740;0;0;0;Collector;;0;;;;0;0;0;BISH19740;33347;;Ridsdale, C.E. Galore, M.;<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Borneo. Kalteng. Sama. 1994-1995 cutting blocks of PT Handiyani;0.722917;112.844;Jarvie, J.K. Ruskandi, A.;Collector Number: 5433;27;1;1995;<NA>;<NA>;BPBM;BISH;648609;0;0;0;Collector;;0;;;;0;0;0;BISH648609;5433;;Jarvie, J.K. Ruskandi, A.;<NA>;<NA>
Annonaceae;<NA>;ID;"G. Bentauang area; 5-10 km N of Masa Village; 150 km NE of Pontianak, W. Kalimantan Province. Sungai Sasi and enveirons";0.866667;100.433;Burley, J.S. Tukirin;Collector Number: 2971;3;7;1989;<NA>;<NA>;BPBM;BISH;632927;0;0;0;Collector;;0;;;;0;0;0;BISH632927;2971;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Pseuduvaria Miq.;Pseuduvaria;ID;N Celebes, Bolaan Mongondo, between Pinogaluman and Pindol.;0.766667;123.967;de Vogel, E.F.;Collector Number: 2571;20;10;1973;<NA>;<NA>;BPBM;BISH;575570;0;0;0;Collector;;0;;;;0;0;0;BISH575570;2571;;de Vogel, E.F.;<NA>;<NA>
Uvaria L.;Uvaria;ID;Kecamatan Kebar, track to the S of Sungai Apni leading to Kampong Akmuri, running in a SW direction from Kampong Anjai, near Kampong Anjai;-0.816667;133.017;Sands, M.J.S. Jitmau, M.;Collector Number: 6580;12;5;1994;<NA>;<NA>;BPBM;BISH;736531;0;0;0;Collector;;0;;;;0;0;0;BISH736531;6580;;Sands, M.J.S. Jitmau, M.;<NA>;<NA>
Polyalthia Blume;Polyalthia;ID;Sarmi, Coastal plain, 1-3 Km N of Sewan on the Waske River;-2.06667;138.767;McDonald, J.A. Ismail;Collector Number: 3780;2;6;1993;McDonald, J.A.;1993-01-01T00:00:00;BPBM;BISH;643084;0;0;0;Collector;;0;1;1;1993;0;0;0;BISH643084;3780;;McDonald, J.A. Ismail;McDonald, J.A.;McDonald, J.A.
Popowia Endl.;Popowia;ID;Borneo. W Kalimantan. Serawai. 8 Km NE of Desa Jelundung. Batu Lintang. 1 km S of Camp along ridge;-0.516083;112.602;Church, A.C. Mahyar;Collector Number: 1445;24;1;1995;<NA>;<NA>;BPBM;BISH;658730;0;0;0;Collector;;0;;;;0;0;0;BISH658730;1445;;"Church, A.C. Mahyar; et al.";<NA>;<NA>
Artabotrys R.Br.;Artabotrys;ID;"W Kalimantan Province, G. Bentuang area; 5 - 10 km N of Masa village, 150 km NE of Pontianak";0.866667;110.433;Burley, J.S. Tukirin;Collector Number: 2713;20;6;1989;<NA>;<NA>;BPBM;BISH;616114;0;0;0;Collector;;0;;;;0;0;0;BISH616114;2713;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;"W. Kalimantan, G. Bentuang area: 5-10 km N of Masa Village; 150 Km NE of Pontianak, W. Kalimantan Province. Ridge SW of G. Bentuang";0.933333;100.433;Burley, J.S. Tukirin;Collector Number: 3321;1;6;1989;<NA>;<NA>;BPBM;BISH;632928;0;0;0;Collector;;0;;;;0;0;0;BISH632928;3321;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;ID;NW of Kota Agung;-5.38333;104.417;Jacobs, M.;Collector Number: 8486;18;5;1968;<NA>;<NA>;BPBM;BISH;11593;0;0;0;Collector;;0;;;;0;0;0;BISH11593;8486;;Jacobs, M.;<NA>;<NA>
Xylopia L.;Xylopia;ID;C. Kalimantan, Sintang, HPH Km 68-70;-0.865;112.225;Church, A.C.;Collector Number: 960;16;4;1994;<NA>;<NA>;BPBM;BISH;650894;0;0;0;Collector;;0;;;;0;0;0;BISH650894;960;;Church, A.C. et al.;<NA>;<NA>
Sageraea Dalzell;Sageraea;ID;Borneo. W Kalimantan. Serawai. 5km E of Uut Labang;-0.601694;112.649;Church, A.C. Ismail;Collector Number: 2413;11;10;1995;<NA>;<NA>;BPBM;BISH;650136;0;0;0;Collector;;0;;;;0;0;0;BISH650136;2413;;"Church, A.C. Ismail; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;Mt. Jaya, PT-Freeport Indonesia Concession Area, Kuala Kencana, Rimba Irian GC;-4.4;136.867;Johns, R.J.;Collector Number: 9852;12;3;1998;<NA>;<NA>;BPBM;BISH;721592;0;0;0;Collector;;0;;;;0;0;0;BISH721592;9852;;Johns, R.J. et al.;<NA>;<NA>
Annonaceae;<NA>;ID;"G. Bentuang area; 5-10 km. N of Masa Village; 150 km NE of Pontianak, W. Kalimantan Province. Bukit Sembawang";0.866667;100.433;Burley, J.S. Tukirin;Collector Number: 2592;13;6;1989;<NA>;<NA>;BPBM;BISH;629348;0;0;0;Collector;;0;;;;0;0;0;BISH629348;2592;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;W Java, Unjug Kulon Reserve: Summit of Gunung Cibinua (Puncak Cibinua), 5 km E of Taman Jaya;-6.8;105.5;McDonald, J.A. Afriastini;Collector Number: 3382;19;5;1992;McDonald, J.A.;1992-01-01T00:00:00;BPBM;BISH;630451;0;0;0;Collector;;0;1;1;1992;0;0;0;BISH630451;3382;;McDonald, J.A. Afriastini;McDonald, J.A.;McDonald, J.A.
Polyalthia lateriflora King, 1892;Polyalthia;ID;N Celebes, Bolaan Mongondo, between Pinogaluman and Pindol;0.766667;123.967;de Vogel, E.F.;Collector Number: 2592;22;10;1973;<NA>;<NA>;BPBM;BISH;573484;0;0;0;Collector;;0;;;;0;0;0;BISH573484;2592;lateriflora;de Vogel, E.F.;<NA>;<NA>
Cananga (DC.) Hook.f. & Thomson;Cananga;ID;"W Kalimantan, G. Bentuang area: 5 - 10 km N of Masa village; 150 km NE of Pontianak, W Kalimantan province, Sasi River and environs";0.933333;100.433;Burley, J.S. Tukirin;Collector Number: 1987;28;6;1989;<NA>;<NA>;BPBM;BISH;736477;0;0;0;Collector;;0;;;;0;0;0;BISH736477;1987;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Oxymitra biglandulosa (Blume) Scheff.;Friesodielsia;ID;West Java, Ujung Kulon Reserve: Gunung Cibinua, base camp 3 km E of Taman Jaya. Taman Jaya River watershed;-6.8;105.5;McDonald, J.A. Afriastini;Collector Number: 3346;12;5;1992;McDonald, J.A.;1992-01-01T00:00:00;BPBM;BISH;630439;0;0;0;Collector;;0;1;1;1992;0;0;0;BISH630439;3346;biglandulosa;McDonald, J.A. Afriastini;McDonald, J.A.;McDonald, J.A.
Meiogyne Miq.;Meiogyne;ID;"Borneo. C. Kalimantan. Sintang. HPH Km 71-73; SW of camp off main (new) logging road and surrounding cutting blocks";-0.864889;112.225;Church, A.C.;Collector Number: 855;12;4;1994;<NA>;<NA>;BPBM;BISH;648286;0;0;0;Collector;;0;;;;0;0;0;BISH648286;855;;Church, A.C. et al.;<NA>;<NA>
Orophea Blume;Orophea;ID;Mt. Tanggamus;-5.43333;104.683;Jacobs, M.;Collector Number: 8045;25;4;1968;<NA>;<NA>;BPBM;BISH;40873;0;0;0;Collector;;0;;;;0;0;0;BISH40873;8045;;Jacobs, M.;<NA>;<NA>
Annonaceae;<NA>;ID;Mt. Jaya, PT-Freeport Indonesia Concession Area, Kuala Kencana, river crossing near river bank;-4.4;136.867;Dransfield, J.;Collector Number: 7692;19;2;1998;<NA>;<NA>;BPBM;BISH;721636;0;0;0;Collector;;0;;;;0;0;0;BISH721636;7692;;Dransfield, J. et al.;<NA>;<NA>
Oxymitra (Blume) Hook.f. & Thomson;Friesodielsia;ID;Borneo W. Kalimantan, Serawai. 1 km NE of Nanga Jelundung;-0.495417;112.534;Church, A.C. Ismail;Collector Number: 2701;26;10;1995;<NA>;<NA>;BPBM;BISH;653999;0;0;0;Collector;;0;;;;0;0;0;BISH653999;2701;;"Church, A.C. Ismail; et al.";<NA>;<NA>
Meiogyne Miq.;Meiogyne;ID;Mt. Jaya, PT-Freeport Indonesia Concession Area, Kuala Kencana, Rimba Irian GC;-4.4;136.867;Triono, T. Utteridge, T.M.A.;Collector Number: 121;7;4;2000;<NA>;<NA>;BPBM;BISH;721632;0;0;0;Collector;;0;;;;0;0;0;BISH721632;121;;"Triono, T. Utteridge, T.M.A.; Johns, R.J.; Kasmin, O.";<NA>;<NA>
Annonaceae;<NA>;ID;Mt. Jaya, PT-Freeport Indonesia Concession Area, Kuala Kencana, Rimba Irian GC;-4.4;136.867;Utteridge, T.M.A.;Collector Number: 111;12;3;1999;<NA>;<NA>;BPBM;BISH;721635;0;0;0;Collector;;0;;;;0;0;0;BISH721635;111;;Utteridge, T.M.A. et al.;<NA>;<NA>
Annonaceae;<NA>;ID;Kalteng. Sambe. 1994-1995 cutting blocksof PT Handiyani;-0.715333;112.843;Jarvie, J.K. Ruskandi, A.;Collector Number: 5776;31;1;1995;<NA>;<NA>;BPBM;BISH;648627;0;0;0;Collector;;0;;;;0;0;0;BISH648627;5776;;Jarvie, J.K. Ruskandi, A.;<NA>;<NA>
Anaxagorea A.St.-Hil.;Anaxagorea;ID;Ketapang, Gunung Palung NP, Sungai Air Putih;-1.21667;110.1;Laman, T.G. Rachman, I.A.;Collector Number: 302;4;11;1996;<NA>;<NA>;BPBM;BISH;659405;0;0;0;Collector;;0;;;;0;0;0;BISH659405;302;;"Laman, T.G. Rachman, I.A.; Mirmanto, E.";<NA>;<NA>
Goniothalamus brevicuspis Miq.;Goniothalamus;ID;"Sulawesi: Ut ara; 220 Km W of Manado; 50 km inland from Pangi, on t ributary of Sungai Ilanga";0.683333;123.817;Burley, J.S. Tukirin;Collector Number: 3584;1;3;1990;<NA>;<NA>;BPBM;BISH;652705;0;0;0;Collector;;0;;;;0;0;0;BISH652705;3584;brevicuspis;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Cyathocalyx Champ. ex Hook.f. & Thomson;Cyathocalyx;ID;NW of Kota Agung;-5.38333;104.417;Jacobs, M.;Collector Number: 8328;11;5;1968;<NA>;<NA>;BPBM;BISH;41602;0;0;0;Collector;;0;;;;0;0;0;BISH41602;8328;;Jacobs, M.;<NA>;<NA>
Polyalthia Blume;Polyalthia;ID;"Borneo. Kalteng. Samba. 1994-1995 cutting blocks of PT Handiyani. Near ""Camp Blok""";-0.781111;112.854;Jarvie, J.K. Ruskandi, A.;Collector Number: 5811;1;2;1995;<NA>;<NA>;BPBM;BISH;648626;0;0;0;Collector;;0;;;;0;0;0;BISH648626;5811;;Jarvie, J.K. Ruskandi, A.;<NA>;<NA>
Annonaceae;<NA>;ID;"G. Bentuang area; 5-10 km. N of Masa Village; 150 km NE of Pontianak, W. Kalimantan Province";0.866667;100.433;Burley, J.S. Tukirin;Collector Number: 2310;6;6;1989;<NA>;<NA>;BPBM;BISH;632806;0;0;0;Collector;;0;;;;0;0;0;BISH632806;2310;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Borneo. C. Kalimantan. Sintang. HPH Km 70, NE of camp along main logging road and environs;-0.864889;112.225;Church, A.C. Mahyar, U.W.;Collector Number: 736;7;4;1994;<NA>;<NA>;BPBM;BISH;649541;0;0;0;Collector;;0;;;;0;0;0;BISH649541;736;;"Church, A.C. Mahyar, U.W.; et al.";<NA>;<NA>
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;P(lants of Indonesia: W Java, Ujung Kulon Reserve: Funung Cibinua, base camp 3 km E of Taman Jaya. Taman Jaya River watershed;-6.8;105.5;McDonald, J.A. Afriastini;Collector Number: 3347;12;5;1992;McDonald, J.A.;1992-01-01T00:00:00;BPBM;BISH;630438;0;0;0;Collector;;0;1;1;1992;0;0;0;BISH630438;3347;virgata;McDonald, J.A. Afriastini;McDonald, J.A.;McDonald, J.A.
Popowia Endl.;Popowia;ID;"Borneo; W Kalimantan, Sintang. Bukit Baka National Park. E of camp along Sungai Ella and environs";-0.616667;112.25;Church, A.C. Mahyar;Collector Number: 594;6;11;1993;<NA>;<NA>;BPBM;BISH;640367;0;0;0;Collector;;0;;;;0;0;0;BISH640367;594;;"Church, A.C. Mahyar; et al.";<NA>;<NA>
Desmos chinensis Lour.;Desmos;ID;Ujung Kulon Reserve, 1 km SW of Taman Jaya;-6.8;105.5;McDonald, J.A. Afriastini;Collector Number: 3365;;;;J.A.McDonald;1992-01-01T00:00:00;BPBM;BISH;629819;0;0;0;Collector;;0;1;1;1992;0;0;0;BISH629819;3365;chinensis;McDonald, J.A. Afriastini;J.A.McDonald;Donald
Xylopia L.;Xylopia;ID;G. Bentuang, 5-10 km N of Masa, 150 km NE of Pontianak, above Semanwang River;0.866667;110.433;Burley, J.S.;Collector Number: 2823;23;6;1989;<NA>;<NA>;BPBM;BISH;615589;0;0;0;Collector;;0;;;;0;0;0;BISH615589;2823;;Burley, J.S. et al.;<NA>;<NA>
Popowia tomentosa Maingay ex Hook.f. & Thomson;Popowia;ID;Sumatra: Tigapulus Mts., Riau Province, 5 km W of Talanglakat on Rengat-Jambi Road, Bukit Karampal area;-0.766667;102.533;Burley, J.S. Tukirin;Collector Number: 1311;9;11;1988;<NA>;<NA>;BPBM;BISH;610840;0;0;0;Collector;;0;;;;0;0;0;BISH610840;1311;tomentosa;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Popowia Endl.;Popowia;ID;"Borneo. C. Kalimantan. Sintang. HPH Km 70; SE of camp off main (new) logging road, cutting block and surrounding environs";-0.864889;112.225;Church, A.C. Mahyar;Collector Number: 901;14;4;1994;<NA>;<NA>;BPBM;BISH;651393;0;0;0;Collector;;0;;;;0;0;0;BISH651393;901;;"Church, A.C. Mahyar; et al.";<NA>;<NA>
Polyalthia Blume;Polyalthia;ID;"Kalimantan: G. Bentuang area; 5-10 km N of Massa village; 150 km NE of Pontianak, W. Kalimantan Province. Bukit Sembawang";0.866667;100.433;Burley, J.S. Tukirin;Collector Number: 2643;15;6;1989;<NA>;<NA>;BPBM;BISH;632625;0;0;0;Collector;;0;;;;0;0;0;BISH632625;2643;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Mitrella Miq.;Mitrella;ID;Mt. Jaya, PT-Freeport Indonesia Concession Area, above Tembagapura, main road from Portsite to Timika, km 23;-4.63333;136.9;Coode, M.J.E.;Collector Number: 8031;16;2;1998;<NA>;<NA>;BPBM;BISH;721591;0;0;0;Collector;;0;;;;0;0;0;BISH721591;8031;;Coode, M.J.E. et al.;<NA>;<NA>
Melodorum Lour.;Melodorum;ID;Boreno. W Kalimantan, Serawai. 1 km NE of Nanga Jelundung.,;-0.495417;112.534;Church, A.C. Ismail;Collector Number: 2671;26;10;1995;<NA>;<NA>;BPBM;BISH;654235;0;0;0;Collector;;0;;;;0;0;0;BISH654235;2671;;"Church, A.C. Ismail; et al.";<NA>;<NA>
Fissistigma Griff.;Fissistigma;ID;Sumatra, Prov. Lampung, NW of Koita Agugn;-5.38333;104.417;Jacobs, M.;Collector Number: 8290;9;5;1968;<NA>;<NA>;BPBM;BISH;41578;0;0;0;Collector;;0;;;;0;0;0;BISH41578;8290;;Jacobs, M.;<NA>;<NA>
Popowia Endl.;Popowia;ID;Borneo. W Kalimantan. Serawai. 8 Km NE of Desa Jelundung, Batu Lintang. 1.5 km S of Camp along hunting trail;-0.516083;112.602;Church, A.C. Mahyar;Collector Number: 1603;29;1;1995;<NA>;<NA>;BPBM;BISH;646844;0;0;0;Collector;;0;;;;0;0;0;BISH646844;1603;;"Church, A.C. Mahyar; et al.";<NA>;<NA>
Pseuduvaria Miq.;Pseuduvaria;ID;"W Kalimantan Province, G Bentuang area; 1 - 10 km N of Masa village, 150 km NE of Pontianak";0.866667;110.433;Burley, J.S. Tukirin;Collector Number: 2769;22;6;1989;<NA>;<NA>;BPBM;BISH;616116;0;0;0;Collector;;0;;;;0;0;0;BISH616116;2769;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Xylopia L.;Xylopia;PG;Ingambit village;-5.63333;141.0;Henty, E.E. Ridsdale;Collector Number: NGF 31812;8;6;1967;<NA>;<NA>;BPBM;BISH;19739;0;0;0;Collector;;0;;;;0;0;0;BISH19739;31812;;"Henty, E.E. Ridsdale; Galore, M.";<NA>;<NA>
Polyalthia Blume;Polyalthia;ID;"W. Kalimantan, G. Bentuang area - 5-10 km N of Masa village; 150 km NE of Pontianak, W. Kalimantan province. Sasi River and environs";0.933333;100.433;Burley, J.S. Tukirin;Collector Number: 3035;28;6;1989;<NA>;<NA>;BPBM;BISH;631212;0;0;0;Collector;;0;;;;0;0;0;BISH631212;3035;;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Friesodielsia Steenis;Friesodielsia;ID;"Borneo. C Kalimantan. Sintang. HPH km 70; NE of camp along main logging road and cutting block environs";-0.864889;112.225;Church, A.C. Mahyar;Collector Number: 774;9;4;1994;<NA>;<NA>;BPBM;BISH;649531;0;0;0;Collector;;0;;;;0;0;0;BISH649531;774;;"Church, A.C. Mahyar; et al.";<NA>;<NA>
Annonaceae;<NA>;ID;Mt. Jaya, PT-Freeport Indonesia Concession Area, Kuala Kencana, Freeport Office Buildings 1 and 2;-4.38333;136.867;Utteridge, T.M.A. Triono, T.;Collector Number: 308;7;4;2000;<NA>;<NA>;BPBM;BISH;721637;0;0;0;Collector;;0;;;;0;0;0;BISH721637;308;;"Utteridge, T.M.A. Triono, T.; Johns, R.; Kasmin, O.";<NA>;<NA>
Annonaceae;<NA>;ID;Mt. Jaya, PT-Freeport Indonesia Concession Area, Kuala Kencana, walkway in forest to clinic, PTFI HQ;-4.4;136.867;Dransfield, J.;Collector Number: 7659;9;2;1998;<NA>;<NA>;BPBM;BISH;721634;0;0;0;Collector;;0;;;;0;0;0;BISH721634;7659;;Dransfield, J. et al.;<NA>;<NA>
Annonaceae;<NA>;ID;1-3 km N of Sewan on Waske River, Sarmi;-2.06667;138.767;McDonald, J.A. Ismail;Collector Number: 3801;5;6;1993;<NA>;<NA>;BPBM;BISH;641760;0;0;0;Collector;;0;;;;0;0;0;BISH641760;3801;;McDonald, J.A. Ismail;<NA>;<NA>
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;Borneo. C. Kalimantan. Sintang. HPH Km 70, along main logging road and cutting block environs up to 100 m.;-0.864889;112.225;Church, A.C. Mahyar, U.W.;Collector Number: 762;8;4;1994;<NA>;<NA>;BPBM;BISH;649539;0;0;0;Collector;;0;;;;0;0;0;BISH649539;762;;"Church, A.C. Mahyar, U.W.; et al.";<NA>;<NA>
Sageraea lanceolata Miq.;Sageraea;ID;"N Sulawesi; ca 250 km W of Gorontalo, 75 km inland from Papayato, on S Papayato system";0.75;121.5;Burley, J.S. Tukirin;Collector Number: 4046;25;3;1990;<NA>;<NA>;BPBM;BISH;593441;0;0;0;Collector;;0;;;;0;0;0;BISH593441;4046;lanceolata;"Burley, J.S. Tukirin; et al.";<NA>;<NA>
Uvaria cauliflora Wall.;Polyalthia;ID;"Borneo; W Kalimantan, Sintang. Bukit Baka Nat'l Park. NE of camp, Ella tingang and Ella pungur, environs ner Sungai Ella";-0.616667;112.25;Church, A.C. Mahyar;Collector Number: 661;10;11;1993;<NA>;<NA>;BPBM;BISH;641520;0;0;0;Collector;;0;;;;0;0;0;BISH641520;661;cauliflora;"Church, A.C. Mahyar; et al.";<NA>;<NA>
