;recorded_by;orig_recby;colnum_full;det_by;orig_detby;to_check;to_check_det
2855;David, B;David, B.;225;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2856;David, B;David, B.;119;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2858;Ramos, M;Ramos, M.;22063;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2859;David, B;David, B.;17;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2871;David, B;David, B.;29;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2872;David, B;David, B.;18;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
2956;Hooker, JD;Hooker, J.D.;;Hooker, J.D. & Thomson, T.;Hooker, J.D. & Thomson, T.;detby_problem;homson, T.
3013;Geesink, R;Geesink, R.;7224;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
3055;Zollinger;Zollinger;1144;van Steenis, C.G.G.J.;van Steenis, C.G.G.J.;detby_problem;van Steenis, C.G.G.J.
3231;Soejarto, DD;Soejarto, D.D.;13434;Bien, L.K. et Hiep,N.T. et Loc, P.K. et Binh, N.Q.;Bien, L.K. et Hiep,N.T. et Loc, P.K. et Binh, N.Q.;detby_problem;,N.T. et Loc, P.K. et Binh, N.Q.
3232;Soejarto, DD;Soejarto, D.D.;13411;Bien, L.K. & Hiep, N.T. & Loc, P.K. & Binh, N.Q.;Bien, L.K. & Hiep, N.T. & Loc, P.K. & Binh, N.Q.;detby_problem;iep, N.T. & Loc, P.K. & Binh, N.Q.
3234;Soejarto, DD;Soejarto, D.D.;13746;"Hien, N.H.; Hiep, N.T.; Loc, P.K.; Bien, L.K.";"Hien, N.H.; Hiep, N.T.; Loc, P.K.; Bien, L.K.";detby_problem;"iep, N.T.; Loc, P.K.; Bien, L.K."
3433;Schaller, H;Schaller, H.;3790;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
3440;Schaller, H;Schaller, H.;3790;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
3450;Arifin, Z;Arifin, Z.;1765;Arifin, Z. & Arbainsyah;Arifin, Z. & Arbainsyah;detby_problem;Arbainsyah
3476;Schaller, H;Schaller, H.;3866;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
3477;Schaller, H;Schaller, H.;3866;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
3478;Schaller, H;Schaller, H.;3916;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
3600;Soejarto, DD;Soejarto, D.D.;14270;Soejarto, D.D. & Ninh, T.N.;Soejarto, D.D. & Ninh, T.N.;detby_problem;inh, T.N.
3669;Ambriansyah;Ambriansyah;1661;Ambriansyah, Arbainsyah et Kessler;Ambriansyah, Arbainsyah et Kessler;detby_problem; Kessler
3783;Schaller, H;Schaller, H.;3916;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
3787;Schaller, H;Schaller, H.;3849;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
3788;Schaller, H;Schaller, H.;3849;Schaller, H. & Teo, L.E.;Schaller, H. & Teo, L.E.;detby_problem;E.
4112;Poilane;Poilane;7906;van Heudsen, E.C.H.;van Heudsen, E.C.H.;detby_problem;van Heudsen, E.C.H.
4114;Schmid;Schmid;;Kessler, P. & Jessup;Kessler, P. & Jessup;detby_problem;Jessup
4124;Ambriansyah;Ambriansyah;W 432;van Balgooy;van Balgooy;detby_problem;van Balgooy
4176;Zollinger;Zollinger;3033;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
4177;Zollinger;Zollinger;3033;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
4260;Soejarto, DD;Soejarto, D.D.;13632;Ninh, T.N. & Soejarto, D.D.;Ninh, T.N. & Soejarto, D.D.;detby_problem;oejarto, D.D.
4261;Soejarto, DD;Soejarto, D.D.;13656;Soejarto, D.D. & Ninh, T.N.;Soejarto, D.D. & Ninh, T.N.;detby_problem;inh, T.N.
4265;Soejarto, DD;Soejarto, D.D.;13674;Soejarto, D.D. & Ninh, T.N.;Soejarto, D.D. & Ninh, T.N.;detby_problem;inh, T.N.
4268;Soejarto, DD;Soejarto, D.D.;13596;Soejarto, D.D. & Ninh, T.N.;Soejarto, D.D. & Ninh, T.N.;detby_problem;inh, T.N.
4294;Sonnerat;Sonnerat;216;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
4340;Ramos, M;Ramos, M.;1873;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4341;Merrill, ED;Merrill, E.D.;3136;Maas, P.J.M. et Westra, L.Y.T.;Maas, P.J.M. et Westra, L.Y.T.;detby_problem;et Westra, L.Y.T.
4342;Robinson, CB;Robinson, C.B.;9725;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4346;Elmer, ADE;Elmer, A.D.E.;16544;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4347;Elmer, ADE;Elmer, A.D.E.;17739;Maas, P.J.M. et Westra, L.Y.T.;Maas, P.J.M. et Westra, L.Y.T.;detby_problem;et Westra, L.Y.T.
4350;Callery;Callery;8;van Benthem, F.DJ.;van Benthem, F.DJ.;detby_problem;van Benthem, F.DJ.
4432;Weber, JF;Weber, J.F.;58;Weber, J.F. et Sévenet, T.;Weber, J.F. et Sévenet, T.;detby_problem;F. et Sévenet, T.
4434;Elmer, ADE;Elmer, A.D.E.;21203;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
4436;Elmer, ADE;Elmer, A.D.E.;15555;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
4438;Elmer, ADE;Elmer, A.D.E.;15321;Van Heusden, E.C.H.;Van Heusden, E.C.H.;detby_problem;, E.C.H.
4445;David, B;David, B.;110;van Heusden, E.C.H.;van Heusden, E.C.H.;detby_problem;van Heusden, E.C.H.
4447;Elmer, ADE;Elmer, A.D.E.;15399;Van Heusden, E.C.H.;Van Heusden, E.C.H.;detby_problem;, E.C.H.
4540;Poilane, E;Poilane, E.;19001;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
4595;Elmer, ADE;Elmer, A.D.E.;11318;van Heudsen, E.C.H.;van Heudsen, E.C.H.;detby_problem;van Heudsen, E.C.H.
4633;Geesink, R;Geesink, R.;6608;van Setten, A.K.;van Setten, A.K.;detby_problem;van Setten, A.K.
4667;Vidal, JE;Vidal, J.E.;4957;van Benthem, F.D.J.;van Benthem, F.D.J.;detby_problem;van Benthem, F.D.J.
4668;Evrard, F;Evrard, F.;731;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4669;Harmand;Harmand;778;van Benthem, F.DJ.;van Benthem, F.DJ.;detby_problem;van Benthem, F.DJ.
4670;Poilane, E;Poilane, E.;11946;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4671;King;King;;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4672;Pierre, L;Pierre, L.;600;van Benthem, F.D.J.;van Benthem, F.D.J.;detby_problem;van Benthem, F.D.J.
4673;Harmand;Harmand;600;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4674;Pierre, L;Pierre, L.;600;Maas, P.J.M. et Westra, L.Y.T.;Maas, P.J.M. et Westra, L.Y.T.;detby_problem;et Westra, L.Y.T.
4676;Pierre, L;Pierre, L.;600;Maas, P.J.M. et Westra, L.Y.T.;Maas, P.J.M. et Westra, L.Y.T.;detby_problem;et Westra, L.Y.T.
4679;Pierre, L;Pierre, L.;1793;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4680;Pierre, L;Pierre, L.;1793;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4682;Geesink, R;Geesink, R.;7176;Maas, P.J.M. & van Setten, A.K.;Maas, P.J.M. & van Setten, A.K.;detby_problem;van Setten, A.K.
4683;Thwaites;Thwaites;3883;van Benthem, F.D.J.;van Benthem, F.D.J.;detby_problem;van Benthem, F.D.J.
4684;Kurz, S;Kurz, S.;;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4685;Thwaites;Thwaites;3883;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4686;Kerr, AFG;Kerr, A.F.G.;6041;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
4687;Kerr;Kerr;6041;Maas, P.J.M. & Westra, L.Y.T.;Maas, P.J.M. & Westra, L.Y.T.;detby_problem;estra, L.Y.T.
