recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url
Poilane;;nan;<NA>;<NA>;;<NA>;P01955664;<NA>;Cyathostemma;wrayi;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01955664;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;<NA>;P01955665;<NA>;Cyathostemma;wrayi;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01955665;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;Kessler, P;25/10/1989 - 25/10/1989;05/10/1922 - 05/10/1922;Khánh Hòa;Annam : Nui Han heo près de Nhatrang.;P01921611;Viet Nam;Alphonsea;gaudichaudiana;0;0;0;0;<NA>;<NA>;5;10;1922;25;10;1989;0;0;0;109.267;12.4;0;0;nan;P01921611;Poilane;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine : N. du Tonkin et du Laos.;P02006292;<NA>;Dasymaschalon;macrocalyx;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02006292;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;06/06/1930 - 06/06/1930;Kampong Speu;Cambodge : Chambok pro: Kg. Speu;P00160905;Cambodge;Miliusa;velutina;0;0;0;0;<NA>;<NA>;6;6;1930;;;;0;0;0;104.128;11.376;0;0;nan;P00160905;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;15/06/1930 - 15/06/1930;Kampong Speu;Cambodge : La Kang Choeung pr: Kg. Speu;P00248384;Cambodge;Uvaria;rufa;0;0;0;0;<NA>;<NA>;15;6;1930;;;;0;0;0;103.8196;11.7235;0;0;nan;P00248384;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;22/04/1930 - 22/04/1930;Bình Phước;Cochinchine : Nord de Nui Bara pro: de Bien hoa;P00252363;Viet Nam;Rauwenhoffia;siamensis;0;0;0;0;<NA>;<NA>;22;4;1930;;;;0;0;0;107.0;11.8172;0;0;nan;P00252363;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;03/11/1927 - 03/11/1927;Oudor MeanChey;Cambodge : près chaine Dangrek, pr: Siêm Réap, entre Coum Plouk et Anlong Veng;P01989002;Cambodge;Polyalthia;evecta;0;0;0;0;<NA>;<NA>;3;11;1927;;;;0;0;0;104.083;14.232;0;0;nan;P01989002;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;<NA>;;<NA>;P01989047;<NA>;Polyalthia;debilis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01989047;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;25/03/1932 - 25/03/1932;Louangphabang;Laos : Pae Bae, prov: L. Prabang;P01967220;Laos, République démocratique populaire;Orophea;sp.;0;0;0;0;<NA>;<NA>;25;3;1932;;;;0;0;0;102.584;20.5855;0;0;nan;P01967220;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;Kessler, P;01/11/2003 - 30/11/2003;14/02/1935 - 14/02/1935;Lâm Đồng;Annam : Braïan près de Djiring pr. du Haut Donaï. 12 a 1500 m alt.;P01984713;Viet Nam;Melodorum;mesnyi;0;0;0;0;<NA>;<NA>;14;2;1935;1;11;2003;0;0;0;108.167;11.567;0;0;nan;P01984713;Poilane, E.;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Lâm Đồng;Annam mérid.: col de Braïan;P01984714;Viet Nam;Melodorum;mesnyi;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;108.167;11.567;0;0;nan;P01984714;Poilane, E.;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Lâm Đồng;Annam mérid.: col de Braïan;P01984715;Viet Nam;Melodorum;mesnyi;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;108.167;11.567;0;0;nan;P01984715;Poilane, E.;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Lâm Đồng;Annam Mérid. : col de Braïan;P01984716;Viet Nam;Melodorum;mesnyi;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;108.167;11.567;0;0;nan;P01984716;Poilane, E.;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Lâm Đồng;Annam mérid : col de Braïan;P01984717;Viet Nam;Melodorum;mesnyi;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;108.167;11.567;0;0;nan;P01984717;Poilane, E.;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Lâm Đồng;Annam mérid : col de Braïan;P01984718;Viet Nam;Melodorum;mesnyi;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;108.167;11.567;0;0;nan;P01984718;Poilane, E.;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;<NA>;;Indochine;P01967837;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01967837;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;<NA>;;Indochine.;P01967838;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01967838;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;<NA>;;Indochine;P01967839;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01967839;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;<NA>;;Indochine.;P01967840;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01967840;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;Kessler, P;09/09/1985 - 09/09/1985;<NA>;;Tonkin et N. Annam;P02005351;Viet Nam;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;;;;9;9;1985;0;0;0;;;0;0;nan;P02005351;Poilane, E.;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;<NA>;;Tonkin et N. Annam.;P02005352;Viet Nam;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02005352;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;;Tonkin et N. Annam.;P02005353;Viet Nam;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;;;0;0;nan;P02005353;Poilane, E.;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;<NA>;;<NA>;P01967872;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01967872;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;Kessler, P;06/09/1985 - 06/09/1985;01/02/1947 - 28/02/1947;Kon Tum;Indochine. 5 a 600 m.;P01955563;Viet Nam;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;2;1947;6;9;1985;0;0;0;;;0;0;nan;P01955563;Poilane, E.;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;22/10/1925 - 22/10/1925;Ninh Thuận;Annam : Cana province de Phamang;P02006092;Viet Nam;Xylopia;sp.;0;0;0;0;<NA>;<NA>;22;10;1925;;;;0;0;0;109.0188145;11.3650601;0;0;nan;P02006092;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;23/04/1930 - 23/04/1930;Bình Phước;Cochinchine : Nui Bara pro: de Bienhoa;P01753493;Viet Nam;Desmos;velutinus;0;0;0;0;<NA>;<NA>;23;4;1930;;;;0;0;0;107.0;11.8172;0;0;nan;P01753493;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;11/01/1931 - 11/01/1931;Lào Cai;Tonkin. pro: de LaoKay, entre Trinh Thuong et Muông Hum . 2000 m alt.;P01955587;Viet Nam;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;11;1;1931;;;;0;0;0;103.736;22.609;0;0;nan;P01955587;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane, E;;nan;<NA>;<NA>;;Tonkin : Cha-pa et Cho-bo;P01982724;Viet Nam;Artabotrys;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01982724;Poilane, E.;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poli, H de;;Wun, NK;01/08/2010 - 31/08/2010;16/12/1873 - 16/12/1873;Hong Kong(香港);Hong-Kong. Ravin près du Gouvernement;P00234178;Chine;Desmos;chinensis;0;0;0;0;<NA>;<NA>;16;12;1873;1;8;2010;0;0;0;114.165;22.275;0;0;nan;P00234178;Poli, H. de;Ng Kwok Wun;Poli;Poli, Henri de;China, Indonesia;0
Poli, H de;;Wun, NK;01/08/2010 - 31/08/2010;20/04/1875 - 20/04/1875;Hong Kong(香港);Hong Kong. East Point;P00234179;Chine;Desmos;chinensis;0;0;0;0;<NA>;<NA>;20;4;1875;1;8;2010;0;0;0;114.255;22.256;0;0;nan;P00234179;Poli, H. de;Ng Kwok Wun;Poli;Poli, Henri de;China, Indonesia;0
Poli, H de;;nan;<NA>;20/04/1875 - 20/04/1875;Hong Kong(香港);East Point. Hong-Kong;P00262295;Chine;Uvaria;grandiflora;0;0;0;0;<NA>;<NA>;20;4;1875;;;;0;0;0;114.1848162;22.2813704;0;0;nan;P00262295;Poli, H. de;<NA>;Poli;Poli, Henri de;China, Indonesia;0
Poli, H de;;Kessler, P;01/11/2003 - 30/11/2003;<NA>;Hồ Chí Minh;Vietnam, Hô Chi Minh Ville;P00557005;Viet Nam;Melodorum;mesnyi;0;0;0;0;<NA>;<NA>;;;;1;11;2003;0;0;0;106.7017555;10.7758439;0;0;nan;P00557005;Poli, H. de;Kessler, P.;Poli;Poli, Henri de;China, Indonesia;0
Porter;;Meade, C;17/05/1999 - 17/05/1999;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P00262239;Malaisie;Uvaria;grandiflora;0;0;0;0;<NA>;<NA>;1;1;1823;17;5;1999;0;0;0;100.256;5.406;0;0;nan;P00262239;Porter;Meade, C.;Porter;Porter;<NA>;<NA>
Porter;;Meade, C;17/05/1999 - 17/05/1999;01/09/1823 - 30/09/1823;Pulau Pinang;Ile Poulo-Pinang;P00262240;Malaisie;Uvaria;grandiflora;0;0;0;0;<NA>;<NA>;1;9;1823;17;5;1999;0;0;0;100.256;5.406;0;0;nan;P00262240;Porter;Meade, C.;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Poulo-Pinang;P00262241;Malaisie;Uvaria;purpurea;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P00262241;Porter;<NA>;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;01/11/2003 - 30/11/2003;01/08/1823 - 31/08/1823;Pulau Pinang;Ile Poulo-Pinang;P02132752;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;8;1823;1;11;2003;0;0;0;100.256;5.406;0;0;nan;P02132752;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;09/09/1985 - 09/09/1985;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P02005359;Malaisie;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;9;9;1985;0;0;0;100.256;5.406;0;0;nan;P02005359;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;09/09/1985 - 09/09/1985;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang.;P02005360;Malaisie;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;9;9;1985;0;0;0;100.256;5.406;0;0;nan;P02005360;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;09/09/1985 - 09/09/1985;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P02005361;Malaisie;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;9;9;1985;0;0;0;100.256;5.406;0;0;nan;P02005361;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;09/09/1985 - 09/09/1985;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P02005362;Malaisie;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;9;9;1985;0;0;0;100.256;5.406;0;0;nan;P02005362;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;nan;01/01/1987 - 31/12/1987;01/08/1823 - 31/08/1823;Pulau Pinang;Ile Poulo-Pinang;P01984766;Malaisie;Mitrella;kentii;0;0;0;0;<NA>;<NA>;1;8;1823;1;1;1987;0;0;0;100.256;5.406;0;0;nan;P01984766;Porter;van Setten, A.K.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;26/10/1989 - 26/10/1989;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P02027505;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;26;10;1989;0;0;0;100.25;5.4;0;0;nan;P02027505;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;26/10/1984 - 26/10/1984;01/08/1823 - 31/08/1823;Pulau Pinang;Ile Poulo-Pinang. from the hills;P02027506;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;8;1823;26;10;1984;0;0;0;100.256;5.406;0;0;nan;P02027506;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;26/10/1989 - 26/10/1989;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P02027507;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;26;10;1989;0;0;0;100.256;5.406;0;0;nan;P02027507;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;26/10/1989 - 26/10/1989;01/01/1823 - 31/12/1823;Pulau Pinang;Poulo-Pinang;P02027508;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;26;10;1989;0;0;0;100.256;5.406;0;0;nan;P02027508;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;26/10/1989 - 26/10/1989;01/07/1823 - 31/07/1823;Pulau Pinang;Ile Poulo-Pinang;P02027509;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;7;1823;26;10;1989;0;0;0;100.256;5.406;0;0;nan;P02027509;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;Kessler, P;26/10/1989 - 26/10/1989;01/01/1823 - 31/12/1823;Pulau Pinang;Ile poulo-Pinang;P02027510;Malaisie;Pyramidanthe;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;26;10;1989;0;0;0;100.256;5.406;0;0;nan;P02027510;Porter;Kessler, P.;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964285;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01964285;Porter;<NA>;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964286;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01964286;Porter;<NA>;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964287;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01964287;Porter;<NA>;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964288;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01964288;Porter;<NA>;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964289;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01964289;Porter;<NA>;Porter;Porter;<NA>;<NA>
Porter;;Porter;<NA>;01/06/1823 - 30/06/1823;Pulau Pinang;Ile Poulo-Pinang.;P01964290;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;6;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01964290;Porter;Porter;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964291;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01964291;Porter;<NA>;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964292;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01964292;Porter;<NA>;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01964293;Malaisie;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01964293;Porter;<NA>;Porter;Porter;<NA>;<NA>
Porter;;nan;<NA>;01/01/1823 - 31/12/1823;Pulau Pinang;Ile Poulo-Pinang;P01965431;Malaisie;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1823;;;;0;0;0;100.256;5.406;0;0;nan;P01965431;Porter;<NA>;Porter;Porter;<NA>;<NA>
Prain;;nan;<NA>;01/04/1891 - 30/04/1891;Andaman and Nicobar Islands;Rangachang. Andamans.;P00268479;Inde;Mitrephora;prainii;0;0;0;0;<NA>;<NA>;1;4;1891;;;;0;0;0;92.735;11.5844;0;0;nan;P00268479;Prain;<NA>;Prain;Prain, David;India;0
Ralph;;nan;<NA>;<NA>;;India;P01753395;Inde;Desmos;chinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01753395;Ralph;<NA>;Ralph;Ralph, Thomas Shearman;Egypt, India, New Zealand;0
Ralph;;nan;<NA>;<NA>;;India;P01964102;Inde;Fissistigma;fulgens;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01964102;Ralph;<NA>;Ralph;Ralph, Thomas Shearman;Egypt, India, New Zealand;0
Ramos, M;;Meade, C;01/01/2000 - 31/12/2000;01/09/1922 - 30/09/1922;Palawan;Philippines. Busuanga Island;P00260008;Philippines;Uvaria;micrantha;0;0;0;0;<NA>;<NA>;1;9;1922;1;1;2000;0;0;0;120.03;12.145;0;0;nan;P00260008;Ramos, M.;Meade, C.;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;<NA>;01/11/1924 - 31/12/1924;Zambales;Philippines. Mt. Tapolao. Zambales Province. Luzon;P00260026;Philippines;Uvaria;lancifolia;0;0;0;0;<NA>;<NA>;1;11;1924;;;;0;0;0;120.121;15.481;0;0;nan;P00260026;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;Kessler, P;03/09/1985 - 03/09/1985;01/02/1917 - 31/03/1917;Ilocos Norte;Philippines. Bangui. Prov. of Ilocos Norte. Luzon;P00268516;Philippines;Pseuduvaria;grandiflora;0;0;0;0;<NA>;<NA>;1;2;1917;3;9;1985;0;0;0;120.7657563;18.5367387;0;0;nan;P00268516;Ramos, M.;Kessler, P.;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;Weerasooriya, AD;01/03/2001 - 31/03/2001;01/07/1914 - 31/08/1914;Batangas;Philippines. Province of Batangas. Luzon;P00133829;Philippines;Mitrephora;lanotan;0;0;0;0;<NA>;<NA>;1;7;1914;1;3;2001;0;0;0;120.92550256115466;13.8591144;0;0;nan;P00133829;Ramos, M.;Weerasooriya, A.D.;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;01/01/2004 - 31/12/2004;01/06/1919 - 30/06/1919;Surigao del Norte;Philippines. Siargao Island;P00160919;Philippines;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;6;1919;1;1;2004;0;0;0;126.05;9.905;0;0;nan;P00160919;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;Mols, JB;01/07/1998 - 31/07/1998;01/07/1915 - 31/08/1915;Sorsogon;Philippines. Province of Sorsogon, Luzon.;P00372667;Philippines;Phaeanthus;ebracteolatus;0;0;0;0;<NA>;<NA>;1;7;1915;1;7;1998;0;0;0;123.916667;12.833333;0;0;nan;P00372667;Ramos, M.;Mols, J.B.;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;Mols, JB;01/07/1998 - 31/07/1998;01/04/1918 - 31/05/1918;Capiz;Philippines. Mt. Macosolon. Capiz Province. Panay;P00372673;Philippines;Phaeanthus;villosus;0;0;0;0;<NA>;<NA>;1;4;1918;1;7;1998;0;0;0;124.332;13.953;0;0;nan;P00372673;Ramos, M.;Mols, J.B.;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;Kessler, P;03/09/1985 - 03/09/1985;01/04/1914 - 30/04/1914;Eastern Visayas (Region VIII);Philippines. Samar;P00379284;Philippines;Mitrephora;samarensis;0;0;0;0;<NA>;<NA>;1;4;1914;3;9;1985;0;0;0;125.11;11.96;0;0;nan;P00379284;Ramos, M.;Kessler, P.;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;<NA>;01/04/1921 - 30/04/1921;Occidental Mindoro;Philippines. Paluan, Mindoro;P00389819;Philippines;Goniothalamus;puncticulifolius;0;0;0;0;<NA>;<NA>;1;4;1921;;;;0;0;0;120.4623373;13.4155816;0;0;nan;P00389819;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;<NA>;01/09/1922 - 30/09/1922;Palawan;Philippines. Busuanga Island;P00248450;Philippines;Uvaria;sorzogonensis;0;0;0;0;<NA>;<NA>;1;9;1922;;;;0;0;0;120.0280968572961;12.1451487;0;0;nan;P00248450;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;<NA>;01/06/1919 - 30/06/1919;Surigao del Norte;Philippines. Siargao Island;P00247910;Philippines;Sageraea;glabra;0;0;0;0;<NA>;<NA>;1;6;1919;;;;0;0;0;126.05;9.905;0;0;nan;P00247910;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;Kessler, P;01/01/1989 - 31/12/1989;01/02/1916 - 31/03/1916;Northern Samar;Philippines. Catubig River, Samar;P00267946;Philippines;Neo-uvaria;sp.;0;0;0;0;<NA>;<NA>;1;2;1916;1;1;1989;0;0;0;125.03;12.467;0;0;nan;P00267946;Ramos, M.;Kessler, P.;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;Weerasooriya, AD;01/03/2001 - 31/03/2001;01/07/1918 - 31/07/1918;Ilocos Norte;Philippines. Burgos. Ilocos Norte Province. Luzon;P00133830;Philippines;Mitrephora;lanotan;0;0;0;0;<NA>;<NA>;1;7;1918;1;3;2001;0;0;0;120.6436311;18.5110086;0;0;nan;P00133830;Ramos, M.;Weerasooriya, A.D.;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;<NA>;01/09/1915 - 30/09/1915;Sorsogon;Bulusan Volcano, Province de Sorsogon, Luzon;P01988136;Philippines;Goniothalamus;oblongipetalus;0;0;0;0;<NA>;<NA>;1;9;1915;;;;0;0;0;124.05727386474611;12.768989918370245;0;0;nan;P01988136;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;<NA>;01/04/1927 - 31/05/1927;Davao Oriental;Philippines. Mt. Mayo. Davao province. Mindanao.;P01988137;Philippines;Goniothalamus;mindanaensis;0;0;0;0;<NA>;<NA>;1;4;1927;;;;0;0;0;126.312;7.109;0;0;nan;P01988137;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;<NA>;01/04/1914 - 30/04/1914;Samar;Philippine plants. Samar;P01988138;Philippines;Goniothalamus;mindanaensis;0;0;0;0;<NA>;<NA>;1;4;1914;;;;0;0;0;125.0;11.8333;0;0;nan;P01988138;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;<NA>;01/09/1911 - 30/09/1911;Laguna;Philippines. Mt Maquiling. Prov. of Laguna. Luzon;P01988165;Philippines;Goniothalamus;elmeri;0;0;0;0;<NA>;<NA>;1;9;1911;;;;0;0;0;121.2;14.132;0;0;nan;P01988165;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
Ramos, M;;nan;<NA>;01/06/1919 - 30/06/1919;Surigao del Norte;Philippines. Siargao Island;P01988168;Philippines;Goniothalamus;elmeri;0;0;0;0;<NA>;<NA>;1;6;1919;;;;0;0;0;126.051;9.905;0;0;nan;P01988168;Ramos, M.;<NA>;Ramos;Ramos, Maximo;Malaysia, Philippines;0
