recorded_by;colnum_full;det_by;det_date;col_date;region;locality;barcode;country;genus;specific_epithet;scientific_name;specificEpithet;species_author;collector_id;prefix;sufix;col_day;col_month;col_year;det_day;det_month;det_year;country_id;continent;coordinate_id;ddlong;ddlat;institute;herbarium_code;colnum;orig_bc;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url
Pierre, L;;nan;<NA>;<NA>;West Bengal;Cult. in. hort. bot. Calcutt. Hab Inde;P00160886;Inde;Miliusa;roxburghiana;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;88.288;22.558;0;0;nan;P00160886;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Chaowasku, T;01/01/2008 - 31/12/2008;01/01/1865 - 31/12/1865;Galle;prope Pointe de Galles;P00160915;Sri Lanka;Miliusa;zeylanica;0;0;0;0;<NA>;<NA>;1;1;1865;1;1;2008;0;0;0;80.218;6.026;0;0;nan;P00160915;Pierre, L.;Chaowasku, T.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Wun, NK;01/08/2010 - 31/08/2010;01/01/1868 - 31/12/1868;Prachuap Khiri Khan(ประจวบคีรีขันธ์);Penins. malay. ad Muong Pran in regno siamico;P00234210;Thaïlande;Desmos;grandifolius;0;0;0;0;<NA>;<NA>;1;1;1868;1;8;2010;0;0;0;99.925;12.395;0;0;nan;P00234210;Pierre, L.;Ng Kwok Wun;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;;Cochinchine Française;P00234214;Viet Nam;Desmos;dinhensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00234214;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1877 - 31/01/1877;Kiên Giang;Phu-Quoc;P00247891;Viet Nam;Sageraea;elliptica;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;103.96009738435517;10.217075721328262;0;0;nan;P00247891;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;01/01/1987 - 31/12/1987;01/01/1877 - 31/12/1877;West Java;Cult in H B Bogor. Hab. Java;P00268436;Indonésie;Trivalvaria;macrophylla;0;0;0;0;<NA>;<NA>;1;1;1877;1;1;1987;0;0;0;106.797;-6.597;0;0;nan;P00268436;Pierre, L.;van Setten, A.K.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;;<NA>;P00248138;<NA>;Uvaria;cordata;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00248138;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/01/1864 - 31/12/1864;West Bengal;Cult. hort. bot. Cal;P02132588;Inde;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;1;1864;;;;0;0;0;88.288;22.558;0;0;nan;P02132588;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Kessler, P;09/09/1985 - 09/09/1985;01/01/1867 - 31/12/1867;Phnom Penh;Cult. ad Phnompenh in Cambodiâ.;P01986346;Cambodge;Cananga;odorata;0;0;0;0;<NA>;<NA>;1;1;1867;9;9;1985;0;0;0;104.9224426;11.568271;0;0;nan;P01986346;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/04/1863 - 30/04/1863;West Bengal;Barakpoor in Bengalia;P01988707;Inde;Polyalthia;suberosa;0;0;0;0;<NA>;<NA>;1;4;1863;;;;0;0;0;88.36333333333333;22.765833333333333;0;0;nan;P01988707;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/03/1873 - 31/03/1873;Đồng Nai;in prov. Bien Hoa, Coch. aust.;P06172275;Viet Nam;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;3;1873;;;;0;0;0;106.8536492;10.9569454;0;0;nan;P06172275;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;Melaka;Malacca;P01984401;Malaisie;Artabotrys;crassifolius;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;102.2614662;2.2245111;0;0;nan;P01984401;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;Bà Rịa - Vũng Tàu;Baria (Cochinchinia);P02007295;Viet Nam;Desmos;dinnensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;107.1688433;10.4962696;0;0;nan;P02007295;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/01/1877 - 31/12/1877;Hồ Chí Minh;Cochinchina. Juon. Culta in hort. bot. Saïgonensi;P01989210;Viet Nam;Artabotrys;sp.;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;106.70625686645508;10.787822388983292;0;0;nan;P01989210;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;<NA>;Hồ Chí Minh;Cul. in hort. bot. Saïg. Hab. Java;P00888722;Viet Nam;Artabotrys;intermedius;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;106.706;10.788;0;0;nan;P00888722;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;West Bengal;Cult. in hort. bot. Calcutt. Hab Tennasserim.;P02007344;Inde;Desmos;cochinchinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;88.288;22.558;0;0;nan;P02007344;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1877 - 31/01/1877;Kiên Giang;Phu-Quoc;P01984641;Viet Nam;Xylopia;pierrei;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;104.009;10.265;0;0;nan;P01984641;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/05/1866 - 31/05/1866;Bà Rịa - Vũng Tàu;ad Chaben in prov. Baria, Cochinchinae.;P01989453;Viet Nam;Uvaria;sp.;0;0;0;0;<NA>;<NA>;1;5;1866;;;;0;0;0;107.2167;10.4667;0;0;nan;P01989453;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;;Cochinchina;P01989454;Viet Nam;Uvaria;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01989454;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;;Cochinchina;P01989457;Viet Nam;Uvaria;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01989457;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/06/1867 - 30/06/1867;;India;P01952528;Inde;Dasymaschalon;blumei;0;0;0;0;<NA>;<NA>;1;6;1867;;;;0;0;0;;;0;0;nan;P01952528;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/06/1865 - 30/06/1865;West Bengal;Cult. in h. b. Calc.;P01952529;Inde;Dasymaschalon;blumei;0;0;0;0;<NA>;<NA>;1;6;1865;;;;0;0;0;88.288;22.558;0;0;nan;P01952529;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/06/1864 - 30/06/1864;;India;P01952532;Inde;Dasymaschalon;blumei;0;0;0;0;<NA>;<NA>;1;6;1864;;;;0;0;0;;;0;0;nan;P01952532;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1861 - 31/12/1864;West Bengal;Cult. in hort bot. Calcutt.;P01952534;Inde;Dasymaschalon;blumei;0;0;0;0;<NA>;<NA>;1;1;1861;;;;0;0;0;88.288;22.558;0;0;nan;P01952534;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/03/1865 - 31/03/1865;Galle;Galles (Ceylan);P01967627;Sri Lanka;Miliusa;zeylanica;0;0;0;0;<NA>;<NA>;1;3;1865;;;;0;0;0;80.216;6.035;0;0;nan;P01967627;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/05/1870 - 31/05/1870;Pursat;in prov. Pasath.;P00411025;Cambodge;Artabotrys;harmandii;0;0;0;0;<NA>;<NA>;1;5;1870;;;;0;0;0;103.92;12.54;0;0;nan;P00411025;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1865 - 31/12/1877;Kampong Speu;in prov Samrongtong Cambodiae;P01954418;Cambodge;Fissistigma;rubiginosum;0;0;0;0;<NA>;<NA>;1;1;1865;;;;0;0;0;104.598;11.481;0;0;nan;P01954418;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/01/1874 - 31/01/1874;Kiên Giang;in ins. Phu Quôc;P02008538;Viet Nam;Sageraea;sp.;0;0;0;0;<NA>;<NA>;1;1;1874;;;;0;0;0;104.009;10.265;0;0;nan;P02008538;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1863 - 31/12/1863;West Bengal;Cult in H. B. Calc;P01753370;Inde;Desmos;chinensis;0;0;0;0;<NA>;<NA>;1;1;1863;;;;0;0;0;88.288;22.558;0;0;nan;P01753370;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;<NA>;;<NA>;P01967863;<NA>;Mitrephora;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01967863;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;;[Cochinchine];P00732309;Viet Nam;Unona;tristis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P00732309;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/03/1865 - 31/03/1865;;Ceylan;P01981697;Sri Lanka;Cyathocalyx;zeylanicus;0;0;0;0;<NA>;<NA>;1;3;1865;;;;0;0;0;;;0;0;nan;P01981697;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;Hồ Chí Minh;Cult. in hort. bot Saïg. Hab. Java;P02029208;Viet Nam;Artabotrys;intermedius;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;106.706;10.788;0;0;nan;P02029208;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1863 - 31/12/1863;West Bengal;Cult. in hort. bot. Calcutt. Hab. Ceylan;P01985951;Inde;Artabotrys;hexapetalus;0;0;0;0;<NA>;<NA>;1;1;1863;;;;0;0;0;88.288;22.558;0;0;nan;P01985951;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/01/1877 - 31/12/1877;;Provenant de Java. Cult. in hort bot Saigonensis;P02029209;Indonésie;Artabotrys;intermedius;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;;;0;0;nan;P02029209;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/08/1877 - 31/08/1877;Bà Rịa - Vũng Tàu;in montibus Baria. Cochinchinae;P02006084;Viet Nam;Xylopia;sp.;0;0;0;0;<NA>;<NA>;1;8;1877;;;;0;0;0;107.1688433;10.4962696;0;0;nan;P02006084;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;West Bengal;Cult. in hort. bot. Calcutt. Hab. Asia (Chine) Malaisie;P01753507;Inde;Desmos;chinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;88.288;22.558;0;0;nan;P01753507;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;;Java;P01753511;Indonésie;Desmos;chinensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01753511;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;<NA>;;<NA>;P02030927;Viet Nam;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02030927;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1877 - 31/01/1877;Kiên Giang;Phu-Quoc;P02006195;Viet Nam;Xylopia;vielana;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;103.9880443;10.2153093;0;0;nan;P02006195;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/09/1865 - 30/09/1865;Đồng Nai;mont Gia-lao-me, prov. Bien-hoa, Cochinchine.;P00432199;Viet Nam;Mitrephora;thorelii;0;0;0;0;<NA>;<NA>;1;9;1865;;;;0;0;0;107.3167;10.9667;0;0;nan;P00432199;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/07/1878 - 31/07/1878;Phetchaburi(เพชรบุรี);ad Song phee nong in prov. Petchapury.;P02030963;Thaïlande;Polyalthia;sp.;0;0;0;0;<NA>;<NA>;1;7;1878;;;;0;0;0;99.677;12.864;0;0;nan;P02030963;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Kessler, P;01/06/2004 - 30/06/2004;01/08/1866 - 31/08/1866;Bà Rịa - Vũng Tàu;ad Choben in prov. Baria. Cochinchine;P00432328;Viet Nam;Goniothalamus;gabriacianus;0;0;0;0;<NA>;<NA>;1;8;1866;1;6;2004;0;0;0;107.2167;10.4667;0;0;nan;P00432328;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Kessler, P;<NA>;01/10/1867 - 31/10/1867;Bà Rịa - Vũng Tàu;in prov. Baria austrocochinchinae. Monts Dinh;P00432329;Viet Nam;Goniothalamus;gabriacianus;0;0;0;0;<NA>;<NA>;1;10;1867;;;;0;0;0;107.133;10.533;0;0;nan;P00432329;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Kessler, P;01/06/2004 - 30/06/2004;01/08/1866 - 31/08/1866;Bà Rịa - Vũng Tàu;Mts Dinh, prov. Baria, Cochinchine.;P00432330;Viet Nam;Goniothalamus;gabriacianus;0;0;0;0;<NA>;<NA>;1;8;1866;1;6;2004;0;0;0;107.133;10.533;0;0;nan;P00432330;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Kessler, P;01/11/2003 - 30/11/2003;01/06/1866 - 30/06/1866;Kampong Speu;ad montem Kereev in prov. Samrongtong Cambodiae;P00750928;Cambodge;Fissistigma;sp.;0;0;0;0;<NA>;<NA>;1;6;1866;1;11;2003;0;0;0;104.208;11.96;0;0;nan;P00750928;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1877 - 31/01/1877;Kiên Giang;Phu-Quoc;P01965443;Viet Nam;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;104.009;10.265;0;0;nan;P01965443;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1877 - 31/01/1877;Kiên Giang;Phu-Quoc;P01965444;Viet Nam;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;104.009;10.265;0;0;nan;P01965444;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;<NA>;;<NA>;P01965448;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01965448;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;nan;<NA>;01/01/1877 - 31/01/1877;Kiên Giang;Phu-quoc;P01965449;Viet Nam;<NA>;indet.;0;0;0;0;<NA>;<NA>;1;1;1877;;;;0;0;0;104.009;10.265;0;0;nan;P01965449;Pierre, L.;<NA>;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/03/1874 - 31/03/1874;Đồng Nai;ad Bao Chiang in prov. Bien Hoa Cochinchinae;P01982078;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;1;3;1874;;;;0;0;0;107.3167;10.9667;0;0;nan;P01982078;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/03/1877 - 31/03/1877;Đồng Nai;Ad Bao Chiang in prov. Bien Hoa Cochinchinae;P01982079;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;1;3;1877;;;;0;0;0;107.3167;10.9667;0;0;nan;P01982079;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/03/1877 - 31/03/1877;Đồng Nai;ad Bao Chiang in prov. Bien Hoa. Cochinchinae;P01982080;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;1;3;1877;;;;0;0;0;107.3167;10.9667;0;0;nan;P01982080;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/09/1867 - 30/09/1867;Bình Dương;Ad Tan huyen in prov Bienhoa Cochinchinae;P01982720;Viet Nam;Artabotrys;sp.;0;0;0;0;<NA>;<NA>;1;9;1867;;;;0;0;0;106.758;11.055;0;0;nan;P01982720;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Kessler, P;26/10/1989 - 26/10/1989;01/01/1871 - 31/12/1871;Bà Rịa - Vũng Tàu;in montibus Dinh ad Baria Gallicae austro-Cochinchinae;P01921648;Viet Nam;Alphonsea;sp.;0;0;0;0;<NA>;<NA>;1;1;1871;26;10;1989;0;0;0;107.133;10.533;0;0;nan;P01921648;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/03/1867 - 31/03/1867;Bà Rịa - Vũng Tàu;In montibus Dinh ad Baria. Cochinchine;P01956308;Viet Nam;Alphonsea;philastreana;0;0;0;0;<NA>;<NA>;1;3;1867;;;;0;0;0;107.133;10.533;0;0;nan;P01956308;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Pierre, L;<NA>;01/03/1867 - 31/03/1867;Bà Rịa - Vũng Tàu;Mts Dinh, prov. Baria. Cochinchina;P01956309;Viet Nam;Alphonsea;philastreana;0;0;0;0;<NA>;<NA>;1;3;1867;;;;0;0;0;107.133;10.533;0;0;nan;P01956309;Pierre, L.;Pierre, L.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Pierre, L;;Kessler, P;03/09/1985 - 03/09/1985;01/01/1871 - 31/12/1871;Bà Rịa - Vũng Tàu;in montibus Dinh ad Baria Gallicae Austro-Cochinchinae;P01956314;Viet Nam;Alphonsea;philastreana;0;0;0;0;<NA>;<NA>;1;1;1871;3;9;1985;0;0;0;107.1333;10.5333;0;0;nan;P01956314;Pierre, L.;Kessler, P.;Pierre;Pierre, Jean Baptiste Louis;Cambodia, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine : N. du Tonkin et du Laos.;P01986158;<NA>;Goniothalamus;saigonensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01986158;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine;P01986159;<NA>;Goniothalamus;saigonensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01986159;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine;P01986160;<NA>;Goniothalamus;saigonensis;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01986160;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;<NA>;P04459622;<NA>;<NA>;indet.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P04459622;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine : N. du Tonkin et du Laos.;P01960386;<NA>;Popowia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01960386;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine : N. du Tonkin et du Laos.;P01960387;<NA>;Popowia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01960387;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine;P01960388;<NA>;Popowia;sp.;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01960388;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;Kessler, P;09/09/1985 - 09/09/1985;<NA>;;Indochine : N. du Tonkin et du Laos.;P01960394;<NA>;Popowia;sp.;0;0;0;0;<NA>;<NA>;;;;9;9;1985;0;0;0;;;0;0;nan;P01960394;Poilane;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;Kessler, P;26/10/1989 - 26/10/1989;27/12/1923 - 27/12/1923;Ninh Thuận;Annam : Ca-na pro: Phanrang. 400 m alt.;P01967809;Viet Nam;Goniothalamus;sp.;0;0;0;0;<NA>;<NA>;27;12;1923;26;10;1989;0;0;0;108.8437;11.377;0;0;nan;P01967809;Poilane;Kessler, P.;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine. N du Tonkin et du Laos;P01981763;<NA>;Friesodielsia;fornicata;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01981763;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine : N. du Tonkin et du Laos.;P01981766;<NA>;Friesodielsia;fornicata;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01981766;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;20/10/1923 - 20/10/1923;Khánh Hòa;Annam : route de Nhatrang à Ninh Hoa. 600 m alt.;P01753498;Viet Nam;Desmos;velutinus;0;0;0;0;<NA>;<NA>;20;10;1923;;;;0;0;0;109.142;12.42;0;0;nan;P01753498;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indo-Chine.;P01753504;<NA>;Desmos;sessiliflorus;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01753504;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;07/12/1935 - 07/12/1935;Lào Cai;Tonkin : Phu-Lu, prov. de Laokay;P01964314;Viet Nam;Fissistigma;maclurei;0;0;0;0;<NA>;<NA>;7;12;1935;;;;0;0;0;104.187;22.319;0;0;nan;P01964314;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;01/02/1936 - 01/02/1936;Lào Cai;Tonkin : Pho-Lu. pro. de Laokay;P01964315;Viet Nam;Fissistigma;maclurei;0;0;0;0;<NA>;<NA>;1;2;1936;;;;0;0;0;104.187;22.319;0;0;nan;P01964315;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine : N. du Tonkin et du Laos.;P02006162;<NA>;Xylopia;vielana;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02006162;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine : N. du Tonkin et du Laos.;P02006163;<NA>;Xylopia;vielana;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02006163;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;Indochine : N. du Tonkin et du Laos.;P02006164;<NA>;Xylopia;vielana;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P02006164;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;17/07/1920 - 17/07/1920;Thanh Hóa;Annam : Phong Y. pr. de Thanh-hoa;P02006192;Viet Nam;Xylopia;vielana;0;0;0;0;<NA>;<NA>;17;7;1920;;;;0;0;0;105.4667;20.2;0;0;nan;P02006192;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
Poilane;;nan;<NA>;<NA>;;<NA>;P01955663;<NA>;Cyathostemma;wrayi;0;0;0;0;<NA>;<NA>;;;;;;;0;0;0;;;0;0;nan;P01955663;Poilane;<NA>;Poilane;Poilane, Eugène;Cambodia, Laos, Vietnam;0
