scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url;genus_old;specific_epithet_old
Polyalthia obliqua Hook.f. & Thomson;Mitrephora;ID;"Borneo; E Kalimantan, Headwaters of Sungai Kahayan. Ladang area and Miri River environs";-0.466667;113.733;Mahyar, UW;Collector Number: 917 A;30;3;1988;Burley, JS;1988-01-01T00:00:00;BPBM;BISH;639432;0;0;0;Collector;A;0;1;1;1988;0;0;0;BISH639432;917;glabra;Mahyar, U.W.;Burley, J.S.;Mahyar;Mahyar, Uway Warsita;Indonesia, Malaysia, Papua New Guinea, Philippines, Singapore;0;Polyalthia;obliqua
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Oransbari, N N. Guinea, Res. Hanokwari;-1.3442;134.2587;Mangold, RP;Mangold, RP BW(Ind.) 2172 ;20;10;1955;nan;<NA>;<NA>;Botany;L.1753570;0;0;0;Mangold;;0;;;;0;0;0;L1753570;2172;odorata;Mangold RP;<NA>;Mangold;Mangold, Rudolf Paul;0;0;Cananga;odorata
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Oransbari, N N. Guinea, Res. Hanokwari;-1.3442;134.2587;Mangold, RP;Mangold, RP BW(Ind.) 2172 ;20;10;1955;nan;<NA>;<NA>;Botany;L  0719928;0;0;0;Mangold;;0;;;;0;0;0;L0719928;2172;odorata;Mangold RP;<NA>;Mangold;Mangold, Rudolf Paul;0;0;Cananga;odorata
Goniothalamus brevicuspis Miq.;Goniothalamus;ID;Celebes, central part, area of Mt. Nokilalaki, SE of Lake Lindu, to Sindaunta;-1.2;120.133333;Meijer, W;Meijer, W  10001 ;4;5;1975;nan;<NA>;<NA>;Botany;L.1765309;0;0;0;Meijer;;0;;;;0;0;0;L1765309;10001;brevicuspis;Meijer W;<NA>;Meijer;<NA>;<NA>;<NA>;Goniothalamus;brevicuspis
Goniothalamus brevicuspis Miq.;Goniothalamus;MY;Celebes, central part, area of Mt. Nokilalaki, SE of Lake Lindu, to Sindaunta.;-1.22;120.13;Meijer, W ;10001;4;5;1975;nan;<NA>;US;US;US 3003427;0;0;0;;;0;;;;0;0;0;US3003427;10001;brevicuspis;W. Meijer;<NA>;Meijer;<NA>;<NA>;<NA>;Goniothalamus;brevicuspis
Miliusa horsfieldii (Benn.) Pierre;Miliusa;ID;"Celebes, SW peninsula, NE of Makassar within 54-60 km on the road. 5.01 S; 119.35 E.";-5.016667;119.583333;Meijer, W;Meijer, W  10755 ;4;7;1976;Mols, JB;2004-03-01T00:00:00;<NA>;Botany;L.2106182;0;0;0;Meijer;;0;1;3;2004;0;0;0;L2106182;10755;horsfieldii;Meijer W;Mols JB;Meijer;<NA>;<NA>;<NA>;Miliusa;horsfieldii
Saccopetalum horsfieldii Benn.;Miliusa;ID;SW peninsula. NE of Makassar within 54-60 km on the road. Ca. 05º01'S, 119º35'E.;-5.01666;119.58333;Meijer, W;Meijer 10755;4;7;1976;nan;<NA>;MO;MO;753812;0;0;0;Meijer;;0;;;;0;0;0;MO753812;10755;horsfieldii;Willem Meijer;<NA>;Meijer;<NA>;<NA>;<NA>;Miliusa;horsfieldii
Popowia Endl.;Popowia;ID;Celebes, SW peninsula, NE of Makassar within 54-60 km on the road.;-5.016667;119.583333;Meijer, W;Meijer, W  10782 ;4;7;1976;Kessler, PJA;1985-01-01T00:00:00;<NA>;Botany;L.1763798;0;0;0;Meijer;;0;1;1;1985;0;0;0;L1763798;10782;;Meijer W;Kessler PJA;Meijer;<NA>;<NA>;<NA>;Popowia;
Orophea Blume;Popowia;ID;SW peninsula. NE of Makassar within 54-60 km on the road. Ca. 05º01'S, 119º35'E.;-5.01666;119.58333;Meijer, W;Meijer 10782;4;7;1976;nan;<NA>;MO;MO;753723;0;0;0;Meijer;;0;;;;0;0;0;MO753723;10782;;Willem Meijer;<NA>;Meijer;<NA>;<NA>;<NA>;Orophea;
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Nunukan, N. of Tarakan, East Borneo.;4.083333;117.666666;Meijer, W;Meijer, W  2175 ;1;11;1953;Meijer, W;1954-09-01T00:00:00;<NA>;Botany;L.1766934;0;0;0;Meijer;;0;1;9;1954;0;0;0;L1766934;2175;lateriflora;Meijer W;Meijer W;Meijer;<NA>;<NA>;<NA>;Polyalthia;lateriflora
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Nunukan, N. of Tarakan, East Borneo.;4.083333;117.666666;Meijer, W;Meijer, W  2175 ;1;11;1953;Meijer, W;1954-09-01T00:00:00;<NA>;Botany;L.1766935;0;0;0;Meijer;;0;1;9;1954;0;0;0;L1766935;2175;lateriflora;Meijer W;Meijer W;Meijer;<NA>;<NA>;<NA>;Polyalthia;lateriflora
Friesodielsia bakeri (Merr.) Steenis;Friesodielsia;ID;Nunukan, N of Tarakan, East Borneo, near S. Binusan;4.083333;117.666666;Meijer, W;Meijer, W  2439 ;6;12;1953;nan;<NA>;<NA>;Botany;L.1754989;0;0;0;Meijer;;0;;;;0;0;0;L1754989;2439;bakeri;Meijer W;"Setten AK van; Heusden ECH van";Meijer;<NA>;<NA>;<NA>;Friesodielsia;bakeri
Friesodielsia bakeri (Merr.) Steenis;Friesodielsia;ID;Nunukan, N of Tarakan, East Borneo, near S. Binusan;4.083333;117.666666;Meijer, W;Meijer, W  2439 ;6;12;1953;nan;<NA>;<NA>;Botany;L.1754988;0;0;0;Meijer;;0;;;;0;0;0;L1754988;2439;bakeri;Meijer W;"Setten AK van; Heusden ECH van";Meijer;<NA>;<NA>;<NA>;Friesodielsia;bakeri
Polyalthia Blume;Polyalthia;ID;Northern slope of Mt. Sago, Pajakumbuh.;-3.1167;101.95;Meijer, W;Meijer, W  3769 ;21;7;1955;nan;<NA>;<NA>;Botany;L.1763567;0;0;0;Meijer;;0;;;;0;0;0;L1763567;3769;;Meijer W;<NA>;Meijer;<NA>;<NA>;<NA>;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Northern slope of Mt. Sago, Pajakumbuh.;-3.1167;101.95;Meijer, W;Meijer, W  3769 ;21;7;1955;nan;<NA>;<NA>;Botany;L.1763568;0;0;0;Meijer;;0;;;;0;0;0;L1763568;3769;;Meijer W;<NA>;Meijer;<NA>;<NA>;<NA>;Polyalthia;
Dasymaschalon blumei Finet & Gagnep.;Dasymaschalon;ID;Central-Sum., W Indragiri, Taluk region near Bivacque Dewan I;-0.533333;101.583333;Meijer, W;Meijer, W  4275 ;11;1;1956;nan;<NA>;<NA>;Botany;L.1756332;0;0;0;Meijer;;0;;;;0;0;0;L1756332;4275;dasymaschalum;Meijer W;"Setten AK van; Heusden ECH van";Meijer;<NA>;<NA>;<NA>;Dasymaschalon;dasymaschalum
Dasymaschalon blumei Finet & Gagnep.;Dasymaschalon;ID;Central-Sum., W Indragiri, Taluk region near Bivacque Dewan I;-0.533333;101.583333;Meijer, W;Meijer, W  4275 ;11;1;1956;nan;<NA>;<NA>;Botany;L.1756372;0;0;0;Meijer;;0;;;;0;0;0;L1756372;4275;dasymaschalum;Meijer W;"Setten AK van; Heusden ECH van";Meijer;<NA>;<NA>;<NA>;Dasymaschalon;dasymaschalum
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;Indonesia, Sumatra, CEntral Sumatra, W. Indragiri, Taluk, Hutan Pulau Lawas near Taratak Air Hutam.;-0.366667;103.0;Meijer, W;Meijer, W  4361 ;16;1;1956;Turner, IM;2012-02-01T00:00:00;<NA>;Botany;L.2066172;0;0;0;Meijer;;0;1;2;2012;0;0;0;L2066172;4361;maingayi;Meijer W;Turner IM;Meijer;<NA>;<NA>;<NA>;Cyathocalyx;maingayi
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;Indonesia, Sumatra, CEntral Sumatra, W. Indragiri, Taluk, Hutan Pulau Lawas near Taratak Air Hutam.;-0.366667;103.0;Meijer, W;Meijer, W  4361 ;16;1;1956;Turner, IM;2012-02-01T00:00:00;<NA>;Botany;L  0197235;0;0;0;Meijer;;0;1;2;2012;0;0;0;L0197235;4361;maingayi;Meijer W;Turner IM;Meijer;<NA>;<NA>;<NA>;Cyathocalyx;maingayi
Monocarpia maingayi (Hook.f. & Thomson) I.M.Turner;Cyathocalyx;ID;Indonesia, Sumatra, CEntral Sumatra, W. Indragiri, Taluk, Hutan Pulau Lawas near Taratak Air Hutam.;-0.366667;103.0;Meijer, W;Meijer, W  4361 ;16;1;1956;Turner, IM;2012-02-01T00:00:00;<NA>;Botany;L  0197583;0;0;0;Meijer;;0;1;2;2012;0;0;0;L0197583;4361;maingayi;Meijer W;Turner IM;Meijer;<NA>;<NA>;<NA>;Cyathocalyx;maingayi
Fissistigma Griff.;Fissistigma;ID;Mt. Sago, N Sumatra, Kalaban;-3.1167;101.95;Meijer, W;Meijer, W  5792 ;12;5;1957;Kessler, PJA;2002-06-01T00:00:00;<NA>;Botany;L.1775625;0;0;0;Meijer;;0;1;6;2002;0;0;0;L1775625;5792;;Meijer W;Kessler PJA;Meijer;<NA>;<NA>;<NA>;Fissistigma;
Fissistigma Griff.;Fissistigma;ID;Mt. Sago, N Sumatra, Kalaban;-3.1167;101.95;Meijer, W;Meijer, W  5792 ;12;5;1957;Kessler, PJA;2002-06-01T00:00:00;<NA>;Botany;L.1754576;0;0;0;Meijer;;0;1;6;2002;0;0;0;L1754576;5792;;Meijer W;Kessler PJA;Meijer;<NA>;<NA>;<NA>;Fissistigma;
Fissistigma Griff.;Fissistigma;ID;Mt. Sago, N Sumatra, Kalaban;-3.1167;101.95;Meijer, W;Meijer, W  5792 ;12;5;1957;Kessler, PJA;2002-06-01T00:00:00;<NA>;Botany;L.1754577;0;0;0;Meijer;;0;1;6;2002;0;0;0;L1754577;5792;;Meijer W;Kessler PJA;Meijer;<NA>;<NA>;<NA>;Fissistigma;
Popowia bancana Scheff.;Popowia;ID;Taram, East of Pajakumbuh, W Sumatra, sandstone region of River Tjampo;-0.216667;100.666667;Meijer, W;Meijer, W  6768 ;21;8;1957;Moeljono, S;2002-10-12T00:00:00;<NA>;Botany;L.1759599;0;0;0;Meijer;;0;12;10;2002;0;0;0;L1759599;6768;bancana;Meijer W;Moeljono S;Meijer;<NA>;<NA>;<NA>;Popowia;bancana
Popowia bancana Scheff.;Popowia;ID;Taram, East of Pajakumbuh, W Sumatra, sandstone region of River Tjampo;-0.216667;100.666667;Meijer, W;Meijer, W  6768 ;21;8;1957;Moeljono, S;2002-10-12T00:00:00;<NA>;Botany;L  0195484;0;0;0;Meijer;;0;12;10;2002;0;0;0;L0195484;6768;bancana;Meijer W;Moeljono S;Meijer;<NA>;<NA>;<NA>;Popowia;bancana
Polyalthia Blume;Polyalthia;ID;Taram, E of Pajakumbuh, W Sumatra, River Tjampo;-0.216667;100.666667;Meijer, W;Meijer, W  6831 ;22;8;1957;nan;<NA>;<NA>;Botany;L.1763586;0;0;0;Meijer;;0;;;;0;0;0;L1763586;6831;;Meijer W;<NA>;Meijer;<NA>;<NA>;<NA>;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Taram, E of Pajakumbuh, W Sumatra, River Tjampo;-0.216667;100.666667;Meijer, W;Meijer, W  6831 ;22;8;1957;nan;<NA>;<NA>;Botany;L.1763585;0;0;0;Meijer;;0;;;;0;0;0;L1763585;6831;;Meijer W;<NA>;Meijer;<NA>;<NA>;<NA>;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Taram, East of Pajakumbuh, W. Sumatra, sandstone region of River Tjampo.;-0.216667;100.666667;Meijer, W;Meijer, W  6834 ;22;8;1957;Hildebrand, FHG;1965-04-01T00:00:00;<NA>;Botany;L.1763563;0;0;0;Meijer;;0;1;4;1965;0;0;0;L1763563;6834;;Meijer W;Hildebrand FHG;Meijer;<NA>;<NA>;<NA>;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Taram, East of Pajakumbuh, W. Sumatra, sandstone region of River Tjampo.;-0.216667;100.666667;Meijer, W;Meijer, W  6834 ;22;8;1957;Hildebrand, FHG;1965-04-01T00:00:00;<NA>;Botany;L.1763564;0;0;0;Meijer;;0;1;4;1965;0;0;0;L1763564;6834;;Meijer W;Hildebrand FHG;Meijer;<NA>;<NA>;<NA>;Polyalthia;
Mitrella kentii (Blume) Miq.;Mitrella;ID;Taram, East of Pajakumbuh, W. Sumatra, sandstone region of River Tjampo.;-0.21666700000000003;100.666667;Meijer, W;Meijer, W  7027 ;26;8;1957;nan;<NA>;<NA>;Botany;L.1761774;0;0;0;Meijer;;0;;;;0;0;0;L1761774;7027;kentii;Meijer W;"Setten AK van; Heusden ECH van";Meijer;<NA>;<NA>;<NA>;Mitrella;kentii
Mitrella kentii (Blume) Miq.;Mitrella;ID;Taram, East of Pajakumbuh, W. Sumatra, sandstone region of River Tjampo.;-0.21666700000000003;100.666667;Meijer, W;Meijer, W  7027 ;26;8;1957;nan;<NA>;<NA>;Botany;L.1761775;0;0;0;Meijer;;0;;;;0;0;0;L1761775;7027;kentii;Meijer W;"Setten AK van; Heusden ECH van";Meijer;<NA>;<NA>;<NA>;Mitrella;kentii
Mitrella kentii (Blume) Miq.;Mitrella;ID;Taram, East of Pajakumbuh, W. Sumatra, sandstone region of River Tjampo.;-0.21666700000000003;100.666667;Meijer, W;Meijer, W  7027 ;26;8;1957;nan;<NA>;<NA>;Botany;L  0183556;0;0;0;Meijer;;0;;;;0;0;0;L0183556;7027;kentii;Meijer W;"Setten AK van; Heusden ECH van";Meijer;<NA>;<NA>;<NA>;Mitrella;kentii
Annona squamosa L.;Annona;ID;Malesia, Celebes, northern central part, near Palu, 3-4km to NE;-0.883333;119.883333;Meijer, W;Meijer, W  9195 ;16;4;1975;nan;<NA>;<NA>;Botany;L.1755177;0;0;0;Meijer;;0;;;;0;0;0;L1755177;9195;squamosa;Meijer W;<NA>;Meijer;<NA>;<NA>;<NA>;Annona;squamosa
Annona squamosa L.;Annona;MY;Celebes, northern central part, near Palu, 3-4 km to NE, grassy plain.;-0.88;119.88;Meijer, W ;9195;16;4;1975;nan;<NA>;US;US;US 3003424;0;0;0;;;0;;;;0;0;0;US3003424;9195;squamosa;W. Meijer;<NA>;Meijer;<NA>;<NA>;<NA>;Annona;squamosa
Cyathocalyx kingii Boerl. ex Koord.;Drepananthus;ID;Malesia, Celebes, northern peninsula, between Palu and Parigi, 35km from Palu;-0.883333;120.0;Meijer, W;Meijer, W  9379 ;14;4;1975;Wang, R;2004-01-01T00:00:00;<NA>;Botany;L.1755958;0;0;0;Meijer;;0;1;1;2004;0;0;0;L1755958;9379;kingii;Meijer W;Wang R;Meijer;<NA>;<NA>;<NA>;Drepananthus;kingii
Cyathocalyx kingii Boerl. ex Koord.;Drepananthus;ID;Malesia, Celebes, northern peninsula, between Palu and Parigi, 35km from Palu;-0.883333;120.0;Meijer, W;Meijer, W  9379 ;14;4;1975;Wang, R;2004-01-01T00:00:00;<NA>;Botany;L.1755959;0;0;0;Meijer;;0;1;1;2004;0;0;0;L1755959;9379;kingii;Meijer W;Wang R;Meijer;<NA>;<NA>;<NA>;Drepananthus;kingii
Drepananthus kingii (Boerl. ex Koord.) Survesw. & R.M.K.Saunders;Drepananthus;MY;Celebes, northern peninsula, between Palu and Parigi, 35 km from Palu.;-0.88;120.0;Meijer, W ;9379;17;4;1975;nan;<NA>;US;US;US 3003516;0;0;0;;;0;;;;0;0;0;US3003516;9379;kingii;W. Meijer;<NA>;Meijer;<NA>;<NA>;<NA>;Drepananthus;kingii
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Sake.;0.480833;127.997361;Merello, M;Merello 3323;20;10;2012;nan;2014-01-01T00:00:00;MO;MO;100534814;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100534814;3323;;"Mary Merello;Tjut Bangun;Roji Mahroji;Bahar Fabanyo;Darius Loha";"I Rachman (BO) 2013; D.M. Johnson (OWU)";Merello;Merello, Mary;Panama;0;Uvaria;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Sake.;0.480833;127.997361;Merello, MC;"Merello, MC; Bangun, TJF; Mahroji, R; Fabanyo, B; Loha, D  3323 ";20;10;2012;nan;<NA>;<NA>;Botany;L.3967681;0;0;0;Merello;;0;;;;0;0;0;L3967681;3323;;"Merello MC; Bangun TJF; Mahroji R; Fabanyo B; Loha D";"Johnson DM; Rachman IA";Merello;<NA>;<NA>;<NA>;Uvaria;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Sake.;0.480833;127.997361;Merello, MC;"Merello, MC; Bangun, TJF; Mahroji, R; Fabanyo, B; Loha, D  3323 ";20;10;2012;nan;<NA>;<NA>;Botany;L.3967682;0;0;0;Merello;;0;;;;0;0;0;L3967682;3323;;"Merello MC; Bangun TJF; Mahroji R; Fabanyo B; Loha D";"Johnson DM; Rachman IA";Merello;<NA>;<NA>;<NA>;Uvaria;
Cyathocalyx biovulatus Boerl.;Drepananthus;ID;Central Halmahera. Weda Bay. Road to Bukit Limber KM 8.;0.519389;127.9985;Merello, M;Merello 3375;24;10;2012;nan;2014-01-01T00:00:00;MO;MO;100543791;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100543791;3375;biovulatus;"Mary Merello;Bahar Fabanyo;Darius Loha;Roji Mahroji";"I Rachman (BO) 2013; D.M.  Johnson (OWU)";Merello;Merello, Mary;Panama;0;Drepananthus;biovulatus
Cyathocalyx biovulatus Boerl.;Drepananthus;ID;Central Halmahera. Weda Bay. Road to Bukit Limber KM 8.;0.519389;127.9985;Merello, MC;"Merello, MC; Fabanyo, B; Loha, D; Mahroji, R  3375 ";24;10;2012;nan;<NA>;<NA>;Botany;L.3968413;0;0;0;Merello;;0;;;;0;0;0;L3968413;3375;biovulatus;"Merello MC; Fabanyo B; Loha D; Mahroji R";"Johnson DM; Rachman IA";Merello;<NA>;<NA>;<NA>;Drepananthus;biovulatus
Cyathocalyx biovulatus Boerl.;Drepananthus;ID;Central Halmahera. Weda Bay. Road to Bukit Limber KM 8.;0.519389;127.9985;Merello, MC;"Merello, MC; Fabanyo, B; Loha, D; Mahroji, R  3375 ";24;10;2012;nan;<NA>;<NA>;Botany;L.3968414;0;0;0;Merello;;0;;;;0;0;0;L3968414;3375;biovulatus;"Merello MC; Fabanyo B; Loha D; Mahroji R";"Johnson DM; Rachman IA";Merello;<NA>;<NA>;<NA>;Drepananthus;biovulatus
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Tanjung Ulie.;0.477306;127.960806;Merello, M;Merello 3393;19;11;2012;nan;2014-01-01T00:00:00;MO;MO;100544370;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100544370;3393;;"Mary Merello;Roji Mahroji;Darius Loha;Juwanda Jen";P. Kessler (L);Merello;Merello, Mary;Panama;0;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Tanjung Ulie.;0.477306;127.960806;Merello, MC;"Merello, MC; Mahroji, R; Loha, D; Jen, J  3393 ";19;11;2012;Kessler, PJA;<NA>;<NA>;Botany;L.3967694;0;0;0;Merello;;0;;;;0;0;0;L3967694;3393;;"Merello MC; Mahroji R; Loha D; Jen J";Kessler PJA;Merello;<NA>;<NA>;<NA>;Polyalthia;
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.658556;127.973806;Merello, M;Merello 3510;7;12;2012;nan;2014-01-01T00:00:00;MO;MO;100551547;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100551547;3510;;"Mary Merello;Iska Gushilman;Idris Haris;Darius Loha;Beli Eser";"I Rachman (BO) 2013; D.M. Johnson (OWU)";Merello;Merello, Mary;Panama;0;Uvaria;
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.658556;127.973806;Merello, MC;"Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B  3510 ";7;12;2012;nan;<NA>;<NA>;Botany;L.3967703;0;0;0;Merello;;0;;;;0;0;0;L3967703;3510;;"Merello MC; Gushilman I; Haris I; Loha D; Eser B";"Johnson DM; Rachman IA";Merello;<NA>;<NA>;<NA>;Uvaria;
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Halmahera. Weda Bay. Kao Rahai.;0.65625;127.972667;Merello, M;Merello 3514;7;12;2012;nan;2014-01-01T00:00:00;MO;MO;100551551;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100551551;3514;pisocarpa;"Mary Merello;Iska Gushilman;Idris Haris;Darius Loha;Beli Eser";P. Kessler (L);Merello;Merello, Mary;Panama;0;Popowia;pisocarpa
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Halmahera. Weda Bay. Kao Rahai.;0.65625;127.972667;Merello, MC;"Merello, MC; Gushilman, I; Haris, I; Loha, D; Eser, B  3514 ";7;12;2012;Kessler, PJA;<NA>;<NA>;Botany;L.3968409;0;0;0;Merello;;0;;;;0;0;0;L3968409;3514;pisocarpa;"Merello MC; Gushilman I; Haris I; Loha D; Eser B";Kessler PJA;Merello;<NA>;<NA>;<NA>;Popowia;pisocarpa
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.;0.489333;127.908944;Merello, M;Merello 3565;12;12;2012;nan;2014-01-01T00:00:00;MO;MO;100551657;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100551657;3565;obtusifolia;"Mary Merello;Roji Mahroji;Darius Loha";"I Rachman (BO) 2013; D.M.  Johnson (OWU)";Merello;Merello, Mary;Panama;0;Friesodielsia;obtusifolia
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan. Forest patches along main road.;0.489333;127.908944;Merello, MC;"Merello, MC; Mahroji, R; Loha, D  3565 ";12;12;2012;nan;<NA>;<NA>;Botany;L.3968418;0;0;0;Merello;;0;;;;0;0;0;L3968418;3565;obtusifolia;"Merello MC; Mahroji R; Loha D";"Johnson DM; Rachman IA";Merello;<NA>;<NA>;<NA>;Friesodielsia;obtusifolia
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.488167;127.910917;Merello, M;Merello 3597;14;12;2012;nan;2014-01-01T00:00:00;MO;MO;100552380;0;0;0;Merello;;0;1;1;2014;0;0;0;MO100552380;3597;;"Mary Merello;Richard Razakamalala;Lalao Andriamahefarivo;Deby Arifiani;Roji Mahroji;Darius Loha";P. Kessler (L);Merello;Merello, Mary;Panama;0;Polyalthia;
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.488333;127.835833;Merello, MC;"Merello, MC; Razakamalala, R; Andriamahefarivo, LD; Arifiani, D; Mahroji, R; Loh  3597 ";14;12;2012;Kessler, PJA;<NA>;<NA>;Botany;L.3967696;0;0;0;Merello;;0;;;;0;0;0;L3967696;3597;;"Merello MC; Razakamalala R; Andriamahefarivo LD; Arifiani D; Mahroji R; Loh";Kessler PJA;Merello;<NA>;<NA>;<NA>;Polyalthia;
Goniothalamus brevicuspis Miq.;Goniothalamus;ID;"Indonesia, Sulawesi, North, Dumoga Bone National Park, distr., Gorontalo, Momaliada'a Camp on the Sungai Olama0.36 N; 123.24 E; 500 m alt.";0.6;123.4;Milliken, W;Milliken, W  932 ;15;8;1991;Kessler, PJA;1996-03-01T00:00:00;<NA>;Botany;L.1765333;0;0;0;Milliken;;0;1;3;1996;0;0;0;L1765333;932;brevicuspis;Milliken W;Kessler PJA;Milliken;Milliken, William;Indonesia;0;Goniothalamus;brevicuspis
Goniothalamus brevicuspis Miq.;Goniothalamus;ID;"Indonesia, Sulawesi, North, Dumoga Bone National Park, distr., Gorontalo, Momaliada'a Camp on the Sungai Olama0.36 N; 123.24 E; 500 m alt.";0.6;123.4;Milliken, W;Milliken, W  932 ;15;8;1991;Kessler, PJA;1996-03-01T00:00:00;<NA>;Botany;L  0197590;0;0;0;Milliken;;0;1;3;1996;0;0;0;L0197590;932;brevicuspis;Milliken W;Kessler PJA;Milliken;Milliken, William;Indonesia;0;Goniothalamus;brevicuspis
Goniothalamus tapisoides Mat-Salleh;Goniothalamus;ID;Central Kalimantan, Bukit Raya and upper Katingan (Mendawai) River area. Upper Katingan river, c. 50-100 km WNW of Tumbang Samba.  km 36. K.T.C. logging concession. Near Tumbang Merak.;1.25;112.666667;Mogea, JP;Mogea, JP  3454 ;16;11;1982;Saunders, RMK;2013-05-01T00:00:00;<NA>;Botany;L.3965667;0;0;0;Mogea;;0;1;5;2013;0;0;0;L3965667;3454;tapisoides;Mogea JP;Saunders RMK;Mogea;<NA>;<NA>;<NA>;Goniothalamus;tapisoides
Goniothalamus tapisoides Mat-Salleh;Goniothalamus;ID;Central Kalimantan, Bukit Raya and upper Katingan (Mendawai) River area. Upper Katingan river, c. 50-100 km WNW of Tumbang Samba.  km 36. K.T.C. logging concession. Near Tumbang Merak.;1.25;112.666667;Mogea, JP;Mogea, JP  3454 ;16;11;1982;Saunders, RMK;2013-05-01T00:00:00;<NA>;Botany;L.3965666;0;0;0;Mogea;;0;1;5;2013;0;0;0;L3965666;3454;tapisoides;Mogea JP;Saunders RMK;Mogea;<NA>;<NA>;<NA>;Goniothalamus;tapisoides
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Upper Katingan river, c. 50-100km WNW of Tumbang Samba.;-1.25;112.666667;Mogea, JP;Mogea, JP  3470 ;16;11;1982;Kessler, PJA;1989-04-01T00:00:00;<NA>;Botany;L.1767426;0;0;0;Mogea;;0;1;4;1989;0;0;0;L1767426;3470;rumphii;Mogea JP;Kessler PJA;Mogea;<NA>;<NA>;<NA>;Hubera;rumphii
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;MY;Borneo. Central Kalimantan, Bukit Raya and upper Katingan (Mendawai) River area. Upper Katingan river, c. 50-100 km WNW of Tumbang Samba. km. 39 K.T.C. logging concession. Near Tumbang Marak.;-1.25;112.67;Mogea, J ;MOGEA 3470;16;11;1982;nan;<NA>;US;US;US 3033769;0;0;0;MOGEA;;0;;;;0;0;0;US3033769;3470;rumphii;J. Mogea & W. J. de Wilde;<NA>;Mogea;<NA>;<NA>;<NA>;Hubera;rumphii
Friesodielsia glauca (Hook.f. & Thomson) Steenis;Friesodielsia;ID;Central Kalimantan, Bukit Raya and upper Katingan (Mendawai) River area;-0.666666;112.683333;Mogea, JP;"Mogea, JP; Wilde, WJJO de  3517 ";18;11;1982;Turner, IM;2010-03-02T00:00:00;<NA>;Botany;L.1765220;0;0;0;Mogea;;0;2;3;2010;0;0;0;L1765220;3517;glauca;"Mogea JP; Wilde WJJO de";Turner IM;Mogea;<NA>;<NA>;<NA>;Friesodielsia;glauca
Friesodielsia glauca (Hook.f. & Thomson) Steenis;Friesodielsia;ID;Central Kalimantan, Bukit Raya and upper Katingan (Mendawai) River area;-0.666666;112.683333;Mogea, JP;"Mogea, JP; Wilde, WJJO de  3517 ";18;11;1982;Turner, IM;2010-03-02T00:00:00;<NA>;Botany;L.1765219;0;0;0;Mogea;;0;2;3;2010;0;0;0;L1765219;3517;glauca;"Mogea JP; Wilde WJJO de";Turner IM;Mogea;<NA>;<NA>;<NA>;Friesodielsia;glauca
