scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;coll_surname;huh_name;geo_col;wiki_url;genus_old;specific_epithet_old
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Kalimantan, East Kutai Reserve, vicinity of Sengat and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  63 ;24;12;1977;Ganesan, SK;2011-10-01T00:00:00;<NA>;Botany;L.1759186;0;0;0;Leighton;;0;1;10;2011;0;0;0;L1759186;63;pisocarpa;Leighton M;Ganesan SK;Leighton;<NA>;<NA>;<NA>;Popowia;pisocarpa
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers;0.5;117.333333;Leighton, M;Leighton, M  636 ;28;5;1979;Heusden, ECH van;<NA>;<NA>;Botany;L.1754379;0;0;0;Leighton;;0;;;;0;0;0;L1754379;636;manubriatum;Leighton M;Heusden ECH van;Leighton;<NA>;<NA>;<NA>;Fissistigma;manubriatum
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers;0.5;117.333333;Leighton, M;Leighton, M  636 ;28;5;1979;Heusden, ECH van;<NA>;<NA>;Botany;L.1754381;0;0;0;Leighton;;0;;;;0;0;0;L1754381;636;manubriatum;Leighton M;Heusden ECH van;Leighton;<NA>;<NA>;<NA>;Fissistigma;manubriatum
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers;0.5;117.333333;Leighton, M;Leighton, M  636 ;28;5;1979;Heusden, ECH van;<NA>;<NA>;Botany;L.1754380;0;0;0;Leighton;;0;;;;0;0;0;L1754380;636;manubriatum;Leighton M;Heusden ECH van;Leighton;<NA>;<NA>;<NA>;Fissistigma;manubriatum
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers;0.5;117.333333;Leighton, M;Leighton, M  636 ;28;5;1979;Heusden, ECH van;<NA>;<NA>;Botany;L  0800786;0;0;0;Leighton;;0;;;;0;0;0;L0800786;636;manubriatum;Leighton M;Heusden ECH van;Leighton;<NA>;<NA>;<NA>;Fissistigma;manubriatum
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;East Kalimantan, East Kutai Reserve, vicinity of Sengata and Mentoko rivers.;0.5;117.333333;Leighton, M;Leighton, M  66 ;3;1;1978;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;L.1775268;0;0;0;Leighton;;0;1;3;2014;0;0;0;L1775268;66;malayana;Leighton M;Johnson DM;Leighton;<NA>;<NA>;<NA>;Xylopia;malayana
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;East Kalimantan, East Kutai Reserve, vicinity of Sengata and Mentoko rivers.;0.5;117.333333;Leighton, M;Leighton, M  66 ;3;1;1978;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;L.1775267;0;0;0;Leighton;;0;1;3;2014;0;0;0;L1775267;66;malayana;Leighton M;Johnson DM;Leighton;<NA>;<NA>;<NA>;Xylopia;malayana
Xylopia malayana Hook.f. & Thomson;Xylopia;ID;East Kalimantan, East Kutai Reserve, vicinity of Sengata and Mentoko rivers.;0.5;117.333333;Leighton, M;Leighton, M  66 ;3;1;1978;Johnson, DM;2014-03-01T00:00:00;<NA>;Botany;L  0772239;0;0;0;Leighton;;0;1;3;2014;0;0;0;L0772239;66;malayana;Leighton M;Johnson DM;Leighton;<NA>;<NA>;<NA>;Xylopia;malayana
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kutai Reserve, vicinity of Sengata and Mentoko rivers.;-0.5;117.333333;Leighton, M;Leighton, M  662 ;25;6;1979;nan;<NA>;<NA>;Botany;L.3965780;0;0;0;Leighton;;0;;;;0;0;0;L3965780;662;;Leighton M;<NA>;Leighton;<NA>;<NA>;<NA>;Goniothalamus;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;ID;East Kutai Reserve, vicinity of Sengata and Mentoko rivers.;-0.5;117.333333;Leighton, M;Leighton, M  662 ;25;6;1979;nan;<NA>;<NA>;Botany;L.3965779;0;0;0;Leighton;;0;;;;0;0;0;L3965779;662;;Leighton M;<NA>;Leighton;<NA>;<NA>;<NA>;Goniothalamus;
Popowia Endl.;Popowia;ID;East Kalimantan, East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  706 ;1;1;1977;Kessler, PJA;1989-05-01T00:00:00;<NA>;Botany;L.1763858;0;0;0;Leighton;;0;1;5;1989;0;0;0;L1763858;706;;Leighton M;Kessler PJA;Leighton;<NA>;<NA>;<NA>;Popowia;
Popowia Endl.;Popowia;ID;East Kalimantan, East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  706 ;1;1;1977;Kessler, PJA;1989-05-01T00:00:00;<NA>;Botany;L.1763857;0;0;0;Leighton;;0;1;5;1989;0;0;0;L1763857;706;;Leighton M;Kessler PJA;Leighton;<NA>;<NA>;<NA>;Popowia;
Desmos dumosus (Roxb.) Saff.;Desmos;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  722 ;3;7;1979;nan;<NA>;<NA>;Botany;L.1760672;0;0;0;Leighton;;0;;;;0;0;0;L1760672;722;dumosus;Leighton M;"Setten AK van; Heusden ECH van";Leighton;<NA>;<NA>;<NA>;Desmos;dumosus
Desmos dumosus (Roxb.) Saff.;Desmos;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  722 ;3;7;1979;nan;<NA>;<NA>;Botany;L.1760673;0;0;0;Leighton;;0;;;;0;0;0;L1760673;722;dumosus;Leighton M;"Setten AK van; Heusden ECH van";Leighton;<NA>;<NA>;<NA>;Desmos;dumosus
Desmos dumosus (Roxb.) Saff.;Desmos;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  722 ;3;7;1979;nan;<NA>;<NA>;Botany;L  0771951;0;0;0;Leighton;;0;;;;0;0;0;L0771951;722;dumosus;Leighton M;"Setten AK van; Heusden ECH van";Leighton;<NA>;<NA>;<NA>;Desmos;dumosus
Uvaria lobbiana Hook.f. & Thomson;Uvaria;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  723 ;3;7;1979;Heusden, ECH van;<NA>;<NA>;Botany;L  0049558;0;0;0;Leighton;;0;;;;0;0;0;L0049558;723;lobbiana;Leighton M;Heusden ECH van;Leighton;<NA>;<NA>;<NA>;Uvaria;lobbiana
Uvaria lobbiana Hook.f. & Thomson;Uvaria;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  723 ;3;7;1979;Heusden, ECH van;<NA>;<NA>;Botany;L  0049559;0;0;0;Leighton;;0;;;;0;0;0;L0049559;723;lobbiana;Leighton M;Heusden ECH van;Leighton;<NA>;<NA>;<NA>;Uvaria;lobbiana
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  747 ;6;7;1979;Turner, IM;2006-06-01T00:00:00;<NA>;Botany;L.1766861;0;0;0;Leighton;;0;1;6;2006;0;0;0;L1766861;747;lateriflora;Leighton M;Turner IM;Leighton;<NA>;<NA>;<NA>;Polyalthia;lateriflora
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  747 ;6;7;1979;Turner, IM;2006-06-01T00:00:00;<NA>;Botany;L.1766860;0;0;0;Leighton;;0;1;6;2006;0;0;0;L1766860;747;lateriflora;Leighton M;Turner IM;Leighton;<NA>;<NA>;<NA>;Polyalthia;lateriflora
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  749 ;1;1;1979;Turner, IM;2006-06-01T00:00:00;<NA>;Botany;L.1762607;0;0;0;Leighton;;0;1;6;2006;0;0;0;L1762607;749;lateriflora;Leighton M;Turner IM;Leighton;<NA>;<NA>;<NA>;Polyalthia;lateriflora
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  749 ;1;1;1979;Turner, IM;2006-06-01T00:00:00;<NA>;Botany;L.1762608;0;0;0;Leighton;;0;1;6;2006;0;0;0;L1762608;749;lateriflora;Leighton M;Turner IM;Leighton;<NA>;<NA>;<NA>;Polyalthia;lateriflora
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  749 ;1;1;1979;Turner, IM;2006-06-01T00:00:00;<NA>;Botany;L  0771786;0;0;0;Leighton;;0;1;6;2006;0;0;0;L0771786;749;lateriflora;Leighton M;Turner IM;Leighton;<NA>;<NA>;<NA>;Polyalthia;lateriflora
Phaeanthus splendens Miq.;Phaeanthus;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  821 ;21;7;1979;Mols, JB;<NA>;<NA>;Botany;L.1758660;0;0;0;Leighton;;0;;;;0;0;0;L1758660;821;splendens;Leighton M;Mols JB;Leighton;<NA>;<NA>;<NA>;Phaeanthus;splendens
Phaeanthus splendens Miq.;Phaeanthus;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  821 ;21;7;1979;Mols, JB;<NA>;<NA>;Botany;L  0772264;0;0;0;Leighton;;0;;;;0;0;0;L0772264;821;splendens;Leighton M;Mols JB;Leighton;<NA>;<NA>;<NA>;Phaeanthus;splendens
Polyalthia Blume;Polyalthia;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers;0.5;117.333333;Leighton, M;Leighton, M  831 ;1;1;1979;nan;<NA>;<NA>;Botany;L.1763524;0;0;0;Leighton;;0;;;;0;0;0;L1763524;831;;Leighton M;<NA>;Leighton;<NA>;<NA>;<NA>;Polyalthia;
Polyalthia Blume;Polyalthia;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers;0.5;117.333333;Leighton, M;Leighton, M  831 ;1;1;1979;nan;<NA>;<NA>;Botany;L  0771811;0;0;0;Leighton;;0;;;;0;0;0;L0771811;831;;Leighton M;<NA>;Leighton;<NA>;<NA>;<NA>;Polyalthia;
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers;0.433333;117.6;Leighton, M;Leighton, M  886 ;30;7;1979;Heusden, ECH van;<NA>;<NA>;Botany;L.1754349;0;0;0;Leighton;;0;;;;0;0;0;L1754349;886;manubriatum;Leighton M;Heusden ECH van;Leighton;<NA>;<NA>;<NA>;Fissistigma;manubriatum
Fissistigma manubriatum (Hook.f. & Thomson) Merr.;Fissistigma;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers;0.433333;117.6;Leighton, M;Leighton, M  886 ;30;7;1979;Heusden, ECH van;<NA>;<NA>;Botany;L.1754348;0;0;0;Leighton;;0;;;;0;0;0;L1754348;886;manubriatum;Leighton M;Heusden ECH van;Leighton;<NA>;<NA>;<NA>;Fissistigma;manubriatum
Annonaceae;<NA>;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  923 ;9;8;1979;nan;<NA>;<NA>;Botany;L.1768893;0;0;0;Leighton;;0;;;;0;0;0;L1768893;923;;Leighton M;<NA>;Leighton;<NA>;<NA>;<NA>;<NA>;
Annonaceae;<NA>;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.5;117.333333;Leighton, M;Leighton, M  923 ;9;8;1979;nan;<NA>;<NA>;Botany;L  0800781;0;0;0;Leighton;;0;;;;0;0;0;L0800781;923;;Leighton M;<NA>;Leighton;<NA>;<NA>;<NA>;<NA>;
Annonaceae;<NA>;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.55;117.333333;Leighton, M;Leighton, M  999 ;21;8;1979;nan;<NA>;<NA>;Botany;L.1754578;0;0;0;Leighton;;0;;;;0;0;0;L1754578;999;;Leighton M;<NA>;Leighton;<NA>;<NA>;<NA>;<NA>;
Annonaceae;<NA>;ID;East Kutai Reserve, vicinity of Sengata and Mentoko Rivers.;0.55;117.333333;Leighton, M;Leighton, M  999 ;21;8;1979;nan;<NA>;<NA>;Botany;L.1754579;0;0;0;Leighton;;0;;;;0;0;0;L1754579;999;;Leighton M;<NA>;Leighton;<NA>;<NA>;<NA>;<NA>;
Goniothalamus parallelivenius Ridl.;Goniothalamus;ID;East kalimantan, Sungai Wain protected forest area, Balikpapan-Samarinda km 15.;-1.0;117.0;Lestari, H;"Lestari, H; Arifin, Z  5 ";21;9;1995;Saunders, RMK;2013-06-01T00:00:00;<NA>;Botany;L.3966309;0;0;0;Lestari;;0;1;6;2013;0;0;0;L3966309;5;parallelivenius;"Lestari H; Arifin Z";Saunders RMK;Lestari;<NA>;<NA>;<NA>;Goniothalamus;parallelivenius
Goniothalamus parallelivenius Ridl.;Goniothalamus;ID;East kalimantan, Sungai Wain protected forest area, Balikpapan-Samarinda km 15.;-1.0;117.0;Lestari, H;"Lestari, H; Arifin, Z  5 ";21;9;1995;Saunders, RMK;2013-06-01T00:00:00;<NA>;Botany;L.3966308;0;0;0;Lestari;;0;1;6;2013;0;0;0;L3966308;5;parallelivenius;"Lestari H; Arifin Z";Saunders RMK;Lestari;<NA>;<NA>;<NA>;Goniothalamus;parallelivenius
Popowia tomentosa Maingay ex Hook.f. & Thomson;Popowia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.48625;127.910167;Mahroji, R;Mahroji 120;16;12;2012;nan;2014-01-01T00:00:00;MO;MO;100552012;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100552012;120;tomentosa;"Roji Mahroji;Lalao Andriamahefarivo;Tjut Bangun;Bahar Fabanyo;Darius Loha";P. Kessler (L);Mahroji;<NA>;<NA>;<NA>;Popowia;tomentosa
Popowia tomentosa Maingay ex Hook.f. & Thomson;Popowia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.48625;127.910167;Mahroji, R;"Mahroji, R; Andriamahefarivo, LD; Bangun, TJF; Fabanyo, B; Loha, D  120 ";16;12;2012;Kessler, PJA;<NA>;<NA>;Botany;L.3967700;0;0;0;Mahroji;;0;;;;0;0;0;L3967700;120;tomentosa;"Mahroji R; Andriamahefarivo LD; Bangun TJF; Fabanyo B; Loha D";Kessler PJA;Mahroji;<NA>;<NA>;<NA>;Popowia;tomentosa
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ID;Central Halmahera. Weda Bay. Ake Jira, south.;0.613639;127.916444;Mahroji, R;Mahroji 156;22;12;2012;nan;2014-01-01T00:00:00;MO;MO;100554062;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100554062;156;ophthalmicus;"Roji Mahroji;Iska Gushilman;Bahar Fabanyo;Samsul Lasut";"D.M.  Johnson (OWU); P. Kessler (L)";Mahroji;<NA>;<NA>;<NA>;Phaeanthus;ophthalmicus
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ID;Central Halmahera. Weda Bay. Ake Jira, south.;0.613639;127.916444;Mahroji, R;"Mahroji, R; Gushilman, I; Fabanyo, B; Lasut, SA  156 ";22;12;2012;nan;<NA>;<NA>;Botany;L.3967683;0;0;0;Mahroji;;0;;;;0;0;0;L3967683;156;ophthalmicus;"Mahroji R; Gushilman I; Fabanyo B; Lasut SA";"Johnson DM; Kessler PJA";Mahroji;<NA>;<NA>;<NA>;Phaeanthus;ophthalmicus
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Jira, south.;0.613639;127.916444;Mahroji, R;"Mahroji, R; Gushilman, I; Fabanyo, B; Lasut, SA  157 ";22;12;2012;Kessler, PJA;2014-12-01T00:00:00;<NA>;Botany;L.3968401;0;0;0;Mahroji;;0;1;12;2014;0;0;0;L3968401;157;;"Mahroji R; Gushilman I; Fabanyo B; Lasut SA";Kessler PJA;Mahroji;<NA>;<NA>;<NA>;Uvaria;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Jira, south.;0.613639;127.916444;Mahroji, R;Mahroji 157;22;12;2012;nan;2014-01-01T00:00:00;MO;MO;100554063;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100554063;157;;"Roji Mahroji;Iska Gushilman;Bahar Fabanyo;Samsul Lasut";"D.M. Johnson (OWU); P. Kessler (L)";Mahroji;<NA>;<NA>;<NA>;Uvaria;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Jira, south.;0.613639;127.916444;Mahroji, R;Mahroji 158;22;12;2012;nan;2014-01-01T00:00:00;MO;MO;100554064;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100554064;158;;"Roji Mahroji;Iska Gushilman;Bahar Fabanyo;Samsul Lasut";"D Arifiani (BO) 2013; D.M. Johnson (OWU)";Mahroji;<NA>;<NA>;<NA>;Uvaria;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Ake Jira, south.;0.613639;127.916444;Mahroji, R;"Mahroji, R; Gushilman, I; Fabanyo, B; Lasut, SA  158 ";22;12;2012;nan;<NA>;<NA>;Botany;L.3967705;0;0;0;Mahroji;;0;;;;0;0;0;L3967705;158;;"Mahroji R; Gushilman I; Fabanyo B; Lasut SA";"Johnson DM; Arifiani D";Mahroji;<NA>;<NA>;<NA>;Uvaria;
Xylopia peekelii Diels;Xylopia;ID;Central Halmahera. Weda Bay. Gwomdi.;0.487056;127.972056;Mahroji, R;Mahroji 169;9;1;2013;nan;2014-01-01T00:00:00;MO;MO;100560838;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100560838;169;peekelii;"Roji Mahroji;Idris Haris;Bahar Fabanyo;Darius Loha";D.M. Johnson (OWU);Mahroji;<NA>;<NA>;<NA>;Xylopia;peekelii
Xylopia peekelii Diels;Xylopia;ID;Central Halmahera. Weda Bay. Gwomdi.;0.487056;127.972056;Mahroji, R;"Mahroji, R; Haris, I; Fabanyo, B; Loha, D  169 ";9;1;2013;Johnson, DM;<NA>;<NA>;Botany;L.3968411;0;0;0;Mahroji;;0;;;;0;0;0;L3968411;169;peekelii;"Mahroji R; Haris I; Fabanyo B; Loha D";Johnson DM;Mahroji;<NA>;<NA>;<NA>;Xylopia;peekelii
Xylopia peekelii Diels;Xylopia;ID;Central Halmahera. Weda Bay. Gwomdi.;0.487056;127.972056;Mahroji, R;"Mahroji, R; Haris, I; Fabanyo, B; Loha, D  169 ";9;1;2013;Johnson, DM;<NA>;<NA>;Botany;L.3968412;0;0;0;Mahroji;;0;;;;0;0;0;L3968412;169;peekelii;"Mahroji R; Haris I; Fabanyo B; Loha D";Johnson DM;Mahroji;<NA>;<NA>;<NA>;Xylopia;peekelii
Popowia tomentosa Maingay ex Hook.f. & Thomson;Popowia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.488139;127.906917;Mahroji, R;Mahroji 197;13;1;2013;nan;2014-01-01T00:00:00;MO;MO;100567443;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100567443;197;tomentosa;"Roji Mahroji;Tjut Bangun;Idris Haris;Bahar Fabanyo";P. Kessler (L);Mahroji;<NA>;<NA>;<NA>;Popowia;tomentosa
Popowia tomentosa Maingay ex Hook.f. & Thomson;Popowia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.488139;127.906917;Mahroji, R;"Mahroji, R; Bangun, TJF; Haris, I; Fabanyo, B  197 ";13;1;2013;Kessler, PJA;<NA>;<NA>;Botany;L.3967699;0;0;0;Mahroji;;0;;;;0;0;0;L3967699;197;tomentosa;"Mahroji R; Bangun TJF; Haris I; Fabanyo B";Kessler PJA;Mahroji;<NA>;<NA>;<NA>;Popowia;tomentosa
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Bukit Limber.;0.488111;128.027889;Mahroji, R;Mahroji 324;6;8;2013;nan;2014-01-01T00:00:00;MO;MO;100618324;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100618324;324;;"Roji Mahroji;Tjut Bangun;Idris Haris";P. Kessler (L);Mahroji;<NA>;<NA>;<NA>;Xylopia;
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Bukit Limber.;0.488111;128.027889;Mahroji, R;"Mahroji, R; Bangun, TJF; Haris, I  324 ";6;8;2013;Kessler, PJA;<NA>;<NA>;Botany;L.3968399;0;0;0;Mahroji;;0;;;;0;0;0;L3968399;324;;"Mahroji R; Bangun TJF; Haris I";Kessler PJA;Mahroji;<NA>;<NA>;<NA>;Xylopia;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Bukit Limber.;0.488111;128.027889;Mahroji, R;Mahroji 325;6;8;2013;nan;2014-01-01T00:00:00;MO;MO;100618325;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100618325;325;;"Roji Mahroji;Tjut Bangun;Idris Haris";P. Kessler (L);Mahroji;<NA>;<NA>;<NA>;Uvaria;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Bukit Limber.;0.488111;128.027889;Mahroji, R;"Mahroji, R; Bangun, TJF; Haris, I  325 ";6;8;2013;Kessler, PJA;<NA>;<NA>;Botany;L.3968405;0;0;0;Mahroji;;0;;;;0;0;0;L3968405;325;;"Mahroji R; Bangun TJF; Haris I";Kessler PJA;Mahroji;<NA>;<NA>;<NA>;Uvaria;
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Km 8 to Bukit Limber.;0.520222;127.915167;Mahroji, R;Mahroji 36;25;10;2012;nan;2014-01-01T00:00:00;MO;MO;100545220;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100545220;36;;"Roji Mahroji;Mary Merello;Bahar Fabanyo;Darius Loha";D.M. Johnson (OWU);Mahroji;<NA>;<NA>;<NA>;Xylopia;
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Km 8 to Bukit Limber.;0.520222;127.915167;Mahroji, R;"Mahroji, R; Merello, MC; Fabanyo, B; Loha, D  36 ";25;10;2012;Johnson, DM;<NA>;<NA>;Botany;L.3967688;0;0;0;Mahroji;;0;;;;0;0;0;L3967688;36;;"Mahroji R; Merello MC; Fabanyo B; Loha D";Johnson DM;Mahroji;<NA>;<NA>;<NA>;Xylopia;
Uvaria rufa (Dunal) Blume;Uvaria;ID;Central Halmahera. North Jira. Weda Bay.;0.652222;127.94425;Mahroji, R;Mahroji 374;8;11;2013;nan;2014-01-01T00:00:00;MO;MO;100655529;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100655529;374;rufa;"Roji Mahroji;Samsul Lasut";Ismail Rachman (BO);Mahroji;<NA>;<NA>;<NA>;Uvaria;rufa
Uvaria rufa (Dunal) Blume;Uvaria;ID;Central Halmahera. North Jira. Weda Bay.;0.652222;127.94425;Mahroji, R;"Mahroji, R; Lasut, SA  374 ";8;11;2013;Rachman, IA;<NA>;<NA>;Botany;L.3968397;0;0;0;Mahroji;;0;;;;0;0;0;L3968397;374;rufa;"Mahroji R; Lasut SA";Rachman IA;Mahroji;<NA>;<NA>;<NA>;Uvaria;rufa
Xylopia L.;Xylopia;ID;East Halmahera. Kao Rahai. Camp Central 7. Weda Bay.;0.691194;128.001917;Mahroji, R;Mahroji 388;17;11;2013;nan;2015-01-01T00:00:00;MO;MO;100655543;0;0;0;Mahroji;;0;1;1;2015;0;0;0;MO100655543;388;;"Roji Mahroji;Idris Haris;Darius Loha";S. Arias (L);Mahroji;<NA>;<NA>;<NA>;Xylopia;
Xylopia L.;Xylopia;ID;East Halmahera. Kao Rahai. Camp Central 7. Weda Bay.;0.691194;128.001917;Mahroji, R;"Mahroji, R; Haris, I; Loha, D  388 ";17;11;2013;nan;<NA>;<NA>;Botany;L.3967675;0;0;0;Mahroji;;0;;;;0;0;0;L3967675;388;;"Mahroji R; Haris I; Loha D";Arias Guerrero S;Mahroji;<NA>;<NA>;<NA>;Xylopia;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Km 3 to Bukit Limber. Weda Bay.;0.488167;128.027861;Mahroji, R;Mahroji 95;1;11;2012;nan;2014-01-01T00:00:00;MO;MO;100547057;0;0;0;Mahroji;;0;1;1;2014;0;0;0;MO100547057;95;;"Roji Mahroji;Bahar Fabanyo;Malik Soleman";"D.M. Johnson (OWU); P. Kessler (L)";Mahroji;<NA>;<NA>;<NA>;Uvaria;
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Km 3 to Bukit Limber. Weda Bay.;0.488167;128.027861;Mahroji, R;"Mahroji, R; Fabanyo, B; Soleman, M  95 ";1;11;2012;nan;<NA>;<NA>;Botany;L.3967702;0;0;0;Mahroji;;0;;;;0;0;0;L3967702;95;;"Mahroji R; Fabanyo B; Soleman M";"Johnson DM; Kessler PJA";Mahroji;<NA>;<NA>;<NA>;Uvaria;
Mitrephora glabra Scheff.;Mitrephora;ID;"Indonesia, Borneo, Kalimantan Timur, headwatersof Sungai Kahayan, Ladang area and Miri River environs, c. 0.28 S; 113.44 E.";-0.466667;113.733333;Mahyar, UW;Mahyar, UW  917 A;30;3;1988;Weerasooriya, AD;1999-09-01T00:00:00;<NA>;Botany;L.1757400;0;0;0;Mahyar;A;0;1;9;1999;0;0;0;L1757400;917;glabra;Mahyar UW;Weerasooriya AD;Mahyar;Mahyar, Uway Warsita;Indonesia, Malaysia, Papua New Guinea, Philippines, Singapore;0;Mitrephora;glabra
Mitrephora glabra Scheff.;Mitrephora;ID;"Indonesia, Borneo, Kalimantan Timur, headwatersof Sungai Kahayan, Ladang area and Miri River environs, c. 0.28 S; 113.44 E.";-0.466667;113.733333;Mahyar, UW;Mahyar, UW  917 A;30;3;1988;Weerasooriya, AD;1999-09-01T00:00:00;<NA>;Botany;L.1757399;0;0;0;Mahyar;A;0;1;9;1999;0;0;0;L1757399;917;glabra;Mahyar UW;Weerasooriya AD;Mahyar;Mahyar, Uway Warsita;Indonesia, Malaysia, Papua New Guinea, Philippines, Singapore;0;Mitrephora;glabra
Mitrephora glabra Scheff.;Mitrephora;ID;"Indonesia, Borneo, Kalimantan Timur, headwatersof Sungai Kahayan, Ladang area and Miri River environs, c. 0.28 S; 113.44 E.";-0.466667;113.733333;Mahyar, UW;Mahyar, UW  917 A;30;3;1988;Weerasooriya, AD;1999-09-01T00:00:00;<NA>;Botany;L.1757398;0;0;0;Mahyar;A;0;1;9;1999;0;0;0;L1757398;917;glabra;Mahyar UW;Weerasooriya AD;Mahyar;Mahyar, Uway Warsita;Indonesia, Malaysia, Papua New Guinea, Philippines, Singapore;0;Mitrephora;glabra
