scientificName;genus;countryID;locality;ddlat;ddlong;recordedBy;colNum_full;colDay;colMonth;colYear;detBy;detDate;institute;herbarium_code;orig_BC;specificEpithet;speciesAuthor;collectorID;prefix;sufix;colDate;detByDate;detDay;detMonth;detYear;country;continent;coordinateID;barcode;colNum;ORIG_recBy;to_check
Pseuduvaria unguiculata (Elmer) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Philippines: Island of Mindanao, Cabadbaran (Mt Urdaneta), Prov. of Agusan. 1912-07, Leg.: Elmer,A.D.E. 13286.;;;Elmer,A.D.E.;nan;;7;1912;Y. C. F. Su;;B;Herbarium Berolinense;B 10 1094596;unguiculata;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Elmer,A.D.E.;Elmer,A.D.E.
Mitrephora multifolia Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Philippines: Luzon, Sorsogon, Irosin. 1916-05, Leg.: Elmer,A.D.E. 16152.;;;Elmer,A.D.E.;nan;;5;1916;Anon.;;B;Herbarium Berolinense;B 10 1094145;multifolia;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Elmer,A.D.E.;Elmer,A.D.E.
Polyalthia obliqua Hook.f. & Thomson;Polyalthia;PH;Philippines: Dagami, Leyte. 1912-08, Leg.: Ramos,M. s.n.;;;Ramos,M.;nan;;8;1912;Anon.;;B;Herbarium Berolinense;B 10 1094444;obliqua;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Ramos,M.;Ramos,M.
Mitrephora weberi Merr.;Mitrephora;PH;Philippines: Busuanga. 1912-03, Leg.: Weber,C.M. 1550.;;;Weber,C.M.;nan;;3;1912;A. D. Weerasooriya;;B;Herbarium Berolinense;B 10 1094165;weberi;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Weber,C.M.;Weber,C.M.
Polyalthia microtus Miq.;Polyalthia;PH;Philippines: Island of Balbac. 1906-03, Leg.: Mangubat,L. 480.;;;Mangubat,L.;nan;;3;1906;Mat Salleh (in dupl. K) 1989;;B;Herbarium Berolinense;B 10 1094790;microtus;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Mangubat,L.;Mangubat,L.
Monoon elongatum (Merr.) B.Xue & R.M.K.Saunders;Polyalthia;PH;Philippines: Mindanao, Zamboanga. 1908-02, Leg.: Whitford,H.N. & Hutchinson,W.I. 9456.;;;Whitford,H.N.;nan;;2;1908;Anon.;;B;Herbarium Berolinense;B 10 1094358;elongata;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Whitford,H.N. & Hutchinson,W.I.;Whitford,H.N.
Cyathocalyx apoensis (Elmer) J.Sinclair;Drepananthus;PH;Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;;;A. D. E. Elmer;13625;;8;1912;nan;;NY;NY;01340520;apoensis;0;0;;;0;0;0;0;0;0;0;0;NY01340520;13625;A. D. E. Elmer;A. D. E. Elmer
Uvaria rufa (Dunal) Blume;Uvaria;PH;San Mateo, Province of Rizal. Luzon.;;;Collector, Ahern's;;;5;1904;nan;;NSW;NSW;NSW453604;rufa;0;0;;;0;0;0;0;0;0;0;0;NSW453604;nan;Collector, Ahern's;'s
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Cabadbaran (Mt Urdaneta).;;;UNKNOWN OR ANONYMOUS;nan;;9;1912;nan;;NSW;NSW;NSW473869;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;NSW473869;nan;UNKNOWN OR ANONYMOUS;UNKNOWN OR ANONYMOUS
Uvaria L.;Uvaria;PH;Lamao River, Mt Mariveles, Province of Bataan. Luzon.;;;Collector, Ahern's;;;7;1904;nan;;NSW;NSW;NSW453644;nan;0;0;;;0;0;0;0;0;0;0;0;NSW453644;nan;Collector, Ahern's;'s
Huberantha Chaowasku;Huberantha;PH;San Andales, Rizal Province, Luzon.;;;Edaño, G.E.;;;12;1926;Sauquet, H.;2018-11-20T00:00:00;NSW;NSW;NSW505232;nan;0;0;;;0;0;0;0;0;0;0;0;NSW505232;nan;Edaño, G.E.;Edaño, G.E.
Miliusa Lesch. ex A.DC.;Miliusa;PH;Antipolo, Province of Rizal.;16.42;120.62;Collector, Ahern's;;;4;1904;Mols, J.B.;2004-03-01T00:00:00;NSW;NSW;NSW433822;nan;0;0;;;0;0;0;0;0;0;0;0;NSW433822;nan;Collector, Ahern's;'s
Uvaria L.;Uvaria;PH;San Andales. Rizal Province. Luzon.;;;Edaño, G.E.;;;12;1926;nan;;NSW;NSW;NSW453619;nan;0;0;;;0;0;0;0;0;0;0;0;NSW453619;nan;Edaño, G.E.;Edaño, G.E.
Miliusa horsfieldii (Benn.) Pierre;Miliusa;PH;Brooks Point (Addison Peak).;;;UNKNOWN OR ANONYMOUS;nan;;2;1911;Mols, J.B.;2004-03-01T00:00:00;NSW;NSW;NSW433820;horsfieldii;0;0;nan;nan;0;0;0;0;0;0;0;0;NSW433820;nan;UNKNOWN OR ANONYMOUS;UNKNOWN OR ANONYMOUS
Artabotrys stolonifer Elmer;Artabotrys;PH;Philippines: Island of Luzon, Prov. of Sorsogan, Irosin (Mt. Bulusan). 1915-10, Leg.: Elmer,A.D.E. 14610.;;;Elmer,A.D.E.;nan;;10;1915;Anon.;;B;Herbarium Berolinense;B 10 1093084;stolonifer;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Elmer,A.D.E.;Elmer,A.D.E.
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Philippines: Mindanao, Lake Lanao, Camp. Keithley. 1907-06, Leg.: Clemens,M.S. 1049.;;;Clemens,M.S.;nan;;6;1907;Anon.;;B;Herbarium Berolinense;B 10 1093479;philippinensis;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Clemens,M.S.;Clemens,M.S.
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Philippines: Island of Mindanao, Prov. of Agusan, Cabadbaran, Mt. Urdaneta. 1912-10, Leg.: Elmer,A.D.E. 14024.;;;Elmer,A.D.E.;nan;;10;1912;M. Mat Salleh;;B;Herbarium Berolinense;B 10 1093480;philippinensis;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Elmer,A.D.E.;Elmer,A.D.E.
Monoon klemmei (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;PH;Philippines: Province of Palawan, Puerto Princesa (Mt. Pulgar), Island of Palawan. 1911-03, Leg.: Elmer,A.D.E. 12644.;;;Elmer,A.D.E.;nan;;3;1911;A. K. van Setten;;B;Herbarium Berolinense;B 10 1093377;klemmei;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Elmer,A.D.E.;Elmer,A.D.E.
Friesodielsia paucinervis (Merr.) Steenis;Friesodielsia;PH;Philippines: Island of Mindanao, Prov. Agusan, Cabadbaran, Mt. Urdaneta. 1912-09, Leg.: Elmer,A.D.E. 13946.;;;Elmer,A.D.E.;nan;;9;1912;Anon.;;B;Herbarium Berolinense;B 10 1093420;paucinervis;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Elmer,A.D.E.;Elmer,A.D.E.
Goniothalamus sibuyanensis (Elmer) Merr.;Goniothalamus;PH;Philippines: Sibuyan, Magallanes, Mt. Giting-giting, prov. Capiz. 1910-04, Leg.: Elmer,A.D.E. 12322.;;;Elmer,A.D.E.;nan;;4;1910;Anon.;;B;Herbarium Berolinense;B 10 1093492;sibuyanensis;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Elmer,A.D.E.;Elmer,A.D.E.
Friesodielsia paucinervis (Merr.) Steenis;Friesodielsia;PH;Philippines: Mindanao, Camp Keithley, Lake Lanao. 1907, Leg.: Clemens,M.S. s.n.;;;Clemens,M.S.;nan;;;1907;R. E. Fries 1954;;B;Herbarium Berolinense;B 10 1093419;paucinervis;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Clemens,M.S.;Clemens,M.S.
Friesodielsia longiflora (Merr.) Steenis;Friesodielsia;PH;Philippines: Mindanao, Camp Keithley, Lake Lanao. 1907-06, Leg.: Clemens,M.S. s.n.;;;Clemens,M.S.;nan;;6;1907;R. E. Fries 1954;;B;Herbarium Berolinense;B 10 1093416;longiflora;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Clemens,M.S.;Clemens,M.S.
Friesodielsia paucinervis (Merr.) Steenis;Friesodielsia;PH;Philippines: Mindanao, Camp Keithley, Lake Lanao. 1906-06, Leg.: Clemens,M.S. s.n.;;;Clemens,M.S.;nan;;6;1906;R. E. Fries 1954;;B;Herbarium Berolinense;B 10 1093418;paucinervis;0;0;nan;nan;0;0;0;0;0;0;0;0;B10;nan;Clemens,M.S.;Clemens,M.S.
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;PH;Lucban. Province Tayabas. Island Luzon.;;;A. D. E. Elmer;7813;;;;nan;;US;US;US 629792;obtusifolia;0;0;;;0;0;0;0;0;0;0;0;US629792;7813;A. D. E. Elmer;A. D. E. Elmer
Monoon grandifolium (Elmer) B.Xue & R.M.K.Saunders;Enicosanthum;PH;Mt. Cabangaan. Butulan. Province of Zambales, Luzon.;;;G. Edaño;Bureau of Science 26858;;;;nan;;US;US;US 1375644;grandifolium;0;0;Bureau;;0;0;0;0;0;0;0;0;US1375644;26858;G. Edaño;ño
Polyalthia Blume;Polyalthia;PH;Province of Rizal, Luzon.;;;Ahern's collector;Forestry Bureau 2669;;;;nan;;US;US;US 851339;nan;0;0;Forestry;;0;0;0;0;0;0;0;0;US851339;2669;Ahern's collector;Ahern's collector
Orophea Blume;Orophea;PH;Apayao Subprovince, Luzon.;;;E. Fénix;Bureau of Science 28249;;;;nan;;US;US;US 1264611;nan;0;0;Bureau;;0;0;0;0;0;0;0;0;US1264611;28249;E. Fénix;E. Fénix
Polyalthia suberosa (Roxb.) Thwaites;Polyalthia;PH;Vicinity of Dupax, Province of Nueva Vizcaya, Luzon.;;;R. C. McGregor;Bureau of Science 11440;;;;nan;;US;US;US 714320;suberosa;0;0;Bureau;;0;0;0;0;0;0;0;0;US714320;11440;R. C. McGregor;Gregor
Uvaria purpurea Blume;Uvaria;PH;Palawan: Brooke's Point Municip., Bgy Malis, Magagong settlement at the southern reaches of Mantalingajan Range.;8.8;117.75;F. Gaerlan, E. Sagcal;8367;16;6;1994;nan;;US;US;US 3376808;grandiflora;0;0;;;0;0;0;0;0;0;0;0;US3376808;8367;F. Gaerlan, E. Sagcal & O. Fernando;, E. Sagcal
Friesodielsia lagunensis (Elmer) Steenis;Friesodielsia;PH;Mt. San Isidro. Labrador. Prov. of Pangasinan. Luzon.;;;E. Fénix;Bureau of Science 29931;;;;nan;;US;US;US 1294350;lagunensis;0;0;Bureau;;0;0;0;0;0;0;0;0;US1294350;29931;E. Fénix;E. Fénix
Uvaria rufa (Dunal) Blume;Uvaria;PH;Montalban, Province of Rizal, Luzon.;;;A. D. E. Elmer;17418;;;;nan;;US;US;US 2674412;rufa;0;0;;;0;0;0;0;0;0;0;0;US2674412;17418;A. D. E. Elmer;A. D. E. Elmer
Uvaria elliptifolia Merr.;Uvaria;PH;Mindanao.;;;A. De Mesa;Forestry Bureau 27627;;;;nan;;US;US;US 1262555;elliptifolia;0;0;Forestry;;0;0;0;0;0;0;0;0;US1262555;27627;A. De Mesa; Mesa
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;15166;;;;nan;;US;US;US 1236284;lanceolata;0;0;;;0;0;0;0;0;0;0;0;US1236284;15166;A. D. E. Elmer;A. D. E. Elmer
Platymitra arborea (Blanco) Kessler;Platymitra;PH;Bosoboso, Province of Rizal, Luzon.;;;Ahern's collector;Forestry Bureau 2010;;;;nan;;US;US;US 706727;arborea;0;0;Forestry;;0;0;0;0;0;0;0;0;US706727;2010;Ahern's collector;Ahern's collector
Meiogyne mindorensis (Merr.) Heusden;Meiogyne;PH;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;15399;;;;nan;;US;US;US 3416538;mindorensis;0;0;;;0;0;0;0;0;0;0;0;US3416538;15399;A. D. E. Elmer;A. D. E. Elmer
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;15321;;;;nan;;US;US;US 1236360;virgata;0;0;;;0;0;0;0;0;0;0;0;US1236360;15321;A. D. E. Elmer;A. D. E. Elmer
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;17183;;;;nan;;US;US;US 1237017;ophthalmicus;0;0;;;0;0;0;0;0;0;0;0;US1237017;17183;A. D. E. Elmer;A. D. E. Elmer
Uvaria rufa (Dunal) Blume;Uvaria;PH;Decades of Philippine Forest. lamao River, Province of Bataan, Luzon.;;;Ahern's collector;129;;;;nan;;US;US;US 1584439;rufa;0;0;;;0;0;0;0;0;0;0;0;US1584439;129;Ahern's collector;Ahern's collector
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;PH;Butuan Subprovince. Mindanao.;;;S. Ponce, D. P. Miranda;Forestry Bureau 20757;;;;nan;;US;US;US 568618;glauca;0;0;Forestry;;0;0;0;0;0;0;0;0;US568618;20757;S. Ponce, D. P. Miranda & B. Rafael;, D. P. Miranda
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;PH;Province of Rizal, Luzon.;;;Ahern's collector;Forestry Bureau 2871;;;;nan;;US;US;US 626036;clusiflorum;0;0;Forestry;;0;0;0;0;0;0;0;0;US626036;2871;Ahern's collector;Ahern's collector
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;PH;Philippine Islands. Magallanes (Mt. Giting-Giting), Province of Capiz. Island of Sibuyan.;;;A. D. E. Elmer;12546;;;;nan;;US;US;US 779968;odorata;0;0;;;0;0;0;0;0;0;0;0;US779968;12546;A. D. E. Elmer;A. D. E. Elmer
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Bohol.;;;-. Ramos;43364;;;;nan;;US;US;US 1292620;ophthalmicus;0;0;;;0;0;0;0;0;0;0;0;US1292620;43364;-. Ramos;-. Ramos
Uvaria rufa (Dunal) Blume;Uvaria;PH;Montalban, Province of Rizal, Luzon.;;;A. D. E. Elmer;17418;;;;nan;;US;US;US 1237082;rufa;0;0;;;0;0;0;0;0;0;0;0;US1237082;17418;A. D. E. Elmer;A. D. E. Elmer
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;PH;Province of Laguna, Luzon.;;;R. C. McGregor;Bureau of Science 22864;;;;nan;;US;US;US 898259;clusiflorum;0;0;Bureau;;0;0;0;0;0;0;0;0;US898259;22864;R. C. McGregor;Gregor
Polyalthia suberosa (Roxb.) Thwaites;Polyalthia;PH;Prov. Nueva Vizcaya, Luzon.;;;R. C. McGregor;Bureau of Science 20080;;;;nan;;US;US;US 901097;suberosa;0;0;Bureau;;0;0;0;0;0;0;0;0;US901097;20080;R. C. McGregor;Gregor
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Irosin (Mt.) Bulusan. Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;;;;;nan;;US;US;US 3507936;lanceolata;0;0;;;0;0;0;0;0;0;0;0;US3507936;nan;A. D. E. Elmer;A. D. E. Elmer
Artabotrys suaveolens (Blume) Blume;Artabotrys;PH;Irosin (Mt. Bulusan), Province of Sorsogon, Island of Luzon.;;;A. D. E. Elmer;17363;;;;nan;;US;US;US 894485;suaveolens;0;0;;;0;0;0;0;0;0;0;0;US894485;17363;A. D. E. Elmer;A. D. E. Elmer
Mitrephora lanotan (Blanco) Merr.;Mitrephora;PH;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan. Island of Palawan.;;;A. D. E. Elmer;12787;;;;nan;;US;US;US 904788;lanotan;0;0;;;0;0;0;0;0;0;0;0;US904788;12787;A. D. E. Elmer;A. D. E. Elmer
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao.;;;A. D. E. Elmer;13535;;;;nan;;US;US;US 3416572;epiphyticus;0;0;;;0;0;0;0;0;0;0;0;US3416572;13535;A. D. E. Elmer;A. D. E. Elmer
Mitrephora williamsii C.B.Rob.;Mitrephora;PH;Mindanao.;;;A. De Mesa;Forestry Bureau 27464;;;;nan;;US;US;US 1262530;williamsii;0;0;Forestry;;0;0;0;0;0;0;0;0;US1262530;27464;A. De Mesa; Mesa
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Lamao River, Mt. Mariveles. Province of Batan, Luzon.;;;Ahern's collector;Forestry Bureau 1481;;;;nan;;US;US;US 851276;ophthalmicus;0;0;Forestry;;0;0;0;0;0;0;0;0;US851276;1481;Ahern's collector;Ahern's collector
Artabotrys suaveolens (Blume) Blume;Artabotrys;PH;Mt. Haguimitan, Davao Province, Mindanao.;;;G. E. Edaño;Phil. Nat. Herb 11000;;;;nan;;US;US;US 2212325;suaveolens;0;0;Phil;;0;0;0;0;0;0;0;0;US2212325;11000;G. E. Edaño;ño
Uvaria L.;Uvaria;PH;Biliran.;;;R. C. McGregor;Bureau of Science 18976;;;;nan;;US;US;US 1238696;nan;0;0;Bureau;;0;0;0;0;0;0;0;0;US1238696;18976;R. C. McGregor;Gregor
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;PH;Philippine Islands. Magallanes (Mt. Giting-Giting), Province of Capiz. Island of Sibuyan.;;;A. D. E. Elmer;12449;;;;nan;;US;US;US 779929;glauca;0;0;;;0;0;0;0;0;0;0;0;US779929;12449;A. D. E. Elmer;A. D. E. Elmer
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;PH;Baguio. Province Benguet. Island Luzon.;;;A. D. E. Elmer;8872;;;;nan;;US;US;US 854781;odorata;0;0;;;0;0;0;0;0;0;0;0;US854781;8872;A. D. E. Elmer;A. D. E. Elmer
Orophea cumingiana S.Vidal;Orophea;PH;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;16688;;;;nan;;US;US;US 1236852;cumingiana;0;0;;;0;0;0;0;0;0;0;0;US1236852;16688;A. D. E. Elmer;A. D. E. Elmer
Orophea cumingiana S.Vidal;Orophea;PH;Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon.;;;A. D. E. Elmer;17601;;;;nan;;US;US;US 1050248;cumingiana;0;0;;;0;0;0;0;0;0;0;0;US1050248;17601;A. D. E. Elmer;A. D. E. Elmer
Polyalthia Blume;Polyalthia;PH;Brooks Point (Addison Peak), Province of Palawan. Island of Palawan.;;;A. D. E. Elmer;12718;;;;nan;;US;US;US 3416548;nan;0;0;;;0;0;0;0;0;0;0;0;US3416548;12718;A. D. E. Elmer;A. D. E. Elmer
Goniothalamus elmeri Merr.;Goniothalamus;PH;Mt. San Isidro. Labrador. Prov. of Pangasinan, Luzon.;;;E. Fénix;Bureau of Science 29840;;;;nan;;US;US;US 1294800;elmeri;0;0;Bureau;;0;0;0;0;0;0;0;0;US1294800;29840;E. Fénix;E. Fénix
Orophea cumingiana S.Vidal;Orophea;PH;Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;14624;;;;nan;;US;US;US 894371;cumingiana;0;0;;;0;0;0;0;0;0;0;0;US894371;14624;A. D. E. Elmer;A. D. E. Elmer
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Los Baños (Mt. Maquiling), Province of Laguna, Luzon.;;;A. D. E. Elmer;18327;;;;nan;;US;US;US 3507934;lanceolata;0;0;;;0;0;0;0;0;0;0;0;US3507934;18327;A. D. E. Elmer;A. D. E. Elmer
Polyalthia grandifolia Elmer;Enicosanthum;PH;Philippine Islands. Cabadbaran (Mt. Urdaneta). Province of Agusan. Island of Mindanao.;;;A. D. E. Elmer;13611;;;;nan;;US;US;US 3416540;grandifolium;0;0;;;0;0;0;0;0;0;0;0;US3416540;13611;A. D. E. Elmer;A. D. E. Elmer
Friesodielsia bakeri (Merr.) Steenis;Friesodielsia;PH;Province of Laguna. Luzon.;;;R. C. McGregor;Bureau of Science 23162;;;;nan;;US;US;US 1239049;bakeri;0;0;Bureau;;0;0;0;0;0;0;0;0;US1239049;23162;R. C. McGregor;Gregor
Orophea glabra Merr.;Orophea;PH;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;16690;;;;nan;;US;US;US 1236853;glabra;0;0;;;0;0;0;0;0;0;0;0;US1236853;16690;A. D. E. Elmer;A. D. E. Elmer
Artabotrys suaveolens (Blume) Blume;Artabotrys;PH;Philippine Islands. Dumaguete (Cuernos Mts.), Province of Negros Oriental. Island of Negros.;;;A. D. E. Elmer;9944;;;;nan;;US;US;US 705589;suaveolens;0;0;;;0;0;0;0;0;0;0;0;US705589;9944;A. D. E. Elmer;A. D. E. Elmer
Polyalthia Blume;Polyalthia;PH;District of Lanao, Mindanao.;;;R. A. Acuña;Forestry Bureau 23128;;;;nan;;US;US;US 1293272;nan;0;0;Forestry;;0;0;0;0;0;0;0;0;US1293272;23128;R. A. Acuña;ña
Goniothalamus elmeri Merr.;Goniothalamus;PH;Vicinity of Dupax, Province of Nueva Vizcaya, Luzon.;;;R. C. McGregor;Bureau of Science 11176;;;;nan;;US;US;US 714286;elmeri;0;0;Bureau;;0;0;0;0;0;0;0;0;US714286;11176;R. C. McGregor;Gregor
Uvaria rubra C.B.Rob.;Uvaria;PH;Philippine Islands.Todaya (Mt. Apo), District of Davao. Island of Mindanao.;;;A. D. E. Elmer;10957;;;;nan;;US;US;US 917820;grandiflora;0;0;;;0;0;0;0;0;0;0;0;US917820;10957;A. D. E. Elmer;A. D. E. Elmer
Orophea cumingiana S.Vidal;Orophea;PH;Todaya (Mt. Apo), District of Davao. Island of Mindanao.;;;A. D. E. Elmer;11761;;;;nan;;US;US;US 917853;cumingiana;0;0;;;0;0;0;0;0;0;0;0;US917853;11761;A. D. E. Elmer;A. D. E. Elmer
Polyalthia oblongifolia Burck;Polyalthia;PH;Mt. San Isidro. Labrador. Prov. of Pangasinan. Luzon.;;;E. Fénix;Bureau of Science 29853;;;;nan;;US;US;US 1294802;oblongifolia;0;0;Bureau;;0;0;0;0;0;0;0;0;US1294802;29853;E. Fénix;E. Fénix
Popowia pisocarpa (Blume) Endl.;Popowia;PH;Island of Polillo.;;;R. C. McGregor;Bureau of Science 10334;;;;nan;;US;US;US 628976;pisocarpa;0;0;Bureau;;0;0;0;0;0;0;0;0;US628976;10334;R. C. McGregor;Gregor
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;15555;;;;nan;;US;US;US 1236489;virgata;0;0;;;0;0;0;0;0;0;0;0;US1236489;15555;A. D. E. Elmer;A. D. E. Elmer
Polyalthia grandifolia Elmer;Enicosanthum;PH;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;15403;;;;nan;;US;US;US 3416541;grandifolium;0;0;;;0;0;0;0;0;0;0;0;US3416541;15403;A. D. E. Elmer;A. D. E. Elmer
Mitrephora sorsogonensis Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Province of Tayabas. Luzon.;;;G. Edaño;Bureau of Science 26968;;;;nan;;US;US;US 1375684;sorsogonensis;0;0;Bureau;;0;0;0;0;0;0;0;0;US1375684;26968;G. Edaño;ño
Goniothalamus elmeri Merr.;Goniothalamus;PH;Biliran.;;;R. C. McGregor;Bureau of Science 18733;;;;nan;;US;US;US 898136;elmeri;0;0;Bureau;;0;0;0;0;0;0;0;0;US898136;18733;R. C. McGregor;Gregor
Uvaria rufa (Dunal) Blume;Uvaria;PH;Philippine Islands. Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon.;;;A. D. E. Elmer;17640;;;;nan;;US;US;US 1050315;rufa;0;0;;;0;0;0;0;0;0;0;0;US1050315;17640;A. D. E. Elmer;A. D. E. Elmer
Uvaria L.;Uvaria;PH;Philippine Islands. Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon.;;;A. D. E. Elmer;17933;;;;nan;;US;US;US 1237444;nan;0;0;;;0;0;0;0;0;0;0;0;US1237444;17933;A. D. E. Elmer;A. D. E. Elmer
Polyalthia Blume;Polyalthia;PH;Philippine Islands. Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon.;;;A. D. E. Elmer;17649;;;;nan;;US;US;US 3507935;nan;0;0;;;0;0;0;0;0;0;0;0;US3507935;17649;A. D. E. Elmer;A. D. E. Elmer
Uvaria alba Merr.;Uvaria;PH;Mt. Canaynayan. Castillejos. Province of Zambales. Luzon.;;;G. Edaño;Bureau of Science 26825;;;;nan;;US;US;US 1375641;alba;0;0;Bureau;;0;0;0;0;0;0;0;0;US1375641;26825;G. Edaño;ño
Popowia pisocarpa (Blume) Endl.;Popowia;PH;Barrio Maloong. Bordering north east side of Univ. Philippines Land Grant. District of Lamitan. Basilan City, Zamboanga Province.;;;J. Vera Santos;4257;17;5;1948;nan;;US;US;US 2246098;pisocarpa;0;0;;;0;0;0;0;0;0;0;0;US2246098;4257;J. Vera Santos; Santos
Mitrephora (Blume) Hook.f. & Thomson;Mitrephora;PH;Province of Tayabas. Luzon.;;;G. Edaño;Bureau of Science 26877;;;;nan;;US;US;US 1294812;nan;0;0;Bureau;;0;0;0;0;0;0;0;0;US1294812;26877;G. Edaño;ño
Uvaria rubra C.B.Rob.;Uvaria;PH;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon.;;;A. D. E. Elmer;15550;;;;nan;;US;US;US 897392;grandiflora;0;0;;;0;0;0;0;0;0;0;0;US897392;15550;A. D. E. Elmer;A. D. E. Elmer
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;PH;Biliran.;;;R. C. McGregor;Bureau of Science 18980*;;;;nan;;US;US;US 1238698;clusiflorum;0;0;Bureau;;0;0;0;0;0;0;0;0;US1238698;18980;R. C. McGregor;Gregor
Neo-uvaria merrillii (C.B.Rob.) Chaowasku;Neo-Uvaria;PH;Apayao Subprovince, Luzon.;;;E. Fénix;Bureau of Science 28241;;;;nan;;US;US;US 1376589;acuminatissima;0;0;Bureau;;0;0;0;0;0;0;0;0;US1376589;28241;E. Fénix;E. Fénix
Goniothalamus elmeri Merr.;Goniothalamus;PH;Lucban. Province Tayabas. Island Luzon.;;;A. D. E. Elmer;8240;;;;nan;;US;US;US 629894;elmeri;0;0;;;0;0;0;0;0;0;0;0;US629894;8240;A. D. E. Elmer;A. D. E. Elmer
Goniothalamus elmeri Merr.;Goniothalamus;PH;Biliran.;;;R. C. McGregor;Bureau of Science 18664;;;;nan;;US;US;US 1238626;elmeri;0;0;Bureau;;0;0;0;0;0;0;0;0;US1238626;18664;R. C. McGregor;Gregor
Orophea Blume;Orophea;PH;Los Baños (Mt. Maquiling), Province of Laguna. Island of Luzon.;;;A. D. E. Elmer;17834;;;;nan;;US;US;US 1050247;nan;0;0;;;0;0;0;0;0;0;0;0;US1050247;17834;A. D. E. Elmer;A. D. E. Elmer
Uvaria rufa (Dunal) Blume;Uvaria;PH;Province of Laguna. Luzon.;;;R. C. McGregor;Bureau of Science 26227;;;;nan;;US;US;US 1293590;rufa;0;0;Bureau;;0;0;0;0;0;0;0;0;US1293590;26227;R. C. McGregor;Gregor
