scientificName;genus;countryID;locality;ddlat;ddlong;recordedBy;colNum_full;colDay;colMonth;colYear;detBy;detDate;institute;herbarium_code;orig_BC;specificEpithet;speciesAuthor;collectorID;prefix;sufix;colDate;detByDate;detDay;detMonth;detYear;country;continent;coordinateID;barcode;colNum;ORIG_recBy;to_check
Polyalthia klemmei Elmer;Enicosanthum;PH;Brooks Point (Addison Peak);;;A. D. E. Elmer;12644;;2;1911;nan;;GH;GH;barcode-00039603;klemmei;0;0;;;0;0;0;0;0;0;0;0;GH00039603;12644;A. D. E. Elmer;A. D. E. Elmer
Polyalthia minutiflora Elmer;Polyalthia;PH;Puerto Princesa (Mount Pulgar), Palawan Island;;;A. D. E. Elmer;13055;;4;1911;nan;;A;A;barcode-00039607;obliqua;0;0;;;0;0;0;0;0;0;0;0;A00039607;13055;A. D. E. Elmer;A. D. E. Elmer
Artabotrys luteus Elmer;Artabotrys;PH;Lucban, Luzon Island, (Province of Tayabas);;;A. D. E. Elmer;9136;;5;1907;nan;;A;A;barcode-00039247;luteus;0;0;;;0;0;0;0;0;0;0;0;A00039247;9136;A. D. E. Elmer;A. D. E. Elmer
Uvaria sibuyanensis Elmer;Goniothalamus;PH;Magallanes (Mount Giting-Giting), Island of Sibuyan;;;A. D. E. Elmer;12322;;4;1910;nan;;A;A;barcode-00039711;sibuyanensis;0;0;;;0;0;0;0;0;0;0;0;A00039711;12322;A. D. E. Elmer;A. D. E. Elmer
Polyalthia pinnatinervia Elmer;Enicosanthum;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13611;;8;1912;nan;;GH;GH;barcode-00039610;grandifolium;0;0;;;0;0;0;0;0;0;0;0;GH00039610;13611;A. D. E. Elmer;A. D. E. Elmer
Orophea submaculata Elmer;Orophea;PH;Puerto Princesa (Mount Pulgar), Island of Palawan;;;A. D. E. Elmer;13018;;4;1911;nan;;GH;GH;barcode-00039507;cumingiana;0;0;;;0;0;0;0;0;0;0;0;GH00039507;13018;A. D. E. Elmer;A. D. E. Elmer
Orophea submaculata Elmer;Orophea;PH;Puerto Princesa (Mount Pulgar), Island of Palawan;;;A. D. E. Elmer;13099;;4;1911;nan;;GH;GH;barcode-00039508;cumingiana;0;0;;;0;0;0;0;0;0;0;0;GH00039508;13099;A. D. E. Elmer;A. D. E. Elmer
Meiogyne lucida Elmer;Meiogyne;PH;Cabadbaran, Mount Urdaneta (Mount Hilong-Hilong), Island of Mindanao;;;A. D. E. Elmer;13984;;10;1912;nan;;GH;GH;barcode-00003552;virgata;0;0;;;0;0;0;0;0;0;0;0;GH00003552;13984;A. D. E. Elmer;A. D. E. Elmer
Drepananthus apoensis Elmer;Drepananthus;PH;Todaya (Mount Apo), Island of Mindanao;;;A. D. E. Elmer;10843;;6;1909;nan;;GH;GH;barcode-00039306;apoensis;0;0;;;0;0;0;0;0;0;0;0;GH00039306;10843;A. D. E. Elmer;A. D. E. Elmer
Meiogyne philippinensis Elmer;Meiogyne;PH;Todaya (Mount Apo), Mindanao Island;;;A. D. E. Elmer;11318;;8;1909;nan;;A;A;barcode-00003553;virgata;0;0;;;0;0;0;0;0;0;0;0;A00003553;11318;A. D. E. Elmer;A. D. E. Elmer
Desmos elegans Elmer;Meiogyne;PH;Los Baños (Mount Maquiling), Island of Luzon;;;A. D. E. Elmer;17649;;7;1917;nan;;A;A;barcode-00039297;mindorensis;0;0;;;0;0;0;0;0;0;0;0;A00039297;17649;A. D. E. Elmer;A. D. E. Elmer
Xylopia densifolia Elmer;Xylopia;PH;Luzon, Diguyo;;;C. E. Ridsdale, V. Dejan,;ISU89;22;4;1991;nan;;A;A;barcode-00914188;densifolia;0;0;ISU;;0;0;0;0;0;0;0;0;A00914188;89;C. E. Ridsdale, V. Dejan, & Baquiran;, V. Dejan,
Mitrephora pictiflora Elmer;Mitrephora;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13731;;9;1912;nan;;A;A;barcode-00039463;pictiflora;0;0;;;0;0;0;0;0;0;0;0;A00039463;13731;A. D. E. Elmer;A. D. E. Elmer
Mitrephora viridifolia Elmer;Neo-Uvaria;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;14184;;10;1912;nan;;A;A;barcode-00039494;acuminatissima;0;0;;;0;0;0;0;0;0;0;0;A00039494;14184;A. D. E. Elmer;A. D. E. Elmer
Goniothalamus gitingensis Elmer;Goniothalamus;PH;Magallanes (Mount Giting-Giting), Island of Sibuyan;;;A. D. E. Elmer;12507;;5;1910;nan;1988-01-01T00:00:00;GH;GH;barcode-00039351;amuyon;0;0;;;0;0;0;0;0;0;0;0;GH00039351;12507;A. D. E. Elmer;A. D. E. Elmer
Artabotrys monogynus Merr.;Artabotrys;PH;Mount Canaynayan, Castillejos, Luzon Island;;;G. E. Edaño;BS 26826;;12;1916;nan;;A;A;barcode-00039248;suaveolens;0;0;BS;;0;0;0;0;0;0;0;0;A00039248;26826;G. E. Edaño;ño
Artabotrys stolonifera Elmer;Artabotrys;PH;Irosin (Mount Bulusan), Island of Luzon;;;A. D. E. Elmer;14610;;10;1915;nan;;GH;GH;barcode-00039250;stolonifera;0;0;;;0;0;0;0;0;0;0;0;GH00039250;14610;A. D. E. Elmer;A. D. E. Elmer
Polyalthia mindanaensis Elmer;Enicosanthum;PH;Todaya (Mount Apo), Island of Mindanao;;;A. D. E. Elmer;11642;;9;1909;nan;;GH;GH;barcode-00039608;mindanaense;0;0;;;0;0;0;0;0;0;0;0;GH00039608;11642;A. D. E. Elmer;A. D. E. Elmer
Goniothalamus mindanaensis Elmer;Goniothalamus;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;14024;;10;1912;nan;;A;A;barcode-00039356;philippinensis;0;0;;;0;0;0;0;0;0;0;0;A00039356;14024;A. D. E. Elmer;A. D. E. Elmer
Polyalthia romblonensis Elmer;Haplostichanthus;PH;nan;;;A. D. E. Elmer;12170;;3;1910;nan;;A;A;barcode-00039613;lanceolata;0;0;;;0;0;0;0;0;0;0;0;A00039613;12170;A. D. E. Elmer;A. D. E. Elmer
Orophea palawanensis Elmer;Orophea;PH;Puerto Princesa (Mount Pulgar), Island of Palawan;;;A. D. E. Elmer;12858;;3;1911;nan;;GH;GH;barcode-00039502;creaghii;0;0;;;0;0;0;0;0;0;0;0;GH00039502;12858;A. D. E. Elmer;A. D. E. Elmer
Uvaria nudistellata Elmer;Uvaria;PH;Puerto Princesa (Mount Pulgar), Palawan Island;;;A. D. E. Elmer;13015;;4;1911;nan;;A;A;barcode-00039710;concava;0;0;;;0;0;0;0;0;0;0;0;A00039710;13015;A. D. E. Elmer;A. D. E. Elmer
Hydnocarpus unonifolius Elmer;Pseuduvaria;PH;Puerto Princesa, Mount Pulgar, Palawan Island;;;A. D. E. Elmer;12936;;4;1911;nan;;GH;GH;barcode-00066829;pamattonis;0;0;;;0;0;0;0;0;0;0;0;GH00066829;12936;A. D. E. Elmer;A. D. E. Elmer
Mitrephora viridifolia Elmer;Neo-Uvaria;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;14184;;10;1912;nan;;GH;GH;barcode-00039465;acuminatissima;0;0;;;0;0;0;0;0;0;0;0;GH00039465;14184;A. D. E. Elmer;A. D. E. Elmer
Orophea enterocarpoidea S.Vidal;Orophea;PH;Paranan;;;<NA>;nan;;;;nan;1958-11-01T00:00:00;MA;MA;MA-02-00397727;corymbosa;0;0;nan;nan;0;0;0;0;0;0;0;0;MA02;nan;;<NA>
Polyalthia Blume;Polyalthia;PH;Isabela, I. Basilan;;;<NA>;nan;;;;nan;;MA;MA;MA-02-00397791;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;MA02;nan;;<NA>
Annona L.;Annona;PH;Islas Filipinas;;;<NA>;nan;;;;José Demetrio Rodríguez;;MA;MA;MA-02-00231061;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;MA02;nan;;<NA>
Annona L.;Annona;PH;Islas Filipinas;;;<NA>;nan;;;;José Demetrio Rodríguez;;MA;MA;MA-02-00231060;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;MA02;nan;;<NA>
Annona L.;Annona;PH;Islas Filipinas;;;<NA>;nan;;;;José Demetrio Rodríguez;;MA;MA;MA-02-00231059;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;MA02;nan;;<NA>
Annona L.;Annona;PH;Islas Filipinas;;;<NA>;nan;;;;José Demetrio Rodríguez;;MA;MA;MA-01-00231060;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;MA01;nan;;<NA>
Annona L.;Annona;PH;Islas Filipinas;;;<NA>;nan;;;;José Demetrio Rodríguez;;MA;MA;MA-01-00231061;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;MA01;nan;;<NA>
Annona L.;Annona;PH;Islas Filipinas;;;<NA>;nan;;;;José Demetrio Rodríguez;;MA;MA;MA-01-00231059;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;MA01;nan;;<NA>
Annona paludosa Aubl.;Annona;PH;Islas Filipinas;;;<NA>;nan;;;1801;José Demetrio Rodríguez;;MA;MA;MA-01-00231058;paludosa;0;0;nan;nan;0;0;0;0;0;0;0;0;MA01;nan;;<NA>
Annona L.;Annona;PH;Islas Filipinas;;;<NA>;nan;;;;nan;;MA;MA;MA-01-00215604;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;MA01;nan;;<NA>
Polyalthia Blume;Polyalthia;PH;Luzon;;;<NA>;nan;;;;nan;;MA;MA;MA-01-00215614;nan;0;0;nan;nan;0;0;0;0;0;0;0;0;MA01;nan;;<NA>
Drepananthus apoensis Elmer;Drepananthus;PH;Todaya (Mount Apo) Island of Mindanao: north of the Baruring River;;;A. D. E. Elmer;10843;;6;1909;nan;;NY;NY;25900;apoensis;0;0;;;0;0;0;0;0;0;0;0;NY25900;10843;A. D. E. Elmer;A. D. E. Elmer
Polyalthia klemmei Elmer;Enicosanthum;PH;Magallanes (Mount Giting-Giting), Island of Sibuyan;;;A. D. E. Elmer;12565;;5;1910;nan;;NY;NY;26206;klemmei;0;0;;;0;0;0;0;0;0;0;0;NY26206;12565;A. D. E. Elmer;A. D. E. Elmer
Xylopia densifolia Elmer;Xylopia;PH;Magallanes (Mt. Giting-Giting), Island of Sibuyuan.;;;A. D. E. Elmer;12471;;5;1910;nan;;NY;NY;66788;densifolia;0;0;;;0;0;0;0;0;0;0;0;NY66788;12471;A. D. E. Elmer;A. D. E. Elmer
Orophea palawanensis Elmer;Orophea;PH;Puerto Princesa (Mount Pulgar), Island of Palawan: along the Balsahan River;;;A. D. E. Elmer;12858;;3;1911;nan;;NY;NY;26165;creaghii;0;0;;;0;0;0;0;0;0;0;0;NY26165;12858;A. D. E. Elmer;A. D. E. Elmer
Goniothalamus mindanaensis Elmer;Goniothalamus;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;14024;;10;1912;nan;;NY;NY;25945;philippinensis;0;0;;;0;0;0;0;0;0;0;0;NY25945;14024;A. D. E. Elmer;A. D. E. Elmer
Oxymitra philippinensis Merr.;Friesodielsia;PH;Angapang River;;;G. E. Edaño;78232;19;10;1929;nan;;NY;NY;03736511;philippinensis;0;0;;;0;0;0;0;0;0;0;0;NY03736511;78232;G. E. Edaño;ño
Orophea vulcanica Elmer;Orophea;PH;Irosin (Mount Bulusan), Island of Luzon;;;A. D. E. Elmer;14624;;10;1915;nan;;NY;NY;26173;cumingiana;0;0;;;0;0;0;0;0;0;0;0;NY26173;14624;A. D. E. Elmer;A. D. E. Elmer
Polyalthia pacifica Elmer;Miliusa;PH;Irosin (Mount Bulusan), [Island of] Luzon;;;A. D. E. Elmer;17357;;3;1916;nan;;NY;NY;26213;vidalii;0;0;;;0;0;0;0;0;0;0;0;NY26213;17357;A. D. E. Elmer;A. D. E. Elmer
Polyalthia pinnatinervia Elmer;Enicosanthum;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13611;;8;1912;nan;;NY;NY;26218;grandifolium;0;0;;;0;0;0;0;0;0;0;0;NY26218;13611;A. D. E. Elmer;A. D. E. Elmer
Hydnocarpus unonifolius Elmer;Pseuduvaria;PH;Puerto Princesa (Mt. Pulgar), Island of Palawan.;;;A. D. E. Elmer;12936;;4;1911;J. C. Regalado Jr.;1989-01-01T00:00:00;NY;NY;107476;pamattonis;0;0;;;0;0;0;0;0;0;0;0;NY107476;12936;A. D. E. Elmer;A. D. E. Elmer
Artabotrys stolonifera Elmer;Artabotrys;PH;Isosin (Mount Bulusan), Island of Luzon;;;A. D. E. Elmer;14610;;10;1915;nan;;NY;NY;25843;stolonifera;0;0;;;0;0;0;0;0;0;0;0;NY25843;14610;A. D. E. Elmer;A. D. E. Elmer
Desmos elegans Elmer;Meiogyne;PH;Los Baños (Mount Maquiling), Island of Luzon;;;A. D. E. Elmer;17649;;6;1917;nan;;NY;NY;22705;mindorensis;0;0;;;0;0;0;0;0;0;0;0;NY22705;17649;A. D. E. Elmer;A. D. E. Elmer
Goniothalamus lancifolius Merr.;Goniothalamus;PH;Mount San Isidro, Labrador, Island of Luzon;;;E. Fénix;Bureau of Science No. 29992;;11;1917;nan;;NY;NY;25941;lancifolius;0;0;Bureau;;0;0;0;0;0;0;0;0;NY25941;29992;E. Fénix;E. Fénix
Oxymitra urdanetensis Elmer;Friesodielsia;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao: near the summit of Duros peak;;;A. D. E. Elmer;13946;;9;1912;nan;;NY;NY;26185;paucinervis;0;0;;;0;0;0;0;0;0;0;0;NY26185;13946;A. D. E. Elmer;A. D. E. Elmer
Polyalthia urdanetensis Elmer;Haplostichanthus;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13931;;7;1912;nan;;NY;NY;26223;lanceolata;0;0;;;0;0;0;0;0;0;0;0;NY26223;13931;A. D. E. Elmer;A. D. E. Elmer
Uvaria sibuyanensis Elmer;Goniothalamus;PH;Magallanes (Mt. Giting-Giting), Island of Sibuyan.;;;A. D. E. Elmer;12322;;4;1910;nan;;NY;NY;59995;sibuyanensis;0;0;;;0;0;0;0;0;0;0;0;NY59995;12322;A. D. E. Elmer;A. D. E. Elmer
Oxymitra obtusifolia Elmer;Friesodielsia;PH;Mt. Urdaneta;;;A. D. E. Elmer;13412;;8;1912;nan;;NY;NY;3736509;obtusifolia;0;0;;;0;0;0;0;0;0;0;0;NY3736509;13412;A. D. E. Elmer;A. D. E. Elmer
Uvaria stellata Merr.;Uvaria;PH;Twin Peaks, Luzon.;16.294943;120.571832;A. D. E. Elmer;6322;;5;1904;nan;;NY;NY;59996;stellata;0;0;;;0;0;0;0;0;0;0;0;NY59996;6322;A. D. E. Elmer;A. D. E. Elmer
Oxymitra obtusifolia Elmer;Friesodielsia;PH;nan;;;A. D. E. Elmer;7364a;;1;1906;nan;;NY;NY;03736507;obtusifolia;0;0;;a;0;0;0;0;0;0;0;0;NY03736507;7364;A. D. E. Elmer;A. D. E. Elmer
Polyalthia pinnatinervia Elmer;Enicosanthum;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13611;;8;1912;nan;;NY;NY;26217;grandifolium;0;0;;;0;0;0;0;0;0;0;0;NY26217;13611;A. D. E. Elmer;A. D. E. Elmer
Artabotrys suaveolens (Blume) Blume;Artabotrys;PH;Lucban, Province Tayabas, Island Luzon;;;A. D. E. Elmer;7922;;5;1907;nan;;NY;NY;02059423;suaveolens;0;0;;;0;0;0;0;0;0;0;0;NY02059423;7922;A. D. E. Elmer;A. D. E. Elmer
Orophea palawanensis Elmer;Orophea;PH;Puerto Princesa (Mount Pulgar), Island of Palawan;;;A. D. E. Elmer;12858;;3;1911;nan;;NY;NY;26163;creaghii;0;0;;;0;0;0;0;0;0;0;0;NY26163;12858;A. D. E. Elmer;A. D. E. Elmer
Artabotrys luteus Elmer;Artabotrys;PH;Lucban, Province of Tayabas, Island of Luzon;;;A. D. E. Elmer;9136;;5;1907;nan;;NY;NY;25841;luteus;0;0;;;0;0;0;0;0;0;0;0;NY25841;9136;A. D. E. Elmer;A. D. E. Elmer
Artabotrys stolonifera Elmer;Artabotrys;PH;Isosin (Mount Bulusan), Island of Luzon;;;A. D. E. Elmer;14610;;3;1916;nan;;NY;NY;25842;stolonifera;0;0;;;0;0;0;0;0;0;0;0;NY25842;14610;A. D. E. Elmer;A. D. E. Elmer
Polyalthia romblonensis Elmer;Haplostichanthus;PH;nan;;;A. D. E. Elmer;12170;;3;1910;nan;;NY;NY;38721;lanceolata;0;0;;;0;0;0;0;0;0;0;0;NY38721;12170;A. D. E. Elmer;A. D. E. Elmer
Unona agusanensis Elmer;Hubera;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao: Catañgan creek;;;A. D. E. Elmer;13654;;8;1912;nan;;NY;NY;26313;jenkinsii;0;0;;;0;0;0;0;0;0;0;0;NY26313;13654;A. D. E. Elmer;A. D. E. Elmer
Mitrephora viridifolia Elmer;Neo-Uvaria;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao: Catangan creek;;;A. D. E. Elmer;14184;;10;1912;nan;1913-01-01T00:00:00;NY;NY;26137;acuminatissima;0;0;;;0;0;0;0;0;0;0;0;NY26137;14184;A. D. E. Elmer;A. D. E. Elmer
Goniothalamus elmeri Merr.;Goniothalamus;PH;Sablan;;;A. D. E. Elmer;6105;;4;1904;nan;;NY;NY;25936;elmeri;0;0;;;0;0;0;0;0;0;0;0;NY25936;6105;A. D. E. Elmer;A. D. E. Elmer
Oxymitra lagunensis Elmer;Friesodielsia;PH;Mt. Bulusan;;;A. D. E. Elmer;15298;;11;1915;nan;;NY;NY;3736498;lagunensis;0;0;;;0;0;0;0;0;0;0;0;NY3736498;15298;A. D. E. Elmer;A. D. E. Elmer
Uvaria zschokkei Elmer;Uvaria;PH;Lucban, Tayabas, Island of Luzon.;;;A. D. E. Elmer;7647;;5;1907;nan;;NY;NY;59999;zschokkei;0;0;;;0;0;0;0;0;0;0;0;NY59999;7647;A. D. E. Elmer;A. D. E. Elmer
Meiogyne lucida Elmer;Meiogyne;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13984;;10;1912;nan;;NY;NY;26106;virgata;0;0;;;0;0;0;0;0;0;0;0;NY26106;13984;A. D. E. Elmer;A. D. E. Elmer
Orophea Blume;Orophea;PH;Irosin (Mount Bulusan), Island of Luzon;;;A. D. E. Elmer;16208;;5;1916;nan;;NY;NY;26159;nan;0;0;;;0;0;0;0;0;0;0;0;NY26159;16208;A. D. E. Elmer;A. D. E. Elmer
Orophea unguiculata Elmer;Pseuduvaria;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13286;;7;1912;nan;;NY;NY;26172;unguiculata;0;0;;;0;0;0;0;0;0;0;0;NY26172;13286;A. D. E. Elmer;A. D. E. Elmer
Artabotrys suaveolens (Blume) Blume;Artabotrys;PH;Irosin (Mt. Baulusan), Island of Luzon;;;A. D. E. Elmer;17363;;9;1916;nan;;NY;NY;02059406;suaveolens;0;0;;;0;0;0;0;0;0;0;0;NY02059406;17363;A. D. E. Elmer;A. D. E. Elmer
Orophea vulcanica Elmer;Orophea;PH;Irosin (Mount Bulusan), Island of Luzon;;;A. D. E. Elmer;16312;;6;1916;nan;;NY;NY;26174;cumingiana;0;0;;;0;0;0;0;0;0;0;0;NY26174;16312;A. D. E. Elmer;A. D. E. Elmer
Polyalthia klemmei Elmer;Enicosanthum;PH;Brooks Point (Addison Peak), Island of Palawan;;;A. D. E. Elmer;12644;;2;1911;nan;;NY;NY;26207;klemmei;0;0;;;0;0;0;0;0;0;0;0;NY26207;12644;A. D. E. Elmer;A. D. E. Elmer
Meiogyne lucida Elmer;Meiogyne;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13984;;10;1912;nan;;NY;NY;26105;virgata;0;0;;;0;0;0;0;0;0;0;0;NY26105;13984;A. D. E. Elmer;A. D. E. Elmer
Orophea Blume;Orophea;PH;Los Baños (Mount Maquiling), Island of Luzon;;;A. D. E. Elmer;17834;;6;1917;nan;;NY;NY;26161;nan;0;0;;;0;0;0;0;0;0;0;0;NY26161;17834;A. D. E. Elmer;A. D. E. Elmer
Uvaria peninsula Elmer;Uvaria;PH;Irosin (Mt. Bulusan), Island of Luzon.;;;A. D. E. Elmer;16852;;8;1916;nan;;NY;NY;59988;peninsula;0;0;;;0;0;0;0;0;0;0;0;NY59988;16852;A. D. E. Elmer;A. D. E. Elmer
Uvaria subverrucosa Elmer;Uvaria;PH;Cabadbaran (Mt. Urdaneta), Iland of Mindanao.;;;A. D. E. Elmer;13274;;7;1912;nan;;NY;NY;59997;zschokkei;0;0;;;0;0;0;0;0;0;0;0;NY59997;13274;A. D. E. Elmer;A. D. E. Elmer
Polyalthia nickersonii Elmer;Enicosanthum;PH;Puerto Princesa (Mount Pulgar), Island of Palawan: Balsahan River;;;A. D. E. Elmer;12854;;3;1911;nan;;NY;NY;26212;grandifolium;0;0;;;0;0;0;0;0;0;0;0;NY26212;12854;A. D. E. Elmer;A. D. E. Elmer
Polyalthia reticulata Elmer;Haplostichanthus;PH;Palo, Island of Leyte;;;A. D. E. Elmer;7272;;1;1905;nan;;NY;NY;26221;lanceolata;0;0;;;0;0;0;0;0;0;0;0;NY26221;7272;A. D. E. Elmer;A. D. E. Elmer
Mitrephora ellipanthoides Elmer;Pseuduvaria;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13987;;10;1912;nan;;NY;NY;26127;unguiculata;0;0;;;0;0;0;0;0;0;0;0;NY26127;13987;A. D. E. Elmer;A. D. E. Elmer
Saccopetalum arboreum Elmer;Miliusa;PH;Brooks Point (Addison Peak), Island of Palawan;;;A. D. E. Elmer;12677;;2;1911;nan;;NY;NY;26290;horsfieldii;0;0;;;0;0;0;0;0;0;0;0;NY26290;12677;A. D. E. Elmer;A. D. E. Elmer
Oxymitra auriculata Elmer;Friesodielsia;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13586;;8;1912;nan;;NY;NY;26180;auriculata;0;0;;;0;0;0;0;0;0;0;0;NY26180;13586;A. D. E. Elmer;A. D. E. Elmer
Oxymitra lagunensis Elmer;Friesodielsia;PH;Mt. Bulusan;;;A. D. E. Elmer;15298;;8;1916;nan;;NY;NY;03736497;lagunensis;0;0;;;0;0;0;0;0;0;0;0;NY03736497;15298;A. D. E. Elmer;A. D. E. Elmer
Mitrephora aversa Elmer;Orophea;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13985;;10;1912;nan;;NY;NY;26126;cumingiana;0;0;;;0;0;0;0;0;0;0;0;NY26126;13985;A. D. E. Elmer;A. D. E. Elmer
Artabotrys suaveolens (Blume) Blume;Artabotrys;PH;Lucban, Province Tayabas, Island Luzon;;;A. D. E. Elmer;9169;;5;1907;nan;;NY;NY;02059424;suaveolens;0;0;;;0;0;0;0;0;0;0;0;NY02059424;9169;A. D. E. Elmer;A. D. E. Elmer
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Cabadbaran (Mount Urdaneta), Province of Agusan;;;A. D. E. Elmer;13830;;9;1912;nan;;NY;NY;25938;epiphyticus;0;0;;;0;0;0;0;0;0;0;0;NY25938;13830;A. D. E. Elmer;A. D. E. Elmer
Orophea submaculata Elmer;Orophea;PH;Puerto Princesa (Mount Pulgar), Island of Palawan;;;A. D. E. Elmer;13099;;4;1911;nan;;NY;NY;26171;cumingiana;0;0;;;0;0;0;0;0;0;0;0;NY26171;13099;A. D. E. Elmer;A. D. E. Elmer
Meiogyne paucinervia Merr.;Meiogyne;PH;Irosin (Mount Bulusan), Island of Luzon;;;A. D. E. Elmer;15321;;11;1915;nan;;NY;NY;26107;virgata;0;0;;;0;0;0;0;0;0;0;0;NY26107;15321;A. D. E. Elmer;A. D. E. Elmer
Mitrephora multifolia Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Irosin (Mount Bulusan), [Island of] Luzon;;;A. D. E. Elmer;16152;;3;1916;nan;;NY;NY;26130;multifolia;0;0;;;0;0;0;0;0;0;0;0;NY26130;16152;A. D. E. Elmer;A. D. E. Elmer
Papualthia irosinensis Elmer;Meiogyne;PH;Irosin (Mount Bulusan), Island of Luzon;;;A. D. E. Elmer;15884;;4;1916;nan;;NY;NY;26187;mindorensis;0;0;;;0;0;0;0;0;0;0;0;NY26187;15884;A. D. E. Elmer;A. D. E. Elmer
Unona leytensis Elmer;Uvaria;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13880;;9;1912;nan;;NY;NY;26318;concava;0;0;;;0;0;0;0;0;0;0;0;NY26318;13880;A. D. E. Elmer;A. D. E. Elmer
Orophea submaculata Elmer;Orophea;PH;Puerto Princesa (Mount Pulgar), Island of Palawan;;;A. D. E. Elmer;13018;;4;1911;nan;;NY;NY;26170;cumingiana;0;0;;;0;0;0;0;0;0;0;0;NY26170;13018;A. D. E. Elmer;A. D. E. Elmer
Phaeanthus nigrescens Elmer;Phaeanthus;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao: between the peaks of Duros and Cawilanan;;;A. D. E. Elmer;13727;;9;1912;nan;;NY;NY;26192;ophthalmicus;0;0;;;0;0;0;0;0;0;0;0;NY26192;13727;A. D. E. Elmer;A. D. E. Elmer
Papualthia bakeri Elmer;Haplostichanthus;PH;Los Baños (Mount Maquiling), Island of Luzon;;;A. D. E. Elmer;17775;;6;1917;nan;;NY;NY;26186;lanceolata;0;0;;;0;0;0;0;0;0;0;0;NY26186;17775;A. D. E. Elmer;A. D. E. Elmer
Oxymitra bakeri Merr.;Friesodielsia;PH;Luzon;;;R. C. McGregor;23162;;6;1915;nan;;NY;NY;3736473;bakeri;0;0;;;0;0;0;0;0;0;0;0;NY3736473;23162;R. C. McGregor;Gregor
Artabotrys rolfei S.Vidal;Artabotrys;PH;Puerto Princesa (Mt. Pulgar), Island of Palawan;;;A. D. E. Elmer;12942;;4;1911;nan;;NY;NY;02059393;suaveolens;0;0;;;0;0;0;0;0;0;0;0;NY02059393;12942;A. D. E. Elmer;A. D. E. Elmer
Polyalthia urdanetensis Elmer;Haplostichanthus;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao: Duros peak;;;A. D. E. Elmer;13931;;9;1912;nan;;NY;NY;26222;lanceolata;0;0;;;0;0;0;0;0;0;0;0;NY26222;13931;A. D. E. Elmer;A. D. E. Elmer
Mitrephora pictiflora Elmer;Mitrephora;PH;Cabadbaran (Mount Urdaneta), Island of Mindanao;;;A. D. E. Elmer;13731;;9;1912;nan;;NY;NY;26132;pictiflora;0;0;;;0;0;0;0;0;0;0;0;NY26132;13731;A. D. E. Elmer;A. D. E. Elmer
Polyalthia romblonensis Elmer;Haplostichanthus;PH;Romblon;;;A. D. E. Elmer;12170;;3;1910;nan;;NY;NY;22717;lanceolata;0;0;;;0;0;0;0;0;0;0;0;NY22717;12170;A. D. E. Elmer;A. D. E. Elmer
Polyalthia flava Merr.;Polyalthia;PH;Bosoboso, Luzon;;;Ahern's collector;Forestry Bureau No. 2135;;11;1904;nan;;NY;NY;26205;flava;0;0;Forestry;;0;0;0;0;0;0;0;0;NY26205;2135;Ahern's collector;Ahern's collector
Mitrephora multifolia Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Irosin (Mount Bulusan), Island of Luzon;;;A. D. E. Elmer;16152;;5;1916;nan;;NY;NY;26131;multifolia;0;0;;;0;0;0;0;0;0;0;0;NY26131;16152;A. D. E. Elmer;A. D. E. Elmer
