scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;to_check;to_check_det
Popowia pisocarpa (Blume) Endl.;Popowia;PH;Philippines, Luzon, Camarines Sur, Her-It River.;13.666667;123.333333;Edaño, GE;Edaño, GE BS 76438 ;1;12;1928;;<NA>;<NA>;Botany;U.1080069;0;0;0;Eda;;0;;;;0;0;0;U1080069;76438;pisocarpa;Edaño, GE;<NA>;Edaño, GE;recby_problem
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Luzon, Bataan Province, Lamao.;14.51;120.607777;Edaño, GE;Edaño, GE PNH 4169 ;1;11;1947;;<NA>;<NA>;Botany;L.3966177;0;0;0;Eda;;0;;;;0;0;0;L3966177;4169;elmeri;Edaño, GE;Merrill ED;Edaño, GE;recby_problem
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Luzon, Bataan Province, Lamao.;14.51;120.607777;Edaño, GE;Edaño, GE PNH 4169 ;1;11;1947;;<NA>;<NA>;Botany;L.3966178;0;0;0;Eda;;0;;;;0;0;0;L3966178;4169;elmeri;Edaño, GE;Merrill ED;Edaño, GE;recby_problem
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Luzon, Camarines Sur, Her-It River.;13.666667;123.333333;Edaño, GE;Edaño, GE BS 76448 ;1;12;1928;;1998-05-01T00:00:00;<NA>;Botany;U.1090498;0;0;0;Eda;;0;1;5;1998;0;0;0;U1090498;76448;ophthalmicus;Edaño, GE;Mols JB;Edaño, GE;recby_problem
Goniothalamus elmeri Merr.;Goniothalamus;PH;Philippines, Luzon, Province of Zambales, San Marcelino, Mt. Aglao.;14.978452;120.282929;Edaño, GE;Edaño, GE BS 26807 ;1;12;1916;;<NA>;<NA>;Botany;L.3966179;0;0;0;Eda;;0;;;;0;0;0;L3966179;26807;elmeri;Edaño, GE;<NA>;Edaño, GE;recby_problem
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;PH;Philippines, Mindanao, Davao Province, Mt. Mayo.;7.099444;126.311667;Edaño, GE;Edaño, GE PNH 11341 ;5;4;1949;;<NA>;<NA>;Botany;L.2067204;0;0;0;Eda;;0;;;;0;0;0;L2067204;11341;;Edaño, GE;Merrill ED;Edaño, GE;recby_problem
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Philippines, Leyte, Ormoc, Lake Danao.;11.067941;124.702352;Edaño, GE;Edaño, GE PNH 11931 ;21;3;1950;;2014-10-01T00:00:00;<NA>;Botany;L.2067252;0;0;0;Eda;;0;1;10;2014;0;0;0;L2067252;11931;philippinensis;Edaño, GE;Tang CC;Edaño, GE;recby_problem
Polyalthia Blume;Polyalthia;PH;Philippines, Samar, Mount Sarawag.;12.1825;124.9503;Edaño, GE;Edaño, GE PNH 15251 ;3;12;1951;;<NA>;<NA>;Botany;L.1770026;0;0;0;Eda;;0;;;;0;0;0;L1770026;15251;;Edaño, GE;<NA>;Edaño, GE;recby_problem
Annonaceae;<NA>;PH;Philippines, Samar, Mount Sarawag.;12.1825;124.9503;Edaño, GE;Edaño, GE PNH 15283 ;4;12;1951;;<NA>;<NA>;Botany;L.1768880;0;0;0;Eda;;0;;;;0;0;0;L1768880;15283;;Edaño, GE;<NA>;Edaño, GE;recby_problem
Uvaria L.;Uvaria;PH;Philippines, Mindanao, Davao Province, Mt. Mayo.;7.099444;126.311667;Edaño, GE;Edaño, GE PNH 11385 ;5;4;1949;;<NA>;<NA>;Botany;L.1768265;0;0;0;Eda;;0;;;;0;0;0;L1768265;11385;;Edaño, GE;Merrill ED;Edaño, GE;recby_problem
Uvaria L.;Uvaria;PH;Philippines, Mindanao, Davao Province, Mt. Mayo.;7.099444;126.311667;Edaño, GE;Edaño, GE PNH 11385 ;5;4;1949;;<NA>;<NA>;Botany;L.1768266;0;0;0;Eda;;0;;;;0;0;0;L1768266;11385;;Edaño, GE;Merrill ED;Edaño, GE;recby_problem
Pseuduvaria luzoniensis (Merr.) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Philippines, Luzon, Ilocos Norte Province, Mt. Pico de Loro.;18.511111;120.885;Edaño, GE;Edaño, GE PNH 17976 ;1;2;1953;;2001-09-01T00:00:00;<NA>;Botany;L.1764449;0;0;0;Eda;;0;1;9;2001;0;0;0;L1764449;17976;luzoniensis;Edaño, GE;Su YCF;Edaño, GE;recby_problem
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Philippines, Luzon, Sorsogon Province, Mt. Juban.;12.797602;123.933841;Edaño, GE;Edaño, GE PNH 37114 ;13;6;1956;;<NA>;<NA>;Botany;L.1765892;0;0;0;Eda;;0;;;;0;0;0;L1765892;37114;virgata;Edaño, GE;Heusden ECH van;Edaño, GE;recby_problem
Uvaria rufa (Dunal) Blume;Uvaria;PH;Philippines, Mindanao, Davao Province, Tibanban.;6.631533;126.105482;Edaño, GE;Edaño, GE PNH 11030 ;1;8;1949;;2002-05-22T00:00:00;<NA>;Botany;L.1768745;0;0;0;Eda;;0;22;5;2002;0;0;0;L1768745;11030;rufa;Edaño, GE;<NA>;Edaño, GE;recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Philippines, Palawan, Victoria Mountains.;9.618517;118.55925;Edaño, GE;Edaño, GE PNH 14239 ;17;3;1951;;1984-08-01T00:00:00;<NA>;Botany;L.1766224;0;0;0;Eda;;0;1;8;1984;0;0;0;L1766224;14239;cumingiana;Edaño, GE;Kessler PJA;Edaño, GE;recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Philippines, Palawan, Victoria Mountains.;9.618517;118.55925;Edaño, GE;Edaño, GE PNH 14239 ;17;3;1951;;1984-08-01T00:00:00;<NA>;Botany;L.1766225;0;0;0;Eda;;0;1;8;1984;0;0;0;L1766225;14239;cumingiana;Edaño, GE;Kessler PJA;Edaño, GE;recby_problem
Pseuduvaria luzoniensis (Merr.) Y.C.F.Su & R.M.K.Saunders;Pseuduvaria;PH;Philippines, Luzon, Ilocos Norte Province, Mt. Pico de Loro.;18.511111;120.885;Edaño, GE;Edaño, GE PNH 17976 ;1;2;1953;;2001-09-01T00:00:00;<NA>;Botany;L.1764450;0;0;0;Eda;;0;1;9;2001;0;0;0;L1764450;17976;luzoniensis;Edaño, GE;Su YCF;Edaño, GE;recby_problem
Polyalthia lanceolata S.Vidal;Haplostichanthus;PH;Philippines, Luzon, Sorsogon Province, Mt. Juban.;12.797602;123.933841;Edaño, GE;Edaño, GE PNH 37135 ;14;6;1956;;2012-10-01T00:00:00;<NA>;Botany;L.1762659;0;0;0;Eda;;0;1;10;2012;0;0;0;L1762659;37135;lanceolata;Edaño, GE;Xue B;Edaño, GE;recby_problem
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;PH;Philippines, Mindanao, Davao Province, Mt. Hamiguitan.;6.745277;126.173611;Edaño, GE;Edaño, GE PNH 11127 ;1;8;1949;;<NA>;<NA>;Botany;L.1761227;0;0;0;Eda;;0;;;;0;0;0;L1761227;11127;glauca;Edaño, GE;<NA>;Edaño, GE;recby_problem
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;PH;Philippines, Mindanao, Davao Province, Mt. Hamiguitan.;6.745277;126.173611;Edaño, GE;Edaño, GE PNH 11127 ;1;8;1949;;<NA>;<NA>;Botany;L.1761228;0;0;0;Eda;;0;;;;0;0;0;L1761228;11127;glauca;Edaño, GE;<NA>;Edaño, GE;recby_problem
Mitrephora sorsogonensis Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Philippines, Luzon, Ilocos Norte Province, Mt. Quebrada.;18.490833;120.803056;Edaño, GE;Edaño, GE PNH 17901 ;28;2;1953;;2001-03-01T00:00:00;<NA>;Botany;L.1762102;0;0;0;Eda;;0;1;3;2001;0;0;0;L1762102;17901;sorsogonensis;Edaño, GE;Weerasooriya AD;Edaño, GE;recby_problem
Mitrephora sorsogonensis Elmer ex Weeras. & R.M.K.Saunders;Mitrephora;PH;Philippines, Luzon, Ilocos Norte Province, Mt. Quebrada.;18.490833;120.803056;Edaño, GE;Edaño, GE PNH 17901 ;28;2;1953;;2001-03-01T00:00:00;<NA>;Botany;L.1762103;0;0;0;Eda;;0;1;3;2001;0;0;0;L1762103;17901;sorsogonensis;Edaño, GE;Weerasooriya AD;Edaño, GE;recby_problem
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Luzon, Bataan Province, Lamao.;14.51;120.607777;Edaño, GE;Edaño, GE PNH 4078 ;1;11;1947;;<NA>;<NA>;Botany;L.1758813;0;0;0;Eda;;0;;;;0;0;0;L1758813;4078;ophthalmicus;Edaño, GE;Mols JB;Edaño, GE;recby_problem
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Luzon, Sorsogon Province, Mt. Juban.;12.797602;123.933841;Edaño, GE;Edaño, GE PNH 37116 ;13;6;1956;;<NA>;<NA>;Botany;L.1758747;0;0;0;Eda;;0;;;;0;0;0;L1758747;37116;ophthalmicus;Edaño, GE;Mols JB;Edaño, GE;recby_problem
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;PH;Philippines, Luzon, Bataan Province, Lamao.;14.51;120.607777;Edaño, GE;Edaño, GE PNH 4078 ;1;11;1947;;<NA>;<NA>;Botany;L.1758814;0;0;0;Eda;;0;;;;0;0;0;L1758814;4078;ophthalmicus;Edaño, GE;Mols JB;Edaño, GE;recby_problem
Mitrephora lanotan (Blanco) Merr.;Mitrephora;PH;Philippines, Luzon, Ilocos Norte Province, Mt. Quebrada.;18.490833;120.803056;Edaño, GE;Edaño, GE PNH 17872 ;1;3;1953;;2001-03-01T00:00:00;<NA>;Botany;L.1757263;0;0;0;Eda;;0;1;3;2001;0;0;0;L1757263;17872;lanotan;Edaño, GE;Weerasooriya AD;Edaño, GE;recby_problem
Dasymaschalon clusiflorum (Merr.) Merr.;Dasymaschalon;PH;Philippines, Luzon, Bataan Province, Lamao.;14.51;120.607777;Edaño, GE;Edaño, GE PNH 4052 ;1;11;1947;;<NA>;<NA>;Botany;L.1756247;0;0;0;Eda;;0;;;;0;0;0;L1756247;4052;clusiflorum;Edaño, GE;Merrill ED;Edaño, GE;recby_problem
Mitrephora lanotan (Blanco) Merr.;Mitrephora;PH;Philippines, Luzon, Bataan Province, Lamao.;14.51;120.607777;Edaño, GE;Edaño, GE PNH 4054 ;1;11;1947;;<NA>;<NA>;Botany;L.1757278;0;0;0;Eda;;0;;;;0;0;0;L1757278;4054;lanotan;Edaño, GE;Merrill ED;Edaño, GE;recby_problem
Enicosanthum Becc.;Enicosanthum;PH;Philippines, Samar, Mt. Capotoan.;12.1528;124.9351;Edaño, GE;Edaño, GE PNH 15566 ;1;1;1952;;<NA>;<NA>;Botany;L.1754319;0;0;0;Eda;;0;;;;0;0;0;L1754319;15566;;Edaño, GE;Sinclair J;Edaño, GE;recby_problem
Enicosanthum Becc.;Enicosanthum;PH;Philippines, Samar, Mt. Capotoan.;12.1528;124.9351;Edaño, GE;Edaño, GE PNH 15566 ;1;1;1952;;<NA>;<NA>;Botany;L.1754318;0;0;0;Eda;;0;;;;0;0;0;L1754318;15566;;Edaño, GE;Sinclair J;Edaño, GE;recby_problem
Artabotrys R.Br.;Artabotrys;PH;Philippines, Mindanao, Davao Province, Mt. Haguimitan.;6.745277;126.173611;Edaño, GE;Edaño, GE PNH 11000 ;8;8;1949;;<NA>;<NA>;Botany;L.1753495;0;0;0;Eda;;0;;;;0;0;0;L1753495;11000;;Edaño, GE;<NA>;Edaño, GE;recby_problem
Artabotrys R.Br.;Artabotrys;PH;Philippines, Mindanao, Davao Province, Tibanban.;6.631533;126.105482;Edaño, GE;Edaño, GE PNH 11023 ;12;8;1949;;<NA>;<NA>;Botany;L.1753496;0;0;0;Eda;;0;;;;0;0;0;L1753496;11023;;Edaño, GE;<NA>;Edaño, GE;recby_problem
Artabotrys suaveolens (Blume) Blume;Artabotrys;PH;Philippines, Mindanao, Davao Province, Tibanban.;6.631533;126.105482;Edaño, GE;Edaño, GE PNH 11023 ;1;8;1949;;<NA>;<NA>;Botany;L.1749633;0;0;0;Eda;;0;;;;0;0;0;L1749633;11023;suaveolens;Edaño, GE;Merrill ED;Edaño, GE;recby_problem
Artabotrys suaveolens (Blume) Blume;Artabotrys;PH;Philippines, Mindanao, Davao Province, Tibanban.;6.631533;126.105482;Edaño, GE;Edaño, GE PNH 11023 ;1;8;1949;;<NA>;<NA>;Botany;L.1749632;0;0;0;Eda;;0;;;;0;0;0;L1749632;11023;suaveolens;Edaño, GE;Merrill ED;Edaño, GE;recby_problem
Anaxagorea radiata C.B.Rob.;Anaxagorea;PH;Philippines, Mindanao, Cotabato, Bugasan, Parang.;7.44083;124.25917;Edaño, GE;Edaño, GE PNH 1508 ;10;12;1946;;<NA>;<NA>;Botany;L.1744474;0;0;0;Eda;;0;;;;0;0;0;L1744474;1508;javanica;Edaño, GE;<NA>;Edaño, GE;recby_problem
Anaxagorea radiata C.B.Rob.;Anaxagorea;PH;Philippines, Mindanao, Cotabato, Bugasan, Parang.;7.44083;124.25917;Edaño, GE;Edaño, GE PNH 1508 ;10;12;1946;;<NA>;<NA>;Botany;L.1092829;0;0;0;Eda;;0;;;;0;0;0;L1092829;1508;javanica;Edaño, GE;<NA>;Edaño, GE;recby_problem
Anaxagorea radiata C.B.Rob.;Anaxagorea;PH;Philippines, Mindanao, Cotabato, Bugasan, Parang.;7.44083;124.25917;Edaño, GE;Edaño, GE PNH 1508 ;10;12;1946;;<NA>;<NA>;Botany;L.1092831;0;0;0;Eda;;0;;;;0;0;0;L1092831;1508;javanica;Edaño, GE;<NA>;Edaño, GE;recby_problem
Anaxagorea radiata C.B.Rob.;Anaxagorea;PH;Philippines, Mindanao, Cotabato, Bugasan, Parang.;7.44083;124.25917;Edaño, GE;Edaño, GE PNH 1508 ;10;12;1946;;<NA>;<NA>;Botany;L.1092832;0;0;0;Eda;;0;;;;0;0;0;L1092832;1508;javanica;Edaño, GE;<NA>;Edaño, GE;recby_problem
Anaxagorea radiata C.B.Rob.;Anaxagorea;PH;Philippines, Mindanao, Cotabato, Bugasan, Parang.;7.44083;124.25917;Edaño, GE;Edaño, GE PNH 1508 ;10;12;1946;;<NA>;<NA>;Botany;L.1092828;0;0;0;Eda;;0;;;;0;0;0;L1092828;1508;javanica;Edaño, GE;<NA>;Edaño, GE;recby_problem
Anaxagorea radiata C.B.Rob.;Anaxagorea;PH;Philippines, Mindanao, Cotabato, Bugasan, Parang.;7.44083;124.25917;Edaño, GE;Edaño, GE PNH 1508 ;10;12;1946;;<NA>;<NA>;Botany;L.1092830;0;0;0;Eda;;0;;;;0;0;0;L1092830;1508;javanica;Edaño, GE;<NA>;Edaño, GE;recby_problem
Anaxagorea radiata C.B.Rob.;Anaxagorea;PH;Philippines, Mindanao, Cotabato, Bugasan, Parang.;7.44083;124.25917;Edaño, GE;Edaño, GE PNH 1508 ;10;12;1946;;<NA>;<NA>;Botany;L.1051975;0;0;0;Eda;;0;;;;0;0;0;L1051975;1508;javanica;Edaño, GE;<NA>;Edaño, GE;recby_problem
Anaxagorea radiata C.B.Rob.;Anaxagorea;PH;Philippines, Mindanao, Cotabato, Bugasan, Parang.;7.44083;124.25917;Edaño, GE;Edaño, GE PNH 1508 ;10;12;1946;;<NA>;<NA>;Botany;L.1051976;0;0;0;Eda;;0;;;;0;0;0;L1051976;1508;javanica;Edaño, GE;<NA>;Edaño, GE;recby_problem
Orophea merrillii Kessler;Orophea;PH;Philippines, Mindoro, Mt. Halcon.;13.266111;121.004722;Edaño, GE;Edaño, GE PNH 3399 ;27;1;1948;;1985-11-01T00:00:00;<NA>;Botany;L  0038093;0;0;0;Eda;;0;1;11;1985;0;0;0;L0038093;3399;merrillii;Edaño, GE;Kessler PJA;Edaño, GE;recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar)/Province of Palawan;9.51778;118.3975;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196362/1;0;0;0;;;0;;;;0;0;0;G-G-196362/1;nan;cumingiana;Elmer, A. D. E. (Coll. De Candolle);Kessler, P. J. A. (1984);Coll. De Candolle);recby_problem
Orophea unguiculata Elmer;Pseuduvaria;PH;Mindanao - Cabadbaran (Mt. Urdaneta) Province of Agusan;8.0;125.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196131/2;0;0;0;;;0;;;;0;0;0;G-G-196131/2;nan;unguiculata;Elmer, A. D. E. (Coll. De Candolle);Kessler, P. J. A. (1984);Coll. De Candolle);recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Prov. of Agusan;8.0;125.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-195630/1;0;0;0;;;0;;;;0;0;0;G-G-195630/1;nan;cumingiana;Elmer, A. D. E. (Coll. De Candolle);Kessler, P. J. A. (1984);Coll. De Candolle);recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar)/Province of Palawan;9.51778;118.3975;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196361/1;0;0;0;;;0;;;;0;0;0;G-G-196361/1;nan;cumingiana;Elmer, A. D. E. (Coll. De Candolle);Kessler, P. J. A. (1984);Coll. De Candolle);recby_problem
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar), Province of Palawan;9.51778;118.3975;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196695/1;0;0;0;;;0;;;;0;0;0;G-G-196695/1;nan;creaghii;Elmer, A. D. E. (Coll. De Candolle);Leonardia, A. (1999);Coll. De Candolle);recby_problem
Neo-uvaria viridifolia (Elmer) Chaowasku;Neo-Uvaria;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-360149/1;0;0;0;;;0;;;;0;0;0;G-G-360149/1;nan;acuminatissima;Elmer, A. D. E. (Coll. De Candolle);<NA>;Coll. De Candolle);recby_problem
Mitrephora ellipanthoides Elmer;Pseuduvaria;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-195621/1;0;0;0;;;0;;;;0;0;0;G-G-195621/1;nan;unguiculata;Elmer, A. D. E. (Coll. De Candolle);Kessler, P. J. A. (1984);Coll. De Candolle);recby_problem
Miliusa horsfieldii (Benn.) Pierre;Miliusa;PH;Addison Peak - Brooks Point (Addison Peak), Province of Palawan;8.80222;117.75306;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-360003/2;0;0;0;;;0;;;;0;0;0;G-G-360003/2;nan;horsfieldii;Elmer, A. D. E. (Coll. De Candolle);Mols, Johan B. (2004);Coll. De Candolle);recby_problem
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-195974/1;0;0;0;;;0;;;;0;0;0;G-G-195974/1;nan;lanceolata;Elmer, A. D. E. (Coll. De Candolle);Heusden, E. C. H. (1993);Coll. De Candolle);recby_problem
Goniothalamus gitingensis Elmer;Goniothalamus;PH;Sibuyan Island - Magallanes (Mt. Giting-Giting), Province of Capiz, Island of Sibuyan;12.43333;122.55;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-191432/1;0;0;0;;;0;;;;0;0;0;G-G-191432/1;nan;amuyon;Elmer, A. D. E. (Coll. De Candolle);<NA>;Coll. De Candolle);recby_problem
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Lucban - Lucban, Tayabas, Island Luzon;14.07;121.33;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-191214/1;0;0;0;;;0;;;;0;0;0;G-G-191214/1;nan;philippinensis;Elmer, A. D. E. (Coll. De Candolle);<NA>;Coll. De Candolle);recby_problem
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-191436/2;0;0;0;;;0;;;;0;0;0;G-G-191436/2;nan;epiphyticus;Elmer, A. D. E. (Coll. De Candolle);<NA>;Coll. De Candolle);recby_problem
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-191221/2;0;0;0;;;0;;;;0;0;0;G-G-191221/2;nan;philippinensis;Elmer, A. D. E. (Coll. De Candolle);<NA>;Coll. De Candolle);recby_problem
Goniothalamus gitingensis Elmer;Goniothalamus;PH;Sibuyan Island - Magallanes (Mt. Giting-Giting), Province of Capiz, Island of Sibuyan;12.43333;122.55;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-191432/2;0;0;0;;;0;;;;0;0;0;G-G-191432/2;nan;amuyon;Elmer, A. D. E. (Coll. Delessert 1911);<NA>;Coll. Delessert 1911);recby_problem
Goniothalamus epiphyticus Elmer;Goniothalamus;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-191436/1;0;0;0;;;0;;;;0;0;0;G-G-191436/1;nan;epiphyticus;Elmer, A. D. E. (Coll. Delessert 1914);<NA>;Coll. Delessert 1914);recby_problem
Goniothalamus philippinensis Merr.;Goniothalamus;PH;Cabadbaran - Cabadbaran (Mt. Urdaneta), Province of Agusan, Island of Mindanao;9.12361;125.53444;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-191221/1;0;0;0;;;0;;;;0;0;0;G-G-191221/1;nan;philippinensis;Elmer, A. D. E. (Coll. Delessert 1914);<NA>;Coll. Delessert 1914);recby_problem
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar), Province of Palawan;9.51778;118.3975;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196695/2;0;0;0;;;0;;;;0;0;0;G-G-196695/2;nan;creaghii;Elmer, A. D. E. (Coll. Delessert);Leonardia, A. (1999);Coll. Delessert);recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar)/Province of Palawan;9.51778;118.3975;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196361/2;0;0;0;;;0;;;;0;0;0;G-G-196361/2;nan;cumingiana;Elmer, A. D. E. (Coll. Delessert);Kessler, P. J. A. (1984);Coll. Delessert);recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Luzon - Irosin (Mt. Bulusan) Province of Sorsogon;16.0;121.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196354/1;0;0;0;;;0;;;;0;0;0;G-G-196354/1;nan;cumingiana;Elmer, A. D. E. (Coll. Delessert);Kessler, P. J. A. (1984);Coll. Delessert);recby_problem
Orophea unguiculata Elmer;Pseuduvaria;PH;Mindanao - Cabadbaran (Mt. Urdaneta) Province of Agusan;8.0;125.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196131/1;0;0;0;;;0;;;;0;0;0;G-G-196131/1;nan;unguiculata;Elmer, A. D. E. (Coll. Delessert);Kessler, P. J. A. (1984);Coll. Delessert);recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Luzon - Irosin (Mt. Bulusan), Province of Sorsogon;16.0;121.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196353/1;0;0;0;;;0;;;;0;0;0;G-G-196353/1;nan;cumingiana;Elmer, A. D. E. (Coll. Delessert);Kessler, P. J. A. (1984);Coll. Delessert);recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Palawan - Puerto Princesa (Mt. Pulgar)/Province of Palawan;9.51778;118.3975;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-196362/2;0;0;0;;;0;;;;0;0;0;G-G-196362/2;nan;cumingiana;Elmer, A. D. E. (Coll. Delessert);Kessler, P. J. A. (1984);Coll. Delessert);recby_problem
Orophea cumingiana S.Vidal;Orophea;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Prov. of Agusan;8.0;125.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-195630/2;0;0;0;;;0;;;;0;0;0;G-G-195630/2;nan;cumingiana;Elmer, A. D. E. (Coll. Delessert);Kessler, P. J. A. (1984);Coll. Delessert);recby_problem
Mitrephora ellipanthoides Elmer;Pseuduvaria;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-195621/2;0;0;0;;;0;;;;0;0;0;G-G-195621/2;nan;unguiculata;Elmer, A. D. E. (Coll. Delessert);Kessler, P. J. A. (1984);Coll. Delessert);recby_problem
Meiogyne virgata (Blume) Miq.;Meiogyne;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-195970/1;0;0;0;;;0;;;;0;0;0;G-G-195970/1;nan;virgata;Elmer, A. D. E. (Coll. Delessert);Heusden, E. C. H. (1992);Coll. Delessert);recby_problem
Miliusa horsfieldii (Benn.) Pierre;Miliusa;PH;Addison Peak - Brooks Point (Addison Peak), Province of Palawan;8.80222;117.75306;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-360003/1;0;0;0;;;0;;;;0;0;0;G-G-360003/1;nan;horsfieldii;Elmer, A. D. E. (Coll. Delessert);Mols, Johan B. (2004);Coll. Delessert);recby_problem
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Luzon - Los Banos (Mt. Maguiling) Province of Laguna;16.0;121.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-195980/1;0;0;0;;;0;;;;0;0;0;G-G-195980/1;nan;lanceolata;Elmer, A. D. E. (Coll. Delessert);Heusden, E. C. H. (1993);Coll. Delessert);recby_problem
Haplostichanthus lanceolata (S.Vidal) Heusden;Haplostichanthus;PH;Mindanao - Cabadbaran (Mt. Urdaneta), Province of Agusan;8.0;125.0;Elmer, ADE;;;;;;<NA>;G;Geneva Herbarium – General Collection (G);G-G-195974/2;0;0;0;;;0;;;;0;0;0;G-G-195974/2;nan;lanceolata;Elmer, A. D. E. (Coll. Delessert);Heusden, E. C. H. (1993);Coll. Delessert);recby_problem
