scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet;orig_recby;orig_detby;coll_surname;to_check;to_check_det;genus_old;specific_epithet_old
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Cooqueiral;-13.214988066666669;-26.8487075;Pirani, JR;3074;21;2;1994;Johnson, DM;<NA>;MBM;MBM;MBM181229;0;0;0;;;0;;;;0;0;0;MBM181229;3074;bryotrophe;"Pirani, JR;Pirani, J.R.,et al.";Johnson, D.M.;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Coqueiral. Parque na Avenida dos Vinháticos. Trilha dos Cambarás.;-13.214988066666669;-26.8487075;Pirani, JR;3074;21;2;1994;Johnson, DM;<NA>;K;Herbarium;K001191167;0;0;0;;;0;;;;0;0;0;K001191167;3074;bryotrophe;"Pirani, J.R.; Kallunki, J.A.; Cordeiro, I.; Moraes, P.L.R.";Johnson, D.M.;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Coqueiral. Parque na Avenida dos Vinháticos. Trilha dos Cambarás.;-13.214988066666669;-26.8487075;Pirani, JR;3074;21;2;1994;nan;<NA>;K;Herbarium;K001191168;0;0;0;;;0;;;;0;0;0;K001191168;3074;bryotrophe;Pirani, J.R.;<NA>;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Bairro Cooqueiral;-13.214988066666669;-26.8487075;Pirani, JR;3074;21;2;1994;Johnson, DM;<NA>;MBM;MBM;181229;0;0;0;;;0;;;;0;0;0;MBM181229;3074;bryotrophe;"Pirani, JR; et al.";Johnson, DM;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Barra Seca.;;;Pirani, JR;3579;20;2;1995;nan;<NA>;VIES;VIES;VIES037620;0;0;0;;;0;;;;0;0;0;VIES037620;3579;bryotrophe;"Pirani, J.R.;Kallunki, J.A.,Fernandes, J.B.";Mello-Silva, R.;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Barra Seca.;;;Pirani, JR;3579;20;2;1995;nan;<NA>;UFES;VIES;37620;0;0;0;;;0;;;;0;0;0;VIES37620;3579;bryotrophe;"Pirani, J.R.; Kallunki, J.A. & Fernandes, J.B.";Mello-Silva, R.;Pirani;;;Hornschuchia;bryotrophe
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada de engenho entre Catolés e Abaíra.;-13.3;-41.4833335;Pirani, JR;H51389;31;1;1992;nan;2005-08-01T00:00:00;UEFS;HUEFS;54171;0;0;0;H;;0;1;8;2005;0;0;0;HUEFS54171;51389;lianarum;Pirani, J.R.;A.Lobão;Pirani;;;Hornschuchia;lianarum
Hornschuchia lianarum D.M.Johnson & N.A.Murray;Hornschuchia;BR;Estrada de engenho entre Catolés e Abaíra.;-13.3;-41.4833335;Pirani, JR;H51389;31;1;1992;nan;2005-08-01T00:00:00;UEFS;HUEFS;54120;0;0;0;H;;0;1;8;2005;0;0;0;HUEFS54120;51389;lianarum;Pirani, J.R.;A.Lobão;Pirani;;;Hornschuchia;lianarum
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Algodão. Mata ombrófila densa.;-12.166667;-37.966667;Popovkin, AV;2069;27;10;2018;nan;<NA>;JBRJ;RB;RB01465550;0;0;0;;;0;;;;0;0;0;RB01465550;2069;leptandra;"Popovkin, A.V.; Dias, M.F.";<NA>;Popovkin;;;Hornschuchia;leptandra
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Algodão;-12.166667;-37.966667;Popovkin, AV;2069;27;10;2018;nan;<NA>;UEFS;HUEFS;253036;0;0;0;;;0;;;;0;0;0;HUEFS253036;2069;leptandra;Popovkin, A.V.;<NA>;Popovkin;;;Hornschuchia;leptandra
Hornschuchia Nees;Hornschuchia;BR;Área da Estação Ecologica do Pau-brasil. CEPLAC. Ca. 16Km aoW de Porto Seguro, Br-367.;;;Santos, FS ;112;17;1;1984;Jardim, JG ;<NA>;CEPEC;CEPEC;CEPEC00034030;0;0;0;;;0;;;;0;0;0;CEPEC00034030;112;;F. S. Santos;J. G. Jardim;Santos;;;Hornschuchia;
Hornschuchia Nees;Hornschuchia;BR;Área da Estação Ecologica do Pau-brasil. CEPLAC. Ca. 16Km aoW de Porto Seguro, Br-367.;;;Santos, FS ;112;17;1;1984;Jardim, JG ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;34030;0;0;0;;;0;;;;0;0;0;CEPEC34030;112;;F. S. Santos;J. G. Jardim;Santos;;;Hornschuchia;
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Estrada a Itamari;-13.74;-39.48;Santos, TS dos;1168;22;10;1970;Kallunki, JA ;1981-01-01T00:00:00;NY;NY;NY00395782;0;0;0;;;0;1;1;1981;0;0;0;NY00395782;1168;bryotrophe;T. S. dos Santos;J. A. Kallunki;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Estrada a Itamari;-13.74;-39.48;Santos, TS dos;1168;22;10;1970;Kallunki, JA ;1981-01-01T00:00:00;NY;NY;395782;0;0;0;;;0;1;1;1981;0;0;0;NY395782;1168;bryotrophe;T. S. dos Santos;J. A. Kallunki;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Estr. a Itamari.;-13.74;-39.48;Santos, TS ;1168;22;10;1970;Barroso, GM ;<NA>;CEPEC;CEPEC;CEPEC00006203;0;0;0;;;0;;;;0;0;0;CEPEC00006203;1168;bryotrophe;T. S. Santos;G. M. Barroso;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Estr. a Itamari.;-13.74;-39.48;Santos, TS dos;1168;22;10;1970;Barroso, GM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;6203;0;0;0;;;0;;;;0;0;0;CEPEC6203;1168;bryotrophe;T. S. dos Santos;G. M. Barroso;Santos;;;Hornschuchia;bryotrophe
Hornschuchia myrtillus Nees;Hornschuchia;BR;Itamarajú estrada a S. Paulinho;-17.04129925;-39.5307753;Santos, TS dos;1569;6;4;1971;Kallunki, JA ;1981-01-01T00:00:00;NY;NY;NY00395814;0;0;0;;;0;1;1;1981;0;0;0;NY00395814;1569;myrtillus;T. S. dos Santos;J. A. Kallunki;Santos;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Itamarajú estrada a S. Paulinho;-17.04129925;-39.5307753;Santos, TS dos;1569;6;4;1971;Kallunki, JA ;1981-01-01T00:00:00;NY;NY;395814;0;0;0;;;0;1;1;1981;0;0;0;NY395814;1569;myrtillus;T. S. dos Santos;J. A. Kallunki;Santos;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Estrada a São Paulinho.;;;Santos, TS ;1569;8;3;2004;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00006771;0;0;0;;;0;;;;0;0;0;CEPEC00006771;1569;myrtillus;T. S. Santos;D. M. Johnson;Santos;;;Hornschuchia;myrtillus
Hornschuchia myrtillus Nees;Hornschuchia;BR;Estrada a São Paulinho.;;;Santos, TS dos;1569;8;3;2004;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;6771;0;0;0;;;0;;;;0;0;0;CEPEC6771;1569;myrtillus;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;myrtillus
Hornschuchia Nees;Hornschuchia;BR;<NA>;-15.366667;-39.183333;Santos, MM ;169;15;8;1984;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00037788;0;0;0;;;0;;;;0;0;0;CEPEC00037788;169;santosii;M. M. Santos;D. M. Johnson;Santos;;;Hornschuchia;
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;<NA>;-15.366667;-39.183333;Santos, MM ;169;15;8;1984;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;37788;0;0;0;;;0;;;;0;0;0;CEPEC37788;169;santosii;M. M. Santos;D. M. Johnson;Santos;;;Hornschuchia;santosii
Hornschuchia polyantha Maas;Hornschuchia;BR;Camaça BR 101 ao Rio Pardo;-15.41;-39.49;Santos, TS dos;1690;24;5;1971;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395792;0;0;0;;;0;1;1;1994;0;0;0;NY00395792;1690;polyantha;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Camaça BR 101 ao Rio Pardo;-15.41;-39.49;Santos, TS dos;1690;24;5;1971;Johnson, DM ;1994-01-01T00:00:00;NY;NY;395792;0;0;0;;;0;1;1;1994;0;0;0;NY395792;1690;polyantha;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;BR-101ao Rio Pardo.;-15.41;-39.49;Santos, TS ;1690;24;5;1971;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00006838;0;0;0;;;0;;;;0;0;0;CEPEC00006838;1690;polyantha;T. S. Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Brazil, Bahia, Camaca, BR-101 ao rio Pardo;;;Santos, TS dos;Santos, TS dos  1690 ;24;5;1971;Johnson, DM;<NA>;<NA>;Botany;U.1073643;0;0;0;Santos;;0;;;;0;0;0;U1073643;1690;polyantha;Santos TS dos;Johnson DM;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;BR-101ao Rio Pardo.;-15.41;-39.49;Santos, TS dos;1690;24;5;1971;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;6838;0;0;0;;;0;;;;0;0;0;CEPEC6838;1690;polyantha;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Faz. Lombardia BR 101 a faz. Ventania;-15.9526825;-39.53385365;Santos, TS dos;1859;19;8;1971;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395794;0;0;0;;;0;1;1;1994;0;0;0;NY00395794;1859;polyantha;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Faz. Lombardia BR 101 a faz. Ventania;-15.9526825;-39.53385365;Santos, TS dos;1859;19;8;1971;Johnson, DM ;1994-01-01T00:00:00;NY;NY;395794;0;0;0;;;0;1;1;1994;0;0;0;NY395794;1859;polyantha;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Faz. Lombardia BR-101/Faz. Ventania.;-15.9526825;-39.53385365;Santos, TS ;1859;19;8;1971;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00007096;0;0;0;;;0;;;;0;0;0;CEPEC00007096;1859;polyantha;T. S. Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Brazil, Bahia, Itabepi, Fda. Lombardia, BR-101 a Fda. Ventani;;;Santos, TS dos;Santos, TS dos  1859 ;19;8;1971;Johnson, DM;<NA>;<NA>;Botany;U.1073644;0;0;0;Santos;;0;;;;0;0;0;U1073644;1859;polyantha;Santos TS dos;Johnson DM;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Faz. Lombardia BR-101/Faz. Ventania.;-15.9526825;-39.53385365;Santos, TS dos;1859;19;8;1971;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;7096;0;0;0;;;0;;;;0;0;0;CEPEC7096;1859;polyantha;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Ba. km 6 da rod. Teixeira de Freitas a Alcobaca.;-17.517211;-39.649422;Santos, TS dos;2091;9;9;1971;nan;<NA>;NY;NY;NY00008357;0;0;0;;;0;;;;0;0;0;NY00008357;2091;santosii;T. S. dos Santos;<NA>;Santos;;;Hornschuchia;santosii
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Km da Rod. Teixeira de Freitas.;-17.517211;-39.649422;Santos, TS ;2091;9;10;1971;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00007576;0;0;0;;;0;;;;0;0;0;CEPEC00007576;2091;santosii;T. S. Santos;D. M. Johnson;Santos;;;Hornschuchia;santosii
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Ba. km 6 da rod. Teixeira de Freitas a Alcobaca.;-17.517211;-39.649422;Santos, TS dos;2091;9;9;1971;nan;<NA>;NY;NY;8357;0;0;0;;;0;;;;0;0;0;NY8357;2091;santosii;T. S. dos Santos;<NA>;Santos;;;Hornschuchia;santosii
Hornschuchia santosii D.M.Johnson;Hornschuchia;BR;Km da Rod. Teixeira de Freitas.;-17.517211;-39.649422;Santos, TS dos;2091;9;10;1971;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;7576;0;0;0;;;0;;;;0;0;0;CEPEC7576;2091;santosii;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;santosii
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rod. Ipiau-Ibirataia;-14.139057300000001;-39.73386055;Santos, TS dos;2133;12;11;1971;Kallunki, JA ;1981-01-01T00:00:00;NY;NY;NY00395783;0;0;0;;;0;1;1;1981;0;0;0;NY00395783;2133;bryotrophe;T. S. dos Santos;J. A. Kallunki;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rod. Ipiau-Ibirataia;-14.139057300000001;-39.73386055;Santos, TS dos;2133;12;11;1971;Kallunki, JA ;1981-01-01T00:00:00;NY;NY;395783;0;0;0;;;0;1;1;1981;0;0;0;NY395783;2133;bryotrophe;T. S. dos Santos;J. A. Kallunki;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rod. p/ Ibirataia.;-14.139057300000001;-39.73386055;Santos, TS ;2133;13;11;1971;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00008059;0;0;0;;;0;;;;0;0;0;CEPEC00008059;2133;bryotrophe;T. S. Santos;D. M. Johnson;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;Rod. p/ Ibirataia.;-14.139057300000001;-39.73386055;Santos, TS dos;2133;13;11;1971;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;8059;0;0;0;;;0;;;;0;0;0;CEPEC8059;2133;bryotrophe;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;bryotrophe
Hornschuchia polyantha Maas;Hornschuchia;BR;Gongogi Barragem do Funil;-14.3416335;-39.455528;Santos, TS dos;2157;16;11;1971;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395793;0;0;0;;;0;1;1;1994;0;0;0;NY00395793;2157;polyantha;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Gongogi Barragem do Funil;-14.3416335;-39.455528;Santos, TS dos;2157;16;11;1971;Johnson, DM ;1994-01-01T00:00:00;NY;NY;395793;0;0;0;;;0;1;1;1994;0;0;0;NY395793;2157;polyantha;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Barragem do Funil.;-14.3416335;-39.455528;Santos, TS ;2157;16;11;1971;Johnson, DM ;<NA>;CEPEC;CEPEC;CEPEC00008054;0;0;0;;;0;;;;0;0;0;CEPEC00008054;2157;polyantha;T. S. Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Barragem do Funil.;-14.3416335;-39.455528;Santos, TS dos;2157;16;11;1971;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;8054;0;0;0;;;0;;;;0;0;0;CEPEC8054;2157;polyantha;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;polyantha
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Itabuna. Ba. Km 5 a 15 de BR101. ao Sul de Ubaitaba.;-14.4;-39.322210999999996;Santos, TS dos;2193;18;11;1971;nan;<NA>;NY;NY;NY00008359;0;0;0;;;0;;;;0;0;0;NY00008359;2193;cauliflora;T. S. dos Santos;<NA>;Santos;;;Hornschuchia;cauliflora
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Itabuna. Ba. Km 5 a 15 de BR101. ao Sul de Ubaitaba.;-14.4;-39.322210999999996;Santos, TS dos;2193;18;11;1971;nan;<NA>;NY;NY;8359;0;0;0;;;0;;;;0;0;0;NY8359;2193;cauliflora;T. S. dos Santos;<NA>;Santos;;;Hornschuchia;cauliflora
Hornschuchia Nees;Hornschuchia;BR;Km 5 a 15 da BR-101, ao S de Ubaitaba.;;;Santos, TS ;2193;22;6;1996;Maas, PJM ;<NA>;CEPEC;CEPEC;CEPEC00008090;0;0;0;;;0;;;;0;0;0;CEPEC00008090;2193;cauliflora;T. S. Santos;P. J. M. Maas;Santos;;;Hornschuchia;
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Km 5 a 15 da BR-101, ao S de Ubaitaba.;;;Santos, TS dos;2193;22;6;1996;Maas, PJM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;8090;0;0;0;;;0;;;;0;0;0;CEPEC8090;2193;cauliflora;T. S. dos Santos;P. J. M. Maas;Santos;;;Hornschuchia;cauliflora
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Trecho da BR 101 Ubaitaba ao Porto Santo Antonio ao Sul;;;Santos, TS dos;2336;22;6;1972;Johnson, DM ;1994-01-01T00:00:00;NY;NY;NY00395775;0;0;0;;;0;1;1;1994;0;0;0;NY00395775;2336;cauliflora;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;cauliflora
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Trecho da BR 101 Ubaitaba ao Porto Santo Antonio ao Sul;;;Santos, TS dos;2336;22;6;1972;Johnson, DM ;1994-01-01T00:00:00;NY;NY;395775;0;0;0;;;0;1;1;1994;0;0;0;NY395775;2336;cauliflora;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;cauliflora
Hornschuchia Nees;Hornschuchia;BR;Trecho da BR-101/Ubaitaba/Porto Sto. Antonio, ao S.;;;Santos, TS ;2336;22;6;1972;Maas, PJM ;<NA>;CEPEC;CEPEC;CEPEC00008836;0;0;0;;;0;;;;0;0;0;CEPEC00008836;2336;cauliflora;T. S. Santos;P. J. M. Maas;Santos;;;Hornschuchia;
Hornschuchia cauliflora Maas & van Setten;Hornschuchia;BR;Trecho da BR-101/Ubaitaba/Porto Sto. Antonio, ao S.;;;Santos, TS dos;2336;22;6;1972;Maas, PJM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;8836;0;0;0;;;0;;;;0;0;0;CEPEC8836;2336;cauliflora;T. S. dos Santos;P. J. M. Maas;Santos;;;Hornschuchia;cauliflora
Hornschuchia polyantha Maas;Hornschuchia;BR;Km 9 da nova rod Sao José/Una. Transiçao de cacau com mata;-10.066666666666666;-26.18515933333333;Santos, TS dos;3099;21;4;1976;nan;<NA>;NY;NY;NY00026102;0;0;0;;;0;;;;0;0;0;NY00026102;3099;polyantha;T. S. dos Santos;<NA>;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;BA km 9 da Rod. São José/Una.;-10.066666666666666;-26.18515933333333;Santos, TS dos;3099;21;4;1976;nan;<NA>;MBM;MBM;MBM117085;0;0;0;;;0;;;;0;0;0;MBM117085;3099;polyantha;"Santos, TS dos;Santos, T.S. dos";<NA>;Santos;;;Hornschuchia;polyantha
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA. Km 9 da nova rod. Sao José/Una.;;;Santos, TS dos;Santos, TS dos  3099 ;21;4;1976;nan;<NA>;<NA>;Botany;U  0000335;0;0;0;Santos;;0;;;;0;0;0;U0000335;3099;polyantha;Santos TS dos;<NA>;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA. Km 9 da nova rod. Sao José/Una.;;;Santos, TS dos;Santos, TS dos  3099 ;21;4;1976;nan;<NA>;<NA>;Botany;L.1093767;0;0;0;Santos;;0;;;;0;0;0;L1093767;3099;polyantha;Santos TS dos;<NA>;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA. Km 9 da nova rod. Sao José/Una.;;;Santos, TS dos;Santos, TS dos  3099 ;21;4;1976;nan;<NA>;<NA>;Botany;L.1093766;0;0;0;Santos;;0;;;;0;0;0;L1093766;3099;polyantha;Santos TS dos;<NA>;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA. Km 9 da nova rod. Sao José/Una.;;;Santos, TS dos;Santos, TS dos  3099 ;21;4;1976;nan;<NA>;<NA>;Botany;L.1093777;0;0;0;Santos;;0;;;;0;0;0;L1093777;3099;polyantha;Santos TS dos;<NA>;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA. Km 9 da nova rod. Sao José/Una.;;;Santos, TS dos;Santos, TS dos  3099 ;21;4;1976;nan;<NA>;<NA>;Botany;L.1093769;0;0;0;Santos;;0;;;;0;0;0;L1093769;3099;polyantha;Santos TS dos;<NA>;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA. Km 9 da nova rod. Sao José/Una.;;;Santos, TS dos;Santos, TS dos  3099 ;21;4;1976;nan;<NA>;<NA>;Botany;L.1093775;0;0;0;Santos;;0;;;;0;0;0;L1093775;3099;polyantha;Santos TS dos;<NA>;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA. Km 9 da nova rod. Sao José/Una.;;;Santos, TS dos;Santos, TS dos  3099 ;21;4;1976;nan;<NA>;<NA>;Botany;L.1093778;0;0;0;Santos;;0;;;;0;0;0;L1093778;3099;polyantha;Santos TS dos;<NA>;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA. Km 9 da nova rod. Sao José/Una.;;;Santos, TS dos;Santos, TS dos  3099 ;21;4;1976;nan;<NA>;<NA>;Botany;L.1093776;0;0;0;Santos;;0;;;;0;0;0;L1093776;3099;polyantha;Santos TS dos;<NA>;Santos;;;Hornschuchia;bryotrophe
Hornschuchia bryotrophe Nees;Hornschuchia;BR;BA. Km 9 da nova rod. Sao José/Una.;;;Santos, TS dos;Santos, TS dos  3099 ;21;4;1976;nan;<NA>;<NA>;Botany;L.1093768;0;0;0;Santos;;0;;;;0;0;0;L1093768;3099;polyantha;Santos TS dos;<NA>;Santos;;;Hornschuchia;bryotrophe
Hornschuchia polyantha Maas;Hornschuchia;BR;Km 9 da nova rod Sao José/Una. Transiçao de cacau com mata;-10.066666666666666;-26.18515933333333;Santos, TS dos;3099;21;4;1976;nan;<NA>;NY;NY;26102;0;0;0;;;0;;;;0;0;0;NY26102;3099;polyantha;T. S. dos Santos;<NA>;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;BA km 9 da Rod. São José/Una.;-10.066666666666666;-26.18515933333333;Santos, TS dos;3099;21;4;1976;nan;<NA>;MBM;MBM;117085;0;0;0;;;0;;;;0;0;0;MBM117085;3099;polyantha;Santos, TS dos;<NA>;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Km 9 da nova Rod. São José/Una.;;;Santos, TS ;3099;29;10;1998;Maas, PJM ;<NA>;CEPEC;CEPEC;CEPEC00012625;0;0;0;;;0;;;;0;0;0;CEPEC00012625;3099;polyantha;T. S. Santos;P. J. M. Maas;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;Km 9 da nova Rod. São José/Una.;;;Santos, TS dos;3099;29;10;1998;Maas, PJM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;12625;0;0;0;;;0;;;;0;0;0;CEPEC12625;3099;polyantha;T. S. dos Santos;P. J. M. Maas;Santos;;;Hornschuchia;polyantha
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Km 6-8 da BA-001, trecho Alcobaça/Caravelas.;;;Santos, TS ;3328;20;2;1977;Lopes, JC;<NA>;CEPEC;CEPEC;CEPEC00014498;0;0;0;;;0;;;;0;0;0;CEPEC00014498;3328;citriodora;T. S. Santos;Lopes, J.C.;Santos;;;Hornschuchia;citriodora
Hornschuchia citriodora D.M.Johnson;Hornschuchia;BR;Km 6-8 da BA-001, trecho Alcobaça/Caravelas.;;;Santos, TS dos;3328;20;2;1977;Johnson, DM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;14498;0;0;0;;;0;;;;0;0;0;CEPEC14498;3328;citriodora;T. S. dos Santos;D. M. Johnson;Santos;;;Hornschuchia;citriodora
Hornschuchia polyantha Maas;Hornschuchia;BR;BR-101, Km 9 de São José/Una.;;;Santos, TS ;3712;24;4;1999;Maas, PJM ;<NA>;CEPEC;CEPEC;CEPEC00028035;0;0;0;;;0;;;;0;0;0;CEPEC00028035;3712;polyantha;T. S. Santos;P. J. M. Maas;Santos;;;Hornschuchia;polyantha
Hornschuchia polyantha Maas;Hornschuchia;BR;BR-101, Km 9 de São José/Una.;;;Santos, TS dos;3712;24;4;1999;Maas, PJM ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;28035;0;0;0;;;0;;;;0;0;0;CEPEC28035;3712;polyantha;T. S. dos Santos;P. J. M. Maas;Santos;;;Hornschuchia;polyantha
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Km 9 daBR-101, Rod. Sao Jose/Una.;;;Santos, TS ;3918;22;5;1980;Junika, L ;<NA>;CEPEC;CEPEC;CEPEC00075409;0;0;0;;;0;;;;0;0;0;CEPEC00075409;3918;leptandra;T. S. Santos;L. Junika;Santos;;;Hornschuchia;leptandra
Hornschuchia leptandra D.M.Johnson;Hornschuchia;BR;Km 9 daBR-101, Rod. Sao Jose/Una.;;;Santos, TS dos;3918;22;5;1980;Junika, L ;<NA>;Comissão Executiva do Plano da Lavoura Cacaueira;CEPEC;75409;0;0;0;;;0;;;;0;0;0;CEPEC75409;3918;leptandra;T. S. dos Santos;L. Junika;Santos;;;Hornschuchia;leptandra
Hornschuchia Nees;Hornschuchia;BR;Area do CEPEC.;;;Santos, TS ;4576;24;7;1991;nan;<NA>;CEPEC;CEPEC;CEPEC00050662;0;0;0;;;0;;;;0;0;0;CEPEC00050662;4576;leptandra;T. S. Santos;R. de Mello-Silva;Santos;;;Hornschuchia;
