recorded_by;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51
;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy, MMJ van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto A;Susanto, A;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp, JF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kartawinata, K E; E; E; E; E; E; E; E; E; E; E; E; E; E; E
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church, AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy, MMJ van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel, EF de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans, AJGH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB;Bünnemeijer HAB
;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;Iboet;;;;;;;;;;;;;;;;;;;;;;;;;;
;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley, JS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley, JS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;;;;;;;;;;;;;;;;;;;;;;;;;;
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans, AJGH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom, HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;;;;;;;;;;;;;;;;;;;;;;;;;;
;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders SH;Koorders, SH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans, AJGH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy, MMJ van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur EG;Sauveur, EG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;Amdjah;;;;;;;;;;;;;;;;;;;;;;;;;;
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kuswata Kartawinata E;Kartawinata, K E; E; E; E; E; E; E; E; E; E; E; E; E; E; E
;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans, AJGH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz E;Schmutz, E;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer W;Meijer, W;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans, AJGH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp JF;Veldkamp, JF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Docters van Leeuwen WM;Leeuwen, D van WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM; WM
<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>;<NA>
;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Bogor Botanical Garden;Garden, BB;;;;;;;;;;;;;;;;;;
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;Ambriansyah;;;;;;;;;;;;;;;;;;;;;;;;;;
;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa K;Sidiyasa, K;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Rahmat Si Boeea;Boeea, RS;;;;;;;;;;;;;;;;;;
;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom, HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel EF de;Vogel, EF de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom, HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs M;Jacobs, M;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans, AJGH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy MMJ van;Balgooy, MMJ van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink R;Geesink, R;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom HP;Nooteboom, HP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg AJM;Leeuwenberg, AJM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley JS;Burley, JS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans AJGH;Kostermans, AJGH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg JLCH van;Valkenburg, JLCH van;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler PJA;Kessler, PJA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church AC;Church, AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik JWF;Slik, JWF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
