scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;orig_recby;orig_detby;country_iso3;global_id;childData_id;accSpecies_id;colnum_fullprefix;status;accepted_name;ipni_no;.val;.equ;.zer;.cap;.cen;.con;.gbf;.inst;.summary;sp_idx;ipni_species_author;region
0;Anaxagorea;luzonensis;0;0;Evrard, F;731;nan;731;nan;01/11/1921 - 30/11/1921;1;11;1921;nan;01/01/1984 - 31/12/1984;1;1;1984;not found;Cambodge;0;Indochine. Chup près Kompong Cham;0;105.6;11.921;0;0;P01960569;P01960569;Evrard;Evrard, Francois;Vietnam;0;0.0;Evrard, F.;Maas, P.J.M. & Westra, L.Y.T.;not found;nan;nan;nan;;ACCEPTED;Anaxagorea luzonensis;https://ipni.org/n/72039-1;;;;;;;;;;Anaxagorea luzonensis;A.Gray;Kampong Cham
0;Miliusa;velutina;0;0;Evrard, F;838;nan;838;nan;19/04/1922 - 19/04/1922;19;4;1922;nan;nan;;;;VN;Viet Nam;0;Phu Mieng, près Honquan;0;106.65;11.6833;0;0;P01967669;P01967669;Evrard;Evrard, Francois;Vietnam;0;0.0;Evrard, F.;;VNM;nan;nan;nan;;ACCEPTED;Miliusa velutina;https://ipni.org/n/73961-1;;;;;;;;;;Miliusa velutina;(DC.) Hook.f. & Thomson;Bình Phước
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;odorata;0;0;Eyma, PJ;Eyma, PJ  3267 , Eyma, PJ  3267 , Eyma, PJ  3267 , Eyma, PJ  3267 ;Eyma;3267.0;nan;0;1;1;1938;Steenis, CGGJ van, Steenis, CGGJ van, Steenis, CGGJ van, Steenis, CGGJ van;nan;;;;ID;Indonesia;0;"Moluccas; W, Ceram [Seram]";0;129.0;-3.0;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1753625, L1753626, L1753625, L1753626;L.1753625, L.1753626, L.1753625, L.1753626;Eyma;Eyma, Pierre Joseph;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Stelechocarpus burahol (Blume) Hook.f. & Thomson;Stelechocarpus;burahol;0;0;Eyma, PJ;Eyma, PJ  s.n. , Eyma, PJ  s.n. ;Eyma;nan;nan;0;19;12;1940;Heusden, ECH van, Heusden, ECH van;nan;;;;ID;Indonesia;0;W Java, Batavia, Solear bij Tjisoka ('apenbosch' met kramats);0;106.390278;-6.274167;nan, nan;Botany, Botany;L1770265, L1770265;L.1770265, L.1770265;Eyma;Eyma, Pierre Joseph;Indonesia;0;;nan;;;nan;nan;nan;;nan;nan;nan;;;;;;;;;;;;
0;Woodiellantha;sympetala;0;0;Fabia, MP;A 4008;A;4008;nan;21/03/1951 - 21/03/1951;21;3;1951;nan;nan;;;;not found;Malaisie;0;British NorthBorneo. Masuli, Lahad Datu For. Dist. Alt. 350 feet;0;118.3276;5.0215721;0;0;P02084016;P02084016;Fabia;Fabia, MP;nan;nan;0.0;Fabia, M.P.;;not found;nan;nan;nan;;SYNONYM;Monoon sympetalum;https://ipni.org/n/911644-1;;;;;;;;;;Woodiellantha sympetala;(Merr.) B.Xue & R.M.K.Saunders;Sabah
0;Annona;squamosa;0;0;Falconer;81;nan;81;nan;nan;;;;nan;nan;;;;not found;nan;0;cult.;0;;;0;0;P01983523;P01983523;Falconer;Falconer;nan;nan;0.0;Falconer;;not found;nan;nan;nan;;SYNONYM;Annona mucosa;https://ipni.org/n/72320-1;;;;;;;;;;Annona squamosa;Jacq.;
0;Fissistigma;oldhamii;0;0;Faurie, U;430;nan;430;nan;01/03/1914 - 31/03/1914;1;3;1914;Rainer, H;05/02/2008 - 05/02/2008;5;2;2008;not found;Taïwan;0;Plantae Formosaneae. Shinten alt. 800 m.;0;121.5416;24.9673;0;0;P01964333;P01964333;Faurie;Faurie, Urbain Jean;China, France, Japan, North Korea, United States of America;0;0.0;Faurie, U.;Rainer, H.;not found;nan;nan;nan;;ACCEPTED;Fissistigma oldhamii;https://ipni.org/n/73046-1;;;;;;;;;;Fissistigma oldhamii;(Hemsl.) Merr.;Taipei City(台北市)
0;Fissistigma;oldhamii;0;0;Faurie, U;80, 80, 80;nan;80;nan;06/06/1903 - 06/06/1903;6;6;1903;Masamune, nan, nan;01/01/1936 - 31/12/1936;1;1;1936;not found;Taïwan;0;Plantae Formosaneae. in montibus Kushaku;0;121.552;24.897;0, 0, 0;0, 0, 0;P01964330, P01964331, P01964332;P01964330, P01964331, P01964332;Faurie;Faurie, Urbain Jean;China, France, Japan, North Korea, United States of America;0;;nan;;not found;nan;nan;nan;;ACCEPTED;Fissistigma oldhamii;https://ipni.org/n/73046-1;;;;;;;;;;Fissistigma oldhamii;(Hemsl.) Merr.;
0;Uvaria;cardinalis;0;0;Fernando, A;28234;nan;28234;nan;01/11/1920 - 30/11/1920;1;11;1920;nan;nan;;;;PH;Philippines;0;Philippines. Davao Province. Mindanao;0;125.5;7.17;0;0;P00260078;P00260078;Fernando;Fernando, A;nan;nan;0.0;Fernando, A.;;PHL;nan;nan;nan;;SYNONYM;Uvaria grandiflora;https://ipni.org/n/75606-1;;;;;;;;;;Uvaria cardinalis;Roxb. ex Hornem.;Davao Region (Region XI)
0;Polyalthia;laui;0;0;Fleury, F;30146, 30146, 30146;nan;30146;nan;06/05/1914 - 06/05/1914;6;5;1914;Jovet, S, nan, Jovet, L;nan;;;;VN;Viet Nam;0;Nord-Annam : Province de Nghê-An (Vinh) : Réserve forestière de Co-Ba (Ke-Nhe).;0;105.14286666666663;19.497333333333334;0, 0, 0;0, 0, 0;P01989063, P01989065, P01989066;P01989063, P01989065, P01989066;Fleury;Fleury, Francis;Vietnam;0;;nan;;VNM;nan;nan;nan;;SYNONYM;Monoon laui;https://ipni.org/n/74623-1;;;;;;;;;;Polyalthia laui;(Merr.) B.Xue & R.M.K.Saunders;
0;Fissistigma;pallens;0;0;Fleury, F;32169, 32169;nan;32169;nan;18/04/1914 - 19/04/1914;18;4;1914;Hou, XL, Kessler, P;30/03/2011 - 30/03/2011;30;3;2011;VN;Viet Nam;0;Tonkin: Province de Phú-Tho: Réserve forestière de Chân-Mông.;0;105.17605;21.52285;0, 0;0, 0;P00750974, P00557026;P00750974, P00557026;Fleury;Fleury, Francis;Vietnam;0;;nan;;VNM;nan;nan;nan;;ACCEPTED;Fissistigma pallens;https://ipni.org/n/73050-1;;;;;;;;;;Fissistigma pallens;(Finet & Gagnep.) Merr.;
0;Desmos;grandifolius;0;0;Fleury, F;32182;nan;32182;nan;19/04/1914 - 20/04/1914;19;4;1914;Wun, NK;01/08/2010 - 31/08/2010;1;8;2010;VN;Viet Nam;0;Tonkin: Province de Phù-Tho: Réserve forestière de Chân-Mông.;0;105.2081;21.5397;0;0;P00234108;P00234108;Fleury;Fleury, Francis;Vietnam;0;0.0;Fleury, F.;Ng Kwok Wun;VNM;nan;nan;nan;;ACCEPTED;Desmos grandifolius;https://ipni.org/n/72787-1;;;;;;;;;;Desmos grandifolius;(Finet & Gagnep.) C.Y.Wu ex P.T.Li;Phú Thọ
0;Fissistigma;pallens;0;0;Fleury, F;32228, 32228, 32228, 32228;nan;32228;nan;20/04/1914 - 21/04/1914;20;4;1914;Hou, XL, Kessler, P, Kessler, P, nan;30/03/2011 - 30/03/2011;30;3;2011;VN;Viet Nam;0;Tonkin : Province de Phu-Tho : Réserve forestière de Chan-Mong.;0;105.20810842385356;21.5397069960391;0, 0, 0, 0;0, 0, 0, 0;P00750917, P02032253, P02032254, P01954621;P00750917, P02032253, P02032254, P01954621;Fleury;Fleury, Francis;Vietnam;0;;nan;;VNM;nan;nan;nan;;ACCEPTED;Fissistigma pallens;https://ipni.org/n/73050-1;;;;;;;;;;Fissistigma pallens;(Finet & Gagnep.) Merr.;
0;Desmos;cochinchinensis;0;0;Fleury, F;32312;nan;32312;nan;05/05/1914 - 05/05/1914;5;5;1914;nan;nan;;;;VN;Viet Nam;0;Nord-Annam : Province de Nghê-An (Vinh) : Région de Qui-Thâu : Entre Nghia-Hung Phu-Qui et la Réserve forestière de Co-Ba (Ke-Nhe);0;105.266;19.45;0;0;P00234186;P00234186;Fleury;Fleury, Francis;Vietnam;0;0.0;Fleury, F.;;VNM;nan;nan;nan;;ACCEPTED;Desmos cochinchinensis;https://ipni.org/n/72773-1;;;;;;;;;;Desmos cochinchinensis;Lour.;Nghệ An
0;Desmos;chinensis;0;0;Fleury, F;32425, 32425;nan;32425;nan;09/05/1914 - 09/05/1914;9;5;1914;nan, Kessler, P;01/08/2010 - 31/08/2010;1;8;2010;VN;Viet Nam;0;Nord-Annam : Province de Nghê-An (Vinh) : Réserve forestière de Co-Ba (Ke-Nhe).;0;105.0808;19.521;0, 0;0, 0;P00234132, P01753437;P00234132, P01753437;Fleury;Fleury, Francis;Vietnam;0;;nan;;VNM;nan;nan;nan;;ACCEPTED;Desmos chinensis;https://ipni.org/n/72771-1;;;;;;;;;;Desmos chinensis;Lour.;
0;Desmos;velutinus;0;0;Fleury, F;32449, 32449, 32449;nan;32449;nan;11/05/1914 - 11/05/1914;11;5;1914;Wun, NK, Kessler, P, nan;01/08/2010 - 31/08/2010;1;8;2010;VN;Viet Nam;0;Nord Annam : Province de Nghê-An (Vinh) : Réserve forestière de Co.Ba (Kê-Thê);0;105.14286666666663;19.497333333333334;0, 0, 0;0, 0, 0;P00234110, P00234109, P00234187;P00234110, P00234109, P00234187;Fleury;Fleury, Francis;Vietnam;0;;nan;;VNM;nan;nan;nan;;SYNONYM;Desmos cochinchinensis;https://ipni.org/n/72813-1;;;;;;;;;;Desmos velutinus;Lour.;
0;Fissistigma;oldhamii;0;0;Fleury, F;32470;nan;32470;nan;12/05/1914 - 12/05/1914;12;5;1914;Hou, XL;30/03/2011 - 30/03/2011;30;3;2011;VN;Viet Nam;0;Nord-Annam : Province de Nghe-An (Vinh) : Réserve forestière de Co-Ba (Kê-Nhé).;0;105.267;19.45;0;0;P00750961;P00750961;Fleury;Fleury, Francis;Vietnam;0;0.0;Fleury, F.;Hou, X.L.;VNM;nan;nan;nan;;ACCEPTED;Fissistigma oldhamii;https://ipni.org/n/73046-1;;;;;;;;;;Fissistigma oldhamii;(Hemsl.) Merr.;Nghệ An
0;Miliusa;balansae;0;0;Fleury, F;32583, 32583, 32583, 32583;nan;32583;nan;19/05/1914 - 19/05/1914;19;5;1914;Chaowasku, T, Chaowasku, T, Chaowasku, T, nan;04/05/2006 - 04/05/2006;4;5;2006;VN;Viet Nam;0;Vietnam. Nord-Annam : province de Nghê-An (Vinh), délégation de Nghia-Hung, Huyên de Nghia Dan (Tram-lui).;0;105.43308333333334;19.3;0, 0, 0, 0;0, 0, 0, 0;P01983586, P01983587, P01983591, P02030934;P01983586, P01983587, P01983591, P02030934;Fleury;Fleury, Francis;Vietnam;0;;nan;;VNM;nan;nan;nan;;ACCEPTED;Miliusa balansae;https://ipni.org/n/73918-1;;;;;;;;;;Miliusa balansae;Finet & Gagnep.;
0;Annona;squamosa;0;0;Fleury;38052;nan;38052;nan;12/07/1918 - 12/07/1918;12;7;1918;Rainer, H;24/03/1997 - 24/03/1997;24;3;1997;VN;Viet Nam;0;Tonkin. Planté à Hanoi;0;105.8544441;21.0294498;0;0;P01983508;P01983508;Fleury;Fleury, Francis;Vietnam;0;0.0;Fleury;Rainer, H.;VNM;nan;nan;nan;;SYNONYM;Annona mucosa;https://ipni.org/n/72320-1;;;;;;;;;;Annona squamosa;Jacq.;Hà Nội
0;Orophea;polycarpa;0;0;Fleury, F;39025, 39025;nan;39025;nan;28/09/1918 - 29/09/1918;28;9;1918;Kessler, P, Kessler, P;06/01/1986 - 06/01/1986;6;1;1986;VN;Viet Nam;0;Sud-Annam : Province de Nhatrang : Env. de Banghoï, Langhon rông;0;109.12775;11.91385;0, 0;0, 0;P01987656, P01987657;P01987656, P01987657;Fleury;Fleury, Francis;Vietnam;0;;nan;;VNM;nan;nan;nan;;ACCEPTED;Orophea polycarpa;https://ipni.org/n/74255-1;;;;;;;;;;Orophea polycarpa;A.DC.;
0;Stelechocarpus;burahol;0;0;Forbes, HO;1299;nan;1299;nan;01/01/1880 - 31/12/1882;1;1;1880;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Indonésie;0;South East Java;0;;;0;0;P02001655;P02001655;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;Kessler, P.;not found;nan;nan;nan;;ACCEPTED;Stelechocarpus burahol;https://ipni.org/n/75160-1;;;;;;;;;;Stelechocarpus burahol;(Blume) Hook.f. & Thomson;East Java
0;Dasymaschalon;blumei;0;0;Forbes, HO;1310;nan;1310;nan;01/01/1880 - 31/12/1882;1;1;1880;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Indonésie;0;South East Java;0;;;0;0;P02006254;P02006254;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;Kessler, P.;not found;nan;nan;nan;;SYNONYM;Dasymaschalon dasymaschalum;https://ipni.org/n/72727-1;;;;;;;;;;Dasymaschalon blumei;(Blume) I.M.Turner;East Java
Dasymaschalon (Hook.f. & Thomson) Dalla Torre & Harms;Dasymaschalon;nan;0;0;Forbes, HO;1310;nan;1310.0;nan;0;;;1880;Wun, ANK;nan;;;;ID;Indonesia;0;nan;0;101.9111;-0.6033;NHMUK;BOT;BM000632887;BM000632887;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Henry Ogg Forbes;Ada Ng Kwok Wun;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Goniothalamus costulatus Miq.;Goniothalamus;costulatus;0;0;Forbes, HO;1346, 1346;nan;1346.0;nan;0;;;1880;Saunders, RM , Saunders, RM ;nan;;;;ID;Indonesia;0;nan;0;101.9111;-0.6033;NHMUK, NHMUK;BOT, BOT;BM000601755, BM000601755;BM000601755, BM000601755;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Desmos chinensis Lour.;Desmos;chinensis;0;0;Forbes, HO;1490a, 1490a;nan;1490.0;a;0;;;1880;nan, nan;nan;;;;ID;Indonesia;0;nan;0;114.2787;-0.54;NHMUK, NHMUK;BOT, BOT;BM000632958, BM000632958;BM000632958, BM000632958;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
0;Pseuduvaria;rugosa;0;0;Forbes, HO;1523;nan;1523;nan;01/01/1881 - 31/12/1882;1;1;1881;Kessler, P;09/02/1985 - 09/02/1985;9;2;1985;not found;Indonésie;0;Sumatra;0;;;0;0;P00268541;P00268541;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;Kessler, P.;not found;nan;nan;nan;;ACCEPTED;Pseuduvaria rugosa;https://ipni.org/n/74966-1;;;;;;;;;;Pseuduvaria rugosa;(Blume) Merr.;
0;Polyalthia;kingii;0;0;Forbes, HO;1556, 1556;nan;1556;nan;01/01/1881 - 31/12/1882;1;1;1881;Kessler, P, nan;01/11/2003 - 30/11/2003;1;11;2003;not found;Indonésie;0;Sumatra;0;;;0, 0;0, 0;P00372686, P00732327;P00372686, P00732327;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;;nan;;not found;nan;nan;nan;;SYNONYM;Monoon kingii;https://ipni.org/n/74611-1;;;;;;;;;;Polyalthia kingii;(Baker f.) B.Xue & R.M.K.Saunders;
0;Polyalthia;obliqua;0;0;Forbes, HO;1577;nan;1577;nan;01/01/1881 - 31/12/1882;1;1;1881;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Indonésie;0;Sumatra;0;;;0;0;P01983767;P01983767;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;Kessler, P.;not found;nan;nan;nan;;ACCEPTED;Polyalthia obliqua;https://ipni.org/n/74673-1;;;;;;;;;;Polyalthia obliqua;Hook.f. & Thomson;
0;Polyalthia;obliqua;0;0;Forbes, HO;1643;nan;1643;nan;01/01/1881 - 31/12/1882;1;1;1881;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Indonésie;0;Sumatra;0;;;0;0;P01983769;P01983769;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;Kessler, P.;not found;nan;nan;nan;;ACCEPTED;Polyalthia obliqua;https://ipni.org/n/74673-1;;;;;;;;;;Polyalthia obliqua;Hook.f. & Thomson;
0;Cananga;odorata;0;0;Forbes, HO;1658;nan;1658;nan;01/01/1881 - 31/12/1882;1;1;1881;nan;nan;;;;not found;Indonésie;0;Sumatra;0;;;0;0;P01986313;P01986313;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;;not found;nan;nan;nan;;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;;;;;;;;;;Cananga odorata;(Lam.) Hook.f. & Thomson;
Polyalthia subsessilifolia Baker f.;Polyalthia;obliqua;0;0;Forbes, HO;1702, 1702;nan;1702.0;nan;0;;;1880;Kessler, P, Kessler, P;nan;;;;ID;Indonesia;0;nan;0;101.9111;-0.6033;NHMUK, NHMUK;BOT, BOT;BM000553983, BM000553983;BM000553983, BM000553983;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Neo-uvaria Airy Shaw;Neo-uvaria;nan;0;0;Forbes, HO;1725;nan;1725.0;nan;0;;;1880;nan;nan;;;;ID;Indonesia;0;nan;0;101.9111;-0.6033;NHMUK;BOT;BM000759455;BM000759455;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Henry Ogg Forbes;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Miliusa Lesch. ex A.DC.;Miliusa;nan;0;0;Forbes, HO;1731;nan;1731.0;nan;0;;;;Chaowasku, T;nan;;;;ID;Indonesia;0;nan;0;101.9111;-0.6033;NHMUK;BOT;BM000099291;BM000099291;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Henry Ogg Forbes;Tanawat Chaowasku;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
0;Polyalthia;kingii;0;0;Forbes, HO;1760;nan;1760;nan;01/01/1881 - 31/12/1882;1;1;1881;Kessler, P;01/05/2004 - 31/05/2004;1;5;2004;not found;Indonésie;0;Sumatra;0;;;0;0;P00735921;P00735921;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;Kessler, P.;not found;nan;nan;nan;;SYNONYM;Monoon kingii;https://ipni.org/n/74611-1;;;;;;;;;;Polyalthia kingii;(Baker f.) B.Xue & R.M.K.Saunders;
Monoon xanthopetalum (Merr.) B.Xue & R.M.K.Saunders;Anaxagorea;javanica;0;0;Forbes, HO;Forbes, HO  2108 , Forbes, HO  2108 ;Forbes;2108.0;nan;0;1;1;1881;Nurmawati, S, Nurmawati, S;2017-08-01T00:00:00;1;8;2017;ID;Indonesia;0;Ranau, Sumatra;0;103.916667;-4.833333;nan, nan;Botany, Botany;L1763593, L1763593;L.1763593, L.1763593;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Desmos Lour.;Desmos;nan;0;0;Forbes, HO;Forbes, HO  2114 ;Forbes;2114.0;nan;0;1;1;1881;Chaowasku, T;2007-06-01T00:00:00;1;6;2007;ID;Indonesia;0;On slope above Lake Ranau, Sumatra.;0;103.916667;-4.833333;nan;Botany;L0939956;L  0939956;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes HO;Chaowasku T;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
0;Dendrokingstonia;nervosa;0;0;Forbes, HO;2654;nan;2654;nan;01/01/1880 - 31/12/1880;1;1;1880;Kessler, P;01/11/2003 - 30/11/2003;1;11;2003;not found;Indonésie;0;Sumatra.;0;;;0;0;P01982376;P01982376;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;Kessler, P.;not found;nan;nan;nan;;ACCEPTED;Dendrokingstonia nervosa;https://ipni.org/n/910519-1;;;;;;;;;;Dendrokingstonia nervosa;(Hook.f. & Thomson) Rauschert;
0;Cananga;odorata;0;0;Forbes, HO;2698;nan;2698;nan;01/01/1880 - 31/12/1880;1;1;1880;Kessler, P;09/09/1985 - 09/09/1985;9;9;1985;not found;Indonésie;0;Sumatra.;0;;;0;0;P01952488;P01952488;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;Kessler, P.;not found;nan;nan;nan;;ACCEPTED;Cananga odorata;https://ipni.org/n/72580-1;;;;;;;;;;Cananga odorata;(Lam.) Hook.f. & Thomson;
0;Cyathocalyx;hexagynus;0;0;Forbes, HO;2757;nan;2757;nan;01/01/1880 - 31/12/1880;1;1;1880;Kessler, P;01/06/2004 - 30/06/2004;1;6;2004;not found;Indonésie;0;Sumatra;0;;;0;0;P01981668;P01981668;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;Kessler, P.;not found;nan;nan;nan;;SYNONYM;Drepananthus hexagynus;https://ipni.org/n/77075841-1;;;;;;;;;;Cyathocalyx hexagynus;(Miq.) Survesw. & R.M.K.Saunders;
Uvaria L.;Uvaria;None;0;0;Forbes, HO;Forbes, HO  2786 , Forbes, HO  2786 , Forbes, HO  2786 ;Forbes;2786.0;nan;0;1;1;1881;nan, nan, nan;nan;;;;ID;Indonesia;0;Sumatra, Tandjong Ning;0;103.03;-3.25;<NA>, <NA>, <NA>;Botany, Botany, Botany;L1768450, L1768451, L1768449;L.1768450, L.1768451, L.1768449;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;;nan;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Polyalthia Blume;Polyalthia;nan;0;0;Forbes, HO;2811;nan;2811.0;nan;0;;;1880;Chaowasku, T;nan;;;;ID;Indonesia;0;nan;0;101.9111;-0.6033;NHMUK;BOT;BM000595463;BM000595463;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Henry Ogg Forbes;Tanawat Chaowasku;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Polyalthia Blume;Polyalthia;nan;0;0;Forbes, HO;Forbes, HO  2811 a;Forbes;2811.0;a;0;1;1;1881;nan;nan;;;;ID;Indonesia;0;SumatraTandjong Ning;0;103.03;-3.25;nan;Botany;L1763403;L.1763403;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes HO;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Fissistigma latifolium (Dunal) Merr.;Fissistigma;latifolium;0;0;Forbes, HO;Forbes, HO  2827 , Forbes, HO  2827 , Forbes, HO  2827 , Forbes, HO  2827 , Forbes, HO  2827 , Forbes, HO  2827 ;Forbes;2827.0;nan;0;1;1;1881;nan, nan, nan, nan, nan, nan;1954-11-01T00:00:00;1;11;1954;ID;Indonesia;0;Sumatra, Tandjong Ning;0;103.03;-3.25;<NA>, <NA>, <NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany, Botany, Botany;L1754566, L1754567, L1754565, L1754566, L1754567, L1754565;L.1754566, L.1754567, L.1754565, L.1754566, L.1754567, L.1754565;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Phaeanthus sumatrana Miq.;Phaeanthus;sumatrana;0;0;Forbes, HO;Forbes, HO  2911 , Forbes, HO  2911 ;Forbes;2911.0;nan;0;1;1;1881;Mols, JB, Mols, JB;nan;;;;ID;Indonesia;0;"Malesia, Indonesia, Sumatra, Sumatera Selatan, Palembang, near Soeka Radja, c. 0.11 S; 100.14 E.";0;100.233333;-0.183333;nan, nan;Botany, Botany;L1758616, L1758616;L.1758616, L.1758616;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;;;;;;;;;;;;;;;;;;;;;;;
Dasymaschalon (Hook.f. & Thomson) Dalla Torre & Harms;Dasymaschalon;nan;0;0;Forbes, HO;2994a;nan;2994.0;a;0;;;1880;Wun, ANK;nan;;;;ID;Indonesia;0;nan;0;101.9111;-0.6033;NHMUK;BOT;BM000632881;BM000632881;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Henry Ogg Forbes;Ada Ng Kwok Wun;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
0;Goniothalamus;prainianus;0;0;Forbes, HO;3171;nan;3171;nan;01/01/1880 - 31/12/1880;1;1;1880;nan;nan;;;;not found;Indonésie;0;Sumatra;0;;;0;0;P01988112;P01988112;Forbes;Forbes, Henry Ogg;Indonesia, Papua New Guinea;0;0.0;Forbes, H.O.;;not found;nan;nan;nan;;SYNONYM;Goniothalamus ridleyi;https://ipni.org/n/73236-1;;;;;;;;;;Goniothalamus prainianus;King;
0;Uvaria;calamistrata;0;0;Ford, C;1005, 1005;nan;1005;nan;09/06/1893 - 09/06/1893;9;6;1893;Meade, C, nan;01/07/2000 - 31/07/2000;1;7;2000;not found;Chine;0;Little Hongkong. China, Kwangtung Province.;0;114.182;22.252;0, 0;0, 0;P00142657, P00247951;P00142657, P00247951;Ford;Ford, C;nan;nan;;nan;;not found;nan;nan;nan;;ACCEPTED;Uvaria calamistrata;https://ipni.org/n/75602-1;;;;;;;;;;Uvaria calamistrata;Hance;
0;Uvaria;cordata;0;0;Ford;1006, 1006;nan;1006;nan;09/08/1893 - 09/08/1893;9;8;1893;nan, nan;nan;;;;not found;Chine;0;Kouang-toung, Chine;0;114.163;22.279;0, 0;0, 0;P00248159, P00248158;P00248159, P00248158;Ford;Ford, Charles;China, Hong Kong;0;;nan;;not found;nan;nan;nan;;SYNONYM;Uvaria littoralis;https://ipni.org/n/75628-1;;;;;;;;;;Uvaria cordata;(Blume) Blume;
0;Polyalthia;suberosa;0;0;Ford, C;654;nan;654;nan;17/04/1893 - 17/04/1893;17;4;1893;nan;nan;;;;not found;Chine;0;China, Kwangtung Province. HongKong mainland;0;114.19;22.35;0;0;P01983424;P01983424;Ford;Ford, C;nan;nan;0.0;Ford, C.;;not found;nan;nan;nan;;ACCEPTED;Polyalthia suberosa;https://ipni.org/n/74734-1;;;;;;;;;;Polyalthia suberosa;(Roxb.) Thwaites;Hong Kong(香港)
Cyathocalyx minahassae Boerl.;Drepananthus;minahassae;0;0;Forman, LL;Forman, LL  215 , Forman, LL  215 ;Forman;215.0;nan;0;23;6;1956;nan, nan;nan;;;;ID;Indonesia;0;Celebes (Minahasa), Mount Mahawae, Tomohon.;0;124.803789;1.316782;nan, nan;Botany, Botany;L1755832, L1755832;L.1755832, L.1755832;Forman;Forman, Lewis Leonard;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
