scientific_name;genus;specific_epithet;species_author;collector_id;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;huh_name;geo_col;wiki_url;specificEpithet;orig_recby;orig_detby;country_iso3;global_id;childData_id;accSpecies_id;colnum_fullprefix;status;accepted_name;ipni_no;.val;.equ;.zer;.cap;.cen;.con;.gbf;.inst;.summary;sp_idx;ipni_species_author;region
Friesodielsia grandiflora (Boutique) Steenis;Friesodielsia;enghiana;0;0;Laman, TG;"Laman, TG; et al.  1299 , Laman, TG; et al.  1299 , Laman, TG; et al.  1299 , Laman, TG; et al.  1299 ";Laman;1299.0;nan;0;17;10;1997;Ismail, Ismail, Ismail, Ismail;1997-12-01T00:00:00;1;12;1997;ID;Indonesia;0;Borneo, Kalimantan Barat, Ketapang, Gunung Palung National Park, Cabang Panti Research Site, Trail CH17.05w4;0;110.133333;-1.216667;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L4346016, L4346017, L4346016, L4346017;L.4346016, L.4346017, L.4346016, L.4346017;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia hypoleuca (Hook.f. & Thomson) Mols, Kessler & Rogstad;Maasia;hypoleuca;0;0;Laman, TG;"Laman, TG; et al.  1304 , Laman, TG; et al.  1304 ";Laman;1304.0;nan;0;17;10;1997;nan, nan;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang, Gunung Palung National Park, Cabang Panti Research Site.;0;110.1;-1.216667;nan, nan;Botany, Botany;L1756524, L1756524;L.1756524, L.1756524;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;sumatrana;0;0;Laman, TG;"Laman, TG; et al.  139 , Laman, TG; et al.  139 ";Laman;139.0;nan;0;25;10;1996;nan, nan;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1756917, L1756917;L.1756917, L.1756917;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Mezzettia umbellata Becc.;Mezzettia;umbellata;0;0;Laman, TG;"Laman, TG; et al.  1392 , Laman, TG; et al.  1392 ";Laman;1392.0;nan;0;23;10;1997;Ismail, Ismail;1997-12-01T00:00:00;1;12;1997;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;0;110.1;-1.216667;nan, nan;Botany, Botany;L1761974, L1761974;L.1761974, L.1761974;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Fissistigma fulgens (Hook.f. & Thomson) Merr.;Fissistigma;fulgens;0;0;Laman, TG;"Laman, TG; et al.  1413 , Laman, TG; et al.  1413 ";Laman;1413.0;nan;0;24;10;1997;Turner, IM, Turner, IM;2008-10-01T00:00:00;1;10;2008;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;0;110.1;-1.216667;nan, nan;Botany, Botany;L1754209, L1754209;L.1754209, L.1754209;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Xylopia L.;Xylopia;nan;0;0;Laman, TG;"Laman, TG; et al.  2 ";Laman;2.0;nan;0;16;11;1996;Ismail;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat, Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan;Botany;L1775411;L.1775411;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ismail;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Mitrella kentii (Blume) Miq.;Mitrella;kentii;0;0;Laman, TG;"Laman, TG; et al.  263 , Laman, TG; et al.  263 ";Laman;263.0;nan;0;2;11;1996;Kessler, PJA, Kessler, PJA;1998-08-01T00:00:00;1;8;1998;ID;Indonesia;0;Borneo, Kalimantan Barat, Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1757612, L1757612;L.1757612, L.1757612;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Phaeanthus splendens Miq.;Phaeanthus;splendens;0;0;Laman, TG;"Laman, TG; Ismail; Rachman, IA; Mirmanto, E; Edi  269 , Laman, TG; Ismail; Rachman, IA; Mirmanto, E; Edi  269 ";Laman;269.0;nan;0;2;11;1996;Xue, B, Xue, B;2012-10-01T00:00:00;1;10;2012;ID;Indonesia;0;Gunung Palung National Park, Cabang Panti Research Site, TL27.00e6.;0;110.1;-1.216667;nan, nan;Botany, Botany;L2067175, L2067175;L.2067175, L.2067175;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Mitrella kentii (Blume) Miq.;Mitrella;kentii;0;0;Laman, TG;"Laman, TG; et al.  274 , Laman, TG; et al.  274 ";Laman;274.0;nan;0;2;11;1996;Kessler, PJA, Kessler, PJA;1998-08-01T00:00:00;1;8;1998;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketpang. Gunung Palung National Park. Cabang Panti research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1757611, L1757611;L.1757611, L.1757611;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia glauca (Hassk.) Mols, Kessler & Rogstad;Maasia;glauca;0;0;Laman, TG;"Laman, TG; et al.  292 , Laman, TG; et al.  292 ";Laman;292.0;nan;0;3;11;1996;nan, nan;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketpang. Gunung Palung National Park. Cabang Panti research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1761247, L1761247;L.1761247, L.1761247;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;nan;0;0;Laman, TG;"Laman, TG; et al.  301 ";Laman;301.0;nan;0;4;11;1996;Ismail;nan;;;;ID;Indonesia;0;Kalimantan Barat. Ketapang. Gunung Palung National Park, Sungai Air Putih.;0;109.983333;-1.866666;nan;Botany;L1765591;L.1765591;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ismail;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Anaxagorea A.St.-Hil.;Anaxagorea;nan;0;0;Laman, TG;"Laman, TG; et al.  302 ";Laman;302.0;nan;0;4;11;1996;Ismail;nan;;;;ID;Indonesia;0;Kalimantan Barat. Ketapang. Gunung Palung National Park, Sungai Air Putih.;0;109.983333;-1.866666;nan;Botany;L1744499;L.1744499;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ismail;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Polyalthia ichthyosma I.M.Turner;Polyalthia;ichthyosma;0;0;Laman, TG;"Laman, TG; et al.  404 , Laman, TG; et al.  404 ";Laman;404.0;nan;0;8;11;1996;Turner, IM, Turner, IM;2010-06-01T00:00:00;1;6;2010;ID;Indonesia;0;Borneo. Kalimantan Barat. Ketapang. Gunung Palung National Park, Sungai Air Putih.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1762505, L1762505;L.1762505, L.1762505;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;cauliflora;0;0;Laman, TG;"Laman, TG; et al.  576 , Laman, TG; et al.  576 ";Laman;576.0;nan;0;3;3;1997;Turner, IM, Turner, IM;2008-02-01T00:00:00;1;2;2008;ID;Indonesia;0;Borneo. Kalimantan Barat. Ketapang. Gunung Palung National Park, Pulau Datuk Beach, Sukadana.;0;109.95;-1.266667;nan, nan;Botany, Botany;L1758387, L1758387;L.1758387, L.1758387;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Uvaria L.;Uvaria;nan;0;0;Laman, TG;"Laman, TG; et al.  587 ";Laman;587.0;nan;0;3;3;1997;Ismail;nan;;;;ID;Indonesia;0;Borneo. Kalimantan Barat. Ketapang. Gunung Palung National Park, Pulau Datuk Beach, Sukadana.;0;109.95;-1.266667;nan;Botany;L0191665;L  0191665;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ismail;IDN;nan;nan;nan;;nan;nan;nan;;;;;;.con;;;False;;;
Polyalthia cauliflora Hook.f. & Thomson;Polyalthia;cauliflora;0;0;Laman, TG;"Laman, TG; et al.  610 , Laman, TG; et al.  610 ";Laman;610.0;nan;0;6;3;1997;Ismail, Ismail;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1758352, L1758352;L.1758352, L.1758352;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Popowia pisocarpa (Blume) Endl.;Popowia;pisocarpa;0;0;Laman, TG;"Laman, TG; et al.  620 , Laman, TG; et al.  620 ";Laman;620.0;nan;0;6;3;1997;Ganesan, SK, Ganesan, SK;2011-10-01T00:00:00;1;10;2011;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1759247, L1759247;L.1759247, L.1759247;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;sumatrana;0;0;Laman, TG;"Laman, TG; et al.  63 , Laman, TG; et al.  63 ";Laman;63.0;nan;0;22;10;1996;nan, nan;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1756720, L1756720;L.1756720, L.1756720;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;nan;0;0;Laman, TG;"Laman, TG; et al.  680 ";Laman;680.0;nan;0;9;5;1997;Ismail;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan;Botany;L1765592;L.1765592;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ismail;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Meiogyne Miq.;Meiogyne;nan;0;0;Laman, TG;"Laman, TG; et al.  683 ";Laman;683.0;nan;0;9;5;1997;Kessler, PJA;1999-06-01T00:00:00;1;6;1999;ID;Indonesia;0;Borneo, Kalimantan Barat, Ketapang, Gunung Palung NP, Cabang Panti Research Site, Trail SC;0;110.133333;-1.216667;nan;Botany;L1766158;L.1766158;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Kessler PJA;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Maasia sumatrana (Miq.) Mols, Kessler & Rogstad;Maasia;sumatrana;0;0;Laman, TG;"Laman, TG; et al.  685 , Laman, TG; et al.  685 ";Laman;685.0;nan;0;9;5;1997;nan, nan;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1756918, L1756918;L.1756918, L.1756918;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Phaeanthus ebracteolatus (C.Presl) Merr.;Phaeanthus;ophthalmicus;0;0;Laman, TG;"Laman, TG; et al.  706 , Laman, TG; et al.  706 ";Laman;706.0;nan;0;10;3;1997;Mols, JB, Mols, JB;1998-08-01T00:00:00;1;8;1998;ID;Indonesia;0;Borneo, Kalimantan Barat, Ketapang, Gunung Palung National Park, Cabang Panti Research Site, Trail BC3.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L2067124, L2067124;L.2067124, L.2067124;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Monocarpia kalimantanensis Kessler;Monocarpia;kalimantanensis;0;0;Laman, TG;"Laman, TG; et al.  736 , Laman, TG; et al.  736 ";Laman;736.0;nan;0;11;3;1997;Mols, JB, Mols, JB;1999-08-01T00:00:00;1;8;1999;ID;Indonesia;0;"Indoensia, Borneo, Kalimantan Barat, Ketapang, Gunung Palung N.P., Cabang Panti Research Site, Trail rr5.20e18, c. 1.30 S; 110.30 E.";0;110.5;-1.5;nan, nan;Botany, Botany;L1762350, L1762350;L.1762350, L.1762350;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;nan;0;0;Laman, TG;"Laman, TG; et al.  8 ";Laman;8.0;nan;0;20;10;1996;Kessler, PJA;1998-08-01T00:00:00;1;8;1998;ID;Indonesia;0;Borneo. Kalimnatan Barat. Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan;Botany;L1765590;L.1765590;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Kessler PJA;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Polyalthia hookeriana King;Polyalthia;hookeriana;0;0;Laman, TG;"Laman, TG; et al.  842 , Laman, TG; et al.  842 ";Laman;842.0;nan;0;15;3;1997;Turner, IM, Turner, IM;2010-10-01T00:00:00;1;10;2010;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1762557, L1762557;L.1762557, L.1762557;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Uvaria L.;Uvaria;nan;0;0;Laman, TG;"Laman, TG; et al.  877 ";Laman;877.0;nan;0;17;3;1997;Ismail;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan;Botany;L0191670;L  0191670;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ismail;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Mezzettia umbellata Becc.;Mezzettia;umbellata;0;0;Laman, TG;"Laman, TG; et al.  880 , Laman, TG; et al.  880 ";Laman;880.0;nan;0;17;3;1997;Kessler, PJA, Kessler, PJA;1998-08-01T00:00:00;1;8;1998;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1761995, L1761995;L.1761995, L.1761995;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Popowia Endl.;Popowia;nan;0;0;Laman, TG;"Laman, TG; et al.  909 ";Laman;909.0;nan;0;19;3;1997;Ganesan, SK;2011-10-01T00:00:00;1;10;2011;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketpang. Gunung Palung National Park. Cabang Panti research Site.;0;109.983333;-1.866666;nan;Botany;L1763923;L.1763923;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ganesan SK;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Mezzettia umbellata Becc.;Mezzettia;umbellata;0;0;Laman, TG;"Laman, TG; et al.  914 , TL914, Laman, TG; et al.  914 , TL914";Laman;914.0;nan;0;19;3;1997;Kessler, PJA, nan, Kessler, PJA, nan;1998-08-01T00:00:00;1;8;1998;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;<NA>, NY, <NA>, NY;Botany, NY, Botany, NY;L1761996, NY04203835, L1761996, NY04203835;L.1761996, 04203835, L.1761996, 04203835;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus malayanus Hook.f. & Thomson;Goniothalamus;malayanus;0;0;Laman, TG;"Laman, TG; et al.  935 , Laman, TG; et al.  935 , Laman, TG; et al.  935 , Laman, TG; et al.  935 ";Laman;935.0;nan;0;20;3;1997;Ismail, Ismail, Ismail, Ismail;1997-12-01T00:00:00;1;12;1997;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang, Gunung Palung National Park, Cabang Panti Research Site.;0;110.1;-1.216667;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1765464, L1765465, L1765464, L1765465;L.1765464, L.1765465, L.1765464, L.1765465;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Alphonsea Hook.f. & Thomson;Alphonsea;nan;0;0;Laman, TG;"Laman, TG; et al.  96 ";Laman;96.0;nan;0;23;10;1996;Kessler, PJA;1998-08-01T00:00:00;1;8;1998;ID;Indonesia;0;Borneo. Kalimnatan Barat. Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan;Botany;L1744764;L.1744764;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Kessler PJA;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Popowia Endl.;Popowia;nan;0;0;Laman, TG;"Laman, TG; et al.  963 ";Laman;963.0;nan;0;22;3;1997;Ganesan, SK;2011-10-01T00:00:00;1;10;2011;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketpang. Gunung Palung National Park. Cabang Panti research Site.;0;109.983333;-1.866666;nan;Botany;L1763895;L.1763895;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ganesan SK;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Friesodielsia biglandulosa (Blume) Steenis;Friesodielsia;biglandulosa;0;0;Laman, TG;"Laman, TG; et al.  971 , Laman, TG; et al.  971 ";Laman;971.0;nan;0;22;3;1997;Turner, IM, Turner, IM;2010-03-02T00:00:00;2;3;2010;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketpang. Gunung Palung National Park. Cabang Panti research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1754908, L1754908;L.1754908, L.1754908;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Anaxagorea A.St.-Hil.;Anaxagorea;None;0;0;Laman, TG;"Laman, TG; et al.  973 , Laman, TG; et al.  973 ";Laman;973.0;nan;0;22;3;1997;Ismail, Ismail;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketpang. Gunung Palung National Park. Cabang Panti research Site.;0;109.983333;-1.866666;<NA>, <NA>;Botany, Botany;L1744501, L1744500;L.1744501, L.1744500;Laman;Laman, Timothy G.;Indonesia;0;;nan;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Mitrephora teysmannii Scheff.;Mitrephora;teysmannii;0;0;Laman, TG;"Laman, TG; et al.  99 , Laman, TG; et al.  99 ";Laman;99.0;nan;0;23;10;1996;Turner, IM, Turner, IM;2010-03-04T00:00:00;4;3;2010;ID;Indonesia;0;Borneo, Kalimantan Barat, Ketapang. Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan, nan;Botany, Botany;L1762107, L1762107;L.1762107, L.1762107;Laman;Laman, Timothy G.;Indonesia;0;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus (Blume) Hook.f. & Thomson;Goniothalamus;nan;0;0;Laman, TG;"Laman, TG; et al.  992 ";Laman;992.0;nan;0;23;3;1997;Ismail;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan;Botany;L1765593;L.1765593;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ismail;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Uvaria L.;Uvaria;nan;0;0;Laman, TG;"Laman, TG; et al.  996 ";Laman;996.0;nan;0;23;3;1997;Ismail;nan;;;;ID;Indonesia;0;Borneo, Kalimantan Barat. Ketapang . Gunung Palung National Park, Cabang Panti Research Site.;0;109.983333;-1.866666;nan;Botany;L0191675;L  0191675;Laman;Laman, Timothy G.;Indonesia;0;0.0;"Laman TG; et al.";Ismail;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Polyalthia Blume;Polyalthia;None;0;0;Lambach, PM;Lambach, PM  1233 , Lambach, PM  1233 ;Lambach;1233.0;nan;0;6;10;1916;Smith, JJ, Smith, JJ;nan;;;;ID;Indonesia;0;Sumatra, Lematang Oeloe, Res. Palembang;0;104.266667;-3.033333;<NA>, <NA>;Botany, Botany;L1763667, L1763666;L.1763667, L.1763666;Lambach;Lambach, PM;nan;nan;;nan;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Meiogyne virgata (Blume) Miq.;Meiogyne;virgata;0;0;Lambach, PM;Lambach, PM  1244 , Lambach, PM  1244 , Lambach, PM  1244 , Lambach, PM  1244 ;Lambach;1244.0;nan;0;13;10;1916;Heusden, ECH van, Heusden, ECH van, Heusden, ECH van, Heusden, ECH van;nan;;;;ID;Indonesia;0;Sumatra Lematang Oeloe Res. Palembang;0;104.75;-2.916667;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L1756979, L0197114, L1756979, L0197114;L.1756979, L  0197114, L.1756979, L  0197114;Lambach;Lambach, PM;nan;nan;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia Blume;Polyalthia;None;0;0;Lambach, PM;Lambach, PM  1247 , Lambach, PM  1247 ;Lambach;1247.0;nan;0;14;10;1916;nan, nan;nan;;;;ID;Indonesia;0;Sumatra Lematang Oeloe, Res. Palembang;0;104.266667;-3.033333;<NA>, <NA>;Botany, Botany;L1763661, L1763662;L.1763661, L.1763662;Lambach;Lambach, PM;nan;nan;;nan;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Cyathocalyx carinatus (Ridl.) J.Sinclair;Drepananthus;carinatus;0;0;Lambach, PM;Lambach, PM  1277 , Lambach, PM  1277 , Lambach, PM  1277 , Lambach, PM  1277 , Lambach, PM  1277 , Lambach, PM  1277 ;Lambach;1277.0;nan;0;21;11;1916;Wang, R, Wang, R, Wang, R, Wang, R, Wang, R, Wang, R;2004-01-01T00:00:00;1;1;2004;ID;Indonesia;0;Archipel. Ind. Sumatra Lematang Oeloe Res. Palembang.;0;104.266667;-3.033333;<NA>, <NA>, <NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany, Botany, Botany;L1754049, L1754048, L1754050, L1754049, L1754048, L1754050;L.1754049, L.1754048, L.1754050, L.1754049, L.1754048, L.1754050;Lambach;Lambach, PM;nan;nan;;;;;;;;;;;;;;;;;;;;;;;
Goniothalamus tapis Miq.;Goniothalamus;tapis;0;0;Lambach, PM;Lambach, PM  1281 , Lambach, PM  1281 , Lambach, PM  1281 , Lambach, PM  1281 ;Lambach;1281.0;nan;0;21;11;1916;Saunders, RMK, Saunders, RMK, Saunders, RMK, Saunders, RMK;2001-05-01T00:00:00;1;5;2001;ID;Indonesia;0;Lematang Oeloe. Res Palembang.;0;104.266667;-3.033333;<NA>, <NA>, <NA>, <NA>;Botany, Botany, Botany, Botany;L3965732, L3965733, L3965732, L3965733;L.3965732, L.3965733, L.3965732, L.3965733;Lambach;Lambach, PM;nan;nan;;;;;;;;;;;;;;;;;;;;;;;
Xylopia L.;Xylopia;nan;0;0;Lambach, PM;Lambach, PM  1292 ;Lambach;1292.0;nan;0;23;11;1916;Smith, JJ;nan;;;;ID;Indonesia;0;Sumatra, Lematang Oeloe, Res. Palembang;0;104.266667;-3.033333;nan;Botany;L0196273;L  0196273;Lambach;Lambach, PM;nan;nan;0.0;Lambach PM;Smith JJ;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
Alphonsea elliptica Hook.f. & Thomson;Alphonsea;elliptica;0;0;Lambach, PM;Lambach, PM  1310 , Lambach, PM  1310 ;Lambach;1310.0;nan;0;28;11;1916;Kessler, PJA, Kessler, PJA;1990-01-01T00:00:00;1;1;1990;ID;Indonesia;0;Archipel. Ind. Sumatra, Lematang Oeloe, Res. Palembang.;0;104.266667;-3.033333;nan, nan;Botany, Botany;L1753075, L1753075;L.1753075, L.1753075;Lambach;Lambach, PM;nan;nan;;;;;;;;;;;;;;;;;;;;;;;
Polyalthia Blume;Polyalthia;None;0;0;Lambach, PM;Lambach, PM  s.n. , Lambach, PM  s.n. ;Lambach;nan;nan;0;28;11;1916;Smith, JJ, Smith, JJ;nan;;;;ID;Indonesia;0;Archipel. Ind. Sumatra Lematang Oeloe, Res. Palembang.;0;104.266667;-3.033333;<NA>, <NA>;Botany, Botany;L1763385, L1763384;L.1763385, L.1763384;Lambach;Lambach, PM;nan;nan;;nan;;IDN;nan;nan;nan;;nan;nan;nan;;;;;;;;;True;;;
0;Goniothalamus;marcanii;0;0;Lanorsavanh, S;BT 193;BT;193;nan;23/04/2005 - 23/04/2005;23;4;2005;Kessler, PJA;01/10/2005 - 31/10/2005;1;10;2005;LA;Laos, République démocratique populaire;0;Laos, Vientiane, Thulakom distr., Ban (village) Keum, Zoological Garden, near main office. Alt: 160 m;0;102.56666666666666;18.366666666666667;0;0;P00888731;P00888731;Lanorsavanh;Lanorsavanh, S;nan;nan;0.0;Lanorsavanh, S.;Kessler, P.J.A.;LAO;nan;nan;nan;;SYNONYM;Goniothalamus tamirensis;https://ipni.org/n/73219-1;;;;;;;;;;Goniothalamus marcanii;Pierre ex Finet & Gagnep.;Vientiane Province
0;Anomianthus;dulcis;0;0;Larsen, K;2381;nan;2381;nan;12/07/1968 - 12/07/1968;12;7;1968;nan;01/01/1987 - 31/12/1987;1;1;1987;not found;Thaïlande;0;Thailand. Northern : Ban Huai Sai 12 km S of Mae Sariang. alt. 250 m.;0;97.91666666666669;18.1;0;0;P01753572;P01753572;Larsen;Larsen, K;nan;nan;0.0;Larsen, K.;van Setten, A.K.;not found;nan;nan;nan;;SYNONYM;Uvaria dulcis;https://ipni.org/n/72141-1;;;;;;;;;;Anomianthus dulcis;Dunal;Mae Hong Son(แม่ฮ่องสอน)
0;Anomianthus;dulcis;0;0;Larsen, K;2477;nan;2477;nan;15/07/1968 - 15/07/1968;15;7;1968;Deroin, T;02/02/1996 - 02/02/1996;2;2;1996;not found;Thaïlande;0;Thailand. Northern : Along waterfalls and streams at Mae Rim, 15 km N of Chiengmai. alt. 450 m.;0;98.9;18.916666666666668;0;0;P01753571;P01753571;Larsen;Larsen, K;nan;nan;0.0;Larsen, K.;Deroin, T.;not found;nan;nan;nan;;SYNONYM;Uvaria dulcis;https://ipni.org/n/72141-1;;;;;;;;;;Anomianthus dulcis;Dunal;Chiang Mai(เชียงใหม่)
