scientific_name;genus;country_id;locality;ddlat;ddlong;recorded_by;orig_recby;orig_detby;to_check;to_check_det;colnum_full;col_day;col_month;col_year;det_by;det_date;institute;herbarium_code;orig_bc;specificEpithet;species_author;collector_id;prefix;sufix;col_date;det_day;det_month;det_year;country;continent;coordinate_id;barcode;colnum;specific_epithet
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;ID;<NA>;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy MMJ van; Setten AK van";Leonardía, AAP;detby_problem;Leonardía, AAP;"Balgooy, MMJ van; Setten, AK van  5657 ";4;7;1986;Leonardía, AAP;1999-07-01T00:00:00;<NA>;Botany;L  0197599;0;0;0;Balgooy;;0;1;7;1999;0;0;0;L0197599;5657;creaghii
Orophea creaghii (Ridl.) Leonardía & Kessler;Orophea;ID;<NA>;-6.583333;106.783333;Balgooy, MMJ van;"Balgooy MMJ van; Setten AK van";Leonardía, AAP;detby_problem;Leonardía, AAP;"Balgooy, MMJ van; Setten, AK van  5657 ";4;7;1986;Leonardía, AAP;1999-07-01T00:00:00;<NA>;Botany;L  0197600;0;0;0;Balgooy;;0;1;7;1999;0;0;0;L0197600;5657;creaghii
Dasymaschalon blumei Finet & Gagnep.;Dasymaschalon;ID;Indonesia, Gn Palung Nature Reserve, c100km S of Pontianak, W kalimantan;-1.216667;110.1333;Balgooy, MMJ van;"Balgooy MMJ van; Setten AK van";Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;"Balgooy, MMJ van; Setten, AK van  5647 A";30;6;1986;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1756311;0;0;0;Balgooy;A;0;;;;0;0;0;L1756311;5647;dasymaschalum
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.485278;127.911222;Bangun, T;"Tjut Bangun;Lalao Andriamahefarivo;Roji Mahroji;Bahar Fabanyo;Darius Loha";D Sahroni (BO);detby_problem; (BO);Bangun 398;15;12;2012;Sahroni, D;2013-01-01T00:00:00;MO;MO;100551481;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100551481;398;
Xylopia L.;Xylopia;ID;East Halmahera. Weda Bay. Kao Rahai.;0.666861;127.976667;Bangun, T;"Tjut Bangun;Lalao Andriamahefarivo;Richard Razakamalala;Samsul Lasut;Ahmad Yani";"D Sahroni (BO) 2013; D.M. Johnson (OWU)";detby_problem;" (BO) 2013; D.M. Johnson (OWU)";Bangun 374;10;12;2012;Sahroni, D, Johnson, DM;2014-01-01T00:00:00;MO;MO;100551309;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100551309;374;
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Uni-uni forest.;0.487806;127.939194;Bangun, T;"Tjut Bangun;Roji Mahroji;Darius Loha";"D Sahroni (BO) 2013; D.M. Johnson (OWU)";detby_problem;" (BO) 2013; D.M. Johnson (OWU)";Bangun 168;24;11;2012;Sahroni, D, Johnson, DM;2014-01-01T00:00:00;MO;MO;100546438;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100546438;168;
Xylopia peekelii Diels;Xylopia;ID;Central Halmahera. Weda Bay. Tjetju.;0.483028;127.983028;Bangun, T;"Tjut Bangun;Roji Mahroji;Idris Haris;Bahar Fabanyo";D.M. Johnson (OWU);detby_problem; (OWU);Bangun 536;16;1;2013;Johnson, DM ;2014-01-01T00:00:00;MO;MO;100560413;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100560413;536;peekelii
Uvaria L.;Uvaria;ID;Central Halmahera. Weda Bay. Bukit Limber.;0.499444;128.019722;Bangun, T;"Tjut Bangun;Idris Haris;Roji Mahroji";I Rachman (BO);detby_problem; (BO);Bangun 866;14;8;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100620851;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100620851;866;
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Sake West.;0.497361;127.958722;Bangun, T;"Tjut Bangun;Bahar Fabanyo;Roji Mahroji";I Rachman (BO);detby_problem; (BO);Bangun 828;19;6;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100606302;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100606302;828;
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Sake West.;0.495556;127.961278;Bangun, T;"Tjut Bangun;Roji Mahroji;Bahar Fabanyo";I Rachman (BO);detby_problem; (BO);Bangun 753;15;6;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100606201;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100606201;753;
Popowia Endl.;Popowia;ID;Central Halmahera. Weda Bay. Bukit Limber.;0.53725;128.002111;Bangun, T;"Tjut Bangun;Idris Haris;Roji Mahroji;Samsul Lasut";I Rachman (BO);detby_problem; (BO);Bangun 710;5;5;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100592657;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100592657;710;
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Casuarina.;0.524611;127.914667;Bangun, T;"Tjut Bangun;Roji Mahroji;Samsul Lasut;Bahar Fabanyo";I Rachman (BO);detby_problem; (BO);Bangun 694;23;3;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100579046;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100579046;694;
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.682722;127.986028;Bangun, T;"Tjut Bangun;Roji Mahroji;Ahmad Yani;Delianci Kulape;Berti Moot";I Rachman (BO);detby_problem; (BO);Bangun 630;10;3;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100576587;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100576587;630;
Popowia Endl.;Popowia;ID;East Halmahera. Weda Bay. Kao Rahai.;0.696028;128.016306;Bangun, T;"Tjut Bangun;Samsul Lasut;Bahar Fabanyo;Ahmad Yani";I Rachman (BO);detby_problem; (BO);Bangun 566;21;2;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100573885;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100573885;566;
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.489917;127.907333;Bangun, T;"Tjut Bangun;Roji Mahroji;Idris Haris;Bahar Fabanyo";I Rachman (BO);detby_problem; (BO);Bangun 488;12;1;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100560124;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100560124;488;obtusifolia
Friesodielsia obtusifolia (Elmer) Steenis;Friesodielsia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.491639;127.9075;Bangun, T;"Tjut Bangun;Roji Mahroji;Idris Haris;Bahar Fabanyo";I Rachman (BO);detby_problem; (BO);Bangun 483;12;1;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100560113;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100560113;483;obtusifolia
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Doromesmesan.;0.492167;127.908389;Bangun, T;"Tjut Bangun;Roji Mahroji;Idris Haris;Bahar Fabanyo";I Rachman (BO);detby_problem; (BO);Bangun 479;12;1;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100560107;0;0;0;Bangun;;0;1;1;2013;0;0;0;MO100560107;479;
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.665556;127.973111;Bangun, T;"Tjut Bangun;Lalao Andriamahefarivo;Richard Razakamalala;Samsul Lasut;Ahmad Yani";"I Rachman (BO) 2013; D.M. Johnson (OWU)";detby_problem;" (BO) 2013; D.M. Johnson (OWU)";Bangun 257;6;12;2012;Rachman, IA, Johnson, DM;2014-01-01T00:00:00;MO;MO;100550862;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100550862;257;
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Sake West.;0.49425;127.961056;Bangun, T;"Tjut Bangun;Roji Mahroji;Bahar Fabanyo";"I Rachman (BO) 2013; P. Kessler (L)";detby_problem;" (BO) 2013; P. Kessler (L)";Bangun 747;14;6;2013;Rachman, IA, Kessler, PJA;2014-01-01T00:00:00;MO;MO;100606187;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100606187;747;
Uvaria L.;Uvaria;ID;Central Halmahera. Bukit Limber. Weda Bay.;0.49825;128.020306;Bangun, T;"Tjut Bangun;Bahar Fabanyo;Samsul Lasut";Ismail Rachman (BO);detby_problem; (BO);Bangun 961;26;10;2013;Rachman, IA;2014-01-01T00:00:00;MO;MO;100645213;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100645213;961;
Xylopia peekelii Diels;Xylopia;ID;Central Halmahera. Weda Bay. Camp 10.;0.505667;127.971889;Bangun, T;"Tjut Bangun;Samsul Lasut";Ismail Rachman (BO);detby_problem; (BO);Bangun 936;5;10;2013;Rachman, IA;2014-01-01T00:00:00;MO;MO;100636288;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100636288;936;peekelii
Popowia pisocarpa (Blume) Endl.;Popowia;ID;East Halmahera. Weda Bay. Kao Rahai.;0.695611;128.012306;Bangun, T;"Tjut Bangun;Bahar Fabanyo;Samsul Lasut;Ahmad Yani";P. Kessler (L);detby_problem; (L);Bangun 578;22;2;2013;Kessler, PJA;2014-01-01T00:00:00;MO;MO;100573897;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100573897;578;pisocarpa
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Sake South.;0.481167;127.989389;Bangun, T;"Tjut Bangun;Idris Haris;Bahar Fabanyo;Samsul Lasut";P. Kessler (L);detby_problem; (L);Bangun 443;3;1;2013;Kessler, PJA;2014-01-01T00:00:00;MO;MO;100557901;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100557901;443;
Polyalthia Blume;Polyalthia;ID;East Halmahera. Weda Bay. Kao Rahai.;0.666861;127.976667;Bangun, T;"Tjut Bangun;Lalao Andriamahefarivo;Richard Razakamalala;Samsul Lasut;Ahmad Yani";P. Kessler (L);detby_problem; (L);Bangun 383;10;12;2012;Kessler, PJA;2014-01-01T00:00:00;MO;MO;100551318;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100551318;383;
Polyalthia Blume;Polyalthia;ID;Central Halmahera. Weda Bay. Lelilef Sawai.;0.473361;127.941056;Bangun, T;"Tjut Bangun;Mary Merello;Idris Haris;Roji Mahroji";P. Kessler (L);detby_problem; (L);Bangun 152;21;11;2012;Kessler, PJA;2014-01-01T00:00:00;MO;MO;100544685;0;0;0;Bangun;;0;1;1;2014;0;0;0;MO100544685;152;
Uvaria L.;Uvaria;ID;East Halmahera. Weda Bay. Kao Rahai.;0.665556;127.973111;Bangun, TJF;"Bangun TJF; Andriamahefarivo LD; Razakamalala R; Lasut SA; Yani A";"Johnson DM; Rachman IA";detby_problem;"Johnson DM; Rachman IA";"Bangun, TJF; Andriamahefarivo, LD; Razakamalala, R; Lasut, SA; Yani, A  257 ";6;12;2012;Johnson DM, Rachman IA;<NA>;<NA>;Botany;L.3967680;0;0;0;Bangun;;0;;;;0;0;0;L3967680;257;
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Uni-uni forest.;0.487806;127.939194;Bangun, TJF;"Bangun TJF; Mahroji R; Loha D";"Johnson DM; Sahroni D";detby_problem;"Johnson DM; Sahroni D";"Bangun, TJF; Mahroji, R; Loha, D  168 ";24;11;2012;Johnson DM, Sahroni D;<NA>;<NA>;Botany;L.3967704;0;0;0;Bangun;;0;;;;0;0;0;L3967704;168;
Xylopia L.;Xylopia;ID;East Halmahera. Weda Bay. Kao Rahai.;0.666861;127.976667;Bangun, TJF;"Bangun TJF; Andriamahefarivo LD; Razakamalala R; Lasut SA; Yani A";"Johnson DM; Sahroni D";detby_problem;"Johnson DM; Sahroni D";"Bangun, TJF; Andriamahefarivo, LD; Razakamalala, R; Lasut, SA; Yani, A  374 ";10;12;2012;Johnson DM, Sahroni D;<NA>;<NA>;Botany;L.3968410;0;0;0;Bangun;;0;;;;0;0;0;L3968410;374;
Xylopia L.;Xylopia;ID;Central Halmahera. Weda Bay. Sake West.;0.49425;127.961056;Bangun, TJF;"Bangun TJF; Mahroji R; Fabanyo B";"Kessler PJA; Rachman IA";detby_problem;"; Rachman IA";"Bangun, TJF; Mahroji, R; Fabanyo, B  747 ";14;6;2013;Kessler PJA, Rachman IA;<NA>;<NA>;Botany;L.3968398;0;0;0;Bangun;;0;;;;0;0;0;L3968398;747;
Orophea celebica (Blume) Miq.;Orophea;ID;Molukken, Halmahera, Toetoe ma Loleo;2.016667;127.95;Béguin, VMA;Béguin VMA;Kessler PJA;Béguin VMA;recby_problem;Béguin, VMA  2208 ;23;9;1922;;1987-10-01T00:00:00;<NA>;Botany;L.1766463;0;0;0;B;;0;1;10;1987;0;0;0;L1766463;2208;celebica
Orophea chlorantha Kessler;Orophea;ID;Java, Bd. West Toeban;-6.9;112.05;Beumée, JGB;Beumée, JGB;Kessler PJA;Beumée, JGB;recby_problem;Beumée, JGB  1109 ;1;9;1917;;1986-03-01T00:00:00;<NA>;Botany;L.1766481;0;0;0;Beum;;0;1;3;1986;0;0;0;L1766481;1109;chlorantha
Polyalthia rumphii (Blume ex Hensch.) Merr.;Hubera;ID;Java, Batavia, Depok;-2.4869;140.3711;Beumée, JGB;Beumée, JGB;Brink, RCB van den Sr;Beumée, JGB;recby_problem;Beumée, JGB  6092 ;16;2;1923;;1954-11-01T00:00:00;<NA>;Botany;L.1767650;0;0;0;Beum;;0;1;11;1954;0;0;0;L1767650;6092;rumphii
Meiogyne virgata (Blume) Miq.;Meiogyne;ID;Archipel. Ind. Java Batavia Depok.;-2.4869;140.3711;Beumée, JGB;Beumée, JGB;Heusden ECH van;Beumée, JGB;recby_problem;Beumée, JGB  6061 ;1;7;1924;;<NA>;<NA>;Botany;L.1766039;0;0;0;Beum;;0;;;;0;0;0;L1766039;6061;virgata
Artabotrys sumatranus Miq.;Artabotrys;ID;Archipel. Ind. Java. Batavia. Depok.;-2.4869;140.3711;Beumée, JGB;Beumée, JGB;Beumée, JGB;Beumée, JGB;recby_problem;Beumée, JGB  6083 ;1;10;1924;;<NA>;<NA>;Botany;L.1760074;0;0;0;Beum;;0;;;;0;0;0;L1760074;6083;sumatranus
Artabotrys sumatranus Miq.;Artabotrys;ID;Archipel. Ind. Java, res. Batavia, Depok.;-2.4869;140.3711;Beumée, JGB;Beumée, JGB;Brink, RCB van den Sr;Beumée, JGB;recby_problem;Beumée, JGB  6083 a;16;12;1923;;1954-11-01T00:00:00;<NA>;Botany;L.1760071;0;0;0;Beum;a;0;1;11;1954;0;0;0;L1760071;6083;sumatranus
Friesodielsia cuneiformis (Blume) Steenis;Friesodielsia;ID;Java, Pekalongan, Soebah;-6.966667;109.866667;Beumée, JGB;Beumée, JGB;<NA>;Beumée, JGB;recby_problem;Beumée, JGB  4306 ;10;7;1919;;<NA>;<NA>;Botany;L.1754840;0;0;0;Beum;;0;;;;0;0;0;L1754840;4306;cuneiformis
Fissistigma latifolium (Dunal) Merr.;Fissistigma;ID;Java, Batavia, Depok, Natuurmonument;-2.4869;140.3711;Beumée, JGB;Beumée, JGB;<NA>;Beumée, JGB;recby_problem;Beumée, JGB  5642 ;1;11;1922;;<NA>;<NA>;Botany;L.1754512;0;0;0;Beum;;0;;;;0;0;0;L1754512;5642;latifolium
Artabotrys suaveolens (Blume) Blume;Artabotrys;ID;Archipel. Ind. Java Res. Batavia, Natuurmonument Depok.;-2.4869;140.3711;Beumée, JGB;Beumée, JGB;Beumée, JGB;Beumée, JGB;recby_problem;Beumée, JGB  6709 ;30;3;1929;;<NA>;<NA>;Botany;L.1749916;0;0;0;Beum;;0;;;;0;0;0;L1749916;6709;suaveolens
Uvaria cordata (Dunal) Alston;Uvaria;ID;Java, Batavia, Depok;-2.4869;140.3711;Beumée, JGB;Beumée, JGB;<NA>;Beumée, JGB;recby_problem;Beumée, JGB  6094 ;31;12;1923;;<NA>;<NA>;Botany;L  0195592;0;0;0;Beum;;0;;;;0;0;0;L0195592;6094;littoralis
Uvaria lurida Hook.f. & Thomson;Uvaria;ID;Java, Res Semarang Noord Kradenan.;-6.9932;110.4203;Beumée, JGB;Beumée, JGB;<NA>;Beumée, JGB;recby_problem;Beumée, JGB  3401 ;20;10;1918;;<NA>;<NA>;Botany;L  0190704;0;0;0;Beum;;0;;;;0;0;0;L0190704;3401;concava
Artabotrys R.Br.;Artabotrys;ID;Central Halmahera, Weda Bay, Kao Rahai 2.;0.668611;127.974444;Bidault, E;"Ehoarn Bidault;Tariq Stévart;Roji Mahroji;Tjut Bangun;Idris Haris;Arief Hidayat";I Rachman (BO);detby_problem; (BO);Bidault 1168;26;4;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100594234;0;0;0;Bidault;;0;1;1;2013;0;0;0;MO100594234;1168;
Polyalthia Blume;Polyalthia;ID;Central Halmahera, Weda Bay, Doromesmesan.;0.490833;127.909444;Bidault, E;"Ehoarn Bidault;Tariq Stévart;Roji Mahroji;Tjut Bangun;Bahar Fabanyo;Arief Hidayat";I Rachman (BO);detby_problem; (BO);Bidault 1137;22;4;2013;Rachman, IA;2013-01-01T00:00:00;MO;MO;100594202;0;0;0;Bidault;;0;1;1;2013;0;0;0;MO100594202;1137;
Pyramidanthe prismatica (Hook.f. & Thomson) Merr.;Pyramidanthe;ID;Si Mandi Angin (on the Soengei Kanan).;1.6;99.516667;Boeea, RS;Rahmat Si Boeea;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Rahmat Si Boeea  4132 ;15;4;1933;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1764513;0;0;0;Rahmat;;0;;;;0;0;0;L1764513;4132;prismatica
Dasymaschalon blumei Finet & Gagnep.;Dasymaschalon;ID;Sumatra, Tapianoeli, subd. Toba, dist. Toetoepan;2.533333;99.266667;Boeea, RS;Rahmat Si Boeea;Setten, AK van, Heusden, ECH van;detby_problem;Setten, AK van, Heusden, ECH van;Rahmat Si Boeea  6037 ;4;11;1933;Setten, AK van, Heusden, ECH van;<NA>;<NA>;Botany;L.1756337;0;0;0;Rahmat;;0;;;;0;0;0;L1756337;6037;dasymaschalum
Trivalvaria macrophylla (Blume) Miq.;Trivalvaria;ID;Pulau Panaitan (Prinseneiland), Mt. Tendjo (N. Peninsula).;-6.6;105.2;Borssum Waalkes J van;Borssum Waalkes J van;Heusden ECH van; J van;recby_problem;Borssum Waalkes, J van  388 ;8;9;1951;;<NA>;<NA>;Botany;L.1770117;0;0;0;Borssum;;0;;;;0;0;0;L1770117;388;macrophylla
Uvaria L.;Uvaria;ID;Babar, Letwurung.;-7.9;129.85;Borssum Waalkes J van;Borssum Waalkes J van;<NA>; J van;recby_problem;Borssum Waalkes, J van  3050 ;1;3;1956;;<NA>;<NA>;Botany;L.1768191;0;0;0;Borssum;;0;;;;0;0;0;L1768191;3050;
Uvaria L.;Uvaria;ID;Babar, Letwurung.;-7.9;129.85;Borssum Waalkes J van;Borssum Waalkes J van;<NA>; J van;recby_problem;Borssum Waalkes, J van  3050 ;1;3;1956;;<NA>;<NA>;Botany;L.1768192;0;0;0;Borssum;;0;;;;0;0;0;L1768192;3050;
Friesodielsia Steenis;Friesodielsia;ID;Tanimbar Is.: Jamdena, Central part, near Ranarmojo R., near Norkese;-7.5975;131.1861;Borssum Waalkes J van;Borssum Waalkes J van;Kessler PJA; J van;recby_problem;Borssum Waalkes, J van  3276 ;5;4;1956;;1988-05-01T00:00:00;<NA>;Botany;L.1765060;0;0;0;Borssum;;0;1;5;1988;0;0;0;L1765060;3276;
Uvaria L.;Uvaria;ID;Sumatra West Coast, Mt. Talang.;-0.966667;100.65;Borssum Waalkes J van;Borssum Waalkes J van;<NA>; J van;recby_problem;Borssum Waalkes, J van  2800 a;1;7;1953;;<NA>;<NA>;Botany;L.1768436;0;0;0;Borssum;a;0;;;;0;0;0;L1768436;2800;
Pseuduvaria reticulata (Blume) Miq.;Pseuduvaria;ID;Indonesia, Pulau Panaitan (Prinseneiland), N. of Mouth Tjiharashas;-6.6;105.2;Borssum Waalkes J van;Borssum Waalkes J van;Su YCF; J van;recby_problem;Borssum Waalkes, J van  257 ;2;9;1951;;2001-12-01T00:00:00;<NA>;Botany;L.1764235;0;0;0;Borssum;;0;1;12;2001;0;0;0;L1764235;257;reticulata
Friesodielsia Steenis;Friesodielsia;ID;Tanimbar Is.: Jamdena, Central part, near Ranarmojo R., near Norkese;-7.5975;131.1861;Borssum Waalkes J van;Borssum Waalkes J van;Kessler PJA; J van;recby_problem;Borssum Waalkes, J van  3276 ;5;4;1956;;1988-05-01T00:00:00;<NA>;Botany;L.1765059;0;0;0;Borssum;;0;1;5;1988;0;0;0;L1765059;3276;
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Pulau Panaitan (Prinseneiland), N of Mt. Parat;-6.6;105.2;Borssum Waalkes J van;Borssum Waalkes J van;Borssum Waalkes J van; J van;recby_problem;Borssum Waalkes, J van  800 ;3;10;1951;;1953-09-01T00:00:00;<NA>;Botany;L.1762615;0;0;0;Borssum;;0;1;9;1953;0;0;0;L1762615;800;lateriflora
Polyalthia lateriflora (Blume) Kurz;Polyalthia;ID;Pulau Panaitan (Prinseneiland), SE of mouth of Tjiharashas;-6.6;105.2;Borssum Waalkes J van;Borssum Waalkes J van;Borssum Waalkes J van; J van;recby_problem;Borssum Waalkes, J van  291 ;3;9;1951;;1953-09-01T00:00:00;<NA>;Botany;L.1762583;0;0;0;Borssum;;0;1;9;1953;0;0;0;L1762583;291;lateriflora
Marsypopetalum littorale (Blume) B.Xue & R.M.K.Saunders;Marsypopetalum;ID;Pulau Panaitan (Prinseneiland), SW of Tg. Parat;-6.6;105.2;Borssum Waalkes J van;Borssum Waalkes J van;<NA>; J van;recby_problem;Borssum Waalkes, J van  693 ;26;9;1951;;<NA>;<NA>;Botany;L.1757126;0;0;0;Borssum;;0;;;;0;0;0;L1757126;693;littorale
Cananga odorata (Lam.) Hook.f. & Thomson;Cananga;ID;Tanimbar Is.: Jamdena, Central part, near Ranarmoje R., near Norkese;-7.5975;131.1861;Borssum Waalkes J van;Borssum Waalkes J van;Borssum Waalkes J van; J van;recby_problem;Borssum Waalkes, J van  3248 ;2;4;1956;;1957-03-01T00:00:00;<NA>;Botany;L.1753629;0;0;0;Borssum;;0;1;3;1957;0;0;0;L1753629;3248;odorata
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Landah, Ngabang.;0.383333;109.95;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation bb 6412 ;28;4;1924;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;L.4370459;0;0;0;Boschproefstation;;0;;;;0;0;0;L4370459;6412;caudata
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Riouw en Ond Lingga;-0.2;104.616667;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation bb 17174 ;14;11;1932;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;L.4370463;0;0;0;Boschproefstation;;0;;;;0;0;0;L4370463;17174;caudata
Xylopia ngii D.M.Johnson & N.A.Murray;Xylopia;ID;Wester afd. v. Borneo, Melawi, B. Oeloe, Bora-sepan;0.083333;111.483333;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation bb 29037 ;23;7;1939;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;L.4370492;0;0;0;Boschproefstation;;0;;;;0;0;0;L4370492;29037;ngii
Xylopia caudata Hook.f. & Thomson;Xylopia;ID;Riouw en Ond Lingga;-0.2;104.616667;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation bb 17174 ;14;11;1932;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;L  0971656;0;0;0;Boschproefstation;;0;;;;0;0;0;L0971656;17174;caudata
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Bajoeng lintjir (Palembang).;-2.05;103.683333;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation E 341 ;;;;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;WAG.1971010;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971010;341;fusca
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Lematang Ilir.;-3.75;103.75;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation J 971 ;;;;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;WAG.1964999;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1964999;971;heterotricha
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Koeboe.;-0.483333;109.383333;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation bb 12610 ;26;6;1928;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;WAG.1971005;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971005;12610;fusca
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Bajoeng lintjir (Palembang).;-2.05;103.683333;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation E 341 ;;;;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;WAG.1971007;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971007;341;fusca
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Bajoeng lintjir (Palembang).;-2.05;103.683333;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation E 341 ;;;;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;WAG.1971009;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971009;341;fusca
Xylopia heterotricha D.M.Johnson & N.A.Murray;Xylopia;ID;Lematang Ilir.;-3.75;103.75;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation J 971 ;;;;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;WAG.1965000;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1965000;971;heterotricha
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Koeboe.;-0.483333;109.383333;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation bb 12610 ;26;6;1928;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;WAG.1971004;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971004;12610;fusca
Xylopia fusca Maingay ex Hook.f. & Thomson;Xylopia;ID;Bajoeng lintjir (Palembang).;-2.05;103.683333;Boschproefstation;Boschproefstation;Johnson, DM, Murray, NA;detby_problem;Johnson, DM, Murray, NA;Boschproefstation E 341 ;;;;Johnson, DM, Murray, NA;<NA>;<NA>;Botany;WAG.1971008;0;0;0;Boschproefstation;;0;;;;0;0;0;WAG1971008;341;fusca
