specimen - institute;specimen - collection;specimen - code;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - cultivated;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;collector - collector;collector - other_collectors;collector - not_sure;collector - no_info;collect_number - number;collect_number - note_sure;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;geo - position;geo - precision;geo - not_sure;geo - no_info;owner - owner;owner - no_info;owner - not_sure;flower - flower;flower - info_color;flower - color_flowers;flower - not_sure;fruit - fruit;fruit - info_color;fruit - color_fruits;fruit - not_sure;Date deter - collect_date;Date deter - pas d'information;altitude - altitude;altitude - not_sure;altitude - no_info
MNHN;P;P01986358;Annonaceae;Cananga;latifolia;;Cambodge;false;;;;Kampong Chhnang;;;;26/05/1909 - 26/05/1909;;false;Magnen;Gourgand,Châtillon;;false;;;true;;;true;Cambodge. Prey Pi - Kg. Tachés;;;12.0115 , 104.7775;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01986359;Annonaceae;Cananga;latifolia;;Cambodge;false;;;;Kampong Speu;;;false;19/07/1909 - 19/07/1909;;null;Châtillon;;;null;;;true;;;true;Cambodge. Prey Kdey;;false;11.418 , 104.479;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P01986360;Annonaceae;Cananga;latifolia;;Laos, République démocratique populaire;null;;;false;Vientiane Prefecture;;;false;24/06/1991 - 24/06/1991;;null;Svengsuksa, B.;;;null;30;;;;;true;protec area (Arboretum Eco-life) km 14, Vientiane munic.;;false;17.9641 , 102.6134;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01986361;Annonaceae;Cananga;latifolia;;Viet Nam;null;;;false;Ninh Thuận;;;false;25/10/1925 - 25/10/1925;;null;Poilane;;;null;12496;;null;;;true;Annam : Cana province de Phanrang. 6 a 800 m alt.;;false;11.377 , 108.844;;;false;;;;"""Non""";;;;"""Oui""";"""Oui""";noir;;;true;600 - 800;;null
MNHN;P;P01986362;Annonaceae;Cananga;latifolia;;Viet Nam;null;;;false;Bình Phước;;;false;23/04/1930 - 23/04/1930;;null;Poilane, E.;;;null;17330;;null;;;true;Cochinchine : Nưi Bara. Pro Bienhoa;;false;11.8172 , 107.0;;;false;;;;"""Oui""";"""Oui""";vert;;"""Non""";;;;;true;;;true
MNHN;P;P01986363;Annonaceae;Cananga;latifolia;;Thaïlande;false;;;;Chiang Mai(เชียงใหม่);;;;27/05/1992 - 27/05/1992;;false;Maxwell, J.F.;;;false;92 238;;false;;;true;Thailand. Province : Chiang Mai. District : Muang. east side of the Central Library, Chiang Mai University, Chiang Mai. Elevation : 350 m.;;;18.801 , 98.952;;;;;;;"""Oui""";"""Oui""";vert puis jaune-vert;;"""Non""";;;;;true;350;;false
MNHN;P;P01986364;Annonaceae;Cananga;latifolia;;Thaïlande;false;;;;Kanchanaburi(กาญจนบุรี);;;;20/07/1946 - 20/07/1946;;false;Kostermans, A.;;;false;1251;;false;van Setten, A.K.;;false;Siam. Khwae Noi River Basin. Kin Sayok, about 120 km. n.w. of Kanburi, alt. 100-150 m.;;;14.424 , 98.842;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";vert, blanc cireux puis noir;;01/01/1987 - 31/12/1987;false;100 - 150;;false
MNHN;P;P01986365;Annonaceae;Cananga;latifolia;;Thaïlande;false;;;;Kanchanaburi(กาญจนบุรี);;;;20/04/1968 - 20/04/1968;;false;van Beusekom, C.F.;Phengkhlai, C.;;false;522;;false;;;true;Thailand. Southwestern. Prov.: Kanchanaburi. Erawan Nat. Park, between Khwae Noi and Mae Klong rivers, near guesthouse. Alt. c. 200 - 400 m.;;;14.373 , 99.146;;;;;;;"""Oui""";"""Oui""";vert jaunâtre;;"""Non""";;;;;true;200 - 400;;false
MNHN;P;P01988632;Annonaceae;Polyalthia;macropoda;;Malaisie;false;;;;Selangor;;;;25/10/1984 - 25/10/1984;;false;Sevenet;Deverre;;false;258;;false;;;true;Malaya. Selangor, Genting Simpah;;;3.425 , 101.797;;;;;;;"""Oui""";"""Oui""";vert-jaune;;"""Non""";;;;;true;;;true
MNHN;P;P01988633;Annonaceae;Polyalthia;macropoda;;Malaisie;false;;;;Selangor;;;;25/10/1984 - 25/10/1984;;false;Sevenet;Deverre;;false;258;;false;;;true;Malaya. Selangor, Genting Simpah;;;3.35 , 101.783;;;;;;;"""Oui""";"""Oui""";jaune vert;;"""Non""";;;;;true;;;true
MNHN;P;P01988634;Annonaceae;Polyalthia;luensis;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/03/1867 - 31/03/1867;;false;Pierre, L.;;;false;73;;false;Pierre, L.;;false;in montibus Dinh (Mu xoai) alt 300 met.;;;10.533 , 107.133;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;300;;false
MNHN;P;P01988635;Annonaceae;Polyalthia;luensis;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/03/1867 - 31/03/1867;;false;Pierre, L.;;;false;73;;false;Pierre, L.;;false;in montibus Dinh (Mu xoai) in prov. Baria alt 400 met.;;;10.533 , 107.133;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;400;;false
MNHN;P;P01988636;Annonaceae;Polyalthia;luensis;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/03/1867 - 31/03/1867;;false;Pierre, L.;;;false;73;;false;Pierre, L.;;false;in montibus Dinh (Mu xoai) in prov. Baria, alt 400 met.;;;10.533 , 107.133;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;400;;false
MNHN;P;P01988637;Annonaceae;Polyalthia;luensis;;Viet Nam;null;;;false;Bà Rịa - Vũng Tàu;;;false;01/03/1867 - 31/03/1867;;null;Pierre, L.;;;null;73;;null;Pierre, L.;;null;Cochinchina. In montibus Dinh (Mu xoai) alt 300 met.;;false;10.533 , 107.133;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;300;;null
MNHN;P;P01988638;Annonaceae;Polyalthia;luensis;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/03/1867 - 31/03/1867;;false;Pierre, L.;;;false;73;;false;;;true;In montibus Dinh (Mu xoai) in prov. Baria, alt. 400 met. Cochinchine;;;10.533 , 107.133;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;400;;false
MNHN;P;P01988639;Annonaceae;Polyalthia;luensis;;Viet Nam;null;;;false;Đồng Nai;;;false;01/01/1862 - 31/12/1862;;null;Pierre, L.;;;null;6;;null;Pierre, L.;;null;ad Tri huyen et ad montem Lu in provincia Bienhoa austro Cochinchinae;;false;11.0 , 107.133;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01988640;Annonaceae;Polyalthia;luensis;;Laos, République démocratique populaire;false;;;;Champasak;;;;01/09/1952 - 30/09/1952;;false;Vidal;;;false;1848;;false;;;true;Paksé, Laos;;;15.1201461 , 105.8043971;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P01988641;Annonaceae;Polyalthia;luensis;;Viet Nam;false;;;;Bình Phước;;;false;02/05/1930 - 02/05/1930;;false;Poilane, E.;;;false;17363;;false;;;true;Cochinchine : Sud de Budop. Pro : Thudaumot;;;11.9548 , 106.8;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988642;Annonaceae;Polyalthia;luensis;;Viet Nam;false;;;;Bình Phước;;;;02/05/1930 - 02/05/1930;;false;Poilane, E.;;;false;17363;;false;;;true;Cochinchine. Sud de Budop. Pro: Thudaumot;;;11.942 , 106.795;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988643;Annonaceae;Polyalthia;luensis;;Viet Nam;false;;;;Bình Phước;;;;02/05/1930 - 02/05/1930;;false;Poilane, E.;;;false;17363;;false;;;true;Cochinchine : Boucle du Sông Bê sud de Budop pro: de Thudaumot;;;11.882 , 106.759;;;;;;;"""Oui""";"""Oui""";rose saumon;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P01988644;Annonaceae;Polyalthia;luensis;;Viet Nam;false;;;false;Đồng Nai;;;false;21/11/1932 - 21/11/1932;;false;Poilane, E.;;;false;21442;;false;;;true;Cochinchine: Dinh Quan. Kil. 48. route col n°20. prov: Bienhoa;;;11.203 , 107.359;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988645;Annonaceae;Polyalthia;luensis;;Viet Nam;false;;;;Đồng Nai;;;;01/09/1933 - 30/09/1933;;false;Poilane, E.;;;false;21442;;false;;;true;Cochinchine: Dinh Quan. Kil. 48. route col n°20. prov: Bienhoa;;;11.203 , 107.359;;;;;;;"""Non""";;;;"""Oui""";"""Oui""";rouge;;;true;;;true
MNHN;P;P01988646;Annonaceae;Polyalthia;longifolia;;;null;;;true;;;;true;;;true;Perrottet;;;null;;;true;Le Thomas;;null;Asie;;false;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/01/1969 - 31/12/1969;null;;;true
MNHN;P;P01988647;Annonaceae;Polyalthia;longifolia;;Inde;true;;;;West Bengal;;;;;;true;Hooker, W.;;;false;;;true;;;true;H. B. Calcutt;;;22.5585 , 88.289;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988648;Annonaceae;Polyalthia;longifolia;;Inde;true;;;;West Bengal;;;;;;true;Wallich;;;false;529;;false;;;true;Calcutta (Jardin Bot);;;22.558 , 88.288;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01988649;Annonaceae;Polyalthia;longifolia;;Inde;true;;;false;West Bengal;;;false;;;true;Wallich;;;null;529;;null;;;true;Calcutta (Jardin Bot.);;false;22.558 , 88.288;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988650;Annonaceae;Polyalthia;longifolia;;Inde;false;;;;Tamil Nadu;;;;01/08/1835 - 31/08/1835;;false;Wight;;;false;21;;false;;;true;Peninsula Indiae Orientalis. Courtallum;;;8.93 , 77.2695;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988651;Annonaceae;Polyalthia;longifolia;;Bangladesh;null;;;false;Cox's Bazar;;;false;13/04/1949 - 13/04/1949;;null;Sinclair, J.;;;null;38545;;null;Sinclair, J.;;null;E. Pakistan. Ramu Road, Cox's Bazar, E. Bengal;;false;21.43 , 92.04;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988652;Annonaceae;Polyalthia;longifolia;;Inde;true;;;;West Bengal;;;;;;true;;;;true;;;true;;;true;Cult. in Hort. Bot. Calcuttensis.;;;22.558 , 88.288;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988653;Annonaceae;Polyalthia;longifolia;;Sri Lanka;false;;;;;;;true;;;true;Thwaites;;;false;1041;;false;;;true;Flora Zeylanica;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988654;Annonaceae;Polyalthia;longifolia;;;false;;;true;;;;true;;;true;Wight;;;false;95;;false;;;true;Peninsula Ind. orientalis.;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988655;Annonaceae;Polyalthia;longifolia;;Inde;false;;;;;;;true;;;true;Perrottet;;;false;;;true;;;true;Coromandel;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988656;Annonaceae;Polyalthia;longifolia;;Inde;true;;;;West Bengal;;;;01/01/1863 - 31/12/1863;;false;Pierre, L.;;;false;3677;;false;Pierre, L.;;false;Tongon in India orientali. Cult. in hort. bot. Calcuttensi;;;22.558 , 88.288;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988657;Annonaceae;Polyalthia;longifolia;;;false;;;true;;;;true;;;true;;;;true;;;true;Kessler, P.;;false;;;true;;;;true;;;;"""Non""";;;;"""Oui""";"""Non""";;;01/11/2003 - 30/11/2003;false;;;true
MNHN;P;P01988658;Annonaceae;Polyalthia;longifolia;"""Pas de spécimen ou d'étiquette""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MNHN;P;P01988659;Annonaceae;Polyalthia;longifolia;;Inde;false;;;;;;;true;;;true;Macé;;;false;;;true;;;true;Coromandel.;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988660;Annonaceae;Polyalthia;longifolia;;Inde;false;;;;;;;true;;;true;Jacquemont, V.;;;false;;;true;;;true;Indes orient.;;;;;;true;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P01988661;Annonaceae;Polyalthia;longifolia;;;false;;;true;;;;true;01/01/1840 - 31/12/1840;;false;Perrotet;;;false;362;;false;;;true;Indes Orientales;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988662;Annonaceae;Polyalthia;longifolia;;Inde;false;;;;;;;true;01/01/1840 - 31/12/1840;;false;Perrottet;;;false;362;;false;;;true;Inde;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988663;Annonaceae;Polyalthia;longifolia;;Sri Lanka;false;;;;;;;true;01/01/1854 - 31/12/1854;;false;Thwaites;;;false;1041;;false;;;true;Ceylan;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01988664;Annonaceae;Polyalthia;longifolia;;;false;;;true;;;;true;;;true;Wight;;;false;;;true;;;true;Peninsula Ind. orientalis.;;;;;;true;;;;"""Oui""";"""Non""";;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P02133053;Annonaceae;Mitrephora;thorelii;;Laos, République démocratique populaire;null;;;false;Vientiane Prefecture;;;false;01/06/1950 - 30/06/1950;;null;Vidal, J.E.;;;null;1311;;null;;;true;env. de Vientiane. Prov.: Vientiane. Laos;;false;17.9640988 , 102.6133707;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P02133054;Annonaceae;Mitrephora;thorelii;;Chine;false;;;;Hainan(海南);;;;01/01/1932 - 31/12/1933;;false;Chun, N.K.;Tso, C.L.;;false;44634;;null;;;true;"Hainan. Yaichow; alt. 1300 ft.";;false;18.372 , 109.163;;;false;;;;"""Oui""";"""Oui""";bouton brun;;"""Non""";;;;;true;396;;null
MNHN;P;P02133055;Annonaceae;Mitrephora;thorelii;;Chine;false;;;;Hainan(海南);;;;01/03/1933 - 31/07/1933;;false;How, F.C.;;;false;70561;;false;;;true;"Yaichow, Hainan; alt. 700 ft.";;;18.372 , 109.163;;;false;;;;"""Oui""";"""Oui""";jaune;;"""Non""";;;;;true;213;;null
MNHN;P;P02133056;Annonaceae;Mitrephora;thorelii;;Laos, République démocratique populaire;false;;;;Khammouan;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;3151;;false;;;true;Lakhôn, Laos. Expédition du Mè-Kong.;;;17.35 , 104.807;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133057;Annonaceae;Mitrephora;thorelii;;Viet Nam;false;;;;An Giang;;;;01/06/1876 - 30/06/1876;;false;Harmand;;;false;583;;false;;;true;mts de Chaudoc, Cochinchine;;;10.6756 , 105.0778;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133058;Annonaceae;Mitrephora;thorelii;;Viet Nam;false;;;;An Giang;;;;01/06/1876 - 30/06/1876;;false;Harmand;;;false;583;;false;;;true;mts de Chaudoc, Cochinchine;;;10.6756 , 105.0778;;;;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P02133059;Annonaceae;Mitrephora;thorelii;;Viet Nam;false;;;;An Giang;;;;01/06/1876 - 30/06/1876;;false;Harmand;;;false;583;;false;;;true;Montagnes de Chaudoc, Cochinchine;;;10.6756 , 105.0778;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133060;Annonaceae;Mitrephora;thorelii;;Viet Nam;false;;;;Bà Rịa - Vũng Tàu;;;;01/01/1875 - 31/12/1877;;false;Harmand;;;false;772;;false;;;true;Indo-Chine. Poulo-Condor;;;8.705 , 106.61;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133061;Annonaceae;Mitrephora;thorelii;;Viet Nam;null;;;false;Bà Rịa - Vũng Tàu;;;false;01/01/1875 - 31/12/1877;;null;Harmand;;;null;772;;null;;;true;Poulo-Condor. Indo-Chine;;false;8.695 , 106.588;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133062;Annonaceae;Mitrephora;thorelii;;Cambodge;false;;;;Kampong Thom;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;;;true;;;true;Oudong, Cambodge. Expédition du Mè-Kong.;;;11.8225 , 104.7436;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P02133063;Annonaceae;Mitrephora;thorelii;;Cambodge;false;;;;Siem Reap;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;;;true;;;true;Ang-cor, Cambodge. Expédition du Mè-Kong.;;;13.4125 , 103.8666;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P02133064;Annonaceae;Mitrephora;thorelii;;Laos, République démocratique populaire;false;;;;Savannakhét;;;;30/01/1925 - 30/01/1925;;false;Poilane;;;false;11868;;false;;;true;Laos: Kilo. 22 de la route de Savannakhet à Quang Tri;;;16.664 , 104.943;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133065;Annonaceae;Mitrephora;thorelii;;Cambodge;false;;;;Siem Reap;;;;26/01/1963 - 26/01/1963;;false;Schmid, M.;;;false;;;true;Schmid, M.;;false;Cambodge. Forêt d'Angkor.;;;13.4125 , 103.8666;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133066;Annonaceae;Mitrephora;thorelii;;Cambodge;false;;;;Kampong Speu;;;;02/05/1928 - 02/05/1928;;false;Poilane;;;false;15171;;false;;;true;Cambodge : Pnom Thma So pr. Kg Speu;;;11.8767 , 103.884;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P02133067;Annonaceae;Mitrephora;thorelii;;Cambodge;null;;;false;Kampong Speu;;;false;02/05/1928 - 02/05/1928;;null;Poilane;;;null;15171;;null;;;true;Cambodge : Pnom Thoma So pr. Kg Speu;;false;11.8767 , 103.884;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P02133068;Annonaceae;Mitrephora;thorelii;;Cambodge;null;;;false;Kampong Speu;;;false;02/05/1928 - 02/05/1928;;null;Poilane;;;null;15171;;null;;;true;Cambodge : Pnom Tho Ma So près village Ko Virk pr: Kg.Speu. 400 m alt.;;false;11.874 , 103.892;;;false;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;400;;null
MNHN;P;P02133069;Annonaceae;Mitrephora;thorelii;;Malaisie;false;;;;Pulau Pinang;;;;;;true;Curtis, C.;;;false;;;true;;;true;Penang;;;5.406 , 100.256;;;;;;;"""Non""";;;;"""Oui""";"""Non""";;;;true;;;true
MNHN;P;P02133070;Annonaceae;Mitrephora;thorelii;;Cambodge;false;;;;;;;true;;;true;Béjaud;;;false;141;;false;;;true;Cambodge;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133071;Annonaceae;Mitrephora;vulpina;;Thaïlande;null;;;false;Chanthaburi(จันทบุรี);;;false;25/06/1967 - 25/06/1967;;null;Sangkhachand, B.;;;null;1487;;null;Kessler, P.;;null;Thailand. Eastern : Chanthaburi, Pong Nam Ron, Khao Soi Dao.;;false;12.9343 , 102.231;;;false;;;;"""Non""";;;;"""Oui""";"""Oui""";vert;;01/05/2004 - 31/05/2004;null;;;true
MNHN;P;P02133072;Annonaceae;Mitrephora;vulpina;;Thaïlande;null;;;false;Trang(ตรัง);;;false;12/01/1968 - 12/01/1968;;null;Sangkhachand, B.;;;null;1531;;null;Kessler, P.;;null;Thailand. Peninsular: Trang, Khao Chong;;false;7.518 , 99.804;;;;;;;"""Oui""";"""Oui""";jaune;;"""Non""";;;;01/05/2004 - 31/05/2004;false;;;true
MNHN;P;P02133073;Annonaceae;Mitrephora;vulpina;;Thaïlande;false;;;;Phetchabun(เพชรบูรณ์);;;;05/04/1976 - 05/04/1976;;false;Sangkhachand, B.;;;false;3104;;false;Kessler, P.;;false;Thailand. Nam Nao NP, Phetchabun. Altitude: Ca 800 m.;;;16.741 , 101.572;;;;;;;"""Oui""";"""Oui""";jaune;;"""Non""";;;;01/05/2004 - 31/05/2004;false;800;;false
MNHN;P;P02133074;Annonaceae;Mitrephora;vulpina;;Malaisie;false;;;;Selangor;;;;20/09/1926 - 20/09/1926;;false;Strugnell, E.J.;;;false;12466;;false;Kessler, P.;;false;Malay Peninsula. 16 mile Ulu Gombak Selangor;;;3.3284 , 101.669;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/05/2004 - 31/05/2004;false;;;true
MNHN;P;P02133075;Annonaceae;Mitrephora;vulpina;;Thaïlande;false;;;;Mae Hong Son(แม่ฮ่องสอน);;;;27/02/1982 - 27/02/1982;;false;Thawatchai, W.;;;false;33;;false;Kessler, P.;;false;Thailand. Huay Poo, Mae Sarieng, Mae Hongson. Altitude 500 m;;;18.15 , 97.934;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/05/2004 - 31/05/2004;false;500;;false
MNHN;P;P02133076;Annonaceae;Mitrephora;vandaeflora;;Thaïlande;false;;;;Nakhon Sawan(นครสวรรค์);;;;22/05/1922 - 22/05/1922;;false;Kerr, A.F.G.;;;false;5999;;false;;;true;Nakawn Sawan. Siam;;;15.705783 , 100.1330046;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133077;Annonaceae;Mitrephora;vandaeflora;;Myanmar;false;;;false;Bago;;;false;01/01/1867 - 31/12/1867;;false;Kurz;;;null;59;;false;;;true;Pégou;;false;17.336667 , 96.479722;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P02133078;Annonaceae;Mitrephora;vandaeflora;;Thaïlande;false;;;;;;;true;01/03/1910 - 31/03/1910;;false;Kerr, A.F.G.;;;false;1024;;false;Kessler, P.;;false;Siam;;;;;;true;;;;"""Non""";;;;"""Non""";;;;09/09/1985 - 09/09/1985;false;;;true
MNHN;P;P02133079;Annonaceae;Mitrephora;tomentosa;;Viet Nam;false;;;;Lâm Đồng;;;;28/04/1955 - 28/04/1955;;false;Schmid, M.;;;false;;;true;Kessler, P.;;false;Long Anh (Station forestière). Prov.: Lam Dong. Vietnam. Alt. : ~ 900 m;;;12.1436 , 108.65;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/05/2004 - 31/05/2004;false;~ 900;;false
MNHN;P;P02133080;Annonaceae;Mitrephora;pallens;;Viet Nam;null;;;false;Ninh Thuận;;;false;12/11/1923 - 12/11/1923;;null;Poilane, E.;;;;8554;;null;Weerasooriya, A.D.;;null;Vietnam. Annam, Cana, prov. Phanrang, alt: 150 m;;false;11.377 , 108.844;;;false;;;;"""Oui""";"""Oui""";Café-crème;;"""Non""";;;;01/01/2001 - 31/12/2001;null;150;;null
MNHN;P;P02133081;Annonaceae;Mitrephora;thorelii;;Laos, République démocratique populaire;false;;;;Savannakhét;;;;11/02/1925 - 11/02/1925;;false;Poilane;;;false;11937;;false;;;true;Laos : Kilo 20 de la route n° 10 près de Savannakhet;;;16.66 , 104.908;;;;;;;"""Oui""";"""Oui""";jaune soufre foncé;;"""Non""";;;;;true;;;true
MNHN;P;P02133082;Annonaceae;Mitrephora;thorelii;;Laos, République démocratique populaire;false;;;;Savannakhét;;;;11/02/1925 - 11/02/1925;;false;Poilane;;;false;11937;;false;;;true;Laos : Kilo 20 de la route n° 10 près de Savannakhet;;;16.66 , 104.908;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133083;Annonaceae;Mitrephora;thorelii;;Viet Nam;false;;;;Ninh Thuận;;;;05/03/1924 - 05/03/1924;;false;Poilane;;;false;9906;;false;;;true;Annam : Ka Rom. pro: Phanrang;;;11.783 , 109.083;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133084;Annonaceae;Mitrephora;thorelii;;Viet Nam;false;;;;Ninh Thuận;;;;05/03/1924 - 05/03/1924;;false;Poilane;;;false;9906;;false;;;true;Annam : Ka Rom. pro: Phanrang;;;11.783 , 109.083;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P02133085;Annonaceae;Mitrephora;thorelii;;Cambodge;null;;;false;Pursat;;;false;01/07/1875 - 31/07/1875;;null;Godefroy, A.;;;null;649;;null;;;true;Pursat, Cambodge.;;false;12.5377547 , 103.9178235;;;false;;;;"""Non""";;;;"""Non""";;;;;true;;;true
MNHN;P;P02133086;Annonaceae;Mitrephora;thorelii;;Cambodge;false;;;;Preah Vihear;;;;01/01/1876 - 31/01/1876;;false;Harmand;;;false;270;;false;;;true;Mulu Prey. Indo-Chine;;;13.8096 , 105.276;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01986366;Annonaceae;Cananga;latifolia;;Thaïlande;false;;;;;;;true;01/05/1920 - 31/05/1920;;false;Kerr, A.F.G.;;;false;4249;;false;;;true;S. Siam;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01986367;Annonaceae;Cananga;latifolia;;Cambodge;false;;;;;;;true;;;true;Bèjeaud;;;false;147;;false;;;true;Cambodge;;;;;;true;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01986368;Annonaceae;Cananga;latifolia;;Cambodge;null;;;false;Kampong Thom;;;false;12/02/1920 - 12/02/1920;;null;Bejaud;;;null;66;;null;Deroin, T.;;null;Thlo Kandong. Kg Soai. Kg Thom;;false;12.958 , 104.9807;;;false;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/07/1997 - 01/07/1997;null;;;true
MNHN;P;P01986369;Annonaceae;Cananga;latifolia;;Thaïlande;false;;;;Phrae(แพร่);;;;15/07/1949 - 15/07/1949;;false;;;;true;175;;false;Deroin, T.;;false;Siam. East Mae Yom forest, Huey Hiae, Phrae;;;18.188 , 100.21;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;01/07/1997 - 01/07/1997;false;;;true
MNHN;P;P01986370;Annonaceae;Cananga;latifolia;;Laos, République démocratique populaire;false;;;false;Louangphabang;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;3458;;false;;;true;Luang-Prabang. Expédition du Mé-Kong.;;;19.8887438 , 102.135898;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
MNHN;P;P01986371;Annonaceae;Cananga;latifolia;;Laos, République démocratique populaire;false;;;;Louangphabang;;;;01/01/1866 - 31/12/1868;;false;Thorel;;;false;3458;;false;;;true;Luang-Prabang. Expédition du Mé-Kong.;;;19.8887438 , 102.135898;;;;;;;"""Oui""";"""Non""";;;"""Non""";;;;;true;;;true
