specimen...institute;specimen...collection;specimen...code;specimen...family;specimen...genus;specimen...specific_epithet;unusable...cause;country...country;country...cultivated;country...guessed;country...not_sure;country...no_info;region1...region;region1...guessed;region1...not_sure;region1...no_info;collect_date...collect_date;collect_date...not_sure;collect_date...no_info;collector...collector;collector...other_collectors;collector...not_sure;collector...no_info;collect_number...number;collect_number...note_sure;collect_number...no_info;identifier...identifier;identifier...not_sure;identifier...no_info;locality...locality;locality...not_sure;locality...no_info;geo...position;geo...precision;geo...not_sure;geo...no_info;owner...owner;owner...no_info;owner...not_sure;flower...flower;flower...info_color;flower...color_flowers;flower...not_sure;fruit...fruit;fruit...info_color;fruit...color_fruits;fruit...not_sure;Date.deter...collect_date;Date.deter...pas.d.information;altitude...altitude;altitude...not_sure;altitude...no_info
MNHN;P;P01987489;Annonaceae;Orophea;glabra;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cuming;;NA;false;;NA;true;Leonardia, A.;NA;false;Manille.;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/07/1999 - 31/07/1999;false;;NA;true
MNHN;P;P01987490;Annonaceae;Orophea;glabra;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;1277;NA;false;Leonardia, A.;NA;false;Manille.;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/07/1999 - 31/07/1999;false;;NA;true
MNHN;P;P01987500;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/10/1915 - 31/10/1915;NA;false;Elmer, A.D.E.;;NA;false;14624;NA;false;Kessler, P.;NA;false;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon;NA;;12.766 , 124.055;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P01987501;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/05/1925 - 30/06/1925;NA;false;Ramos, M.;Edaño, G.;NA;false;45414;NA;false;Kessler, P.;NA;false;Philippines. Casiguran. Tayabas Province. Luzon;NA;;12.8719998 , 124.0067371;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01987502;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/09/1926 - 31/10/1926;NA;false;Ramos, M.;Edaño, G.;NA;false;;NA;true;Kessler, P.;NA;false;Philippines. Alabat island;NA;;14.099 , 122.05;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;15/02/1985 - 15/02/1985;false;;NA;true
MNHN;P;P01987503;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Oriental Mindoro;NA;NA;;01/06/1922 - 30/06/1922;NA;false;Ramos, M.;;NA;false;40930;NA;false;Kessler, P.;NA;false;Philippines. Pinamalayan. Mindoro;NA;;13.0386691 , 121.4801563;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;03/09/1985 - 03/09/1985;false;;NA;true
MNHN;P;P01987504;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Northern Samar;NA;NA;;01/02/1916 - 31/03/1916;NA;false;Sablaya, M.;;NA;false;71;NA;false;Kessler, P.;NA;false;Philippine Islands. Catubig River. Samar;NA;;12.467 , 125.03;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;03/03/1986 - 03/03/1986;false;;NA;true
MNHN;P;P01987505;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Northern Samar;NA;NA;false;01/02/1916 - 31/03/1916;NA;false;Sablaya, M.;;NA;false;39;NA;null;Kessler, P.;NA;null;Philippine Islands. Catubig River, Samar;NA;false;12.467 , 125.03;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;03/03/1986 - 03/03/1986;null;;NA;true
MNHN;P;P01987506;Annonaceae;Orophea;cumingiana;;Philippines;null;NA;NA;false;National Capital Region (NCR);NA;NA;false;;NA;true;Cumming;;NA;null;1714;NA;null;Kessler, P.;NA;null;Manille.;NA;false;14.5907332 , 120.9809674;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;10/01/1986 - 10/01/1986;null;;NA;true
MNHN;P;P01987507;Annonaceae;Orophea;cumingiana;;Philippines;null;NA;NA;false;Cagayan;NA;NA;false;01/05/1909 - 31/05/1909;NA;null;Bernardo, A.;;NA;null;13107;NA;null;Kessler, P.;NA;null;Philippines. Cagayan Province. Luzon;NA;false;18.0 , 121.833;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;07/01/1986 - 07/01/1986;null;;NA;true
MNHN;P;P01987508;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/05/1917 - 31/05/1917;NA;false;Ramos, M.;Edaño, G.;NA;false;28802;NA;false;Kessler, P.;NA;false;Philippines. Mt. Binuang. Province of Tayabas. Luzon;NA;;14.775 , 121.557;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;27/02/1986 - 27/02/1986;false;;NA;true
MNHN;P;P01987509;Annonaceae;Orophea;cumingiana;;Philippines;null;NA;NA;false;Quezon;NA;NA;false;01/05/1917 - 31/05/1917;NA;null;Ramos, M.;Edaño, G.;NA;null;28484;NA;null;Kessler, P.;NA;null;Philippines. Mt. Binuang. Province of Tayabas. Luzon.;NA;false;14.775 , 121.55694444444444;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/03/1986 - 01/03/1986;null;;NA;true
MNHN;P;P01987510;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Davao del Sur;NA;NA;false;01/05/1909 - 31/05/1909;NA;false;Elmer, A.D.E.;;NA;null;10498;NA;null;Kessler, P.;NA;null;Philippine Islands. Todaya (Mt. Apo), District de Davao. Island of Mindanao.;NA;false;6.958 , 125.347;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;08/03/1984 - 08/03/1984;null;;NA;true
MNHN;P;P01987511;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/07/1916 - 31/07/1916;NA;false;Elmer, A.D.E.;;NA;false;16688;NA;false;Kessler, P.;NA;false;Philippine Islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon;NA;;12.766 , 124.055;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;08/03/1984 - 08/03/1984;false;;NA;true
MNHN;P;P01987512;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/06/1917 - 31/07/1917;NA;false;Elmer, A.D.E.;;NA;false;17601;NA;false;;NA;true;Philippine islands. Los Baños (Mt. Maquiling), Province of Laguna, Luzon;NA;;14.134 , 121.199;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01987513;Annonaceae;Orophea;cumingiana;;Philippines;null;NA;NA;false;Occidental Mindoro;NA;NA;false;01/04/1921 - 30/04/1921;NA;null;Ramos, M.;;NA;null;39617;NA;null;;NA;true;Philippines. Paluan. Mindoro;NA;false;13.4155816 , 120.4623373;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01987514;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Cagayan;NA;NA;;01/05/1917 - 18/06/1917;NA;false;Adduru, M.;;NA;false;148;NA;false;;NA;true;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province. Luzon;NA;;17.617 , 121.9;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01987515;Annonaceae;Orophea;cumingiana;;Philippines;null;NA;NA;false;Rizal;NA;NA;false;01/06/1913 - 30/06/1913;NA;null;Loher, A.;;NA;null;14868;NA;null;;NA;true;Philippines. Rizal Province. Luzon;NA;false;14.65 , 121.25;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01987516;Annonaceae;Orophea;creaghii;;Philippines;false;NA;NA;;Palawan;NA;NA;;06/04/1984 - 06/04/1984;NA;false;Podzorski, A.C.;;NA;false;SMHI 756;NA;false;Bouyer, A.M.;NA;null;Palawan. Lake Manguao (Danao), valley of stream leading into NNW bay of lake. Altitude: 60 - 80 m;NA;;10.78 , 119.521;NA;NA;;NA;NA;NA;\Oui\;\Oui\;vert;NA;\Non\;;;NA;22/06/2000 - 22/06/2000;false;60 - 80;NA;false
MNHN;P;P01987521;Annonaceae;Orophea;creaghii;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/04/1913 - 30/04/1913;NA;false;Merrill, E.D.;;NA;false;9227;NA;false;;NA;true;Philippines. Taytay. Palawan;NA;;10.8264031 , 119.5159199;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01987522;Annonaceae;Orophea;creaghii;;Philippines;false;NA;NA;;;NA;NA;true;01/04/1913 - 30/04/1913;NA;false;Merrill;;NA;false;9227;NA;false;;NA;true;Bureau of Science Manila;NA;;;NA;NA;true;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01987523;Annonaceae;Orophea;creaghii;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/04/1913 - 30/04/1913;NA;false;Merrill, E.D.;;NA;false;9227;NA;false;Leonardia, A.;NA;false;Philippines. Taytay. Palawan;NA;;10.8264031 , 119.5159199;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/07/1999 - 31/07/1999;false;;NA;true
MNHN;P;P01987526;Annonaceae;Orophea;corymbosa;;Philippines;null;NA;NA;false;Bicol Region (Region V);NA;NA;false;01/12/1913 - 31/12/1913;NA;null;Ramos, M.;;NA;null;1545;NA;null;Kessler, P.;NA;null;Philippine Plants. Prov. of Camarines. Luzon;NA;false;14.013 , 122.793;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;06/03/1986 - 06/03/1986;null;;NA;true
MNHN;P;P01987537;Annonaceae;Orophea;corymbosa;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/05/1916 - 31/05/1916;NA;false;Elmer, A.D.E.;;NA;false;16208;NA;false;Kessler, P.;NA;false;Philippine islands. Irosin (Mt. Bulusan), Province of Sorsogon. Island of Luzon;NA;;12.766 , 124.057;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;06/03/1986 - 06/03/1986;false;;NA;true
MNHN;P;P01987548;Annonaceae;Orophea;sp.;;Philippines;false;NA;NA;;Bataan;NA;NA;;01/05/1905 - 31/05/1905;NA;false;Whitford, H.N.;;NA;false;1238;NA;false;Kessler, P.;NA;false;Philippines. Lamao River, Mt. Mariveles, Province of Bataan, Luzon.;NA;;14.517 , 120.521;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/05/2004 - 31/05/2004;false;;NA;true
MNHN;P;P01987549;Annonaceae;Orophea;sp.;;Philippines;false;NA;NA;;Zamboanga Sibugay;NA;NA;;01/09/1912 - 31/10/1912;NA;false;Reillo, J.;;NA;false;16386;NA;false;Kessler, P.;NA;false;Philippines. Santa Maria. District de Zamboanga. Mindanao;NA;;6.933 , 122.065;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/05/2004 - 31/05/2004;false;;NA;true
MNHN;P;P01987550;Annonaceae;Orophea;sp.;;Philippines;false;NA;NA;;Caraga (Region XIII);NA;NA;;01/09/1915 - 30/09/1915;NA;false;Miras;Soriano,Mariano;NA;false;24434;NA;false;Kessler, P.;NA;false;Philippines. Province of Agusan. Mindanao;NA;;8.703 , 125.59;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;07/02/1986 - 07/02/1986;false;;NA;true
MNHN;P;P01987551;Annonaceae;Orophea;sp.;;Philippines;false;NA;NA;;Oriental Mindoro;NA;NA;;01/03/1905 - 31/03/1905;NA;false;Merrill, E.D.;;NA;false;4037;NA;false;Kessler, P.;NA;false;Philippines. Baco River. Mindoro;NA;;13.399 , 121.101;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/06/2004 - 30/06/2004;false;;NA;true
MNHN;P;P01987552;Annonaceae;Orophea;sp.;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/11/1915 - 30/11/1915;NA;false;Elmer, A.D.E.;;NA;false;15197;NA;false;Kessler, P.;NA;false;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon.;NA;;12.7038 , 124.0321;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;10/01/1986 - 10/01/1986;false;;NA;true
MNHN;P;P01987553;Annonaceae;Orophea;sp.;;Philippines;false;NA;NA;;Benguet;NA;NA;;01/05/1904 - 31/05/1904;NA;false;Elmer, A.D.E.;;NA;false;6434;NA;false;Kessler, P.;NA;false;Philippines. Kias, Province of Benguet, Luzon.;NA;;16.3674126 , 120.6314746;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/06/2009 - 30/06/2009;false;;NA;true
MNHN;P;P01987554;Annonaceae;Orophea;sp.;;Philippines;false;NA;NA;;Nueva Vizcaya;NA;NA;;01/05/1909 - 31/05/1909;NA;false;Darling, F.W.;;NA;false;14848;NA;false;;NA;true;Philippines. Province of Nueva Vizcaya. Luzon.;NA;;16.35 , 121.13;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01987555;Annonaceae;Orophea;sp.;;Philippines;null;NA;NA;false;Oriental Mindoro;NA;NA;false;15/04/1986 - 15/04/1986;NA;null;Ridsdale, C.E.;Coode, M.J.E.,Reynoso, E.;NA;null;5352;NA;null;;NA;true;Philippines. North coast, Mindoro. Subaan River inland from San Teodoro. 150 m.;NA;false;13.312 , 120.966;NA;NA;false;NA;NA;NA;\Oui\;\Oui\;orange;NA;\Non\;;;NA;;true;150;NA;null
MNHN;P;P02034803;Annonaceae;Goniothalamus;sp.;;Philippines;null;NA;NA;false;Quezon;NA;NA;false;01/11/1909 - 30/11/1909;NA;null;Darling, F.W.;;NA;null;;NA;true;;NA;true;Philippines, Prov. Tayabas, Luzon;NA;false;14.0263471 , 121.5918364;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02034804;Annonaceae;Goniothalamus;sp.;;Philippines;null;NA;NA;false;Bataan;NA;NA;false;05/11/1891 - 05/11/1891;NA;null;Loher, A.;;NA;null;35;NA;null;Loher, A.;NA;null;Mariveles, Luzon central;NA;false;14.4356104 , 120.4903545;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02034805;Annonaceae;Goniothalamus;sp.;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;793;NA;false;Kessler, P.;NA;false;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;26/10/1989 - 26/10/1989;false;;NA;true
MNHN;P;P02034806;Annonaceae;Goniothalamus;sp.;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;1792;NA;false;Kessler, P.;NA;false;Manille.;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;26/10/1989 - 26/10/1989;false;;NA;true
MNHN;P;P01986108;Annonaceae;Friesodielsia;bakeri;;Philippines;null;NA;NA;false;Nueva Ecija;NA;NA;false;01/08/1916 - 30/09/1916;NA;null;Ramos, M.;Edaño, G.;NA;null;26371;NA;null;;NA;true;Philippines. Mt. Umingan. Province of Nueva Ecija. Luzon;NA;false;15.517 , 121.37;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01986109;Annonaceae;Friesodielsia;bakeri;;Philippines;null;NA;NA;false;Laguna;NA;NA;false;01/06/1915 - 31/08/1915;NA;null;McGregor, R.C.;;NA;null;;NA;true;;NA;true;Philippines. Province of Laguna. Luzon;NA;false;14.1696 , 121.3336;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01986110;Annonaceae;Friesodielsia;auriculata;;Philippines;false;NA;NA;;Bohol;NA;NA;;01/08/1923 - 31/10/1923;NA;false;Ramos, M.;;NA;false;43245;NA;false;;NA;true;Philippines. Bohol;NA;;9.833 , 124.162;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01986117;Annonaceae;Friesodielsia;sp.;;Philippines;false;NA;NA;;Camarines Sur;NA;NA;;01/11/1913 - 31/12/1913;NA;false;Ramos, M.;;NA;false;22063;NA;false;van Setten, A.K.;NA;false;Philippines. Mt. Isarog. Camarines;NA;;13.659 , 123.373;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/01/1987 - 31/12/1987;false;;NA;true
MNHN;P;P01986124;Annonaceae;Friesodielsia;sp.;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/02/1913 - 28/02/1913;NA;false;Ramos, M.;;NA;false;;NA;true;Kessler, P.;NA;false;Philippines. San Antonio. Prov. Laguna. Luzon;NA;;14.367 , 121.052;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/11/2003 - 30/11/2003;false;;NA;true
MNHN;P;P01986138;Annonaceae;Friesodielsia;glauca;;Philippines;false;NA;NA;;Rizal;NA;NA;;01/05/1907 - 31/05/1907;NA;false;Loher, A.;;NA;false;12079;NA;false;;NA;true;Philippines. Montalban. Rizal Province;NA;;14.7295 , 121.144;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02034807;Annonaceae;Goniothalamus;sp.;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;01/01/1857 - 31/12/1857;NA;false;Barthe;;NA;false;;NA;true;Kessler, P.;NA;false;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;26/10/1989 - 26/10/1989;false;;NA;true
MNHN;P;P02034809;Annonaceae;Goniothalamus;sp.;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;01/01/1857 - 31/12/1857;NA;false;Barthe;;NA;false;;NA;true;Kessler, P.;NA;false;Manille;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;26/10/1989 - 26/10/1989;false;;NA;true
MNHN;P;P02034810;Annonaceae;Goniothalamus;sp.;;Philippines;false;NA;NA;;Davao Oriental;NA;NA;;01/03/1927 - 30/04/1927;NA;false;Ramos, M.;Edaño, G.;NA;false;49028;NA;false;Kessler, P.;NA;false;Philippines. Mati. Davao Province. Mindanao;NA;;6.952 , 126.2185;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/05/2005 - 31/05/2005;false;;NA;true
MNHN;P;P02034811;Annonaceae;Goniothalamus;sp.;;Philippines;null;NA;NA;false;Agusan del Norte;NA;NA;false;01/09/1913 - 30/09/1913;NA;null;Miranda, D.P.;;NA;null;;NA;true;Kessler, P.;NA;null;Philippines, Butuan Subprovince. Mindanao;NA;false;8.9478297 , 125.527228;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/05/2004 - 31/05/2004;null;;NA;true
MNHN;P;P02034944;Annonaceae;Polyalthia;sp.;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Callery;;NA;false;;NA;true;;NA;true;Manille ?;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P02034945;Annonaceae;Polyalthia;sp.;;Philippines;null;NA;NA;false;National Capital Region (NCR);NA;NA;false;;NA;true;Callery;;NA;null;;NA;true;;NA;true;Manille ?;NA;false;14.5907332 , 120.9809674;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01983890;Annonaceae;Polyalthia;flava;;Philippines;false;NA;NA;;Bicol Region (Region V);NA;NA;;01/12/1913 - 31/12/1913;NA;false;Ramos, M.;;NA;false;1537;NA;false;Merrill, E.D.;NA;false;Philippine Plants. Prov. of Camarines. Luzon;NA;;14.013 , 122.793;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01983891;Annonaceae;Polyalthia;flava;;Philippines;null;NA;NA;false;Zambales;NA;NA;false;01/11/1924 - 31/12/1924;NA;null;Ramos, M.;Edaño, G.;NA;null;;NA;true;;NA;true;Philippines. Mt. Marangay. Zambales Province. Luzon;NA;false;15.23 , 120.1;NA;NA;false;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01983896;Annonaceae;Polyalthia;glauca;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/05/1925 - 30/06/1925;NA;false;Ramos, M.;Edaño, G.;NA;false;45271;NA;false;;NA;true;Philippines. Casiguran. Tayabas Province. Luzon;NA;;12.8719998 , 124.0067371;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;;true;;NA;true
MNHN;P;P01983902;Annonaceae;Polyalthia;glauca;;Philippines;false;NA;NA;;Bicol Region (Region V);NA;NA;;01/05/1908 - 31/05/1908;NA;false;Curran, H.M.;;NA;false;10475;NA;false;;NA;true;Philippines. Camarines Prov., Luzon;NA;;14.013 , 122.793;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P01983919;Annonaceae;Polyalthia;lanceolata;;Philippines;false;NA;NA;;Quezon;NA;NA;;01/09/1926 - 31/10/1926;NA;false;Ramos, M.;Edaño, G.;NA;false;;NA;true;;NA;true;Philippines. Alabat Island;NA;;14.12 , 122.03;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00389911;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;National Capital Region (NCR);NA;NA;;;NA;true;Cumming;;NA;false;1412;NA;false;Kessler, P.;NA;false;Manille.;NA;;14.5907332 , 120.9809674;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;10/01/1986 - 10/01/1986;false;;NA;true
MNHN;P;P00389912;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;;NA;NA;true;;NA;true;Cuming;;NA;false;854;NA;false;Kessler, P.;NA;false;Philippines;NA;;;NA;NA;true;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;01/03/1986 - 01/03/1986;false;;NA;true
MNHN;P;P00389913;Annonaceae;Orophea;polyantha;;Philippines;null;NA;NA;false;Eastern Visayas (Region VIII);NA;NA;false;01/04/1914 - 30/04/1914;NA;null;Ramos, M.;;NA;null;1673;NA;null;Kessler, P.;NA;null;Philippine. Samar.;NA;false;11.833333333333334 , 125.0;NA;NA;false;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;08/03/1984 - 08/03/1984;null;;NA;true
MNHN;P;P00389914;Annonaceae;Orophea;polyantha;;Philippines;false;NA;NA;;Samar;NA;NA;;01/04/1914 - 30/04/1914;NA;false;Ramos, M.;;NA;false;1673;NA;false;Merrill, E.D.;NA;false;Philippine plants. Samar;NA;;11.96 , 125.11;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00389915;Annonaceae;Mitrephora;aversa;;Philippines;false;NA;NA;;Agusan del Norte;NA;NA;;01/10/1912 - 31/10/1912;NA;false;Elmer, A.D.E.;;NA;false;13985;NA;false;Elmer, A.D.E.;NA;false;Philippine Islands. Cabadbaran (Mt. Urdaneta), Province of Agusan. Island of Mindanao;NA;;9.1232986 , 125.5322203;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00389960;Annonaceae;Artabotrys;cagayanensis;;Philippines;false;NA;NA;;Cagayan;NA;NA;;01/04/1915 - 31/05/1915;NA;false;Castillo, E.;;NA;false;22719;NA;false;;NA;true;Philippines. Province of Cagayan. Luzon;NA;;18.0 , 121.83;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00389962;Annonaceae;Orophea;cumingiana;;Philippines;false;NA;NA;;Cotabato;NA;NA;;01/04/1912 - 30/04/1912;NA;false;Tarrosa;Almagro;NA;false;14927;NA;false;Kessler, P.;NA;false;Philippines. District of Cotabato. Mindanao;NA;;7.2 , 124.237;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;08/03/1984 - 08/03/1984;false;;NA;true
MNHN;P;P00389963;Annonaceae;Orophea;palawanensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/02/1911 - 28/02/1911;NA;false;Elmer, A.D.E.;;NA;false;12645;NA;false;Kessler, P.;NA;false;Philippine islands. Brooks point (Addison peak), Province of Palawan. Island of Palawan;NA;;8.808 , 117.777;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;10/05/0184 - 10/05/0184;false;;NA;true
MNHN;P;P00389964;Annonaceae;Orophea;palawanensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/03/1911 - 31/03/1911;NA;false;Elmer, A.D.E.;;NA;false;12858;NA;false;Elmer, A.D.E.;NA;false;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;NA;;9.7376025 , 118.7350414;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00390635;Annonaceae;Artabotrys;stolonifer;;Philippines;false;NA;NA;;Sorsogon;NA;NA;;01/10/1915 - 31/10/1915;NA;false;Elmer, A.D.E.;;NA;false;14610;NA;false;;NA;true;Philippine Islands. Irosin (Mt. Bulusan), province of Sorsogon. Island of Luzon;NA;;12.766 , 124.055;NA;NA;;NA;NA;NA;\Oui\;\Non\;;NA;\Non\;;;NA;;true;;NA;true
MNHN;P;P00390637;Annonaceae;Meiogyne;mindorensis;;Philippines;false;NA;NA;;Palawan;NA;NA;;01/04/1911 - 30/04/1911;NA;false;Elmer, A.D.E.;;NA;false;13125;NA;false;Kessler, P.;NA;false;Philippine Islands. Puerto Princesa (Mt. Pulgar), Province of Palawan, Island of Palawan.;NA;;9.792 , 118.604;NA;NA;;NA;NA;NA;\Non\;;;NA;\Oui\;\Non\;;NA;01/11/2003 - 30/11/2003;false;;NA;true
MNHN;P;P00390638;Annonaceae;Meiogyne;mindorensis;;Philippines;false;NA;NA;;Laguna;NA;NA;;01/06/1917 - 31/07/1917;NA;false;Elmer, A.D.E.;;NA;false;7649;NA;false;Kessler, P.;NA;false;Philippine Islands. Los Baños (Mt. Maquiling), Province of Laguna, Island of Luzon;NA;;14.134 , 121.199;NA;NA;;NA;NA;NA;\Non\;;;NA;\Non\;;;NA;01/11/2003 - 30/11/2003;false;;NA;true
