scientific_name;genus;specific_epithet;species_author;recorded_by;colnum_full;prefix;colnum;sufix;col_date;col_day;col_month;col_year;det_by;det_date;det_day;det_month;det_year;country_id;country;continent;locality;coordinate_id;ddlong;ddlat;institute;herbarium_code;barcode;orig_bc;coll_surname;orig_recby;orig_detby;country_iso3;status;accepted_name;ipni_no;colnum_fullprefix;region;geo_issues;.summary;tmp_det_date.1;expert_det;recby_regex;modified;scientific_name.1;colnum_fullprefix.1;region.1;collector_id;huh_name;geo_col;wiki_url;ipni_species_author;specificEpithet;tmp_det_date;sp_idx
0.0;Mitrephora;reflexa;Merr.;Adduru, M;96.0, Collector Number: 178, 25388, 512;nan;96.0;nan;01/05/1917 - 18/06/1917;1;5;1917;, Burley, JS, <NA>, <NA>;nan;;;;PH;Philippines;0.0;Littoc. Vicinity of Peñablanca, Cagayan Province, Luzon.;0.0;121.9;17.6167;0, BPBM, K, K;0.0, BISH, Herbarium, Herbarium;18,8,16,6,14,4,P01967891;P01967891, 620170, K000691920, K000691918;Adduru;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;0.0;0.0;0.0;0.0;nan;;;
0.0;Neo-uvaria;acuminatissima;(Miq.) Airy Shaw;Agama, J;, 43245, 35026, 41501;nan;nan;nan;01/10/1914 - 30/11/1914;1;10;1914;, <NA>, <NA>, <NA>;nan;;;;PH;Philippines;0.0;Philippines. Lanao District, Mindanao;0.0;124.113;7.912;0, K, NHMUK, K;0.0, Herbarium, BOT, Herbarium;19,9,17,7,15,5,P00267950;P00267950, K000691758, BM0-00632901, K000691986;Agama;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;0.0;0.0;0.0;0.0;nan;;;
nan;Orophea;cumingiana;nan;Elmer, Adolph Daniel Edward;6434, 6434, 6434, 6434, 6434, 6434, 6434, 6434, 6434, 6434, 6434, 6434, 6434, 6434, 6434, 25388, 512, 6434;nan;6434.0;nan;nan;24;1;1904;, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>;nan;;;;PH;Philippines;nan;Prov Benguet. Kias  Luzon;nan;120.57;16.33;K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, K;Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium;10,18,8,16,6,14,K000574845;K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000574845, K000691920, K000691918, K000574845;Elmer;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;nan;nan;;;
nan;Friesodielsia;auriculata;nan;Ramos, Maximo;43245, 43245, 43245, 43245, 43245, 43245, 43245, 43245, 43245, 43245, 43245, 43245, 43245, 43245, 43245, 35026, 41501, Collector Number: 181;nan;43245.0;nan;nan;28;6;1918;, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, Burley, JS;nan;;;;PH;Philippines;nan;Bohol;nan;124.17;9.83;K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, NHMUK, K, BPBM;Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, BOT, Herbarium, BISH;11,19,9,17,7,15,K000691758;K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, K000691758, BM0-00632901, K000691986, 620167;Ramos;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Ramos, Maximo;Malaysia, Philippines;nan;nan;;;
nan;Meiogyne;mindorensis;nan;Williams, Robert Stratham;512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 512, 6434, Collector Number: 178;nan;512.0;nan;nan;24;1;1904;, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, Burley, JS;nan;;;;PH;Philippines;nan;Lamao R., Mt. Mariveles, prov. Bataan Central Luzon;nan;120.48;14.53;K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, BPBM;Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, BISH;4,12,10,18,8,16,K000691918;K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000691918, K000574845, 620170;Williams;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Williams, Robert Stratham;Bolivia, Canada, Panama, Peru, Philippines, United States of America;nan;nan;;;
nan;Meiogyne;mindorensis;nan;Mabesa, Calixto;25388, 25388, 25388, 25388, 25388, 25388, 25388, 25388, 25388, 25388, 25388, 25388, 25388, 25388, 25388, 41501, Collector Number: 181, 43245;nan;25388.0;nan;nan;28;4;1987;, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, Burley, JS, <NA>;nan;;;;PH;Philippines;nan;Province of Laguna, Luzon;nan;121.33;14.17;K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, BPBM, K;Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, BISH, Herbarium;5,13,11,19,9,17,K000691920;K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691920, K000691986, 620167, K000691758;Mabesa;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Mabesa, Calixto;Philippines;nan;nan;;;
nan;Mitrephora;pictiflora;nan;Ramos, Maximo;41501, 41501, 41501, 41501, 41501, 41501, 41501, 41501, 41501, 41501, 41501, 41501, 41501, 41501, 41501, 6434, Collector Number: 178, 25388;nan;41501.0;nan;nan;28;4;1987;, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, Burley, JS, <NA>;nan;;;;PH;Philippines;nan;Cabalian, Leyte;nan;125.22;10.28;K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, BPBM, K;Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, BISH, Herbarium;6,14,4,12,10,18,K000691986;K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000691986, K000574845, 620170, K000691920;Ramos;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Ramos, Maximo;Malaysia, Philippines;nan;nan;;;
0.0;Polyalthia;nan;nan;Adduru, M;108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, 108, Collector Number: 181, 43245, 35026;nan;108.0;nan;01/05/1917 - 18/06/1917;1;5;1917;, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, Burley, JS, <NA>, <NA>;nan;;;;PH;Philippines;0.0;Philippines. Littoc, Vicinity of Peñablanca. Cagayan Province. Luzon;0.0;121.9;17.617;0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, BPBM, K, NHMUK;0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, BISH, Herbarium, BOT;7,15,5,13,11,19,P01983360;P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, P01983360, 620167, K000691758, BM0-00632901;Adduru;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;nan;nan;nan;nan;;;
nan;Uvaria;concava;nan;Elmer, Adolph Daniel Edward;13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, 13015, Collector Number: 178, 25388, 512;nan;13015.0;nan;nan;28;4;1911;Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Turner, IM, Burley, JS, <NA>, <NA>;nan;;;;PH;Philippines;nan;Puerto Princesa (Mount Pulgar);nan;119.200154;10.2204165;NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, NHMUK, BPBM, K, K;BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BOT, BISH, Herbarium, Herbarium;8,16,6,14,4,12,BM0-00885795;BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, BM0-00885795, 620170, K000691920, K000691918;Elmer;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Elmer, Adolph Daniel Edward;Indonesia, Philippines, United States of America;nan;nan;;;
nan;Pseuduvaria;luzoniensis;nan;Ramos, Maximo;43211, 43211, 43211, 43211, 43211, 43211, 43211, 43211, 43211, 43211, 43211, 43211, 43211, 43211, 43211, 43245, 35026, 41501;nan;43211.0;nan;nan;;6;1918;, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>, <NA>;nan;;;;PH;Philippines;nan;Bohol;nan;124.17;9.83;K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, K, NHMUK, K;Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, Herbarium, BOT, Herbarium;9,17,7,15,5,13,K000574830;K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000574830, K000691758, BM0-00632901, K000691986;Ramos;nan;;;nan;nan;nan;;;nan;;;nan;;nan;;;;nan;Ramos, Maximo;Malaysia, Philippines;nan;nan;;;
